Year,UNIT_MEASURE,Administrative Area,Sex,Value
2019,Number,Herzegovina-Neretva Canton,Both sexes,2260
2020,Number,Herzegovina-Neretva Canton,Both sexes,2493
2021,Number,Herzegovina-Neretva Canton,Both sexes,2199
2022,Number,Herzegovina-Neretva Canton,Both sexes,2000
2009,Number,Herzegovina-Neretva Canton,M,159
2010,Number,Herzegovina-Neretva Canton,M,217
2011,Number,Herzegovina-Neretva Canton,M,352
2012,Number,Herzegovina-Neretva Canton,M,342
2013,Number,Herzegovina-Neretva Canton,M,572
2014,Number,Herzegovina-Neretva Canton,M,563
2015,Number,Herzegovina-Neretva Canton,M,588
2016,Number,Herzegovina-Neretva Canton,M,633
2017,Number,Herzegovina-Neretva Canton,M,727
2018,Number,Herzegovina-Neretva Canton,M,690
2019,Number,Herzegovina-Neretva Canton,M,824
2020,Number,Herzegovina-Neretva Canton,M,794
2021,Number,Herzegovina-Neretva Canton,M,647
2022,Number,Herzegovina-Neretva Canton,M,619
2009,Number,Herzegovina-Neretva Canton,F,365
2010,Number,Herzegovina-Neretva Canton,F,448
2011,Number,Herzegovina-Neretva Canton,F,736
2012,Number,Herzegovina-Neretva Canton,F,779
2013,Number,Herzegovina-Neretva Canton,F,1267
2014,Number,Herzegovina-Neretva Canton,F,1242
2015,Number,Herzegovina-Neretva Canton,F,1089
2016,Number,Herzegovina-Neretva Canton,F,1147
2017,Number,Herzegovina-Neretva Canton,F,1340
2018,Number,Herzegovina-Neretva Canton,F,1474
2019,Number,Herzegovina-Neretva Canton,F,1436
2020,Number,Herzegovina-Neretva Canton,F,1699
2021,Number,Herzegovina-Neretva Canton,F,1552
2022,Number,Herzegovina-Neretva Canton,F,1381
2019,Number,West Herzegovina Canton,Both sexes,7
2020,Number,West Herzegovina Canton,Both sexes,9
2021,Number,West Herzegovina Canton,Both sexes,26
2022,Number,West Herzegovina Canton,Both sexes,31
2019,Number,West Herzegovina Canton,M,4
2020,Number,West Herzegovina Canton,M,3
2021,Number,West Herzegovina Canton,M,8
2022,Number,West Herzegovina Canton,M,7
2019,Number,West Herzegovina Canton,F,3
2020,Number,West Herzegovina Canton,F,6
2021,Number,West Herzegovina Canton,F,18
2022,Number,West Herzegovina Canton,F,24
2009,Number,Sarajevo Canton,Both sexes,2333
2010,Number,Sarajevo Canton,Both sexes,3342
2011,Number,Sarajevo Canton,Both sexes,4928
2012,Number,Sarajevo Canton,Both sexes,5701
2013,Number,Sarajevo Canton,Both sexes,6200
2014,Number,Sarajevo Canton,Both sexes,6223
2015,Number,Sarajevo Canton,Both sexes,6629
2016,Number,Sarajevo Canton,Both sexes,6165
2017,Number,Sarajevo Canton,Both sexes,5954
2018,Number,Sarajevo Canton,Both sexes,6449
2019,Number,Sarajevo Canton,Both sexes,6706
2020,Number,Sarajevo Canton,Both sexes,6996
2021,Number,Sarajevo Canton,Both sexes,6571
2022,Number,Sarajevo Canton,Both sexes,6357
2009,Number,Sarajevo Canton,M,895
2010,Number,Sarajevo Canton,M,1247
2011,Number,Sarajevo Canton,M,1989
2012,Number,Sarajevo Canton,M,2171
2013,Number,Sarajevo Canton,M,2395
2014,Number,Sarajevo Canton,M,2444
2015,Number,Sarajevo Canton,M,2518
2016,Number,Sarajevo Canton,M,2374
2017,Number,Sarajevo Canton,M,2237
2018,Number,Sarajevo Canton,M,2328
2019,Number,Sarajevo Canton,M,2414
2020,Number,Sarajevo Canton,M,2569
2021,Number,Sarajevo Canton,M,2429
2022,Number,Sarajevo Canton,M,2225
2009,Number,Sarajevo Canton,F,1438
2010,Number,Sarajevo Canton,F,2095
2011,Number,Sarajevo Canton,F,2939
2012,Number,Sarajevo Canton,F,3530
2013,Number,Sarajevo Canton,F,3805
2014,Number,Sarajevo Canton,F,3779
2015,Number,Sarajevo Canton,F,4111
2016,Number,Sarajevo Canton,F,3791
2017,Number,Sarajevo Canton,F,3717
2018,Number,Sarajevo Canton,F,4121
2019,Number,Sarajevo Canton,F,4292
2020,Number,Sarajevo Canton,F,4427
2021,Number,Sarajevo Canton,F,4142
2022,Number,Sarajevo Canton,F,4132
