Year,UNIT_MEASURE,SEX,AGE,Value
2013,NUMBER,F,_T,1131227
2013,NUMBER,F,0,10581
2013,NUMBER,F,1,10988
2013,NUMBER,F,2,11056
2013,NUMBER,F,3,11474
2013,NUMBER,F,4,11727
2013,NUMBER,F,5,11618
2013,NUMBER,F,6,11072
2013,NUMBER,F,7,11215
2013,NUMBER,F,8,11277
2013,NUMBER,F,9,11237
2013,NUMBER,F,10,11518
2013,NUMBER,F,11,11681
2013,NUMBER,F,12,12202
2013,NUMBER,F,13,12637
2013,NUMBER,F,14,13522
2013,NUMBER,F,15,14879
2013,NUMBER,F,16,16932
2013,NUMBER,F,17,17068
2013,NUMBER,F,18,16591
2013,NUMBER,F,19,13113
2013,NUMBER,F,20,12272
2013,NUMBER,F,21,14751
2013,NUMBER,F,22,15660
2013,NUMBER,F,23,15516
2013,NUMBER,F,24,15600
2013,NUMBER,F,25,16118
2013,NUMBER,F,26,15645
2013,NUMBER,F,27,15846
2013,NUMBER,F,28,15889
2013,NUMBER,F,29,16586
2013,NUMBER,F,30,15886
2013,NUMBER,F,31,15749
2013,NUMBER,F,32,16055
2013,NUMBER,F,33,15811
2013,NUMBER,F,34,15555
2013,NUMBER,F,35,15626
2013,NUMBER,F,36,15712
2013,NUMBER,F,37,16154
2013,NUMBER,F,38,15646
2013,NUMBER,F,39,15638
2013,NUMBER,F,40,15457
2013,NUMBER,F,41,15946
2013,NUMBER,F,42,15542
2013,NUMBER,F,43,14905
2013,NUMBER,F,44,15858
2013,NUMBER,F,45,16162
2013,NUMBER,F,46,16613
2013,NUMBER,F,47,17140
2013,NUMBER,F,48,17373
2013,NUMBER,F,49,17227
2013,NUMBER,F,50,17408
2013,NUMBER,F,51,18176
2013,NUMBER,F,52,17803
2013,NUMBER,F,53,17770
2013,NUMBER,F,54,17536
2013,NUMBER,F,55,16951
2013,NUMBER,F,56,15777
2013,NUMBER,F,57,16033
2013,NUMBER,F,58,16371
2013,NUMBER,F,59,15389
2013,NUMBER,F,60,15575
2013,NUMBER,F,61,14255
2013,NUMBER,F,62,13044
2013,NUMBER,F,63,13250
2013,NUMBER,F,64,12590
2013,NUMBER,F,65,11398
2013,NUMBER,F,66,11859
2013,NUMBER,F,67,9102
2013,NUMBER,F,68,8553
2013,NUMBER,F,69,8041
2013,NUMBER,F,70,8325
2013,NUMBER,F,71,9159
2013,NUMBER,F,72,9645
2013,NUMBER,F,73,10201
2013,NUMBER,F,74,9248
2013,NUMBER,F,75,9067
2013,NUMBER,F,76,8290
2013,NUMBER,F,77,7879
2013,NUMBER,F,78,7222
2013,NUMBER,F,79,6460
2013,NUMBER,F,80,5631
2013,NUMBER,F,81,5104
2013,NUMBER,F,82,4167
2013,NUMBER,F,83,3832
2013,NUMBER,F,84,3000
2013,NUMBER,F,85+,10790
