Year,UNIT_MEASURE,ADMIN_AREA,SEX,Value
2015,NUMBER,sarajevo_canton,M,14685
2016,NUMBER,sarajevo_canton,M,13488
2017,NUMBER,sarajevo_canton,M,12104
2018,NUMBER,sarajevo_canton,M,11451
2009,NUMBER,sarajevo_canton,F,19001
2010,NUMBER,sarajevo_canton,F,18295
2011,NUMBER,sarajevo_canton,F,18528
2012,NUMBER,sarajevo_canton,F,18839
2013,NUMBER,sarajevo_canton,F,19100
2014,NUMBER,sarajevo_canton,F,19424
2015,NUMBER,sarajevo_canton,F,19988
2016,NUMBER,sarajevo_canton,F,19111
2017,NUMBER,sarajevo_canton,F,17599
2018,NUMBER,sarajevo_canton,F,17391
