Year,UNIT_MEASURE,Admin_Area,Sex,Disabilities,Value
2013,NUMBER,federation_of_bih,F ,walking,66911
2013,NUMBER,federation_of_bih,F ,memory,19581
2013,NUMBER,federation_of_bih,F ,dressing,14028
2013,NUMBER,federation_of_bih,F ,communication,10334
2013,NUMBER,federation_of_bih,F ,multiple_disabilities,39683
2013,NUMBER,una-sana_canton,F ,T,10651
2013,NUMBER,una-sana_canton,F ,eyesight,5006
2013,NUMBER,una-sana_canton,F ,hearing,2529
2013,NUMBER,una-sana_canton,F ,walking,6619
2013,NUMBER,una-sana_canton,F ,memory,2161
2013,NUMBER,una-sana_canton,F ,dressing,1449
2013,NUMBER,una-sana_canton,F ,communication,1178
2013,NUMBER,una-sana_canton,F ,multiple_disabilities,4114
2013,NUMBER,posavina_canton,F ,T,1802
2013,NUMBER,posavina_canton,F ,eyesight,794
2013,NUMBER,posavina_canton,F ,hearing,394
2013,NUMBER,posavina_canton,F ,walking,1155
2013,NUMBER,posavina_canton,F ,memory,322
2013,NUMBER,posavina_canton,F ,dressing,216
2013,NUMBER,posavina_canton,F ,communication,172
2013,NUMBER,posavina_canton,F ,multiple_disabilities,645
2013,NUMBER,tuzla_canton,F ,T,24724
2013,NUMBER,tuzla_canton,F ,eyesight,11284
2013,NUMBER,tuzla_canton,F ,hearing,5295
2013,NUMBER,tuzla_canton,F ,walking,16720
2013,NUMBER,tuzla_canton,F ,memory,5347
2013,NUMBER,tuzla_canton,F ,dressing,3277
2013,NUMBER,tuzla_canton,F ,communication,2361
2013,NUMBER,tuzla_canton,F ,multiple_disabilities,10252
2013,NUMBER,zenica-doboj_canton,F ,T,16513
2013,NUMBER,zenica-doboj_canton,F ,eyesight,7154
2013,NUMBER,zenica-doboj_canton,F ,hearing,3334
2013,NUMBER,zenica-doboj_canton,F ,walking,11058
2013,NUMBER,zenica-doboj_canton,F ,memory,2990
2013,NUMBER,zenica-doboj_canton,F ,dressing,2264
2013,NUMBER,zenica-doboj_canton,F ,communication,1643
2013,NUMBER,zenica-doboj_canton,F ,multiple_disabilities,6376
2013,NUMBER,bosnian-podrinje_canton,F ,T,1469
2013,NUMBER,bosnian-podrinje_canton,F ,eyesight,611
2013,NUMBER,bosnian-podrinje_canton,F ,hearing,359
2013,NUMBER,bosnian-podrinje_canton,F ,walking,1050
2013,NUMBER,bosnian-podrinje_canton,F ,memory,316
2013,NUMBER,bosnian-podrinje_canton,F ,dressing,195
2013,NUMBER,bosnian-podrinje_canton,F ,communication,148
2013,NUMBER,bosnian-podrinje_canton,F ,multiple_disabilities,607
2013,NUMBER,central_bosnia_canton,F ,T,10848
2013,NUMBER,central_bosnia_canton,F ,eyesight,4714
2013,NUMBER,central_bosnia_canton,F ,hearing,2345
2013,NUMBER,central_bosnia_canton,F ,walking,6787
2013,NUMBER,central_bosnia_canton,F ,memory,2147
2013,NUMBER,central_bosnia_canton,F ,dressing,1508
2013,NUMBER,central_bosnia_canton,F ,communication,1286
2013,NUMBER,central_bosnia_canton,F ,multiple_disabilities,4246
2013,NUMBER,herzegovina-neretva_canton,F ,T,8071
2013,NUMBER,herzegovina-neretva_canton,F ,eyesight,3307
2013,NUMBER,herzegovina-neretva_canton,F ,hearing,1940
2013,NUMBER,herzegovina-neretva_canton,F ,walking,5462
2013,NUMBER,herzegovina-neretva_canton,F ,memory,1490
2013,NUMBER,herzegovina-neretva_canton,F ,dressing,1219
2013,NUMBER,herzegovina-neretva_canton,F ,communication,911
2013,NUMBER,herzegovina-neretva_canton,F ,multiple_disabilities,3138
2013,NUMBER,west_herzegovina_canton,F ,T,2721
2013,NUMBER,west_herzegovina_canton,F ,eyesight,1073
2013,NUMBER,west_herzegovina_canton,F ,hearing,682
2013,NUMBER,west_herzegovina_canton,F ,walking,1860
2013,NUMBER,west_herzegovina_canton,F ,memory,524
2013,NUMBER,west_herzegovina_canton,F ,dressing,467
2013,NUMBER,west_herzegovina_canton,F ,communication,374
2013,NUMBER,west_herzegovina_canton,F ,multiple_disabilities,1062
2013,NUMBER,sarajevo_canton,F ,T,20688
2013,NUMBER,sarajevo_canton,F ,eyesight,8538
2013,NUMBER,sarajevo_canton,F ,hearing,4411
2013,NUMBER,sarajevo_canton,F ,walking,14396
2013,NUMBER,sarajevo_canton,F ,memory,3820
2013,NUMBER,sarajevo_canton,F ,dressing,3000
2013,NUMBER,sarajevo_canton,F ,communication,1925
2013,NUMBER,sarajevo_canton,F ,multiple_disabilities,8164
2013,NUMBER,canton_10,F ,T,2745
2013,NUMBER,canton_10,F ,eyesight,1186
2013,NUMBER,canton_10,F ,hearing,689
2013,NUMBER,canton_10,F ,walking,1804
2013,NUMBER,canton_10,F ,memory,464
2013,NUMBER,canton_10,F ,dressing,433
2013,NUMBER,canton_10,F ,communication,336
2013,NUMBER,canton_10,F ,multiple_disabilities,1079
