Year,UNIT_MEASURE,Sex,AGE,Cause_of_death,Value
2008,NUMBER,F, 1-4,symptoms_signs_and_abnormal,0.0
2008,NUMBER,F, 1-4,neoplasms,1.0
2008,NUMBER,F, 1-4,diseases_of_the_nervous,1.0
2008,NUMBER,F, 1-4,congenital_malformations_deformations,1.0
2008,NUMBER,F, 1-4,injuries_poisoning_and_consequences,1.0
2008,NUMBER,F, 1-4,unknown,2.0
2008,NUMBER,F, 1-4,diseases_of_the_circulatory,4.0
2008,NUMBER,_T, 5-9,certain_conditions_originating,0.0
2008,NUMBER,_T, 5-9,diseases_of_the_skin,0.0
2008,NUMBER,_T, 5-9,diseases_of_the_eye,0.0
2008,NUMBER,_T, 5-9,infectious_and_parasitic,0.0
2008,NUMBER,_T, 5-9,diseases_of_the_blood,0.0
2008,NUMBER,_T, 5-9,endocrine_metabolic_and_nutritional,0.0
2008,NUMBER,_T, 5-9,mental_and_behavioural_disorders,0.0
2008,NUMBER,_T, 5-9,diseases_of_the_respiratory,0.0
2008,NUMBER,_T, 5-9,diseases_of_the_digestive,0.0
2008,NUMBER,_T, 5-9,diseases_of_the_musculoskeletal,0.0
2008,NUMBER,_T, 5-9,diseases_of_the_genitourinary,0.0
2008,NUMBER,_T, 5-9,pregnancy_childbirth_and_the,0.0
2008,NUMBER,_T, 5-9,diseases_of_the_nervous,1.0
2008,NUMBER,_T, 5-9,unknown,1.0
2008,NUMBER,_T, 5-9,diseases_of_the_circulatory,2.0
2008,NUMBER,_T, 5-9,congenital_malformations_deformations,2.0
2008,NUMBER,_T, 5-9,neoplasms,3.0
2008,NUMBER,_T, 5-9,symptoms_signs_and_abnormal,3.0
2008,NUMBER,_T, 5-9,injuries_poisoning_and_consequences,8.0
2008,NUMBER,M, 5-9,infectious_and_parasitic,0.0
2008,NUMBER,M, 5-9,endocrine_metabolic_and_nutritional,0.0
2008,NUMBER,M, 5-9,diseases_of_the_nervous,0.0
2008,NUMBER,M, 5-9,diseases_of_the_respiratory,0.0
2008,NUMBER,M, 5-9,diseases_of_the_digestive,0.0
2008,NUMBER,M, 5-9,diseases_of_the_genitourinary,0.0
2008,NUMBER,M, 5-9,unknown,0.0
2008,NUMBER,M, 5-9,mental_and_behavioural_disorders,0.0
2008,NUMBER,M, 5-9,pregnancy_childbirth_and_the,0.0
2008,NUMBER,M, 5-9,diseases_of_the_eye,0.0
2008,NUMBER,M, 5-9,diseases_of_the_blood,0.0
2008,NUMBER,M, 5-9,diseases_of_the_musculoskeletal,0.0
2008,NUMBER,M, 5-9,congenital_malformations_deformations,0.0
2008,NUMBER,M, 5-9,diseases_of_the_skin,0.0
2008,NUMBER,M, 5-9,certain_conditions_originating,0.0
2008,NUMBER,M, 5-9,neoplasms,2.0
2008,NUMBER,M, 5-9,diseases_of_the_circulatory,2.0
2008,NUMBER,M, 5-9,symptoms_signs_and_abnormal,2.0
2008,NUMBER,M, 5-9,injuries_poisoning_and_consequences,7.0
2008,NUMBER,F, 5-9,certain_conditions_originating,0.0
2008,NUMBER,F, 5-9,diseases_of_the_skin,0.0
2008,NUMBER,F, 5-9,infectious_and_parasitic,0.0
2008,NUMBER,F, 5-9,diseases_of_the_blood,0.0
2008,NUMBER,F, 5-9,endocrine_metabolic_and_nutritional,0.0
2008,NUMBER,F, 5-9,mental_and_behavioural_disorders,0.0
2008,NUMBER,F, 5-9,diseases_of_the_eye,0.0
2008,NUMBER,F, 5-9,diseases_of_the_circulatory,0.0
2008,NUMBER,F, 5-9,diseases_of_the_respiratory,0.0
2008,NUMBER,F, 5-9,diseases_of_the_digestive,0.0
2008,NUMBER,F, 5-9,diseases_of_the_musculoskeletal,0.0
2008,NUMBER,F, 5-9,diseases_of_the_genitourinary,0.0
2008,NUMBER,F, 5-9,pregnancy_childbirth_and_the,0.0
2008,NUMBER,F, 5-9,neoplasms,1.0
2008,NUMBER,F, 5-9,diseases_of_the_nervous,1.0
2008,NUMBER,F, 5-9,symptoms_signs_and_abnormal,1.0
2008,NUMBER,F, 5-9,injuries_poisoning_and_consequences,1.0
2008,NUMBER,F, 5-9,unknown,1.0
2008,NUMBER,F, 5-9,congenital_malformations_deformations,2.0
2008,NUMBER,_T, 10-14,certain_conditions_originating,0.0
2008,NUMBER,_T, 10-14,diseases_of_the_skin,0.0
2008,NUMBER,_T, 10-14,congenital_malformations_deformations,0.0
2008,NUMBER,_T, 10-14,diseases_of_the_eye,0.0
2008,NUMBER,_T, 10-14,diseases_of_the_blood,0.0
2008,NUMBER,_T, 10-14,mental_and_behavioural_disorders,0.0
2008,NUMBER,_T, 10-14,diseases_of_the_digestive,0.0
2008,NUMBER,_T, 10-14,diseases_of_the_musculoskeletal,0.0
2008,NUMBER,_T, 10-14,diseases_of_the_genitourinary,0.0
2008,NUMBER,_T, 10-14,pregnancy_childbirth_and_the,0.0
2008,NUMBER,_T, 10-14,endocrine_metabolic_and_nutritional,1.0
2008,NUMBER,_T, 10-14,diseases_of_the_respiratory,1.0
2008,NUMBER,_T, 10-14,infectious_and_parasitic,2.0
2008,NUMBER,_T, 10-14,diseases_of_the_circulatory,2.0
2008,NUMBER,_T, 10-14,diseases_of_the_nervous,3.0
2008,NUMBER,_T, 10-14,unknown,3.0
2008,NUMBER,_T, 10-14,symptoms_signs_and_abnormal,4.0
2008,NUMBER,_T, 10-14,injuries_poisoning_and_consequences,9.0
2008,NUMBER,_T, 10-14,neoplasms,5.0
2008,NUMBER,M, 10-14,infectious_and_parasitic,0.0
2008,NUMBER,M, 10-14,endocrine_metabolic_and_nutritional,0.0
2008,NUMBER,M, 10-14,diseases_of_the_circulatory,0.0
2008,NUMBER,M, 10-14,diseases_of_the_respiratory,0.0
2008,NUMBER,M, 10-14,diseases_of_the_digestive,0.0
2008,NUMBER,M, 10-14,diseases_of_the_genitourinary,0.0
2008,NUMBER,M, 10-14,mental_and_behavioural_disorders,0.0
2008,NUMBER,M, 10-14,pregnancy_childbirth_and_the,0.0
2008,NUMBER,M, 10-14,diseases_of_the_eye,0.0
2008,NUMBER,M, 10-14,diseases_of_the_blood,0.0
2008,NUMBER,M, 10-14,diseases_of_the_musculoskeletal,0.0
2008,NUMBER,M, 10-14,congenital_malformations_deformations,0.0
2008,NUMBER,M, 10-14,diseases_of_the_skin,0.0
2008,NUMBER,M, 10-14,certain_conditions_originating,0.0
2008,NUMBER,M, 10-14,diseases_of_the_nervous,1.0
2008,NUMBER,M, 10-14,unknown,2.0
2008,NUMBER,M, 10-14,symptoms_signs_and_abnormal,3.0
2008,NUMBER,M, 10-14,neoplasms,4.0
2008,NUMBER,M, 10-14,injuries_poisoning_and_consequences,6.0
2008,NUMBER,F, 10-14,certain_conditions_originating,0.0
2008,NUMBER,F, 10-14,diseases_of_the_skin,0.0
2008,NUMBER,F, 10-14,congenital_malformations_deformations,0.0
2008,NUMBER,F, 10-14,diseases_of_the_blood,0.0
2008,NUMBER,F, 10-14,mental_and_behavioural_disorders,0.0
2008,NUMBER,F, 10-14,diseases_of_the_eye,0.0
2008,NUMBER,F, 10-14,diseases_of_the_digestive,0.0
2008,NUMBER,F, 10-14,diseases_of_the_musculoskeletal,0.0
2008,NUMBER,F, 10-14,diseases_of_the_genitourinary,0.0
2008,NUMBER,F, 10-14,pregnancy_childbirth_and_the,0.0
2008,NUMBER,F, 10-14,neoplasms,1.0
2008,NUMBER,F, 10-14,endocrine_metabolic_and_nutritional,1.0
2008,NUMBER,F, 10-14,diseases_of_the_respiratory,1.0
2008,NUMBER,F, 10-14,symptoms_signs_and_abnormal,1.0
2008,NUMBER,F, 10-14,unknown,1.0
2008,NUMBER,F, 10-14,infectious_and_parasitic,2.0
2008,NUMBER,F, 10-14,diseases_of_the_nervous,2.0
2008,NUMBER,F, 10-14,diseases_of_the_circulatory,2.0
2008,NUMBER,F, 10-14,injuries_poisoning_and_consequences,3.0
2008,NUMBER,_T,15-19,certain_conditions_originating,0.0
2008,NUMBER,_T,15-19,diseases_of_the_skin,0.0
2008,NUMBER,_T,15-19,diseases_of_the_eye,0.0
2008,NUMBER,_T,15-19,diseases_of_the_blood,0.0
2008,NUMBER,_T,15-19,diseases_of_the_musculoskeletal,0.0
2008,NUMBER,_T,15-19,mental_and_behavioural_disorders,0.0
2008,NUMBER,_T,15-19,endocrine_metabolic_and_nutritional,0.0
2008,NUMBER,_T,15-19,diseases_of_the_respiratory,0.0
2008,NUMBER,_T,15-19,diseases_of_the_genitourinary,0.0
2008,NUMBER,_T,15-19,infectious_and_parasitic,1.0
2008,NUMBER,_T,15-19,diseases_of_the_nervous,1.0
2008,NUMBER,_T,15-19,congenital_malformations_deformations,1.0
2008,NUMBER,_T,15-19,diseases_of_the_digestive,2.0
2008,NUMBER,_T,15-19,pregnancy_childbirth_and_the,2.0
2008,NUMBER,_T,15-19,neoplasms,3.0
2008,NUMBER,_T,15-19,unknown,3.0
2008,NUMBER,_T,15-19,diseases_of_the_circulatory,8.0
2008,NUMBER,_T,15-19,injuries_poisoning_and_consequences,30.0
2008,NUMBER,_T,15-19,symptoms_signs_and_abnormal,5.0
2008,NUMBER,M,15-19,endocrine_metabolic_and_nutritional,0.0
2008,NUMBER,M,15-19,diseases_of_the_respiratory,0.0
2008,NUMBER,M,15-19,diseases_of_the_genitourinary,0.0
2008,NUMBER,M,15-19,mental_and_behavioural_disorders,0.0
2008,NUMBER,M,15-19,pregnancy_childbirth_and_the,0.0
2008,NUMBER,M,15-19,diseases_of_the_eye,0.0
2008,NUMBER,M,15-19,diseases_of_the_blood,0.0
2008,NUMBER,M,15-19,diseases_of_the_musculoskeletal,0.0
2008,NUMBER,M,15-19,congenital_malformations_deformations,0.0
2008,NUMBER,M,15-19,diseases_of_the_skin,0.0
2008,NUMBER,M,15-19,certain_conditions_originating,0.0
2008,NUMBER,M,15-19,infectious_and_parasitic,1.0
2008,NUMBER,M,15-19,diseases_of_the_nervous,1.0
2008,NUMBER,M,15-19,unknown,1.0
2008,NUMBER,M,15-19,diseases_of_the_digestive,2.0
2008,NUMBER,M,15-19,neoplasms,3.0
2008,NUMBER,M,15-19,symptoms_signs_and_abnormal,3.0
2008,NUMBER,M,15-19,injuries_poisoning_and_consequences,23.0
2008,NUMBER,M,15-19,diseases_of_the_circulatory,5.0
2008,NUMBER,F,15-19,certain_conditions_originating,0.0
2008,NUMBER,F,15-19,diseases_of_the_skin,0.0
2008,NUMBER,F,15-19,infectious_and_parasitic,0.0
2008,NUMBER,F,15-19,neoplasms,0.0
2008,NUMBER,F,15-19,diseases_of_the_blood,0.0
2008,NUMBER,F,15-19,endocrine_metabolic_and_nutritional,0.0
2008,NUMBER,F,15-19,mental_and_behavioural_disorders,0.0
2008,NUMBER,F,15-19,diseases_of_the_nervous,0.0
2008,NUMBER,F,15-19,diseases_of_the_eye,0.0
2008,NUMBER,F,15-19,diseases_of_the_respiratory,0.0
2008,NUMBER,F,15-19,diseases_of_the_digestive,0.0
2008,NUMBER,F,15-19,diseases_of_the_musculoskeletal,0.0
2008,NUMBER,F,15-19,diseases_of_the_genitourinary,0.0
2008,NUMBER,F,15-19,congenital_malformations_deformations,1.0
2008,NUMBER,F,15-19,pregnancy_childbirth_and_the,2.0
2008,NUMBER,F,15-19,symptoms_signs_and_abnormal,2.0
2008,NUMBER,F,15-19,unknown,2.0
2008,NUMBER,F,15-19,diseases_of_the_circulatory,3.0
2008,NUMBER,F,15-19,injuries_poisoning_and_consequences,7.0
2008,NUMBER,_T,20-24,certain_conditions_originating,0.0
2008,NUMBER,_T,20-24,diseases_of_the_skin,0.0
2008,NUMBER,_T,20-24,diseases_of_the_eye,0.0
2008,NUMBER,_T,20-24,pregnancy_childbirth_and_the,0.0
2008,NUMBER,_T,20-24,diseases_of_the_blood,0.0
2008,NUMBER,_T,20-24,diseases_of_the_musculoskeletal,0.0
2008,NUMBER,_T,20-24,mental_and_behavioural_disorders,0.0
2008,NUMBER,_T,20-24,infectious_and_parasitic,1.0
2008,NUMBER,_T,20-24,endocrine_metabolic_and_nutritional,1.0
2008,NUMBER,_T,20-24,diseases_of_the_digestive,1.0
2008,NUMBER,_T,20-24,diseases_of_the_genitourinary,1.0
2008,NUMBER,_T,20-24,congenital_malformations_deformations,2.0
2008,NUMBER,_T,20-24,diseases_of_the_nervous,3.0
2008,NUMBER,_T,20-24,unknown,3.0
2008,NUMBER,_T,20-24,diseases_of_the_circulatory,10.0
2008,NUMBER,_T,20-24,symptoms_signs_and_abnormal,8.0
2008,NUMBER,_T,20-24,neoplasms,13.0
2008,NUMBER,_T,20-24,injuries_poisoning_and_consequences,51.0
2008,NUMBER,_T,20-24,diseases_of_the_respiratory,5.0
2008,NUMBER,M,20-24,diseases_of_the_genitourinary,0.0
2008,NUMBER,M,20-24,mental_and_behavioural_disorders,0.0
2008,NUMBER,M,20-24,pregnancy_childbirth_and_the,0.0
2008,NUMBER,M,20-24,diseases_of_the_eye,0.0
2008,NUMBER,M,20-24,diseases_of_the_blood,0.0
2008,NUMBER,M,20-24,diseases_of_the_musculoskeletal,0.0
2008,NUMBER,M,20-24,diseases_of_the_skin,0.0
2008,NUMBER,M,20-24,certain_conditions_originating,0.0
2008,NUMBER,M,20-24,infectious_and_parasitic,1.0
2008,NUMBER,M,20-24,endocrine_metabolic_and_nutritional,1.0
2008,NUMBER,M,20-24,diseases_of_the_digestive,1.0
2008,NUMBER,M,20-24,congenital_malformations_deformations,1.0
2008,NUMBER,M,20-24,unknown,1.0
2008,NUMBER,M,20-24,diseases_of_the_nervous,2.0
2008,NUMBER,M,20-24,diseases_of_the_respiratory,3.0
2008,NUMBER,M,20-24,injuries_poisoning_and_consequences,46.0
2008,NUMBER,M,20-24,diseases_of_the_circulatory,7.0
2008,NUMBER,M,20-24,symptoms_signs_and_abnormal,7.0
2008,NUMBER,M,20-24,neoplasms,6.0
2008,NUMBER,F,20-24,certain_conditions_originating,0.0
2008,NUMBER,F,20-24,diseases_of_the_skin,0.0
2008,NUMBER,F,20-24,infectious_and_parasitic,0.0
2008,NUMBER,F,20-24,diseases_of_the_blood,0.0
2008,NUMBER,F,20-24,endocrine_metabolic_and_nutritional,0.0
2008,NUMBER,F,20-24,mental_and_behavioural_disorders,0.0
2008,NUMBER,F,20-24,diseases_of_the_eye,0.0
2008,NUMBER,F,20-24,diseases_of_the_digestive,0.0
2008,NUMBER,F,20-24,diseases_of_the_musculoskeletal,0.0
2008,NUMBER,F,20-24,pregnancy_childbirth_and_the,0.0
2008,NUMBER,F,20-24,diseases_of_the_nervous,1.0
2008,NUMBER,F,20-24,diseases_of_the_genitourinary,1.0
2008,NUMBER,F,20-24,congenital_malformations_deformations,1.0
2008,NUMBER,F,20-24,symptoms_signs_and_abnormal,1.0
2008,NUMBER,F,20-24,diseases_of_the_respiratory,2.0
2008,NUMBER,F,20-24,unknown,2.0
2008,NUMBER,F,20-24,diseases_of_the_circulatory,3.0
2008,NUMBER,F,20-24,injuries_poisoning_and_consequences,5.0
2008,NUMBER,F,20-24,neoplasms,7.0
2008,NUMBER,_T,25-29,certain_conditions_originating,0.0
2008,NUMBER,_T,25-29,diseases_of_the_skin,0.0
2008,NUMBER,_T,25-29,congenital_malformations_deformations,0.0
2008,NUMBER,_T,25-29,diseases_of_the_eye,0.0
2008,NUMBER,_T,25-29,diseases_of_the_musculoskeletal,0.0
2008,NUMBER,_T,25-29,mental_and_behavioural_disorders,0.0
2008,NUMBER,_T,25-29,diseases_of_the_nervous,0.0
2008,NUMBER,_T,25-29,diseases_of_the_respiratory,0.0
2008,NUMBER,_T,25-29,diseases_of_the_digestive,0.0
2008,NUMBER,_T,25-29,diseases_of_the_genitourinary,0.0
2008,NUMBER,_T,25-29,diseases_of_the_blood,1.0
2008,NUMBER,_T,25-29,endocrine_metabolic_and_nutritional,1.0
2008,NUMBER,_T,25-29,pregnancy_childbirth_and_the,1.0
2008,NUMBER,_T,25-29,infectious_and_parasitic,3.0
2008,NUMBER,_T,25-29,neoplasms,10.0
2008,NUMBER,_T,25-29,symptoms_signs_and_abnormal,10.0
2008,NUMBER,_T,25-29,diseases_of_the_circulatory,18.0
2008,NUMBER,_T,25-29,injuries_poisoning_and_consequences,47.0
2008,NUMBER,_T,25-29,unknown,7.0
2008,NUMBER,M,25-29,diseases_of_the_nervous,0.0
2008,NUMBER,M,25-29,diseases_of_the_respiratory,0.0
2008,NUMBER,M,25-29,diseases_of_the_digestive,0.0
2008,NUMBER,M,25-29,diseases_of_the_genitourinary,0.0
2008,NUMBER,M,25-29,mental_and_behavioural_disorders,0.0
2008,NUMBER,M,25-29,pregnancy_childbirth_and_the,0.0
2008,NUMBER,M,25-29,diseases_of_the_eye,0.0
2008,NUMBER,M,25-29,diseases_of_the_musculoskeletal,0.0
2008,NUMBER,M,25-29,congenital_malformations_deformations,0.0
2008,NUMBER,M,25-29,diseases_of_the_skin,0.0
2008,NUMBER,M,25-29,certain_conditions_originating,0.0
2008,NUMBER,M,25-29,diseases_of_the_blood,1.0
2008,NUMBER,M,25-29,endocrine_metabolic_and_nutritional,1.0
2008,NUMBER,M,25-29,infectious_and_parasitic,3.0
2008,NUMBER,M,25-29,injuries_poisoning_and_consequences,44.0
2008,NUMBER,M,25-29,diseases_of_the_circulatory,11.0
2008,NUMBER,M,25-29,neoplasms,10.0
2008,NUMBER,M,25-29,symptoms_signs_and_abnormal,8.0
2008,NUMBER,M,25-29,unknown,6.0
2008,NUMBER,F,25-29,certain_conditions_originating,0.0
2008,NUMBER,F,25-29,diseases_of_the_skin,0.0
2008,NUMBER,F,25-29,congenital_malformations_deformations,0.0
2008,NUMBER,F,25-29,infectious_and_parasitic,0.0
2008,NUMBER,F,25-29,neoplasms,0.0
2008,NUMBER,F,25-29,diseases_of_the_blood,0.0
