Year,UNIT_MEASURE,Spol,Starosna dob,Uzrok smrti,Value
2008,Broj,Ž,Ukupno,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",122
2008,Broj,Ž,Ukupno,Nepoznato,370
2008,Broj,Oba spola,0,(L00-L99) Bolesti kože i potkožnog tkiva,0
2008,Broj,Oba spola,0,(H00-H59) Bolesti oka,0
2008,Broj,Oba spola,0,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2008,Broj,Oba spola,0,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",0
2008,Broj,Oba spola,0,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,0
2008,Broj,Oba spola,0,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2008,Broj,Oba spola,0,"(C00-C97,D00-D48) Neoplazme",0
2008,Broj,Oba spola,0,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",0
2008,Broj,Oba spola,0,(G00-G99) Bolesti nervnog sistema,0
2008,Broj,Oba spola,0,(N00-N99) Bolesti genitalno-urinarnog sistema,0
2008,Broj,Oba spola,0,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",2
2008,Broj,Oba spola,0,(J00-J99) Bolesti respiratornog sistema,3
2008,Broj,Oba spola,0,(K00-K93) Bolesti digestivnog sistema,3
2008,Broj,Oba spola,0,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",10
2008,Broj,Oba spola,0,(P00-P96) Određena stanja nastala u perinatalnom periodu,116
2008,Broj,Oba spola,0,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",35
2008,Broj,Oba spola,0,Nepoznato,9
2008,Broj,Oba spola,0,(I00-I99) Bolesti cirkulacijskog sistema,11
2008,Broj,Oba spola,0,(A00-B99) Zarazne i parazitarne bolesti,5
2008,Broj,M,0,"(C00-C97,D00-D48) Neoplazme",0
2008,Broj,M,0,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",0
2008,Broj,M,0,(G00-G99) Bolesti nervnog sistema,0
2008,Broj,M,0,(N00-N99) Bolesti genitalno-urinarnog sistema,0
2008,Broj,M,0,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2008,Broj,M,0,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2008,Broj,M,0,(H00-H59) Bolesti oka,0
2008,Broj,M,0,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",0
2008,Broj,M,0,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,0
2008,Broj,M,0,(L00-L99) Bolesti kože i potkožnog tkiva,0
2008,Broj,M,0,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",1
2008,Broj,M,0,(A00-B99) Zarazne i parazitarne bolesti,2
2008,Broj,M,0,(J00-J99) Bolesti respiratornog sistema,2
2008,Broj,M,0,(K00-K93) Bolesti digestivnog sistema,3
2008,Broj,M,0,Nepoznato,4
2008,Broj,M,0,(P00-P96) Određena stanja nastala u perinatalnom periodu,63
2008,Broj,M,0,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",22
2008,Broj,M,0,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",7
2008,Broj,M,0,(I00-I99) Bolesti cirkulacijskog sistema,6
2008,Broj,Ž,0,(L00-L99) Bolesti kože i potkožnog tkiva,0
2008,Broj,Ž,0,"(C00-C97,D00-D48) Neoplazme",0
2008,Broj,Ž,0,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",0
2008,Broj,Ž,0,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",0
2008,Broj,Ž,0,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2008,Broj,Ž,0,(G00-G99) Bolesti nervnog sistema,0
2008,Broj,Ž,0,(H00-H59) Bolesti oka,0
2008,Broj,Ž,0,(K00-K93) Bolesti digestivnog sistema,0
2008,Broj,Ž,0,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,0
2008,Broj,Ž,0,(N00-N99) Bolesti genitalno-urinarnog sistema,0
2008,Broj,Ž,0,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2008,Broj,Ž,0,(J00-J99) Bolesti respiratornog sistema,1
2008,Broj,Ž,0,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",1
2008,Broj,Ž,0,(A00-B99) Zarazne i parazitarne bolesti,3
2008,Broj,Ž,0,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",3
2008,Broj,Ž,0,(I00-I99) Bolesti cirkulacijskog sistema,5
2008,Broj,Ž,0,Nepoznato,5
2008,Broj,Ž,0,(P00-P96) Određena stanja nastala u perinatalnom periodu,53
2008,Broj,Ž,0,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",13
2008,Broj,Oba spola, 1-4,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2008,Broj,Oba spola, 1-4,(L00-L99) Bolesti kože i potkožnog tkiva,0
2008,Broj,Oba spola, 1-4,(H00-H59) Bolesti oka,0
2008,Broj,Oba spola, 1-4,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2008,Broj,Oba spola, 1-4,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,0
2008,Broj,Oba spola, 1-4,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2008,Broj,Oba spola, 1-4,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",0
2008,Broj,Oba spola, 1-4,(K00-K93) Bolesti digestivnog sistema,0
2008,Broj,Oba spola, 1-4,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",0
2008,Broj,Oba spola, 1-4,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",1
2008,Broj,Oba spola, 1-4,(G00-G99) Bolesti nervnog sistema,1
2008,Broj,Oba spola, 1-4,(J00-J99) Bolesti respiratornog sistema,1
2008,Broj,Oba spola, 1-4,(N00-N99) Bolesti genitalno-urinarnog sistema,1
2008,Broj,Oba spola, 1-4,(A00-B99) Zarazne i parazitarne bolesti,2
2008,Broj,Oba spola, 1-4,Nepoznato,2
2008,Broj,Oba spola, 1-4,"(C00-C97,D00-D48) Neoplazme",3
2008,Broj,Oba spola, 1-4,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",4
2008,Broj,Oba spola, 1-4,(I00-I99) Bolesti cirkulacijskog sistema,6
2008,Broj,Oba spola, 1-4,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",6
2008,Broj,M, 1-4,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",0
2008,Broj,M, 1-4,(G00-G99) Bolesti nervnog sistema,0
2008,Broj,M, 1-4,(K00-K93) Bolesti digestivnog sistema,0
2008,Broj,M, 1-4,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",0
2008,Broj,M, 1-4,Nepoznato,0
2008,Broj,M, 1-4,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2008,Broj,M, 1-4,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2008,Broj,M, 1-4,(H00-H59) Bolesti oka,0
2008,Broj,M, 1-4,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,0
2008,Broj,M, 1-4,(L00-L99) Bolesti kože i potkožnog tkiva,0
2008,Broj,M, 1-4,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2008,Broj,M, 1-4,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",1
2008,Broj,M, 1-4,(J00-J99) Bolesti respiratornog sistema,1
2008,Broj,M, 1-4,(N00-N99) Bolesti genitalno-urinarnog sistema,1
2008,Broj,M, 1-4,(A00-B99) Zarazne i parazitarne bolesti,2
2008,Broj,M, 1-4,"(C00-C97,D00-D48) Neoplazme",2
2008,Broj,M, 1-4,(I00-I99) Bolesti cirkulacijskog sistema,2
2008,Broj,M, 1-4,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",3
2008,Broj,M, 1-4,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",5
2008,Broj,Ž, 1-4,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2008,Broj,Ž, 1-4,(L00-L99) Bolesti kože i potkožnog tkiva,0
2008,Broj,Ž, 1-4,(A00-B99) Zarazne i parazitarne bolesti,0
2008,Broj,Ž, 1-4,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",0
2008,Broj,Ž, 1-4,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",0
2008,Broj,Ž, 1-4,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2008,Broj,Ž, 1-4,(H00-H59) Bolesti oka,0
2008,Broj,Ž, 1-4,(J00-J99) Bolesti respiratornog sistema,0
2008,Broj,Ž, 1-4,(K00-K93) Bolesti digestivnog sistema,0
2008,Broj,Ž, 1-4,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,0
2008,Broj,Ž, 1-4,(N00-N99) Bolesti genitalno-urinarnog sistema,0
2008,Broj,Ž, 1-4,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2008,Broj,Ž, 1-4,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",0
2008,Broj,Ž, 1-4,"(C00-C97,D00-D48) Neoplazme",1
2008,Broj,Ž, 1-4,(G00-G99) Bolesti nervnog sistema,1
2008,Broj,Ž, 1-4,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",1
2008,Broj,Ž, 1-4,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",1
2008,Broj,Ž, 1-4,Nepoznato,2
2008,Broj,Ž, 1-4,(I00-I99) Bolesti cirkulacijskog sistema,4
2008,Broj,Oba spola, 5-9,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2008,Broj,Oba spola, 5-9,(L00-L99) Bolesti kože i potkožnog tkiva,0
2008,Broj,Oba spola, 5-9,(H00-H59) Bolesti oka,0
2008,Broj,Oba spola, 5-9,(A00-B99) Zarazne i parazitarne bolesti,0
2008,Broj,Oba spola, 5-9,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",0
2008,Broj,Oba spola, 5-9,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",0
2008,Broj,Oba spola, 5-9,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2008,Broj,Oba spola, 5-9,(J00-J99) Bolesti respiratornog sistema,0
2008,Broj,Oba spola, 5-9,(K00-K93) Bolesti digestivnog sistema,0
2008,Broj,Oba spola, 5-9,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,0
2008,Broj,Oba spola, 5-9,(N00-N99) Bolesti genitalno-urinarnog sistema,0
2008,Broj,Oba spola, 5-9,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2008,Broj,Oba spola, 5-9,(G00-G99) Bolesti nervnog sistema,1
2008,Broj,Oba spola, 5-9,Nepoznato,1
2008,Broj,Oba spola, 5-9,(I00-I99) Bolesti cirkulacijskog sistema,2
2008,Broj,Oba spola, 5-9,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",2
2008,Broj,Oba spola, 5-9,"(C00-C97,D00-D48) Neoplazme",3
2008,Broj,Oba spola, 5-9,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",3
2008,Broj,Oba spola, 5-9,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",8
2008,Broj,M, 5-9,(A00-B99) Zarazne i parazitarne bolesti,0
2008,Broj,M, 5-9,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",0
2008,Broj,M, 5-9,(G00-G99) Bolesti nervnog sistema,0
2008,Broj,M, 5-9,(J00-J99) Bolesti respiratornog sistema,0
2008,Broj,M, 5-9,(K00-K93) Bolesti digestivnog sistema,0
2008,Broj,M, 5-9,(N00-N99) Bolesti genitalno-urinarnog sistema,0
2008,Broj,M, 5-9,Nepoznato,0
2008,Broj,M, 5-9,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2008,Broj,M, 5-9,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2008,Broj,M, 5-9,(H00-H59) Bolesti oka,0
2008,Broj,M, 5-9,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",0
2008,Broj,M, 5-9,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,0
2008,Broj,M, 5-9,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",0
2008,Broj,M, 5-9,(L00-L99) Bolesti kože i potkožnog tkiva,0
2008,Broj,M, 5-9,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2008,Broj,M, 5-9,"(C00-C97,D00-D48) Neoplazme",2
2008,Broj,M, 5-9,(I00-I99) Bolesti cirkulacijskog sistema,2
2008,Broj,M, 5-9,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",2
2008,Broj,M, 5-9,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",7
2008,Broj,Ž, 5-9,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2008,Broj,Ž, 5-9,(L00-L99) Bolesti kože i potkožnog tkiva,0
2008,Broj,Ž, 5-9,(A00-B99) Zarazne i parazitarne bolesti,0
2008,Broj,Ž, 5-9,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",0
2008,Broj,Ž, 5-9,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",0
2008,Broj,Ž, 5-9,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2008,Broj,Ž, 5-9,(H00-H59) Bolesti oka,0
2008,Broj,Ž, 5-9,(I00-I99) Bolesti cirkulacijskog sistema,0
2008,Broj,Ž, 5-9,(J00-J99) Bolesti respiratornog sistema,0
2008,Broj,Ž, 5-9,(K00-K93) Bolesti digestivnog sistema,0
2008,Broj,Ž, 5-9,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,0
2008,Broj,Ž, 5-9,(N00-N99) Bolesti genitalno-urinarnog sistema,0
2008,Broj,Ž, 5-9,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2008,Broj,Ž, 5-9,"(C00-C97,D00-D48) Neoplazme",1
2008,Broj,Ž, 5-9,(G00-G99) Bolesti nervnog sistema,1
2008,Broj,Ž, 5-9,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",1
2008,Broj,Ž, 5-9,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",1
2008,Broj,Ž, 5-9,Nepoznato,1
2008,Broj,Ž, 5-9,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",2
2008,Broj,Oba spola, 10-14,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2008,Broj,Oba spola, 10-14,(L00-L99) Bolesti kože i potkožnog tkiva,0
2008,Broj,Oba spola, 10-14,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",0
2008,Broj,Oba spola, 10-14,(H00-H59) Bolesti oka,0
2008,Broj,Oba spola, 10-14,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",0
2008,Broj,Oba spola, 10-14,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2008,Broj,Oba spola, 10-14,(K00-K93) Bolesti digestivnog sistema,0
2008,Broj,Oba spola, 10-14,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,0
2008,Broj,Oba spola, 10-14,(N00-N99) Bolesti genitalno-urinarnog sistema,0
2008,Broj,Oba spola, 10-14,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2008,Broj,Oba spola, 10-14,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",1
2008,Broj,Oba spola, 10-14,(J00-J99) Bolesti respiratornog sistema,1
2008,Broj,Oba spola, 10-14,(A00-B99) Zarazne i parazitarne bolesti,2
2008,Broj,Oba spola, 10-14,(I00-I99) Bolesti cirkulacijskog sistema,2
2008,Broj,Oba spola, 10-14,(G00-G99) Bolesti nervnog sistema,3
2008,Broj,Oba spola, 10-14,Nepoznato,3
2008,Broj,Oba spola, 10-14,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",4
2008,Broj,Oba spola, 10-14,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",9
2008,Broj,Oba spola, 10-14,"(C00-C97,D00-D48) Neoplazme",5
2008,Broj,M, 10-14,(A00-B99) Zarazne i parazitarne bolesti,0
2008,Broj,M, 10-14,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",0
2008,Broj,M, 10-14,(I00-I99) Bolesti cirkulacijskog sistema,0
2008,Broj,M, 10-14,(J00-J99) Bolesti respiratornog sistema,0
2008,Broj,M, 10-14,(K00-K93) Bolesti digestivnog sistema,0
2008,Broj,M, 10-14,(N00-N99) Bolesti genitalno-urinarnog sistema,0
2008,Broj,M, 10-14,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2008,Broj,M, 10-14,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2008,Broj,M, 10-14,(H00-H59) Bolesti oka,0
2008,Broj,M, 10-14,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",0
2008,Broj,M, 10-14,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,0
2008,Broj,M, 10-14,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",0
2008,Broj,M, 10-14,(L00-L99) Bolesti kože i potkožnog tkiva,0
2008,Broj,M, 10-14,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2008,Broj,M, 10-14,(G00-G99) Bolesti nervnog sistema,1
2008,Broj,M, 10-14,Nepoznato,2
2008,Broj,M, 10-14,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",3
2008,Broj,M, 10-14,"(C00-C97,D00-D48) Neoplazme",4
2008,Broj,M, 10-14,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",6
2008,Broj,Ž, 10-14,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2008,Broj,Ž, 10-14,(L00-L99) Bolesti kože i potkožnog tkiva,0
2008,Broj,Ž, 10-14,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",0
2008,Broj,Ž, 10-14,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",0
2008,Broj,Ž, 10-14,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2008,Broj,Ž, 10-14,(H00-H59) Bolesti oka,0
2008,Broj,Ž, 10-14,(K00-K93) Bolesti digestivnog sistema,0
2008,Broj,Ž, 10-14,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,0
2008,Broj,Ž, 10-14,(N00-N99) Bolesti genitalno-urinarnog sistema,0
2008,Broj,Ž, 10-14,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2008,Broj,Ž, 10-14,"(C00-C97,D00-D48) Neoplazme",1
2008,Broj,Ž, 10-14,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",1
2008,Broj,Ž, 10-14,(J00-J99) Bolesti respiratornog sistema,1
2008,Broj,Ž, 10-14,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",1
2008,Broj,Ž, 10-14,Nepoznato,1
2008,Broj,Ž, 10-14,(A00-B99) Zarazne i parazitarne bolesti,2
2008,Broj,Ž, 10-14,(G00-G99) Bolesti nervnog sistema,2
2008,Broj,Ž, 10-14,(I00-I99) Bolesti cirkulacijskog sistema,2
2008,Broj,Ž, 10-14,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",3
2008,Broj,Oba spola,15-19,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2008,Broj,Oba spola,15-19,(L00-L99) Bolesti kože i potkožnog tkiva,0
2008,Broj,Oba spola,15-19,(H00-H59) Bolesti oka,0
2008,Broj,Oba spola,15-19,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",0
2008,Broj,Oba spola,15-19,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,0
2008,Broj,Oba spola,15-19,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2008,Broj,Oba spola,15-19,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",0
2008,Broj,Oba spola,15-19,(J00-J99) Bolesti respiratornog sistema,0
2008,Broj,Oba spola,15-19,(N00-N99) Bolesti genitalno-urinarnog sistema,0
2008,Broj,Oba spola,15-19,(A00-B99) Zarazne i parazitarne bolesti,1
2008,Broj,Oba spola,15-19,(G00-G99) Bolesti nervnog sistema,1
2008,Broj,Oba spola,15-19,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",1
2008,Broj,Oba spola,15-19,(K00-K93) Bolesti digestivnog sistema,2
2008,Broj,Oba spola,15-19,"(O00-O99) Trudnoća, porođaj i postporođajni period",2
2008,Broj,Oba spola,15-19,"(C00-C97,D00-D48) Neoplazme",3
2008,Broj,Oba spola,15-19,Nepoznato,3
2008,Broj,Oba spola,15-19,(I00-I99) Bolesti cirkulacijskog sistema,8
2008,Broj,Oba spola,15-19,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",30
2008,Broj,Oba spola,15-19,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",5
