Year,UNIT_MEASURE,Admin_Area,SEX,Value
2016,NUMBER,una-sana_canton,F,
2017,NUMBER,una-sana_canton,F,
2018,NUMBER,una-sana_canton,F,
2010,NUMBER,posavina_canton,_T,
2011,NUMBER,posavina_canton,_T,
2012,NUMBER,posavina_canton,_T,
2013,NUMBER,posavina_canton,_T,
2014,NUMBER,posavina_canton,_T,
2015,NUMBER,posavina_canton,_T,
2016,NUMBER,posavina_canton,_T,
2017,NUMBER,posavina_canton,_T,
2018,NUMBER,posavina_canton,_T,
2010,NUMBER,posavina_canton,M,
2011,NUMBER,posavina_canton,M,
2012,NUMBER,posavina_canton,M,
2013,NUMBER,posavina_canton,M,
2014,NUMBER,posavina_canton,M,
2015,NUMBER,posavina_canton,M,
2016,NUMBER,posavina_canton,M,
2017,NUMBER,posavina_canton,M,
2018,NUMBER,posavina_canton,M,
2010,NUMBER,posavina_canton,F,
2011,NUMBER,posavina_canton,F,
2012,NUMBER,posavina_canton,F,
2013,NUMBER,posavina_canton,F,
2014,NUMBER,posavina_canton,F,
2015,NUMBER,posavina_canton,F,
2016,NUMBER,posavina_canton,F,
2017,NUMBER,posavina_canton,F,
2018,NUMBER,posavina_canton,F,
2010,NUMBER,tuzla_canton,_T,
2011,NUMBER,tuzla_canton,_T,
2012,NUMBER,tuzla_canton,_T,
2013,NUMBER,tuzla_canton,_T,
2014,NUMBER,tuzla_canton,_T,
2015,NUMBER,tuzla_canton,_T,
2016,NUMBER,tuzla_canton,_T,
2017,NUMBER,tuzla_canton,_T,
2018,NUMBER,tuzla_canton,_T,
2010,NUMBER,tuzla_canton,M,
2011,NUMBER,tuzla_canton,M,
2012,NUMBER,tuzla_canton,M,
2013,NUMBER,tuzla_canton,M,
2014,NUMBER,tuzla_canton,M,
2015,NUMBER,tuzla_canton,M,
2016,NUMBER,tuzla_canton,M,
2017,NUMBER,tuzla_canton,M,
2018,NUMBER,tuzla_canton,M,
2010,NUMBER,tuzla_canton,F,
2011,NUMBER,tuzla_canton,F,
2012,NUMBER,tuzla_canton,F,
2013,NUMBER,tuzla_canton,F,
2014,NUMBER,tuzla_canton,F,
2015,NUMBER,tuzla_canton,F,
2016,NUMBER,tuzla_canton,F,
2017,NUMBER,tuzla_canton,F,
2018,NUMBER,tuzla_canton,F,
2010,NUMBER,zenica-doboj_canton,_T,
2011,NUMBER,zenica-doboj_canton,_T,
2012,NUMBER,zenica-doboj_canton,_T,
2013,NUMBER,zenica-doboj_canton,_T,
2014,NUMBER,zenica-doboj_canton,_T,
2015,NUMBER,zenica-doboj_canton,_T,
2016,NUMBER,zenica-doboj_canton,_T,
2017,NUMBER,zenica-doboj_canton,_T,
2018,NUMBER,zenica-doboj_canton,_T,
2010,NUMBER,zenica-doboj_canton,M,
2011,NUMBER,zenica-doboj_canton,M,
2012,NUMBER,zenica-doboj_canton,M,
2013,NUMBER,zenica-doboj_canton,M,
2014,NUMBER,zenica-doboj_canton,M,
2015,NUMBER,zenica-doboj_canton,M,
2016,NUMBER,zenica-doboj_canton,M,
2017,NUMBER,zenica-doboj_canton,M,
2018,NUMBER,zenica-doboj_canton,M,
2010,NUMBER,zenica-doboj_canton,F,
2011,NUMBER,zenica-doboj_canton,F,
2012,NUMBER,zenica-doboj_canton,F,
2013,NUMBER,zenica-doboj_canton,F,
2014,NUMBER,zenica-doboj_canton,F,
2015,NUMBER,zenica-doboj_canton,F,
2016,NUMBER,zenica-doboj_canton,F,
2017,NUMBER,zenica-doboj_canton,F,
2018,NUMBER,zenica-doboj_canton,F,
2010,NUMBER,bosnian-podrinje_canton,_T,
2011,NUMBER,bosnian-podrinje_canton,_T,
2012,NUMBER,bosnian-podrinje_canton,_T,
2013,NUMBER,bosnian-podrinje_canton,_T,
2014,NUMBER,bosnian-podrinje_canton,_T,
2015,NUMBER,bosnian-podrinje_canton,_T,
2016,NUMBER,bosnian-podrinje_canton,_T,
2017,NUMBER,bosnian-podrinje_canton,_T,
2018,NUMBER,bosnian-podrinje_canton,_T,
2010,NUMBER,bosnian-podrinje_canton,M,
2011,NUMBER,bosnian-podrinje_canton,M,
2012,NUMBER,bosnian-podrinje_canton,M,
2013,NUMBER,bosnian-podrinje_canton,M,
2014,NUMBER,bosnian-podrinje_canton,M,
2015,NUMBER,bosnian-podrinje_canton,M,
2016,NUMBER,bosnian-podrinje_canton,M,
2017,NUMBER,bosnian-podrinje_canton,M,
2018,NUMBER,bosnian-podrinje_canton,M,
2010,NUMBER,bosnian-podrinje_canton,F,
2011,NUMBER,bosnian-podrinje_canton,F,
2012,NUMBER,bosnian-podrinje_canton,F,
2013,NUMBER,bosnian-podrinje_canton,F,
2014,NUMBER,bosnian-podrinje_canton,F,
2015,NUMBER,bosnian-podrinje_canton,F,
2016,NUMBER,bosnian-podrinje_canton,F,
2017,NUMBER,bosnian-podrinje_canton,F,
2018,NUMBER,bosnian-podrinje_canton,F,
2010,NUMBER,central_bosnia_canton,_T,
2011,NUMBER,central_bosnia_canton,_T,
2012,NUMBER,central_bosnia_canton,_T,
2013,NUMBER,central_bosnia_canton,_T,
2014,NUMBER,central_bosnia_canton,_T,
2015,NUMBER,central_bosnia_canton,_T,
2016,NUMBER,central_bosnia_canton,_T,
2017,NUMBER,central_bosnia_canton,_T,
2018,NUMBER,central_bosnia_canton,_T,
2010,NUMBER,central_bosnia_canton,M,
2011,NUMBER,central_bosnia_canton,M,
2012,NUMBER,central_bosnia_canton,M,
2013,NUMBER,central_bosnia_canton,M,
2014,NUMBER,central_bosnia_canton,M,
2015,NUMBER,central_bosnia_canton,M,
2016,NUMBER,central_bosnia_canton,M,
2017,NUMBER,central_bosnia_canton,M,
2018,NUMBER,central_bosnia_canton,M,
2010,NUMBER,central_bosnia_canton,F,
2011,NUMBER,central_bosnia_canton,F,
2012,NUMBER,central_bosnia_canton,F,
2013,NUMBER,central_bosnia_canton,F,
2014,NUMBER,central_bosnia_canton,F,
2015,NUMBER,central_bosnia_canton,F,
2016,NUMBER,central_bosnia_canton,F,
2017,NUMBER,central_bosnia_canton,F,
2018,NUMBER,central_bosnia_canton,F,
2010,NUMBER,herzegovina-neretva_canton,_T,
2011,NUMBER,herzegovina-neretva_canton,_T,
2012,NUMBER,herzegovina-neretva_canton,_T,
2013,NUMBER,herzegovina-neretva_canton,_T,
2014,NUMBER,herzegovina-neretva_canton,_T,
2015,NUMBER,herzegovina-neretva_canton,_T,
2016,NUMBER,herzegovina-neretva_canton,_T,
2017,NUMBER,herzegovina-neretva_canton,_T,
2018,NUMBER,herzegovina-neretva_canton,_T,
2010,NUMBER,herzegovina-neretva_canton,M,
2011,NUMBER,herzegovina-neretva_canton,M,
2012,NUMBER,herzegovina-neretva_canton,M,
2013,NUMBER,herzegovina-neretva_canton,M,
2014,NUMBER,herzegovina-neretva_canton,M,
2015,NUMBER,herzegovina-neretva_canton,M,
2016,NUMBER,herzegovina-neretva_canton,M,
2017,NUMBER,herzegovina-neretva_canton,M,
2018,NUMBER,herzegovina-neretva_canton,M,
2010,NUMBER,herzegovina-neretva_canton,F,
2011,NUMBER,herzegovina-neretva_canton,F,
2012,NUMBER,herzegovina-neretva_canton,F,
2013,NUMBER,herzegovina-neretva_canton,F,
2014,NUMBER,herzegovina-neretva_canton,F,
2015,NUMBER,herzegovina-neretva_canton,F,
2016,NUMBER,herzegovina-neretva_canton,F,
2017,NUMBER,herzegovina-neretva_canton,F,
2018,NUMBER,herzegovina-neretva_canton,F,
2010,NUMBER,west_herzegovina_canton,_T,
2011,NUMBER,west_herzegovina_canton,_T,
2012,NUMBER,west_herzegovina_canton,_T,
2013,NUMBER,west_herzegovina_canton,_T,
2014,NUMBER,west_herzegovina_canton,_T,
2015,NUMBER,west_herzegovina_canton,_T,
2016,NUMBER,west_herzegovina_canton,_T,
2017,NUMBER,west_herzegovina_canton,_T,
2018,NUMBER,west_herzegovina_canton,_T,
2010,NUMBER,west_herzegovina_canton,M,
2011,NUMBER,west_herzegovina_canton,M,
2012,NUMBER,west_herzegovina_canton,M,
2013,NUMBER,west_herzegovina_canton,M,
2014,NUMBER,west_herzegovina_canton,M,
2015,NUMBER,west_herzegovina_canton,M,
2016,NUMBER,west_herzegovina_canton,M,
2017,NUMBER,west_herzegovina_canton,M,
2018,NUMBER,west_herzegovina_canton,M,
2010,NUMBER,west_herzegovina_canton,F,
2011,NUMBER,west_herzegovina_canton,F,
2012,NUMBER,west_herzegovina_canton,F,
2013,NUMBER,west_herzegovina_canton,F,
2014,NUMBER,west_herzegovina_canton,F,
2015,NUMBER,west_herzegovina_canton,F,
2016,NUMBER,west_herzegovina_canton,F,
2017,NUMBER,west_herzegovina_canton,F,
2018,NUMBER,west_herzegovina_canton,F,
2010,NUMBER,sarajevo_canton,_T,
2011,NUMBER,sarajevo_canton,_T,
2012,NUMBER,sarajevo_canton,_T,
2013,NUMBER,sarajevo_canton,_T,
2014,NUMBER,sarajevo_canton,_T,
2015,NUMBER,sarajevo_canton,_T,
2016,NUMBER,sarajevo_canton,_T,
2017,NUMBER,sarajevo_canton,_T,
2018,NUMBER,sarajevo_canton,_T,
2010,NUMBER,sarajevo_canton,M,
2011,NUMBER,sarajevo_canton,M,
2012,NUMBER,sarajevo_canton,M,
2013,NUMBER,sarajevo_canton,M,
2014,NUMBER,sarajevo_canton,M,
2015,NUMBER,sarajevo_canton,M,
2016,NUMBER,sarajevo_canton,M,
2017,NUMBER,sarajevo_canton,M,
2018,NUMBER,sarajevo_canton,M,
2010,NUMBER,sarajevo_canton,F,
2011,NUMBER,sarajevo_canton,F,
2012,NUMBER,sarajevo_canton,F,
2013,NUMBER,sarajevo_canton,F,
2014,NUMBER,sarajevo_canton,F,
2015,NUMBER,sarajevo_canton,F,
2016,NUMBER,sarajevo_canton,F,
2017,NUMBER,sarajevo_canton,F,
2018,NUMBER,sarajevo_canton,F,
2010,NUMBER,canton_10,_T,
2011,NUMBER,canton_10,_T,
2012,NUMBER,canton_10,_T,
2013,NUMBER,canton_10,_T,
2014,NUMBER,canton_10,_T,
2015,NUMBER,canton_10,_T,
2016,NUMBER,canton_10,_T,
2017,NUMBER,canton_10,_T,
2018,NUMBER,canton_10,_T,
2010,NUMBER,canton_10,M,
2011,NUMBER,canton_10,M,
2012,NUMBER,canton_10,M,
2013,NUMBER,canton_10,M,
2014,NUMBER,canton_10,M,
2015,NUMBER,canton_10,M,
2016,NUMBER,canton_10,M,
2017,NUMBER,canton_10,M,
2018,NUMBER,canton_10,M,
2010,NUMBER,canton_10,F,
2011,NUMBER,canton_10,F,
2012,NUMBER,canton_10,F,
2013,NUMBER,canton_10,F,
2014,NUMBER,canton_10,F,
2015,NUMBER,canton_10,F,
2016,NUMBER,canton_10,F,
2017,NUMBER,canton_10,F,
2018,NUMBER,canton_10,F,
