Year,UNIT_MEASURE,Administrative area,Sex,Value
2017,Number,sarajevo_canton,M,
2017,Number,sarajevo_canton,F,
2018,Number,sarajevo_canton,Both sexes,
2018,Number,sarajevo_canton,M,
2018,Number,sarajevo_canton,F,
2019,Number,sarajevo_canton,Both sexes,
2019,Number,sarajevo_canton,M,
2019,Number,sarajevo_canton,F,
2020,Number,sarajevo_canton,Both sexes,
2020,Number,sarajevo_canton,M,
2020,Number,sarajevo_canton,F,
2016,Number,canton_10,Both sexes,
2016,Number,canton_10,M,
2016,Number,canton_10,F,
2017,Number,canton_10,Both sexes,
2017,Number,canton_10,M,
2017,Number,canton_10,F,
2018,Number,canton_10,Both sexes,
2018,Number,canton_10,M,
2018,Number,canton_10,F,
2019,Number,canton_10,Both sexes,
2019,Number,canton_10,M,
2019,Number,canton_10,F,
2020,Number,canton_10,Both sexes,
2020,Number,canton_10,M,
2020,Number,canton_10,F,
