Year,UNIT_MEASURE,Sex,Age,Value
2014,Number,F,61,
2014,Number,F,62,
2014,Number,F,63,
2014,Number,F,64,
2014,Number,F,65,
2014,Number,F,66,
2014,Number,F,67,
2014,Number,F,68,
2014,Number,F,69,
2014,Number,F,70,
2014,Number,F,71,
2014,Number,F,72,
2014,Number,F,73,
2014,Number,F,74,
2014,Number,F,75,
2014,Number,F,76,
2014,Number,F,77,
2014,Number,F,78,
2014,Number,F,79,
2014,Number,F,80,
2014,Number,F,81,
2014,Number,F,82,
2014,Number,F,83,
2014,Number,F,84,
2014,Number,F,85,
2014,Number,F,86,
2014,Number,F,87,
2014,Number,F,88,
2014,Number,F,89,
2014,Number,F,90,
2014,Number,F,91,
2014,Number,F,92,
2014,Number,F,93,
2014,Number,F,94,
2014,Number,F,95,
2014,Number,F,96,
2014,Number,F,97,
2014,Number,F,98,
2014,Number,F,99,
2014,Number,F,100,
2014,Number,F,101,
2014,Number,F,102,
2014,Number,F,103,
2014,Number,F,104,
2014,Number,F,105,
2014,Number,F,106,
2014,Number,F,107,
2014,Number,F,108,
2014,Number,F,109,
2014,Number,F,110,
2014,Number,F,111,
2014,Number,F,112,
2014,Number,F,113,
2014,Number,F,114,
2014,Number,F,115,
2014,Number,F,116,
2014,Number,F,117,
2014,Number,F,118,
2014,Number,F,119,
2014,Number,F,120,
2014,Number,F,Unknown,
2014,Number,F,Total,
2015,Number,Both sexes,0,
2015,Number,Both sexes,1,
2015,Number,Both sexes,2,
2015,Number,Both sexes,3,
2015,Number,Both sexes,4,
2015,Number,Both sexes,5,
2015,Number,Both sexes,6,
2015,Number,Both sexes,7,
2015,Number,Both sexes,8,
2015,Number,Both sexes,9,
2015,Number,Both sexes,10,
2015,Number,Both sexes,11,
2015,Number,Both sexes,12,
2015,Number,Both sexes,13,
2015,Number,Both sexes,14,
2015,Number,Both sexes,15,
2015,Number,Both sexes,16,
2015,Number,Both sexes,17,
2015,Number,Both sexes,18,
2015,Number,Both sexes,19,
2015,Number,Both sexes,20,
2015,Number,Both sexes,21,
2015,Number,Both sexes,22,
2015,Number,Both sexes,23,
2015,Number,Both sexes,24,
2015,Number,Both sexes,25,
2015,Number,Both sexes,26,
2015,Number,Both sexes,27,
2015,Number,Both sexes,28,
2015,Number,Both sexes,29,
2015,Number,Both sexes,30,
2015,Number,Both sexes,31,
2015,Number,Both sexes,32,
2015,Number,Both sexes,33,
2015,Number,Both sexes,34,
2015,Number,Both sexes,35,
2015,Number,Both sexes,36,
2015,Number,Both sexes,37,
2015,Number,Both sexes,38,
2015,Number,Both sexes,39,
2015,Number,Both sexes,40,
2015,Number,Both sexes,41,
2015,Number,Both sexes,42,
2015,Number,Both sexes,43,
2015,Number,Both sexes,44,
2015,Number,Both sexes,45,
2015,Number,Both sexes,46,
2015,Number,Both sexes,47,
2015,Number,Both sexes,48,
2015,Number,Both sexes,49,
2015,Number,Both sexes,50,
2015,Number,Both sexes,51,
2015,Number,Both sexes,52,
2015,Number,Both sexes,53,
2015,Number,Both sexes,54,
2015,Number,Both sexes,55,
2015,Number,Both sexes,56,
2015,Number,Both sexes,57,
2015,Number,Both sexes,58,
2015,Number,Both sexes,59,
2015,Number,Both sexes,60,
2015,Number,Both sexes,61,
2015,Number,Both sexes,62,
2015,Number,Both sexes,63,
2015,Number,Both sexes,64,
2015,Number,Both sexes,65,
2015,Number,Both sexes,66,
2015,Number,Both sexes,67,
2015,Number,Both sexes,68,
2015,Number,Both sexes,69,
2015,Number,Both sexes,70,
2015,Number,Both sexes,71,
2015,Number,Both sexes,72,
2015,Number,Both sexes,73,
2015,Number,Both sexes,74,
2015,Number,Both sexes,75,
2015,Number,Both sexes,76,
2015,Number,Both sexes,77,
2015,Number,Both sexes,78,
2015,Number,Both sexes,79,
2015,Number,Both sexes,80,
2015,Number,Both sexes,81,
2015,Number,Both sexes,82,
2015,Number,Both sexes,83,
2015,Number,Both sexes,84,
2015,Number,Both sexes,85,
2015,Number,Both sexes,86,
2015,Number,Both sexes,87,
2015,Number,Both sexes,88,
2015,Number,Both sexes,89,
2015,Number,Both sexes,90,
2015,Number,Both sexes,91,
2015,Number,Both sexes,92,
2015,Number,Both sexes,93,
2015,Number,Both sexes,94,
2015,Number,Both sexes,95,
2015,Number,Both sexes,96,
2015,Number,Both sexes,97,
2015,Number,Both sexes,98,
2015,Number,Both sexes,99,
2015,Number,Both sexes,100,
2015,Number,Both sexes,101,
2015,Number,Both sexes,102,
2015,Number,Both sexes,103,
2015,Number,Both sexes,104,
2015,Number,Both sexes,105,
2015,Number,Both sexes,106,
2015,Number,Both sexes,107,
2015,Number,Both sexes,108,
2015,Number,Both sexes,109,
2015,Number,Both sexes,110,
2015,Number,Both sexes,111,
2015,Number,Both sexes,112,
2015,Number,Both sexes,113,
2015,Number,Both sexes,114,
2015,Number,Both sexes,115,
2015,Number,Both sexes,116,
2015,Number,Both sexes,117,
2015,Number,Both sexes,118,
2015,Number,Both sexes,119,
2015,Number,Both sexes,120,
2015,Number,Both sexes,Unknown,
2015,Number,Both sexes,Total,
2015,Number,M,0,
2015,Number,M,1,
2015,Number,M,2,
2015,Number,M,3,
2015,Number,M,4,
2015,Number,M,5,
2015,Number,M,6,
2015,Number,M,7,
2015,Number,M,8,
2015,Number,M,9,
2015,Number,M,10,
2015,Number,M,11,
2015,Number,M,12,
2015,Number,M,13,
2015,Number,M,14,
2015,Number,M,15,
2015,Number,M,16,
2015,Number,M,17,
2015,Number,M,18,
2015,Number,M,19,
2015,Number,M,20,
2015,Number,M,21,
2015,Number,M,22,
2015,Number,M,23,
2015,Number,M,24,
2015,Number,M,25,
2015,Number,M,26,
2015,Number,M,27,
2015,Number,M,28,
2015,Number,M,29,
2015,Number,M,30,
2015,Number,M,31,
2015,Number,M,32,
2015,Number,M,33,
2015,Number,M,34,
2015,Number,M,35,
2015,Number,M,36,
2015,Number,M,37,
2015,Number,M,38,
2015,Number,M,39,
2015,Number,M,40,
2015,Number,M,41,
2015,Number,M,42,
2015,Number,M,43,
2015,Number,M,44,
2015,Number,M,45,
2015,Number,M,46,
2015,Number,M,47,
2015,Number,M,48,
2015,Number,M,49,
2015,Number,M,50,
2015,Number,M,51,
2015,Number,M,52,
2015,Number,M,53,
2015,Number,M,54,
2015,Number,M,55,
2015,Number,M,56,
2015,Number,M,57,
2015,Number,M,58,
2015,Number,M,59,
2015,Number,M,60,
2015,Number,M,61,
2015,Number,M,62,
2015,Number,M,63,
2015,Number,M,64,
2015,Number,M,65,
2015,Number,M,66,
2015,Number,M,67,
2015,Number,M,68,
2015,Number,M,69,
2015,Number,M,70,
2015,Number,M,71,
2015,Number,M,72,
2015,Number,M,73,
2015,Number,M,74,
2015,Number,M,75,
2015,Number,M,76,
2015,Number,M,77,
2015,Number,M,78,
2015,Number,M,79,
2015,Number,M,80,
2015,Number,M,81,
2015,Number,M,82,
2015,Number,M,83,
2015,Number,M,84,
2015,Number,M,85,
2015,Number,M,86,
2015,Number,M,87,
2015,Number,M,88,
2015,Number,M,89,
2015,Number,M,90,
2015,Number,M,91,
2015,Number,M,92,
2015,Number,M,93,
2015,Number,M,94,
2015,Number,M,95,
2015,Number,M,96,
2015,Number,M,97,
2015,Number,M,98,
2015,Number,M,99,
2015,Number,M,100,
2015,Number,M,101,
2015,Number,M,102,
2015,Number,M,103,
2015,Number,M,104,
2015,Number,M,105,
2015,Number,M,106,
2015,Number,M,107,
2015,Number,M,108,
2015,Number,M,109,
2015,Number,M,110,
2015,Number,M,111,
2015,Number,M,112,
2015,Number,M,113,
2015,Number,M,114,
2015,Number,M,115,
2015,Number,M,116,
2015,Number,M,117,
2015,Number,M,118,
2015,Number,M,119,
2015,Number,M,120,
2015,Number,M,Unknown,
2015,Number,M,Total,
2015,Number,F,0,
2015,Number,F,1,
2015,Number,F,2,
2015,Number,F,3,
2015,Number,F,4,
2015,Number,F,5,
2015,Number,F,6,
2015,Number,F,7,
2015,Number,F,8,
2015,Number,F,9,
2015,Number,F,10,
2015,Number,F,11,
2015,Number,F,12,
2015,Number,F,13,
2015,Number,F,14,
2015,Number,F,15,
2015,Number,F,16,
2015,Number,F,17,
2015,Number,F,18,
2015,Number,F,19,
2015,Number,F,20,
2015,Number,F,21,
2015,Number,F,22,
2015,Number,F,23,
2015,Number,F,24,
2015,Number,F,25,
2015,Number,F,26,
2015,Number,F,27,
2015,Number,F,28,
2015,Number,F,29,
2015,Number,F,30,
2015,Number,F,31,
2015,Number,F,32,
2015,Number,F,33,
2015,Number,F,34,
2015,Number,F,35,
2015,Number,F,36,
2015,Number,F,37,
2015,Number,F,38,
2015,Number,F,39,
2015,Number,F,40,
2015,Number,F,41,
2015,Number,F,42,
2015,Number,F,43,
2015,Number,F,44,
2015,Number,F,45,
2015,Number,F,46,
2015,Number,F,47,
2015,Number,F,48,
2015,Number,F,49,
2015,Number,F,50,
2015,Number,F,51,
2015,Number,F,52,
2015,Number,F,53,
2015,Number,F,54,
2015,Number,F,55,
2015,Number,F,56,
2015,Number,F,57,
2015,Number,F,58,
2015,Number,F,59,
2015,Number,F,60,
2015,Number,F,61,
2015,Number,F,62,
2015,Number,F,63,
2015,Number,F,64,
2015,Number,F,65,
2015,Number,F,66,
2015,Number,F,67,
2015,Number,F,68,
2015,Number,F,69,
2015,Number,F,70,
2015,Number,F,71,
2015,Number,F,72,
2015,Number,F,73,
2015,Number,F,74,
2015,Number,F,75,
2015,Number,F,76,
2015,Number,F,77,
2015,Number,F,78,
2015,Number,F,79,
2015,Number,F,80,
2015,Number,F,81,
2015,Number,F,82,
2015,Number,F,83,
2015,Number,F,84,
2015,Number,F,85,
2015,Number,F,86,
2015,Number,F,87,
2015,Number,F,88,
2015,Number,F,89,
2015,Number,F,90,
2015,Number,F,91,
2015,Number,F,92,
2015,Number,F,93,
2015,Number,F,94,
2015,Number,F,95,
2015,Number,F,96,
2015,Number,F,97,
2015,Number,F,98,
2015,Number,F,99,
2015,Number,F,100,
2015,Number,F,101,
2015,Number,F,102,
2015,Number,F,103,
2015,Number,F,104,
2015,Number,F,105,
2015,Number,F,106,
2015,Number,F,107,
2015,Number,F,108,
2015,Number,F,109,
2015,Number,F,110,
2015,Number,F,111,
2015,Number,F,112,
2015,Number,F,113,
2015,Number,F,114,
2015,Number,F,115,
2015,Number,F,116,
2015,Number,F,117,
2015,Number,F,118,
2015,Number,F,119,
2015,Number,F,120,
2015,Number,F,Unknown,
2015,Number,F,Total,
2016,Number,Both sexes,0,
2016,Number,Both sexes,1,
2016,Number,Both sexes,2,
2016,Number,Both sexes,3,
2016,Number,Both sexes,4,
2016,Number,Both sexes,5,
2016,Number,Both sexes,6,
2016,Number,Both sexes,7,
2016,Number,Both sexes,8,
2016,Number,Both sexes,9,
2016,Number,Both sexes,10,
2016,Number,Both sexes,11,
2016,Number,Both sexes,12,
2016,Number,Both sexes,13,
2016,Number,Both sexes,14,
2016,Number,Both sexes,15,
2016,Number,Both sexes,16,
2016,Number,Both sexes,17,
2016,Number,Both sexes,18,
2016,Number,Both sexes,19,
2016,Number,Both sexes,20,
2016,Number,Both sexes,21,
2016,Number,Both sexes,22,
2016,Number,Both sexes,23,
2016,Number,Both sexes,24,
2016,Number,Both sexes,25,
2016,Number,Both sexes,26,
2016,Number,Both sexes,27,
2016,Number,Both sexes,28,
2016,Number,Both sexes,29,
2016,Number,Both sexes,30,
2016,Number,Both sexes,31,
2016,Number,Both sexes,32,
2016,Number,Both sexes,33,
2016,Number,Both sexes,34,
2016,Number,Both sexes,35,
2016,Number,Both sexes,36,
2016,Number,Both sexes,37,
2016,Number,Both sexes,38,
2016,Number,Both sexes,39,
2016,Number,Both sexes,40,
2016,Number,Both sexes,41,
2016,Number,Both sexes,42,
2016,Number,Both sexes,43,
2016,Number,Both sexes,44,
2016,Number,Both sexes,45,
2016,Number,Both sexes,46,
2016,Number,Both sexes,47,
2016,Number,Both sexes,48,
2016,Number,Both sexes,49,
2016,Number,Both sexes,50,
2016,Number,Both sexes,51,
2016,Number,Both sexes,52,
2016,Number,Both sexes,53,
2016,Number,Both sexes,54,
2016,Number,Both sexes,55,
2016,Number,Both sexes,56,
2016,Number,Both sexes,57,
2016,Number,Both sexes,58,
2016,Number,Both sexes,59,
2016,Number,Both sexes,60,
2016,Number,Both sexes,61,
2016,Number,Both sexes,62,
2016,Number,Both sexes,63,
2016,Number,Both sexes,64,
2016,Number,Both sexes,65,
2016,Number,Both sexes,66,
2016,Number,Both sexes,67,
2016,Number,Both sexes,68,
2016,Number,Both sexes,69,
2016,Number,Both sexes,70,
2016,Number,Both sexes,71,
2016,Number,Both sexes,72,
2016,Number,Both sexes,73,
2016,Number,Both sexes,74,
2016,Number,Both sexes,75,
2016,Number,Both sexes,76,
2016,Number,Both sexes,77,
2016,Number,Both sexes,78,
2016,Number,Both sexes,79,
2016,Number,Both sexes,80,
2016,Number,Both sexes,81,
2016,Number,Both sexes,82,
2016,Number,Both sexes,83,
2016,Number,Both sexes,84,
2016,Number,Both sexes,85,
2016,Number,Both sexes,86,
2016,Number,Both sexes,87,
2016,Number,Both sexes,88,
2016,Number,Both sexes,89,
2016,Number,Both sexes,90,
2016,Number,Both sexes,91,
2016,Number,Both sexes,92,
2016,Number,Both sexes,93,
2016,Number,Both sexes,94,
2016,Number,Both sexes,95,
2016,Number,Both sexes,96,
2016,Number,Both sexes,97,
2016,Number,Both sexes,98,
2016,Number,Both sexes,99,
2016,Number,Both sexes,100,
2016,Number,Both sexes,101,
2016,Number,Both sexes,102,
2016,Number,Both sexes,103,
2016,Number,Both sexes,104,
2016,Number,Both sexes,105,
2016,Number,Both sexes,106,
2016,Number,Both sexes,107,
2016,Number,Both sexes,108,
2016,Number,Both sexes,109,
2016,Number,Both sexes,110,
2016,Number,Both sexes,111,
2016,Number,Both sexes,112,
2016,Number,Both sexes,113,
2016,Number,Both sexes,114,
2016,Number,Both sexes,115,
2016,Number,Both sexes,116,
2016,Number,Both sexes,117,
2016,Number,Both sexes,118,
2016,Number,Both sexes,119,
2016,Number,Both sexes,120,
2016,Number,Both sexes,Unknown,
2016,Number,Both sexes,Total,
2016,Number,M,0,
2016,Number,M,1,
2016,Number,M,2,
2016,Number,M,3,
2016,Number,M,4,
2016,Number,M,5,
2016,Number,M,6,
2016,Number,M,7,
2016,Number,M,8,
2016,Number,M,9,
2016,Number,M,10,
2016,Number,M,11,
2016,Number,M,12,
2016,Number,M,13,
2016,Number,M,14,
2016,Number,M,15,
2016,Number,M,16,
2016,Number,M,17,
2016,Number,M,18,
2016,Number,M,19,
2016,Number,M,20,
2016,Number,M,21,
2016,Number,M,22,
2016,Number,M,23,
2016,Number,M,24,
2016,Number,M,25,
2016,Number,M,26,
2016,Number,M,27,
2016,Number,M,28,
2016,Number,M,29,
2016,Number,M,30,
2016,Number,M,31,
2016,Number,M,32,
2016,Number,M,33,
2016,Number,M,34,
2016,Number,M,35,
2016,Number,M,36,
2016,Number,M,37,
2016,Number,M,38,
2016,Number,M,39,
2016,Number,M,40,
2016,Number,M,41,
2016,Number,M,42,
2016,Number,M,43,
2016,Number,M,44,
2016,Number,M,45,
2016,Number,M,46,
2016,Number,M,47,
2016,Number,M,48,
2016,Number,M,49,
2016,Number,M,50,
2016,Number,M,51,
2016,Number,M,52,
2016,Number,M,53,
2016,Number,M,54,
2016,Number,M,55,
2016,Number,M,56,
2016,Number,M,57,
2016,Number,M,58,
2016,Number,M,59,
2016,Number,M,60,
2016,Number,M,61,
2016,Number,M,62,
2016,Number,M,63,
2016,Number,M,64,
2016,Number,M,65,
2016,Number,M,66,
2016,Number,M,67,
2016,Number,M,68,
2016,Number,M,69,
2016,Number,M,70,
2016,Number,M,71,
2016,Number,M,72,
2016,Number,M,73,
2016,Number,M,74,
2016,Number,M,75,
2016,Number,M,76,
2016,Number,M,77,
2016,Number,M,78,
2016,Number,M,79,
2016,Number,M,80,
2016,Number,M,81,
2016,Number,M,82,
2016,Number,M,83,
2016,Number,M,84,
2016,Number,M,85,
2016,Number,M,86,
2016,Number,M,87,
2016,Number,M,88,
2016,Number,M,89,
2016,Number,M,90,
2016,Number,M,91,
2016,Number,M,92,
2016,Number,M,93,
2016,Number,M,94,
2016,Number,M,95,
2016,Number,M,96,
2016,Number,M,97,
2016,Number,M,98,
2016,Number,M,99,
2016,Number,M,100,
2016,Number,M,101,
2016,Number,M,102,
2016,Number,M,103,
2016,Number,M,104,
2016,Number,M,105,
2016,Number,M,106,
2016,Number,M,107,
2016,Number,M,108,
2016,Number,M,109,
2016,Number,M,110,
2016,Number,M,111,
2016,Number,M,112,
2016,Number,M,113,
2016,Number,M,114,
2016,Number,M,115,
2016,Number,M,116,
2016,Number,M,117,
2016,Number,M,118,
2016,Number,M,119,
2016,Number,M,120,
2016,Number,M,Unknown,
2016,Number,M,Total,
2016,Number,F,0,
2016,Number,F,1,
2016,Number,F,2,
2016,Number,F,3,
2016,Number,F,4,
2016,Number,F,5,
2016,Number,F,6,
2016,Number,F,7,
2016,Number,F,8,
2016,Number,F,9,
2016,Number,F,10,
2016,Number,F,11,
2016,Number,F,12,
2016,Number,F,13,
2016,Number,F,14,
2016,Number,F,15,
2016,Number,F,16,
2016,Number,F,17,
2016,Number,F,18,
2016,Number,F,19,
2016,Number,F,20,
2016,Number,F,21,
2016,Number,F,22,
2016,Number,F,23,
2016,Number,F,24,
2016,Number,F,25,
2016,Number,F,26,
2016,Number,F,27,
2016,Number,F,28,
2016,Number,F,29,
2016,Number,F,30,
2016,Number,F,31,
2016,Number,F,32,
2016,Number,F,33,
2016,Number,F,34,
2016,Number,F,35,
2016,Number,F,36,
2016,Number,F,37,
2016,Number,F,38,
2016,Number,F,39,
2016,Number,F,40,
2016,Number,F,41,
2016,Number,F,42,
2016,Number,F,43,
2016,Number,F,44,
2016,Number,F,45,
2016,Number,F,46,
2016,Number,F,47,
2016,Number,F,48,
2016,Number,F,49,
2016,Number,F,50,
2016,Number,F,51,
2016,Number,F,52,
2016,Number,F,53,
2016,Number,F,54,
2016,Number,F,55,
2016,Number,F,56,
2016,Number,F,57,
2016,Number,F,58,
2016,Number,F,59,
2016,Number,F,60,
2016,Number,F,61,
2016,Number,F,62,
2016,Number,F,63,
2016,Number,F,64,
2016,Number,F,65,
2016,Number,F,66,
2016,Number,F,67,
2016,Number,F,68,
2016,Number,F,69,
2016,Number,F,70,
2016,Number,F,71,
2016,Number,F,72,
2016,Number,F,73,
2016,Number,F,74,
2016,Number,F,75,
2016,Number,F,76,
2016,Number,F,77,
2016,Number,F,78,
2016,Number,F,79,
2016,Number,F,80,
2016,Number,F,81,
2016,Number,F,82,
2016,Number,F,83,
2016,Number,F,84,
2016,Number,F,85,
2016,Number,F,86,
2016,Number,F,87,
2016,Number,F,88,
2016,Number,F,89,
2016,Number,F,90,
2016,Number,F,91,
2016,Number,F,92,
2016,Number,F,93,
2016,Number,F,94,
2016,Number,F,95,
2016,Number,F,96,
2016,Number,F,97,
2016,Number,F,98,
2016,Number,F,99,
2016,Number,F,100,
2016,Number,F,101,
2016,Number,F,102,
2016,Number,F,103,
2016,Number,F,104,
2016,Number,F,105,
2016,Number,F,106,
2016,Number,F,107,
2016,Number,F,108,
2016,Number,F,109,
2016,Number,F,110,
2016,Number,F,111,
2016,Number,F,112,
2016,Number,F,113,
2016,Number,F,114,
2016,Number,F,115,
2016,Number,F,116,
2016,Number,F,117,
2016,Number,F,118,
2016,Number,F,119,
2016,Number,F,120,
2016,Number,F,Unknown,
2016,Number,F,Total,
2017,Number,Both sexes,0,
2017,Number,Both sexes,1,
2017,Number,Both sexes,2,
2017,Number,Both sexes,3,
2017,Number,Both sexes,4,
2017,Number,Both sexes,5,
2017,Number,Both sexes,6,
2017,Number,Both sexes,7,
2017,Number,Both sexes,8,
2017,Number,Both sexes,9,
2017,Number,Both sexes,10,
2017,Number,Both sexes,11,
2017,Number,Both sexes,12,
2017,Number,Both sexes,13,
2017,Number,Both sexes,14,
2017,Number,Both sexes,15,
2017,Number,Both sexes,16,
