Year,UNIT_MEASURE,Administrative area,Sex,Value
2013,Number,canton_10,M,
2014,Number,canton_10,M,
2015,Number,canton_10,M,
2016,Number,canton_10,M,
2017,Number,canton_10,M,
2018,Number,canton_10,M,
2010,Number,canton_10,F,
2011,Number,canton_10,F,
2012,Number,canton_10,F,
2013,Number,canton_10,F,
2014,Number,canton_10,F,
2015,Number,canton_10,F,
2016,Number,canton_10,F,
2017,Number,canton_10,F,
2018,Number,canton_10,F,
2017,Number,sarajevo_canton,F,
2018,Number,sarajevo_canton,F,
2019,Number,sarajevo_canton,F,
2010,Number,canton_10,Both sexes,
2011,Number,canton_10,Both sexes,
2012,Number,canton_10,Both sexes,
2013,Number,canton_10,Both sexes,
2014,Number,canton_10,Both sexes,
2015,Number,canton_10,Both sexes,
2016,Number,canton_10,Both sexes,
2017,Number,canton_10,Both sexes,
2018,Number,canton_10,Both sexes,
2019,Number,canton_10,Both sexes,
2010,Number,canton_10,M,
2011,Number,canton_10,M,
2012,Number,canton_10,M,
2013,Number,canton_10,M,
2014,Number,canton_10,M,
2015,Number,canton_10,M,
2016,Number,canton_10,M,
2017,Number,canton_10,M,
2018,Number,canton_10,M,
2019,Number,canton_10,M,
2010,Number,canton_10,F,
2011,Number,canton_10,F,
2012,Number,canton_10,F,
2013,Number,canton_10,F,
2014,Number,canton_10,F,
2015,Number,canton_10,F,
2016,Number,canton_10,F,
2017,Number,canton_10,F,
2018,Number,canton_10,F,
2019,Number,canton_10,F,
