Year,UNIT_MEASURE,Administrativna jedinica,scientific_field,Value
2010,Broj,Srednjobosanska županija,"business,_administration_and_law",
2010,Broj,Srednjobosanska županija,"natural_sciences,_mathematics_and_statistics",
2010,Broj,Srednjobosanska županija,Informacijske i komunikacijske tehnologije,
2010,Broj,Srednjobosanska županija,"engineering,_production_and_construction",
2010,Broj,Srednjobosanska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2010,Broj,Srednjobosanska županija,Zdravstvo i socijalna skrb,
2010,Broj,Srednjobosanska županija,Usluge,
2010,Broj,Hercegovačko-neretvanska županija,Obrazovanje,
2010,Broj,Hercegovačko-neretvanska županija,Umjetnost i humanističke znanosti,
2010,Broj,Hercegovačko-neretvanska županija,"social_sciences,_journalism_and_information",
2010,Broj,Hercegovačko-neretvanska županija,"business,_administration_and_law",
2010,Broj,Hercegovačko-neretvanska županija,"natural_sciences,_mathematics_and_statistics",
2010,Broj,Hercegovačko-neretvanska županija,Informacijske i komunikacijske tehnologije,
2010,Broj,Hercegovačko-neretvanska županija,"engineering,_production_and_construction",
2010,Broj,Hercegovačko-neretvanska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2010,Broj,Hercegovačko-neretvanska županija,Zdravstvo i socijalna skrb,
2010,Broj,Hercegovačko-neretvanska županija,Usluge,
2010,Broj,Sarajevska županija,Obrazovanje,
2010,Broj,Sarajevska županija,Umjetnost i humanističke znanosti,
2010,Broj,Sarajevska županija,"social_sciences,_journalism_and_information",
2010,Broj,Sarajevska županija,"business,_administration_and_law",
2010,Broj,Sarajevska županija,"natural_sciences,_mathematics_and_statistics",
2010,Broj,Sarajevska županija,Informacijske i komunikacijske tehnologije,
2010,Broj,Sarajevska županija,"engineering,_production_and_construction",
2010,Broj,Sarajevska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2010,Broj,Sarajevska županija,Zdravstvo i socijalna skrb,
2010,Broj,Sarajevska županija,Usluge,
2011,Broj,Federacija Bosne i Hercegovine,Obrazovanje,
2011,Broj,Federacija Bosne i Hercegovine,Umjetnost i humanističke znanosti,
2011,Broj,Federacija Bosne i Hercegovine,"social_sciences,_journalism_and_information",
2011,Broj,Federacija Bosne i Hercegovine,"business,_administration_and_law",
2011,Broj,Federacija Bosne i Hercegovine,"natural_sciences,_mathematics_and_statistics",
2011,Broj,Federacija Bosne i Hercegovine,Informacijske i komunikacijske tehnologije,
2011,Broj,Federacija Bosne i Hercegovine,"engineering,_production_and_construction",
2011,Broj,Federacija Bosne i Hercegovine,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Broj,Federacija Bosne i Hercegovine,Zdravstvo i socijalna skrb,
2011,Broj,Federacija Bosne i Hercegovine,Usluge,
2011,Broj,Unsko-sanska županija,Obrazovanje,
2011,Broj,Unsko-sanska županija,Umjetnost i humanističke znanosti,
2011,Broj,Unsko-sanska županija,"social_sciences,_journalism_and_information",
2011,Broj,Unsko-sanska županija,"business,_administration_and_law",
2011,Broj,Unsko-sanska županija,"natural_sciences,_mathematics_and_statistics",
2011,Broj,Unsko-sanska županija,Informacijske i komunikacijske tehnologije,
2011,Broj,Unsko-sanska županija,"engineering,_production_and_construction",
2011,Broj,Unsko-sanska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Broj,Unsko-sanska županija,Zdravstvo i socijalna skrb,
2011,Broj,Unsko-sanska županija,Usluge,
2011,Broj,Tuzlanska županija,Obrazovanje,
2011,Broj,Tuzlanska županija,Umjetnost i humanističke znanosti,
2011,Broj,Tuzlanska županija,"social_sciences,_journalism_and_information",
2011,Broj,Tuzlanska županija,"business,_administration_and_law",
2011,Broj,Tuzlanska županija,"natural_sciences,_mathematics_and_statistics",
2011,Broj,Tuzlanska županija,Informacijske i komunikacijske tehnologije,
2011,Broj,Tuzlanska županija,"engineering,_production_and_construction",
2011,Broj,Tuzlanska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Broj,Tuzlanska županija,Zdravstvo i socijalna skrb,
2011,Broj,Tuzlanska županija,Usluge,
2011,Broj,Zeničko-dobojska županija,Obrazovanje,
2011,Broj,Zeničko-dobojska županija,Umjetnost i humanističke znanosti,
2011,Broj,Zeničko-dobojska županija,"social_sciences,_journalism_and_information",
2011,Broj,Zeničko-dobojska županija,"business,_administration_and_law",
2011,Broj,Zeničko-dobojska županija,"natural_sciences,_mathematics_and_statistics",
2011,Broj,Zeničko-dobojska županija,Informacijske i komunikacijske tehnologije,
2011,Broj,Zeničko-dobojska županija,"engineering,_production_and_construction",
2011,Broj,Zeničko-dobojska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Broj,Zeničko-dobojska županija,Zdravstvo i socijalna skrb,
2011,Broj,Zeničko-dobojska županija,Usluge,
2011,Broj,Bosansko-podrinjska županija,Obrazovanje,
2011,Broj,Bosansko-podrinjska županija,Umjetnost i humanističke znanosti,
2011,Broj,Bosansko-podrinjska županija,"social_sciences,_journalism_and_information",
2011,Broj,Bosansko-podrinjska županija,"business,_administration_and_law",
2011,Broj,Bosansko-podrinjska županija,"natural_sciences,_mathematics_and_statistics",
2011,Broj,Bosansko-podrinjska županija,Informacijske i komunikacijske tehnologije,
2011,Broj,Bosansko-podrinjska županija,"engineering,_production_and_construction",
2011,Broj,Bosansko-podrinjska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Broj,Bosansko-podrinjska županija,Zdravstvo i socijalna skrb,
2011,Broj,Bosansko-podrinjska županija,Usluge,
2011,Broj,Srednjobosanska županija,Obrazovanje,
2011,Broj,Srednjobosanska županija,Umjetnost i humanističke znanosti,
2011,Broj,Srednjobosanska županija,"social_sciences,_journalism_and_information",
2011,Broj,Srednjobosanska županija,"business,_administration_and_law",
2011,Broj,Srednjobosanska županija,"natural_sciences,_mathematics_and_statistics",
2011,Broj,Srednjobosanska županija,Informacijske i komunikacijske tehnologije,
2011,Broj,Srednjobosanska županija,"engineering,_production_and_construction",
2011,Broj,Srednjobosanska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Broj,Srednjobosanska županija,Zdravstvo i socijalna skrb,
2011,Broj,Srednjobosanska županija,Usluge,
2011,Broj,Hercegovačko-neretvanska županija,Obrazovanje,
2011,Broj,Hercegovačko-neretvanska županija,Umjetnost i humanističke znanosti,
2011,Broj,Hercegovačko-neretvanska županija,"social_sciences,_journalism_and_information",
2011,Broj,Hercegovačko-neretvanska županija,"business,_administration_and_law",
2011,Broj,Hercegovačko-neretvanska županija,"natural_sciences,_mathematics_and_statistics",
2011,Broj,Hercegovačko-neretvanska županija,Informacijske i komunikacijske tehnologije,
2011,Broj,Hercegovačko-neretvanska županija,"engineering,_production_and_construction",
2011,Broj,Hercegovačko-neretvanska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Broj,Hercegovačko-neretvanska županija,Zdravstvo i socijalna skrb,
2011,Broj,Hercegovačko-neretvanska županija,Usluge,
2011,Broj,Sarajevska županija,Obrazovanje,
2011,Broj,Sarajevska županija,Umjetnost i humanističke znanosti,
2011,Broj,Sarajevska županija,"social_sciences,_journalism_and_information",
2011,Broj,Sarajevska županija,"business,_administration_and_law",
2011,Broj,Sarajevska županija,"natural_sciences,_mathematics_and_statistics",
2011,Broj,Sarajevska županija,Informacijske i komunikacijske tehnologije,
2011,Broj,Sarajevska županija,"engineering,_production_and_construction",
2011,Broj,Sarajevska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Broj,Sarajevska županija,Zdravstvo i socijalna skrb,
2011,Broj,Sarajevska županija,Usluge,
2012,Broj,Federacija Bosne i Hercegovine,Obrazovanje,
2012,Broj,Federacija Bosne i Hercegovine,Umjetnost i humanističke znanosti,
2012,Broj,Federacija Bosne i Hercegovine,"social_sciences,_journalism_and_information",
2012,Broj,Federacija Bosne i Hercegovine,"business,_administration_and_law",
2012,Broj,Federacija Bosne i Hercegovine,"natural_sciences,_mathematics_and_statistics",
2012,Broj,Federacija Bosne i Hercegovine,Informacijske i komunikacijske tehnologije,
2012,Broj,Federacija Bosne i Hercegovine,"engineering,_production_and_construction",
2012,Broj,Federacija Bosne i Hercegovine,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Broj,Federacija Bosne i Hercegovine,Zdravstvo i socijalna skrb,
2012,Broj,Federacija Bosne i Hercegovine,Usluge,
2012,Broj,Unsko-sanska županija,Obrazovanje,
2012,Broj,Unsko-sanska županija,Umjetnost i humanističke znanosti,
2012,Broj,Unsko-sanska županija,"social_sciences,_journalism_and_information",
2012,Broj,Unsko-sanska županija,"business,_administration_and_law",
2012,Broj,Unsko-sanska županija,"natural_sciences,_mathematics_and_statistics",
2012,Broj,Unsko-sanska županija,Informacijske i komunikacijske tehnologije,
2012,Broj,Unsko-sanska županija,"engineering,_production_and_construction",
2012,Broj,Unsko-sanska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Broj,Unsko-sanska županija,Zdravstvo i socijalna skrb,
2012,Broj,Unsko-sanska županija,Usluge,
2012,Broj,Tuzlanska županija,Obrazovanje,
2012,Broj,Tuzlanska županija,Umjetnost i humanističke znanosti,
2012,Broj,Tuzlanska županija,"social_sciences,_journalism_and_information",
2012,Broj,Tuzlanska županija,"business,_administration_and_law",
2012,Broj,Tuzlanska županija,"natural_sciences,_mathematics_and_statistics",
2012,Broj,Tuzlanska županija,Informacijske i komunikacijske tehnologije,
2012,Broj,Tuzlanska županija,"engineering,_production_and_construction",
2012,Broj,Tuzlanska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Broj,Tuzlanska županija,Zdravstvo i socijalna skrb,
2012,Broj,Tuzlanska županija,Usluge,
2012,Broj,Zeničko-dobojska županija,Obrazovanje,
2012,Broj,Zeničko-dobojska županija,Umjetnost i humanističke znanosti,
2012,Broj,Zeničko-dobojska županija,"social_sciences,_journalism_and_information",
2012,Broj,Zeničko-dobojska županija,"business,_administration_and_law",
2012,Broj,Zeničko-dobojska županija,"natural_sciences,_mathematics_and_statistics",
2012,Broj,Zeničko-dobojska županija,Informacijske i komunikacijske tehnologije,
2012,Broj,Zeničko-dobojska županija,"engineering,_production_and_construction",
2012,Broj,Zeničko-dobojska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Broj,Zeničko-dobojska županija,Zdravstvo i socijalna skrb,
2012,Broj,Zeničko-dobojska županija,Usluge,
2012,Broj,Bosansko-podrinjska županija,Obrazovanje,
2012,Broj,Bosansko-podrinjska županija,Umjetnost i humanističke znanosti,
2012,Broj,Bosansko-podrinjska županija,"social_sciences,_journalism_and_information",
2012,Broj,Bosansko-podrinjska županija,"business,_administration_and_law",
2012,Broj,Bosansko-podrinjska županija,"natural_sciences,_mathematics_and_statistics",
2012,Broj,Bosansko-podrinjska županija,Informacijske i komunikacijske tehnologije,
2012,Broj,Bosansko-podrinjska županija,"engineering,_production_and_construction",
2012,Broj,Bosansko-podrinjska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Broj,Bosansko-podrinjska županija,Zdravstvo i socijalna skrb,
2012,Broj,Bosansko-podrinjska županija,Usluge,
2012,Broj,Srednjobosanska županija,Obrazovanje,
2012,Broj,Srednjobosanska županija,Umjetnost i humanističke znanosti,
2012,Broj,Srednjobosanska županija,"social_sciences,_journalism_and_information",
2012,Broj,Srednjobosanska županija,"business,_administration_and_law",
2012,Broj,Srednjobosanska županija,"natural_sciences,_mathematics_and_statistics",
2012,Broj,Srednjobosanska županija,Informacijske i komunikacijske tehnologije,
2012,Broj,Srednjobosanska županija,"engineering,_production_and_construction",
2012,Broj,Srednjobosanska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Broj,Srednjobosanska županija,Zdravstvo i socijalna skrb,
2012,Broj,Srednjobosanska županija,Usluge,
2012,Broj,Hercegovačko-neretvanska županija,Obrazovanje,
2012,Broj,Hercegovačko-neretvanska županija,Umjetnost i humanističke znanosti,
2012,Broj,Hercegovačko-neretvanska županija,"social_sciences,_journalism_and_information",
2012,Broj,Hercegovačko-neretvanska županija,"business,_administration_and_law",
2012,Broj,Hercegovačko-neretvanska županija,"natural_sciences,_mathematics_and_statistics",
2012,Broj,Hercegovačko-neretvanska županija,Informacijske i komunikacijske tehnologije,
2012,Broj,Hercegovačko-neretvanska županija,"engineering,_production_and_construction",
2012,Broj,Hercegovačko-neretvanska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Broj,Hercegovačko-neretvanska županija,Zdravstvo i socijalna skrb,
2012,Broj,Hercegovačko-neretvanska županija,Usluge,
2012,Broj,Sarajevska županija,Obrazovanje,
2012,Broj,Sarajevska županija,Umjetnost i humanističke znanosti,
2012,Broj,Sarajevska županija,"social_sciences,_journalism_and_information",
2012,Broj,Sarajevska županija,"business,_administration_and_law",
2012,Broj,Sarajevska županija,"natural_sciences,_mathematics_and_statistics",
2012,Broj,Sarajevska županija,Informacijske i komunikacijske tehnologije,
2012,Broj,Sarajevska županija,"engineering,_production_and_construction",
2012,Broj,Sarajevska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Broj,Sarajevska županija,Zdravstvo i socijalna skrb,
2012,Broj,Sarajevska županija,Usluge,
2013,Broj,Federacija Bosne i Hercegovine,Obrazovanje,
2013,Broj,Federacija Bosne i Hercegovine,Umjetnost i humanističke znanosti,
2013,Broj,Federacija Bosne i Hercegovine,"social_sciences,_journalism_and_information",
2013,Broj,Federacija Bosne i Hercegovine,"business,_administration_and_law",
2013,Broj,Federacija Bosne i Hercegovine,"natural_sciences,_mathematics_and_statistics",
2013,Broj,Federacija Bosne i Hercegovine,Informacijske i komunikacijske tehnologije,
2013,Broj,Federacija Bosne i Hercegovine,"engineering,_production_and_construction",
2013,Broj,Federacija Bosne i Hercegovine,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Broj,Federacija Bosne i Hercegovine,Zdravstvo i socijalna skrb,
2013,Broj,Federacija Bosne i Hercegovine,Usluge,
2013,Broj,Unsko-sanska županija,Obrazovanje,
2013,Broj,Unsko-sanska županija,Umjetnost i humanističke znanosti,
2013,Broj,Unsko-sanska županija,"social_sciences,_journalism_and_information",
2013,Broj,Unsko-sanska županija,"business,_administration_and_law",
2013,Broj,Unsko-sanska županija,"natural_sciences,_mathematics_and_statistics",
2013,Broj,Unsko-sanska županija,Informacijske i komunikacijske tehnologije,
2013,Broj,Unsko-sanska županija,"engineering,_production_and_construction",
2013,Broj,Unsko-sanska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Broj,Unsko-sanska županija,Zdravstvo i socijalna skrb,
2013,Broj,Unsko-sanska županija,Usluge,
2013,Broj,Tuzlanska županija,Obrazovanje,
2013,Broj,Tuzlanska županija,Umjetnost i humanističke znanosti,
2013,Broj,Tuzlanska županija,"social_sciences,_journalism_and_information",
2013,Broj,Tuzlanska županija,"business,_administration_and_law",
2013,Broj,Tuzlanska županija,"natural_sciences,_mathematics_and_statistics",
2013,Broj,Tuzlanska županija,Informacijske i komunikacijske tehnologije,
2013,Broj,Tuzlanska županija,"engineering,_production_and_construction",
2013,Broj,Tuzlanska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Broj,Tuzlanska županija,Zdravstvo i socijalna skrb,
2013,Broj,Tuzlanska županija,Usluge,
2013,Broj,Zeničko-dobojska županija,Obrazovanje,
2013,Broj,Zeničko-dobojska županija,Umjetnost i humanističke znanosti,
2013,Broj,Zeničko-dobojska županija,"social_sciences,_journalism_and_information",
2013,Broj,Zeničko-dobojska županija,"business,_administration_and_law",
2013,Broj,Zeničko-dobojska županija,"natural_sciences,_mathematics_and_statistics",
2013,Broj,Zeničko-dobojska županija,Informacijske i komunikacijske tehnologije,
2013,Broj,Zeničko-dobojska županija,"engineering,_production_and_construction",
2013,Broj,Zeničko-dobojska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Broj,Zeničko-dobojska županija,Zdravstvo i socijalna skrb,
2013,Broj,Zeničko-dobojska županija,Usluge,
2013,Broj,Bosansko-podrinjska županija,Obrazovanje,
2013,Broj,Bosansko-podrinjska županija,Umjetnost i humanističke znanosti,
2013,Broj,Bosansko-podrinjska županija,"social_sciences,_journalism_and_information",
2013,Broj,Bosansko-podrinjska županija,"business,_administration_and_law",
2013,Broj,Bosansko-podrinjska županija,"natural_sciences,_mathematics_and_statistics",
2013,Broj,Bosansko-podrinjska županija,Informacijske i komunikacijske tehnologije,
2013,Broj,Bosansko-podrinjska županija,"engineering,_production_and_construction",
2013,Broj,Bosansko-podrinjska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Broj,Bosansko-podrinjska županija,Zdravstvo i socijalna skrb,
2013,Broj,Bosansko-podrinjska županija,Usluge,
2013,Broj,Srednjobosanska županija,Obrazovanje,
2013,Broj,Srednjobosanska županija,Umjetnost i humanističke znanosti,
2013,Broj,Srednjobosanska županija,"social_sciences,_journalism_and_information",
2013,Broj,Srednjobosanska županija,"business,_administration_and_law",
2013,Broj,Srednjobosanska županija,"natural_sciences,_mathematics_and_statistics",
2013,Broj,Srednjobosanska županija,Informacijske i komunikacijske tehnologije,
2013,Broj,Srednjobosanska županija,"engineering,_production_and_construction",
2013,Broj,Srednjobosanska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Broj,Srednjobosanska županija,Zdravstvo i socijalna skrb,
2013,Broj,Srednjobosanska županija,Usluge,
2013,Broj,Hercegovačko-neretvanska županija,Obrazovanje,
2013,Broj,Hercegovačko-neretvanska županija,Umjetnost i humanističke znanosti,
2013,Broj,Hercegovačko-neretvanska županija,"social_sciences,_journalism_and_information",
2013,Broj,Hercegovačko-neretvanska županija,"business,_administration_and_law",
2013,Broj,Hercegovačko-neretvanska županija,"natural_sciences,_mathematics_and_statistics",
2013,Broj,Hercegovačko-neretvanska županija,Informacijske i komunikacijske tehnologije,
2013,Broj,Hercegovačko-neretvanska županija,"engineering,_production_and_construction",
2013,Broj,Hercegovačko-neretvanska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Broj,Hercegovačko-neretvanska županija,Zdravstvo i socijalna skrb,
2013,Broj,Hercegovačko-neretvanska županija,Usluge,
2013,Broj,Sarajevska županija,Obrazovanje,
2013,Broj,Sarajevska županija,Umjetnost i humanističke znanosti,
2013,Broj,Sarajevska županija,"social_sciences,_journalism_and_information",
2013,Broj,Sarajevska županija,"business,_administration_and_law",
2013,Broj,Sarajevska županija,"natural_sciences,_mathematics_and_statistics",
2013,Broj,Sarajevska županija,Informacijske i komunikacijske tehnologije,
2013,Broj,Sarajevska županija,"engineering,_production_and_construction",
2013,Broj,Sarajevska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Broj,Sarajevska županija,Zdravstvo i socijalna skrb,
2013,Broj,Sarajevska županija,Usluge,
2014,Broj,Federacija Bosne i Hercegovine,Obrazovanje,
2014,Broj,Federacija Bosne i Hercegovine,Umjetnost i humanističke znanosti,
2014,Broj,Federacija Bosne i Hercegovine,"social_sciences,_journalism_and_information",
2014,Broj,Federacija Bosne i Hercegovine,"business,_administration_and_law",
2014,Broj,Federacija Bosne i Hercegovine,"natural_sciences,_mathematics_and_statistics",
2014,Broj,Federacija Bosne i Hercegovine,Informacijske i komunikacijske tehnologije,
2014,Broj,Federacija Bosne i Hercegovine,"engineering,_production_and_construction",
2014,Broj,Federacija Bosne i Hercegovine,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Broj,Federacija Bosne i Hercegovine,Zdravstvo i socijalna skrb,
2014,Broj,Federacija Bosne i Hercegovine,Usluge,
2014,Broj,Unsko-sanska županija,Obrazovanje,
2014,Broj,Unsko-sanska županija,Umjetnost i humanističke znanosti,
2014,Broj,Unsko-sanska županija,"social_sciences,_journalism_and_information",
2014,Broj,Unsko-sanska županija,"business,_administration_and_law",
2014,Broj,Unsko-sanska županija,"natural_sciences,_mathematics_and_statistics",
2014,Broj,Unsko-sanska županija,Informacijske i komunikacijske tehnologije,
2014,Broj,Unsko-sanska županija,"engineering,_production_and_construction",
2014,Broj,Unsko-sanska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Broj,Unsko-sanska županija,Zdravstvo i socijalna skrb,
2014,Broj,Unsko-sanska županija,Usluge,
2014,Broj,Tuzlanska županija,Obrazovanje,
2014,Broj,Tuzlanska županija,Umjetnost i humanističke znanosti,
2014,Broj,Tuzlanska županija,"social_sciences,_journalism_and_information",
2014,Broj,Tuzlanska županija,"business,_administration_and_law",
2014,Broj,Tuzlanska županija,"natural_sciences,_mathematics_and_statistics",
2014,Broj,Tuzlanska županija,Informacijske i komunikacijske tehnologije,
2014,Broj,Tuzlanska županija,"engineering,_production_and_construction",
2014,Broj,Tuzlanska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Broj,Tuzlanska županija,Zdravstvo i socijalna skrb,
2014,Broj,Tuzlanska županija,Usluge,
2014,Broj,Zeničko-dobojska županija,Obrazovanje,
2014,Broj,Zeničko-dobojska županija,Umjetnost i humanističke znanosti,
2014,Broj,Zeničko-dobojska županija,"social_sciences,_journalism_and_information",
2014,Broj,Zeničko-dobojska županija,"business,_administration_and_law",
2014,Broj,Zeničko-dobojska županija,"natural_sciences,_mathematics_and_statistics",
2014,Broj,Zeničko-dobojska županija,Informacijske i komunikacijske tehnologije,
2014,Broj,Zeničko-dobojska županija,"engineering,_production_and_construction",
2014,Broj,Zeničko-dobojska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Broj,Zeničko-dobojska županija,Zdravstvo i socijalna skrb,
2014,Broj,Zeničko-dobojska županija,Usluge,
2014,Broj,Bosansko-podrinjska županija,Obrazovanje,
2014,Broj,Bosansko-podrinjska županija,Umjetnost i humanističke znanosti,
2014,Broj,Bosansko-podrinjska županija,"social_sciences,_journalism_and_information",
2014,Broj,Bosansko-podrinjska županija,"business,_administration_and_law",
2014,Broj,Bosansko-podrinjska županija,"natural_sciences,_mathematics_and_statistics",
2014,Broj,Bosansko-podrinjska županija,Informacijske i komunikacijske tehnologije,
2014,Broj,Bosansko-podrinjska županija,"engineering,_production_and_construction",
2014,Broj,Bosansko-podrinjska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Broj,Bosansko-podrinjska županija,Zdravstvo i socijalna skrb,
2014,Broj,Bosansko-podrinjska županija,Usluge,
2014,Broj,Srednjobosanska županija,Obrazovanje,
2014,Broj,Srednjobosanska županija,Umjetnost i humanističke znanosti,
2014,Broj,Srednjobosanska županija,"social_sciences,_journalism_and_information",
2014,Broj,Srednjobosanska županija,"business,_administration_and_law",
2014,Broj,Srednjobosanska županija,"natural_sciences,_mathematics_and_statistics",
2014,Broj,Srednjobosanska županija,Informacijske i komunikacijske tehnologije,
2014,Broj,Srednjobosanska županija,"engineering,_production_and_construction",
2014,Broj,Srednjobosanska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Broj,Srednjobosanska županija,Zdravstvo i socijalna skrb,
2014,Broj,Srednjobosanska županija,Usluge,
2014,Broj,Hercegovačko-neretvanska županija,Obrazovanje,
2014,Broj,Hercegovačko-neretvanska županija,Umjetnost i humanističke znanosti,
2014,Broj,Hercegovačko-neretvanska županija,"social_sciences,_journalism_and_information",
2014,Broj,Hercegovačko-neretvanska županija,"business,_administration_and_law",
2014,Broj,Hercegovačko-neretvanska županija,"natural_sciences,_mathematics_and_statistics",
2014,Broj,Hercegovačko-neretvanska županija,Informacijske i komunikacijske tehnologije,
2014,Broj,Hercegovačko-neretvanska županija,"engineering,_production_and_construction",
2014,Broj,Hercegovačko-neretvanska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Broj,Hercegovačko-neretvanska županija,Zdravstvo i socijalna skrb,
2014,Broj,Hercegovačko-neretvanska županija,Usluge,
