Year,UNIT_MEASURE,Administrativna oblast,scientific_field,Value
2010,Broj,herzegovina-neretva_canton,"natural_sciences,_mathematics_and_statistics",
2010,Broj,herzegovina-neretva_canton,Informacijske i komunikacijske tehnologije,
2010,Broj,herzegovina-neretva_canton,"engineering,_production_and_construction",
2010,Broj,herzegovina-neretva_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2010,Broj,herzegovina-neretva_canton,Zdravstvo i socijalna skrb,
2010,Broj,herzegovina-neretva_canton,Usluge,
2010,Broj,sarajevo_canton,Obrazovanje,
2010,Broj,sarajevo_canton,Umjetnost i humanističke znanosti,
2010,Broj,sarajevo_canton,"social_sciences,_journalism_and_information",
2010,Broj,sarajevo_canton,"business,_administration_and_law",
2010,Broj,sarajevo_canton,"natural_sciences,_mathematics_and_statistics",
2010,Broj,sarajevo_canton,Informacijske i komunikacijske tehnologije,
2010,Broj,sarajevo_canton,"engineering,_production_and_construction",
2010,Broj,sarajevo_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2010,Broj,sarajevo_canton,Zdravstvo i socijalna skrb,
2010,Broj,sarajevo_canton,Usluge,
2011,Broj,federation_of_bih,Obrazovanje,
2011,Broj,federation_of_bih,Umjetnost i humanističke znanosti,
2011,Broj,federation_of_bih,"social_sciences,_journalism_and_information",
2011,Broj,federation_of_bih,"business,_administration_and_law",
2011,Broj,federation_of_bih,"natural_sciences,_mathematics_and_statistics",
2011,Broj,federation_of_bih,Informacijske i komunikacijske tehnologije,
2011,Broj,federation_of_bih,"engineering,_production_and_construction",
2011,Broj,federation_of_bih,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Broj,federation_of_bih,Zdravstvo i socijalna skrb,
2011,Broj,federation_of_bih,Usluge,
2011,Broj,una-sana_canton,Obrazovanje,
2011,Broj,una-sana_canton,Umjetnost i humanističke znanosti,
2011,Broj,una-sana_canton,"social_sciences,_journalism_and_information",
2011,Broj,una-sana_canton,"business,_administration_and_law",
2011,Broj,una-sana_canton,"natural_sciences,_mathematics_and_statistics",
2011,Broj,una-sana_canton,Informacijske i komunikacijske tehnologije,
2011,Broj,una-sana_canton,"engineering,_production_and_construction",
2011,Broj,una-sana_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Broj,una-sana_canton,Zdravstvo i socijalna skrb,
2011,Broj,una-sana_canton,Usluge,
2011,Broj,tuzla_canton,Obrazovanje,
2011,Broj,tuzla_canton,Umjetnost i humanističke znanosti,
2011,Broj,tuzla_canton,"social_sciences,_journalism_and_information",
2011,Broj,tuzla_canton,"business,_administration_and_law",
2011,Broj,tuzla_canton,"natural_sciences,_mathematics_and_statistics",
2011,Broj,tuzla_canton,Informacijske i komunikacijske tehnologije,
2011,Broj,tuzla_canton,"engineering,_production_and_construction",
2011,Broj,tuzla_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Broj,tuzla_canton,Zdravstvo i socijalna skrb,
2011,Broj,tuzla_canton,Usluge,
2011,Broj,zenica-doboj_canton,Obrazovanje,
2011,Broj,zenica-doboj_canton,Umjetnost i humanističke znanosti,
2011,Broj,zenica-doboj_canton,"social_sciences,_journalism_and_information",
2011,Broj,zenica-doboj_canton,"business,_administration_and_law",
2011,Broj,zenica-doboj_canton,"natural_sciences,_mathematics_and_statistics",
2011,Broj,zenica-doboj_canton,Informacijske i komunikacijske tehnologije,
2011,Broj,zenica-doboj_canton,"engineering,_production_and_construction",
2011,Broj,zenica-doboj_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Broj,zenica-doboj_canton,Zdravstvo i socijalna skrb,
2011,Broj,zenica-doboj_canton,Usluge,
2011,Broj,bosnian-podrinje_canton,Obrazovanje,
2011,Broj,bosnian-podrinje_canton,Umjetnost i humanističke znanosti,
2011,Broj,bosnian-podrinje_canton,"social_sciences,_journalism_and_information",
2011,Broj,bosnian-podrinje_canton,"business,_administration_and_law",
2011,Broj,bosnian-podrinje_canton,"natural_sciences,_mathematics_and_statistics",
2011,Broj,bosnian-podrinje_canton,Informacijske i komunikacijske tehnologije,
2011,Broj,bosnian-podrinje_canton,"engineering,_production_and_construction",
2011,Broj,bosnian-podrinje_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Broj,bosnian-podrinje_canton,Zdravstvo i socijalna skrb,
2011,Broj,bosnian-podrinje_canton,Usluge,
2011,Broj,central_bosnia_canton,Obrazovanje,
2011,Broj,central_bosnia_canton,Umjetnost i humanističke znanosti,
2011,Broj,central_bosnia_canton,"social_sciences,_journalism_and_information",
2011,Broj,central_bosnia_canton,"business,_administration_and_law",
2011,Broj,central_bosnia_canton,"natural_sciences,_mathematics_and_statistics",
2011,Broj,central_bosnia_canton,Informacijske i komunikacijske tehnologije,
2011,Broj,central_bosnia_canton,"engineering,_production_and_construction",
2011,Broj,central_bosnia_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Broj,central_bosnia_canton,Zdravstvo i socijalna skrb,
2011,Broj,central_bosnia_canton,Usluge,
2011,Broj,herzegovina-neretva_canton,Obrazovanje,
2011,Broj,herzegovina-neretva_canton,Umjetnost i humanističke znanosti,
2011,Broj,herzegovina-neretva_canton,"social_sciences,_journalism_and_information",
2011,Broj,herzegovina-neretva_canton,"business,_administration_and_law",
2011,Broj,herzegovina-neretva_canton,"natural_sciences,_mathematics_and_statistics",
2011,Broj,herzegovina-neretva_canton,Informacijske i komunikacijske tehnologije,
2011,Broj,herzegovina-neretva_canton,"engineering,_production_and_construction",
2011,Broj,herzegovina-neretva_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Broj,herzegovina-neretva_canton,Zdravstvo i socijalna skrb,
2011,Broj,herzegovina-neretva_canton,Usluge,
2011,Broj,sarajevo_canton,Obrazovanje,
2011,Broj,sarajevo_canton,Umjetnost i humanističke znanosti,
2011,Broj,sarajevo_canton,"social_sciences,_journalism_and_information",
2011,Broj,sarajevo_canton,"business,_administration_and_law",
2011,Broj,sarajevo_canton,"natural_sciences,_mathematics_and_statistics",
2011,Broj,sarajevo_canton,Informacijske i komunikacijske tehnologije,
2011,Broj,sarajevo_canton,"engineering,_production_and_construction",
2011,Broj,sarajevo_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Broj,sarajevo_canton,Zdravstvo i socijalna skrb,
2011,Broj,sarajevo_canton,Usluge,
2012,Broj,federation_of_bih,Obrazovanje,
2012,Broj,federation_of_bih,Umjetnost i humanističke znanosti,
2012,Broj,federation_of_bih,"social_sciences,_journalism_and_information",
2012,Broj,federation_of_bih,"business,_administration_and_law",
2012,Broj,federation_of_bih,"natural_sciences,_mathematics_and_statistics",
2012,Broj,federation_of_bih,Informacijske i komunikacijske tehnologije,
2012,Broj,federation_of_bih,"engineering,_production_and_construction",
2012,Broj,federation_of_bih,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Broj,federation_of_bih,Zdravstvo i socijalna skrb,
2012,Broj,federation_of_bih,Usluge,
2012,Broj,una-sana_canton,Obrazovanje,
2012,Broj,una-sana_canton,Umjetnost i humanističke znanosti,
2012,Broj,una-sana_canton,"social_sciences,_journalism_and_information",
2012,Broj,una-sana_canton,"business,_administration_and_law",
2012,Broj,una-sana_canton,"natural_sciences,_mathematics_and_statistics",
2012,Broj,una-sana_canton,Informacijske i komunikacijske tehnologije,
2012,Broj,una-sana_canton,"engineering,_production_and_construction",
2012,Broj,una-sana_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Broj,una-sana_canton,Zdravstvo i socijalna skrb,
2012,Broj,una-sana_canton,Usluge,
2012,Broj,tuzla_canton,Obrazovanje,
2012,Broj,tuzla_canton,Umjetnost i humanističke znanosti,
2012,Broj,tuzla_canton,"social_sciences,_journalism_and_information",
2012,Broj,tuzla_canton,"business,_administration_and_law",
2012,Broj,tuzla_canton,"natural_sciences,_mathematics_and_statistics",
2012,Broj,tuzla_canton,Informacijske i komunikacijske tehnologije,
2012,Broj,tuzla_canton,"engineering,_production_and_construction",
2012,Broj,tuzla_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Broj,tuzla_canton,Zdravstvo i socijalna skrb,
2012,Broj,tuzla_canton,Usluge,
2012,Broj,zenica-doboj_canton,Obrazovanje,
2012,Broj,zenica-doboj_canton,Umjetnost i humanističke znanosti,
2012,Broj,zenica-doboj_canton,"social_sciences,_journalism_and_information",
2012,Broj,zenica-doboj_canton,"business,_administration_and_law",
2012,Broj,zenica-doboj_canton,"natural_sciences,_mathematics_and_statistics",
2012,Broj,zenica-doboj_canton,Informacijske i komunikacijske tehnologije,
2012,Broj,zenica-doboj_canton,"engineering,_production_and_construction",
2012,Broj,zenica-doboj_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Broj,zenica-doboj_canton,Zdravstvo i socijalna skrb,
2012,Broj,zenica-doboj_canton,Usluge,
2012,Broj,bosnian-podrinje_canton,Obrazovanje,
2012,Broj,bosnian-podrinje_canton,Umjetnost i humanističke znanosti,
2012,Broj,bosnian-podrinje_canton,"social_sciences,_journalism_and_information",
2012,Broj,bosnian-podrinje_canton,"business,_administration_and_law",
2012,Broj,bosnian-podrinje_canton,"natural_sciences,_mathematics_and_statistics",
2012,Broj,bosnian-podrinje_canton,Informacijske i komunikacijske tehnologije,
2012,Broj,bosnian-podrinje_canton,"engineering,_production_and_construction",
2012,Broj,bosnian-podrinje_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Broj,bosnian-podrinje_canton,Zdravstvo i socijalna skrb,
2012,Broj,bosnian-podrinje_canton,Usluge,
2012,Broj,central_bosnia_canton,Obrazovanje,
2012,Broj,central_bosnia_canton,Umjetnost i humanističke znanosti,
2012,Broj,central_bosnia_canton,"social_sciences,_journalism_and_information",
2012,Broj,central_bosnia_canton,"business,_administration_and_law",
2012,Broj,central_bosnia_canton,"natural_sciences,_mathematics_and_statistics",
2012,Broj,central_bosnia_canton,Informacijske i komunikacijske tehnologije,
2012,Broj,central_bosnia_canton,"engineering,_production_and_construction",
2012,Broj,central_bosnia_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Broj,central_bosnia_canton,Zdravstvo i socijalna skrb,
2012,Broj,central_bosnia_canton,Usluge,
2012,Broj,herzegovina-neretva_canton,Obrazovanje,
2012,Broj,herzegovina-neretva_canton,Umjetnost i humanističke znanosti,
2012,Broj,herzegovina-neretva_canton,"social_sciences,_journalism_and_information",
2012,Broj,herzegovina-neretva_canton,"business,_administration_and_law",
2012,Broj,herzegovina-neretva_canton,"natural_sciences,_mathematics_and_statistics",
2012,Broj,herzegovina-neretva_canton,Informacijske i komunikacijske tehnologije,
2012,Broj,herzegovina-neretva_canton,"engineering,_production_and_construction",
2012,Broj,herzegovina-neretva_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Broj,herzegovina-neretva_canton,Zdravstvo i socijalna skrb,
2012,Broj,herzegovina-neretva_canton,Usluge,
2012,Broj,sarajevo_canton,Obrazovanje,
2012,Broj,sarajevo_canton,Umjetnost i humanističke znanosti,
2012,Broj,sarajevo_canton,"social_sciences,_journalism_and_information",
2012,Broj,sarajevo_canton,"business,_administration_and_law",
2012,Broj,sarajevo_canton,"natural_sciences,_mathematics_and_statistics",
2012,Broj,sarajevo_canton,Informacijske i komunikacijske tehnologije,
2012,Broj,sarajevo_canton,"engineering,_production_and_construction",
2012,Broj,sarajevo_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Broj,sarajevo_canton,Zdravstvo i socijalna skrb,
2012,Broj,sarajevo_canton,Usluge,
2013,Broj,federation_of_bih,Obrazovanje,
2013,Broj,federation_of_bih,Umjetnost i humanističke znanosti,
2013,Broj,federation_of_bih,"social_sciences,_journalism_and_information",
2013,Broj,federation_of_bih,"business,_administration_and_law",
2013,Broj,federation_of_bih,"natural_sciences,_mathematics_and_statistics",
2013,Broj,federation_of_bih,Informacijske i komunikacijske tehnologije,
2013,Broj,federation_of_bih,"engineering,_production_and_construction",
2013,Broj,federation_of_bih,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Broj,federation_of_bih,Zdravstvo i socijalna skrb,
2013,Broj,federation_of_bih,Usluge,
2013,Broj,una-sana_canton,Obrazovanje,
2013,Broj,una-sana_canton,Umjetnost i humanističke znanosti,
2013,Broj,una-sana_canton,"social_sciences,_journalism_and_information",
2013,Broj,una-sana_canton,"business,_administration_and_law",
2013,Broj,una-sana_canton,"natural_sciences,_mathematics_and_statistics",
2013,Broj,una-sana_canton,Informacijske i komunikacijske tehnologije,
2013,Broj,una-sana_canton,"engineering,_production_and_construction",
2013,Broj,una-sana_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Broj,una-sana_canton,Zdravstvo i socijalna skrb,
2013,Broj,una-sana_canton,Usluge,
2013,Broj,tuzla_canton,Obrazovanje,
2013,Broj,tuzla_canton,Umjetnost i humanističke znanosti,
2013,Broj,tuzla_canton,"social_sciences,_journalism_and_information",
2013,Broj,tuzla_canton,"business,_administration_and_law",
2013,Broj,tuzla_canton,"natural_sciences,_mathematics_and_statistics",
2013,Broj,tuzla_canton,Informacijske i komunikacijske tehnologije,
2013,Broj,tuzla_canton,"engineering,_production_and_construction",
2013,Broj,tuzla_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Broj,tuzla_canton,Zdravstvo i socijalna skrb,
2013,Broj,tuzla_canton,Usluge,
2013,Broj,zenica-doboj_canton,Obrazovanje,
2013,Broj,zenica-doboj_canton,Umjetnost i humanističke znanosti,
2013,Broj,zenica-doboj_canton,"social_sciences,_journalism_and_information",
2013,Broj,zenica-doboj_canton,"business,_administration_and_law",
2013,Broj,zenica-doboj_canton,"natural_sciences,_mathematics_and_statistics",
2013,Broj,zenica-doboj_canton,Informacijske i komunikacijske tehnologije,
2013,Broj,zenica-doboj_canton,"engineering,_production_and_construction",
2013,Broj,zenica-doboj_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Broj,zenica-doboj_canton,Zdravstvo i socijalna skrb,
2013,Broj,zenica-doboj_canton,Usluge,
2013,Broj,bosnian-podrinje_canton,Obrazovanje,
2013,Broj,bosnian-podrinje_canton,Umjetnost i humanističke znanosti,
2013,Broj,bosnian-podrinje_canton,"social_sciences,_journalism_and_information",
2013,Broj,bosnian-podrinje_canton,"business,_administration_and_law",
2013,Broj,bosnian-podrinje_canton,"natural_sciences,_mathematics_and_statistics",
2013,Broj,bosnian-podrinje_canton,Informacijske i komunikacijske tehnologije,
2013,Broj,bosnian-podrinje_canton,"engineering,_production_and_construction",
2013,Broj,bosnian-podrinje_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Broj,bosnian-podrinje_canton,Zdravstvo i socijalna skrb,
2013,Broj,bosnian-podrinje_canton,Usluge,
2013,Broj,central_bosnia_canton,Obrazovanje,
2013,Broj,central_bosnia_canton,Umjetnost i humanističke znanosti,
2013,Broj,central_bosnia_canton,"social_sciences,_journalism_and_information",
2013,Broj,central_bosnia_canton,"business,_administration_and_law",
2013,Broj,central_bosnia_canton,"natural_sciences,_mathematics_and_statistics",
2013,Broj,central_bosnia_canton,Informacijske i komunikacijske tehnologije,
2013,Broj,central_bosnia_canton,"engineering,_production_and_construction",
2013,Broj,central_bosnia_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Broj,central_bosnia_canton,Zdravstvo i socijalna skrb,
2013,Broj,central_bosnia_canton,Usluge,
2013,Broj,herzegovina-neretva_canton,Obrazovanje,
2013,Broj,herzegovina-neretva_canton,Umjetnost i humanističke znanosti,
2013,Broj,herzegovina-neretva_canton,"social_sciences,_journalism_and_information",
2013,Broj,herzegovina-neretva_canton,"business,_administration_and_law",
2013,Broj,herzegovina-neretva_canton,"natural_sciences,_mathematics_and_statistics",
2013,Broj,herzegovina-neretva_canton,Informacijske i komunikacijske tehnologije,
2013,Broj,herzegovina-neretva_canton,"engineering,_production_and_construction",
2013,Broj,herzegovina-neretva_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Broj,herzegovina-neretva_canton,Zdravstvo i socijalna skrb,
2013,Broj,herzegovina-neretva_canton,Usluge,
2013,Broj,sarajevo_canton,Obrazovanje,
2013,Broj,sarajevo_canton,Umjetnost i humanističke znanosti,
2013,Broj,sarajevo_canton,"social_sciences,_journalism_and_information",
2013,Broj,sarajevo_canton,"business,_administration_and_law",
2013,Broj,sarajevo_canton,"natural_sciences,_mathematics_and_statistics",
2013,Broj,sarajevo_canton,Informacijske i komunikacijske tehnologije,
2013,Broj,sarajevo_canton,"engineering,_production_and_construction",
2013,Broj,sarajevo_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Broj,sarajevo_canton,Zdravstvo i socijalna skrb,
2013,Broj,sarajevo_canton,Usluge,
2014,Broj,federation_of_bih,Obrazovanje,
2014,Broj,federation_of_bih,Umjetnost i humanističke znanosti,
2014,Broj,federation_of_bih,"social_sciences,_journalism_and_information",
2014,Broj,federation_of_bih,"business,_administration_and_law",
2014,Broj,federation_of_bih,"natural_sciences,_mathematics_and_statistics",
2014,Broj,federation_of_bih,Informacijske i komunikacijske tehnologije,
2014,Broj,federation_of_bih,"engineering,_production_and_construction",
2014,Broj,federation_of_bih,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Broj,federation_of_bih,Zdravstvo i socijalna skrb,
2014,Broj,federation_of_bih,Usluge,
2014,Broj,una-sana_canton,Obrazovanje,
2014,Broj,una-sana_canton,Umjetnost i humanističke znanosti,
2014,Broj,una-sana_canton,"social_sciences,_journalism_and_information",
2014,Broj,una-sana_canton,"business,_administration_and_law",
2014,Broj,una-sana_canton,"natural_sciences,_mathematics_and_statistics",
2014,Broj,una-sana_canton,Informacijske i komunikacijske tehnologije,
2014,Broj,una-sana_canton,"engineering,_production_and_construction",
2014,Broj,una-sana_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Broj,una-sana_canton,Zdravstvo i socijalna skrb,
2014,Broj,una-sana_canton,Usluge,
2014,Broj,tuzla_canton,Obrazovanje,
2014,Broj,tuzla_canton,Umjetnost i humanističke znanosti,
2014,Broj,tuzla_canton,"social_sciences,_journalism_and_information",
2014,Broj,tuzla_canton,"business,_administration_and_law",
2014,Broj,tuzla_canton,"natural_sciences,_mathematics_and_statistics",
2014,Broj,tuzla_canton,Informacijske i komunikacijske tehnologije,
2014,Broj,tuzla_canton,"engineering,_production_and_construction",
2014,Broj,tuzla_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Broj,tuzla_canton,Zdravstvo i socijalna skrb,
2014,Broj,tuzla_canton,Usluge,
2014,Broj,zenica-doboj_canton,Obrazovanje,
2014,Broj,zenica-doboj_canton,Umjetnost i humanističke znanosti,
2014,Broj,zenica-doboj_canton,"social_sciences,_journalism_and_information",
2014,Broj,zenica-doboj_canton,"business,_administration_and_law",
2014,Broj,zenica-doboj_canton,"natural_sciences,_mathematics_and_statistics",
2014,Broj,zenica-doboj_canton,Informacijske i komunikacijske tehnologije,
2014,Broj,zenica-doboj_canton,"engineering,_production_and_construction",
2014,Broj,zenica-doboj_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Broj,zenica-doboj_canton,Zdravstvo i socijalna skrb,
2014,Broj,zenica-doboj_canton,Usluge,
2014,Broj,bosnian-podrinje_canton,Obrazovanje,
2014,Broj,bosnian-podrinje_canton,Umjetnost i humanističke znanosti,
2014,Broj,bosnian-podrinje_canton,"social_sciences,_journalism_and_information",
2014,Broj,bosnian-podrinje_canton,"business,_administration_and_law",
2014,Broj,bosnian-podrinje_canton,"natural_sciences,_mathematics_and_statistics",
2014,Broj,bosnian-podrinje_canton,Informacijske i komunikacijske tehnologije,
2014,Broj,bosnian-podrinje_canton,"engineering,_production_and_construction",
2014,Broj,bosnian-podrinje_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Broj,bosnian-podrinje_canton,Zdravstvo i socijalna skrb,
2014,Broj,bosnian-podrinje_canton,Usluge,
2014,Broj,central_bosnia_canton,Obrazovanje,
2014,Broj,central_bosnia_canton,Umjetnost i humanističke znanosti,
2014,Broj,central_bosnia_canton,"social_sciences,_journalism_and_information",
2014,Broj,central_bosnia_canton,"business,_administration_and_law",
2014,Broj,central_bosnia_canton,"natural_sciences,_mathematics_and_statistics",
2014,Broj,central_bosnia_canton,Informacijske i komunikacijske tehnologije,
2014,Broj,central_bosnia_canton,"engineering,_production_and_construction",
2014,Broj,central_bosnia_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Broj,central_bosnia_canton,Zdravstvo i socijalna skrb,
2014,Broj,central_bosnia_canton,Usluge,
2014,Broj,herzegovina-neretva_canton,Obrazovanje,
2014,Broj,herzegovina-neretva_canton,Umjetnost i humanističke znanosti,
2014,Broj,herzegovina-neretva_canton,"social_sciences,_journalism_and_information",
2014,Broj,herzegovina-neretva_canton,"business,_administration_and_law",
2014,Broj,herzegovina-neretva_canton,"natural_sciences,_mathematics_and_statistics",
2014,Broj,herzegovina-neretva_canton,Informacijske i komunikacijske tehnologije,
2014,Broj,herzegovina-neretva_canton,"engineering,_production_and_construction",
2014,Broj,herzegovina-neretva_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Broj,herzegovina-neretva_canton,Zdravstvo i socijalna skrb,
2014,Broj,herzegovina-neretva_canton,Usluge,
2014,Broj,sarajevo_canton,Obrazovanje,
2014,Broj,sarajevo_canton,Umjetnost i humanističke znanosti,
2014,Broj,sarajevo_canton,"social_sciences,_journalism_and_information",
2014,Broj,sarajevo_canton,"business,_administration_and_law",
2014,Broj,sarajevo_canton,"natural_sciences,_mathematics_and_statistics",
2014,Broj,sarajevo_canton,Informacijske i komunikacijske tehnologije,
2014,Broj,sarajevo_canton,"engineering,_production_and_construction",
2014,Broj,sarajevo_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Broj,sarajevo_canton,Zdravstvo i socijalna skrb,
2014,Broj,sarajevo_canton,Usluge,
2015,Broj,federation_of_bih,Obrazovanje,
2015,Broj,federation_of_bih,Umjetnost i humanističke znanosti,
2015,Broj,federation_of_bih,"social_sciences,_journalism_and_information",
2015,Broj,federation_of_bih,"business,_administration_and_law",
2015,Broj,federation_of_bih,"natural_sciences,_mathematics_and_statistics",
2015,Broj,federation_of_bih,Informacijske i komunikacijske tehnologije,
2015,Broj,federation_of_bih,"engineering,_production_and_construction",
2015,Broj,federation_of_bih,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Broj,federation_of_bih,Zdravstvo i socijalna skrb,
2015,Broj,federation_of_bih,Usluge,
2015,Broj,una-sana_canton,Obrazovanje,
2015,Broj,una-sana_canton,Umjetnost i humanističke znanosti,
2015,Broj,una-sana_canton,"social_sciences,_journalism_and_information",
2015,Broj,una-sana_canton,"business,_administration_and_law",
2015,Broj,una-sana_canton,"natural_sciences,_mathematics_and_statistics",
2015,Broj,una-sana_canton,Informacijske i komunikacijske tehnologije,
2015,Broj,una-sana_canton,"engineering,_production_and_construction",
2015,Broj,una-sana_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Broj,una-sana_canton,Zdravstvo i socijalna skrb,
2015,Broj,una-sana_canton,Usluge,
2015,Broj,tuzla_canton,Obrazovanje,
2015,Broj,tuzla_canton,Umjetnost i humanističke znanosti,
