Year,UNIT_MEASURE,Admin_Area,Sex,Value
2019,NUMBER,herzegovina-neretva_canton,M,1024
2020,NUMBER,herzegovina-neretva_canton,M,783
2021,NUMBER,herzegovina-neretva_canton,M,903
2022,NUMBER,herzegovina-neretva_canton,M,739
2010,NUMBER,herzegovina-neretva_canton,F,1419
2011,NUMBER,herzegovina-neretva_canton,F,1598
2012,NUMBER,herzegovina-neretva_canton,F,1607
2013,NUMBER,herzegovina-neretva_canton,F,2079
2014,NUMBER,herzegovina-neretva_canton,F,2106
2015,NUMBER,herzegovina-neretva_canton,F,1838
2016,NUMBER,herzegovina-neretva_canton,F,1839
2017,NUMBER,herzegovina-neretva_canton,F,2008
2018,NUMBER,herzegovina-neretva_canton,F,1743
2019,NUMBER,herzegovina-neretva_canton,F,2058
2020,NUMBER,herzegovina-neretva_canton,F,1829
2021,NUMBER,herzegovina-neretva_canton,F,1964
2022,NUMBER,herzegovina-neretva_canton,F,1503
2010,NUMBER,west_herzegovina_canton,_T,19
2011,NUMBER,west_herzegovina_canton,_T,13
2012,NUMBER,west_herzegovina_canton,_T,19
2013,NUMBER,west_herzegovina_canton,_T,17
2014,NUMBER,west_herzegovina_canton,_T,9
2015,NUMBER,west_herzegovina_canton,_T,16
2016,NUMBER,west_herzegovina_canton,_T,15
2017,NUMBER,west_herzegovina_canton,_T,25
2018,NUMBER,west_herzegovina_canton,_T,16
2019,NUMBER,west_herzegovina_canton,_T,6
2020,NUMBER,west_herzegovina_canton,_T,17
2021,NUMBER,west_herzegovina_canton,_T,31
2022,NUMBER,west_herzegovina_canton,_T,27
2010,NUMBER,west_herzegovina_canton,M,6
2011,NUMBER,west_herzegovina_canton,M,6
2012,NUMBER,west_herzegovina_canton,M,8
2013,NUMBER,west_herzegovina_canton,M,8
2014,NUMBER,west_herzegovina_canton,M,4
2015,NUMBER,west_herzegovina_canton,M,5
2016,NUMBER,west_herzegovina_canton,M,7
2017,NUMBER,west_herzegovina_canton,M,6
2018,NUMBER,west_herzegovina_canton,M,6
2019,NUMBER,west_herzegovina_canton,M,2
2020,NUMBER,west_herzegovina_canton,M,7
2021,NUMBER,west_herzegovina_canton,M,10
2022,NUMBER,west_herzegovina_canton,M,7
2010,NUMBER,west_herzegovina_canton,F,13
2011,NUMBER,west_herzegovina_canton,F,7
2012,NUMBER,west_herzegovina_canton,F,11
2013,NUMBER,west_herzegovina_canton,F,9
2014,NUMBER,west_herzegovina_canton,F,5
2015,NUMBER,west_herzegovina_canton,F,11
2016,NUMBER,west_herzegovina_canton,F,8
2017,NUMBER,west_herzegovina_canton,F,19
2018,NUMBER,west_herzegovina_canton,F,10
2019,NUMBER,west_herzegovina_canton,F,4
2020,NUMBER,west_herzegovina_canton,F,10
2021,NUMBER,west_herzegovina_canton,F,21
2022,NUMBER,west_herzegovina_canton,F,20
2010,NUMBER,sarajevo_canton,_T,5026
2011,NUMBER,sarajevo_canton,_T,5158
2012,NUMBER,sarajevo_canton,_T,5891
2013,NUMBER,sarajevo_canton,_T,6109
2014,NUMBER,sarajevo_canton,_T,5322
2015,NUMBER,sarajevo_canton,_T,5151
2016,NUMBER,sarajevo_canton,_T,5551
2017,NUMBER,sarajevo_canton,_T,5018
2018,NUMBER,sarajevo_canton,_T,5215
2019,NUMBER,sarajevo_canton,_T,5144
2020,NUMBER,sarajevo_canton,_T,5153
2021,NUMBER,sarajevo_canton,_T,4985
2022,NUMBER,sarajevo_canton,_T,4495
2010,NUMBER,sarajevo_canton,M,2018
2011,NUMBER,sarajevo_canton,M,2180
2012,NUMBER,sarajevo_canton,M,2340
2013,NUMBER,sarajevo_canton,M,2531
2014,NUMBER,sarajevo_canton,M,2183
2015,NUMBER,sarajevo_canton,M,2130
2016,NUMBER,sarajevo_canton,M,2085
2017,NUMBER,sarajevo_canton,M,1937
2018,NUMBER,sarajevo_canton,M,2011
2019,NUMBER,sarajevo_canton,M,1924
2020,NUMBER,sarajevo_canton,M,2015
2021,NUMBER,sarajevo_canton,M,1757
2022,NUMBER,sarajevo_canton,M,1503
2010,NUMBER,sarajevo_canton,F,3008
2011,NUMBER,sarajevo_canton,F,2978
2012,NUMBER,sarajevo_canton,F,3551
2013,NUMBER,sarajevo_canton,F,3578
2014,NUMBER,sarajevo_canton,F,3139
2015,NUMBER,sarajevo_canton,F,3021
2016,NUMBER,sarajevo_canton,F,3466
2017,NUMBER,sarajevo_canton,F,3081
2018,NUMBER,sarajevo_canton,F,3204
2019,NUMBER,sarajevo_canton,F,3220
2020,NUMBER,sarajevo_canton,F,3138
2021,NUMBER,sarajevo_canton,F,3228
2022,NUMBER,sarajevo_canton,F,2992
