Year,UNIT_MEASURE,Sex,Admin_Area,Births,Value
2003,NUMBER,T,bosnian-podrinje_canton,LIVE_BIRTH,206
2003,NUMBER,T,central_bosnia_canton,LIVE_BIRTH,2871
2003,NUMBER,T,herzegovina-neretva_canton,LIVE_BIRTH,2131
2003,NUMBER,T,west_herzegovina_canton,LIVE_BIRTH,795
2003,NUMBER,T,sarajevo_canton,LIVE_BIRTH,3881
2003,NUMBER,T,canton_10,LIVE_BIRTH,563
2003,NUMBER,M,federation_of_bih,LIVE_BIRTH,11961
2003,NUMBER,M,una-sana_canton,LIVE_BIRTH,1631
2003,NUMBER,M,posavina_canton,LIVE_BIRTH,157
2003,NUMBER,M,tuzla_canton,LIVE_BIRTH,2527
2003,NUMBER,M,zenica-doboj_canton,LIVE_BIRTH,2124
2003,NUMBER,M,bosnian-podrinje_canton,LIVE_BIRTH,106
2003,NUMBER,M,central_bosnia_canton,LIVE_BIRTH,1505
2003,NUMBER,M,herzegovina-neretva_canton,LIVE_BIRTH,1122
2003,NUMBER,M,west_herzegovina_canton,LIVE_BIRTH,427
2003,NUMBER,M,sarajevo_canton,LIVE_BIRTH,2083
2003,NUMBER,M,canton_10,LIVE_BIRTH,279
2003,NUMBER,F,federation_of_bih,LIVE_BIRTH,10992
2003,NUMBER,F,una-sana_canton,LIVE_BIRTH,1525
2003,NUMBER,F,posavina_canton,LIVE_BIRTH,156
2003,NUMBER,F,tuzla_canton,LIVE_BIRTH,2404
2003,NUMBER,F,zenica-doboj_canton,LIVE_BIRTH,1982
2003,NUMBER,F,bosnian-podrinje_canton,LIVE_BIRTH,100
2003,NUMBER,F,central_bosnia_canton,LIVE_BIRTH,1366
2003,NUMBER,F,herzegovina-neretva_canton,LIVE_BIRTH,1009
2003,NUMBER,F,west_herzegovina_canton,LIVE_BIRTH,368
2003,NUMBER,F,sarajevo_canton,LIVE_BIRTH,1798
2003,NUMBER,F,canton_10,LIVE_BIRTH,284
2004,NUMBER,T,federation_of_bih,LIVE_BIRTH,22098
2004,NUMBER,T,una-sana_canton,LIVE_BIRTH,2954
2004,NUMBER,T,posavina_canton,LIVE_BIRTH,308
2004,NUMBER,T,tuzla_canton,LIVE_BIRTH,4683
2004,NUMBER,T,zenica-doboj_canton,LIVE_BIRTH,3984
2004,NUMBER,T,bosnian-podrinje_canton,LIVE_BIRTH,204
2004,NUMBER,T,central_bosnia_canton,LIVE_BIRTH,2750
2004,NUMBER,T,herzegovina-neretva_canton,LIVE_BIRTH,1983
2004,NUMBER,T,west_herzegovina_canton,LIVE_BIRTH,772
2004,NUMBER,T,sarajevo_canton,LIVE_BIRTH,3863
2004,NUMBER,T,canton_10,LIVE_BIRTH,597
2004,NUMBER,M,federation_of_bih,LIVE_BIRTH,11476
2004,NUMBER,M,una-sana_canton,LIVE_BIRTH,1550
2004,NUMBER,M,posavina_canton,LIVE_BIRTH,142
2004,NUMBER,M,tuzla_canton,LIVE_BIRTH,2371
2004,NUMBER,M,zenica-doboj_canton,LIVE_BIRTH,2030
2004,NUMBER,M,bosnian-podrinje_canton,LIVE_BIRTH,109
2004,NUMBER,M,central_bosnia_canton,LIVE_BIRTH,1452
2004,NUMBER,M,herzegovina-neretva_canton,LIVE_BIRTH,969
2004,NUMBER,M,west_herzegovina_canton,LIVE_BIRTH,416
2004,NUMBER,M,sarajevo_canton,LIVE_BIRTH,2035
2004,NUMBER,M,canton_10,LIVE_BIRTH,318
2004,NUMBER,F,federation_of_bih,LIVE_BIRTH,10774
2004,NUMBER,F,una-sana_canton,LIVE_BIRTH,1404
2004,NUMBER,F,posavina_canton,LIVE_BIRTH,166
2004,NUMBER,F,tuzla_canton,LIVE_BIRTH,2312
2004,NUMBER,F,zenica-doboj_canton,LIVE_BIRTH,1954
2004,NUMBER,F,bosnian-podrinje_canton,LIVE_BIRTH,95
2004,NUMBER,F,central_bosnia_canton,LIVE_BIRTH,1298
2004,NUMBER,F,herzegovina-neretva_canton,LIVE_BIRTH,1014
2004,NUMBER,F,west_herzegovina_canton,LIVE_BIRTH,356
2004,NUMBER,F,sarajevo_canton,LIVE_BIRTH,1828
2004,NUMBER,F,canton_10,LIVE_BIRTH,279
2005,NUMBER,T,federation_of_bih,LIVE_BIRTH,21795
2005,NUMBER,T,una-sana_canton,LIVE_BIRTH,2891
2005,NUMBER,T,posavina_canton,LIVE_BIRTH,284
2005,NUMBER,T,tuzla_canton,LIVE_BIRTH,4674
2005,NUMBER,T,zenica-doboj_canton,LIVE_BIRTH,3912
2005,NUMBER,T,bosnian-podrinje_canton,LIVE_BIRTH,205
2005,NUMBER,T,central_bosnia_canton,LIVE_BIRTH,2668
2005,NUMBER,T,herzegovina-neretva_canton,LIVE_BIRTH,1929
2005,NUMBER,T,west_herzegovina_canton,LIVE_BIRTH,667
2005,NUMBER,T,sarajevo_canton,LIVE_BIRTH,4004
2005,NUMBER,T,canton_10,LIVE_BIRTH,561
2005,NUMBER,M,federation_of_bih,LIVE_BIRTH,11213
2005,NUMBER,M,una-sana_canton,LIVE_BIRTH,1447
2005,NUMBER,M,posavina_canton,LIVE_BIRTH,142
2005,NUMBER,M,tuzla_canton,LIVE_BIRTH,2462
2005,NUMBER,M,zenica-doboj_canton,LIVE_BIRTH,1984
2005,NUMBER,M,bosnian-podrinje_canton,LIVE_BIRTH,105
2005,NUMBER,M,central_bosnia_canton,LIVE_BIRTH,1357
2005,NUMBER,M,herzegovina-neretva_canton,LIVE_BIRTH,993
2005,NUMBER,M,west_herzegovina_canton,LIVE_BIRTH,360
2005,NUMBER,M,sarajevo_canton,LIVE_BIRTH,2066
2005,NUMBER,M,canton_10,LIVE_BIRTH,297
2005,NUMBER,F,federation_of_bih,LIVE_BIRTH,10582
2005,NUMBER,F,una-sana_canton,LIVE_BIRTH,1444
2005,NUMBER,F,posavina_canton,LIVE_BIRTH,142
2005,NUMBER,F,tuzla_canton,LIVE_BIRTH,2212
2005,NUMBER,F,zenica-doboj_canton,LIVE_BIRTH,1928
2005,NUMBER,F,bosnian-podrinje_canton,LIVE_BIRTH,100
2005,NUMBER,F,central_bosnia_canton,LIVE_BIRTH,1311
2005,NUMBER,F,herzegovina-neretva_canton,LIVE_BIRTH,936
2005,NUMBER,F,west_herzegovina_canton,LIVE_BIRTH,307
2005,NUMBER,F,sarajevo_canton,LIVE_BIRTH,1938
2005,NUMBER,F,canton_10,LIVE_BIRTH,264
2006,NUMBER,T,federation_of_bih,LIVE_BIRTH,21503
2006,NUMBER,T,una-sana_canton,LIVE_BIRTH,2790
2006,NUMBER,T,posavina_canton,LIVE_BIRTH,265
2006,NUMBER,T,tuzla_canton,LIVE_BIRTH,4652
2006,NUMBER,T,zenica-doboj_canton,LIVE_BIRTH,3842
2006,NUMBER,T,bosnian-podrinje_canton,LIVE_BIRTH,175
2006,NUMBER,T,central_bosnia_canton,LIVE_BIRTH,2616
2006,NUMBER,T,herzegovina-neretva_canton,LIVE_BIRTH,1826
2006,NUMBER,T,west_herzegovina_canton,LIVE_BIRTH,656
2006,NUMBER,T,sarajevo_canton,LIVE_BIRTH,4131
2006,NUMBER,T,canton_10,LIVE_BIRTH,550
2006,NUMBER,M,federation_of_bih,LIVE_BIRTH,11150
2006,NUMBER,M,una-sana_canton,LIVE_BIRTH,1469
2006,NUMBER,M,posavina_canton,LIVE_BIRTH,140
2006,NUMBER,M,tuzla_canton,LIVE_BIRTH,2414
2006,NUMBER,M,zenica-doboj_canton,LIVE_BIRTH,1976
2006,NUMBER,M,bosnian-podrinje_canton,LIVE_BIRTH,97
2006,NUMBER,M,central_bosnia_canton,LIVE_BIRTH,1351
2006,NUMBER,M,herzegovina-neretva_canton,LIVE_BIRTH,951
2006,NUMBER,M,west_herzegovina_canton,LIVE_BIRTH,327
2006,NUMBER,M,sarajevo_canton,LIVE_BIRTH,2130
2006,NUMBER,M,canton_10,LIVE_BIRTH,295
2006,NUMBER,F,federation_of_bih,LIVE_BIRTH,10353
2006,NUMBER,F,una-sana_canton,LIVE_BIRTH,1321
2006,NUMBER,F,posavina_canton,LIVE_BIRTH,125
2006,NUMBER,F,tuzla_canton,LIVE_BIRTH,2238
2006,NUMBER,F,zenica-doboj_canton,LIVE_BIRTH,1866
2006,NUMBER,F,bosnian-podrinje_canton,LIVE_BIRTH,78
2006,NUMBER,F,central_bosnia_canton,LIVE_BIRTH,1265
2006,NUMBER,F,herzegovina-neretva_canton,LIVE_BIRTH,875
2006,NUMBER,F,west_herzegovina_canton,LIVE_BIRTH,329
2006,NUMBER,F,sarajevo_canton,LIVE_BIRTH,2001
2006,NUMBER,F,canton_10,LIVE_BIRTH,255
2007,NUMBER,T,federation_of_bih,LIVE_BIRTH,21628
2007,NUMBER,T,una-sana_canton,LIVE_BIRTH,2841
2007,NUMBER,T,posavina_canton,LIVE_BIRTH,278
2007,NUMBER,T,tuzla_canton,LIVE_BIRTH,4616
2007,NUMBER,T,zenica-doboj_canton,LIVE_BIRTH,3881
2007,NUMBER,T,bosnian-podrinje_canton,LIVE_BIRTH,173
2007,NUMBER,T,central_bosnia_canton,LIVE_BIRTH,2605
2007,NUMBER,T,herzegovina-neretva_canton,LIVE_BIRTH,1767
2007,NUMBER,T,west_herzegovina_canton,LIVE_BIRTH,691
2007,NUMBER,T,sarajevo_canton,LIVE_BIRTH,4283
2007,NUMBER,T,canton_10,LIVE_BIRTH,493
2007,NUMBER,M,federation_of_bih,LIVE_BIRTH,11249
2007,NUMBER,M,una-sana_canton,LIVE_BIRTH,1519
2007,NUMBER,M,posavina_canton,LIVE_BIRTH,154
2007,NUMBER,M,tuzla_canton,LIVE_BIRTH,2360
2007,NUMBER,M,zenica-doboj_canton,LIVE_BIRTH,2023
2007,NUMBER,M,bosnian-podrinje_canton,LIVE_BIRTH,77
2007,NUMBER,M,central_bosnia_canton,LIVE_BIRTH,1369
2007,NUMBER,M,herzegovina-neretva_canton,LIVE_BIRTH,925
2007,NUMBER,M,west_herzegovina_canton,LIVE_BIRTH,355
2007,NUMBER,M,sarajevo_canton,LIVE_BIRTH,2200
2007,NUMBER,M,canton_10,LIVE_BIRTH,267
2007,NUMBER,F,federation_of_bih,LIVE_BIRTH,10379
2007,NUMBER,F,una-sana_canton,LIVE_BIRTH,1322
2007,NUMBER,F,posavina_canton,LIVE_BIRTH,124
2007,NUMBER,F,tuzla_canton,LIVE_BIRTH,2256
2007,NUMBER,F,zenica-doboj_canton,LIVE_BIRTH,1858
2007,NUMBER,F,bosnian-podrinje_canton,LIVE_BIRTH,96
2007,NUMBER,F,central_bosnia_canton,LIVE_BIRTH,1236
2007,NUMBER,F,herzegovina-neretva_canton,LIVE_BIRTH,842
2007,NUMBER,F,west_herzegovina_canton,LIVE_BIRTH,336
2007,NUMBER,F,sarajevo_canton,LIVE_BIRTH,2083
2007,NUMBER,F,canton_10,LIVE_BIRTH,226
2008,NUMBER,T,federation_of_bih,LIVE_BIRTH,22819
2008,NUMBER,T,una-sana_canton,LIVE_BIRTH,2990
2008,NUMBER,T,posavina_canton,LIVE_BIRTH,251
2008,NUMBER,T,tuzla_canton,LIVE_BIRTH,4801
2008,NUMBER,T,zenica-doboj_canton,LIVE_BIRTH,4253
2008,NUMBER,T,bosnian-podrinje_canton,LIVE_BIRTH,210
2008,NUMBER,T,central_bosnia_canton,LIVE_BIRTH,2564
2008,NUMBER,T,herzegovina-neretva_canton,LIVE_BIRTH,1916
2008,NUMBER,T,west_herzegovina_canton,LIVE_BIRTH,751
2008,NUMBER,T,sarajevo_canton,LIVE_BIRTH,4621
2008,NUMBER,T,canton_10,LIVE_BIRTH,462
2008,NUMBER,M,federation_of_bih,LIVE_BIRTH,11682
2008,NUMBER,M,una-sana_canton,LIVE_BIRTH,1481
2008,NUMBER,M,posavina_canton,LIVE_BIRTH,127
