Year,UNIT_MEASURE,Admin_Area,Sex,Value
2018,NUMBER,tuzla_canton,_T,151
2019,NUMBER,tuzla_canton,_T,268
2020,NUMBER,tuzla_canton,_T,223
2021,NUMBER,tuzla_canton,_T,174
2022,NUMBER,tuzla_canton,_T,247
2023,NUMBER,tuzla_canton,_T,181
2013,NUMBER,tuzla_canton,M,67
2014,NUMBER,tuzla_canton,M,37
2015,NUMBER,tuzla_canton,M,55
2016,NUMBER,tuzla_canton,M,55
2017,NUMBER,tuzla_canton,M,50
2018,NUMBER,tuzla_canton,M,40
2019,NUMBER,tuzla_canton,M,65
2020,NUMBER,tuzla_canton,M,67
2021,NUMBER,tuzla_canton,M,38
2022,NUMBER,tuzla_canton,M,63
2023,NUMBER,tuzla_canton,M,55
2013,NUMBER,tuzla_canton,F,135
2014,NUMBER,tuzla_canton,F,117
2015,NUMBER,tuzla_canton,F,143
2016,NUMBER,tuzla_canton,F,160
2017,NUMBER,tuzla_canton,F,137
2018,NUMBER,tuzla_canton,F,111
2019,NUMBER,tuzla_canton,F,203
2020,NUMBER,tuzla_canton,F,156
2021,NUMBER,tuzla_canton,F,136
2022,NUMBER,tuzla_canton,F,184
2023,NUMBER,tuzla_canton,F,126
2022,NUMBER,zenica-doboj_canton,_T,4
2023,NUMBER,zenica-doboj_canton,_T,18
2022,NUMBER,zenica-doboj_canton,M,3
2023,NUMBER,zenica-doboj_canton,M,4
2022,NUMBER,zenica-doboj_canton,F,1
2023,NUMBER,zenica-doboj_canton,F,14
2021,NUMBER,bosnian-podrinje_canton,_T,15
2021,NUMBER,bosnian-podrinje_canton,M,6
2021,NUMBER,bosnian-podrinje_canton,F,9
2014,NUMBER,central_bosnia_canton,_T,12
2015,NUMBER,central_bosnia_canton,_T,46
2016,NUMBER,central_bosnia_canton,_T,23
2017,NUMBER,central_bosnia_canton,_T,19
2018,NUMBER,central_bosnia_canton,_T,13
2019,NUMBER,central_bosnia_canton,_T,145
2020,NUMBER,central_bosnia_canton,_T,73
2021,NUMBER,central_bosnia_canton,_T,43
2022,NUMBER,central_bosnia_canton,_T,43
2023,NUMBER,central_bosnia_canton,_T,56
2015,NUMBER,central_bosnia_canton,M,5
2016,NUMBER,central_bosnia_canton,M,3
2017,NUMBER,central_bosnia_canton,M,10
2018,NUMBER,central_bosnia_canton,M,5
2019,NUMBER,central_bosnia_canton,M,91
2020,NUMBER,central_bosnia_canton,M,28
2021,NUMBER,central_bosnia_canton,M,14
2022,NUMBER,central_bosnia_canton,M,18
2023,NUMBER,central_bosnia_canton,M,21
2014,NUMBER,central_bosnia_canton,F,12
2015,NUMBER,central_bosnia_canton,F,41
2016,NUMBER,central_bosnia_canton,F,20
2017,NUMBER,central_bosnia_canton,F,9
2018,NUMBER,central_bosnia_canton,F,8
2019,NUMBER,central_bosnia_canton,F,54
2020,NUMBER,central_bosnia_canton,F,45
2021,NUMBER,central_bosnia_canton,F,29
2022,NUMBER,central_bosnia_canton,F,25
2023,NUMBER,central_bosnia_canton,F,35
2010,NUMBER,herzegovina-neretva_canton,_T,40
2011,NUMBER,herzegovina-neretva_canton,_T,53
2012,NUMBER,herzegovina-neretva_canton,_T,115
2013,NUMBER,herzegovina-neretva_canton,_T,137
2014,NUMBER,herzegovina-neretva_canton,_T,178
2015,NUMBER,herzegovina-neretva_canton,_T,184
2016,NUMBER,herzegovina-neretva_canton,_T,168
2017,NUMBER,herzegovina-neretva_canton,_T,74
2018,NUMBER,herzegovina-neretva_canton,_T,99
2019,NUMBER,herzegovina-neretva_canton,_T,124
2020,NUMBER,herzegovina-neretva_canton,_T,142
2021,NUMBER,herzegovina-neretva_canton,_T,76
2022,NUMBER,herzegovina-neretva_canton,_T,108
2023,NUMBER,herzegovina-neretva_canton,_T,114
2010,NUMBER,herzegovina-neretva_canton,M,10
2011,NUMBER,herzegovina-neretva_canton,M,16
2012,NUMBER,herzegovina-neretva_canton,M,36
2013,NUMBER,herzegovina-neretva_canton,M,38
2014,NUMBER,herzegovina-neretva_canton,M,54
2015,NUMBER,herzegovina-neretva_canton,M,59
2016,NUMBER,herzegovina-neretva_canton,M,54
2017,NUMBER,herzegovina-neretva_canton,M,21
2018,NUMBER,herzegovina-neretva_canton,M,28
2019,NUMBER,herzegovina-neretva_canton,M,43
2020,NUMBER,herzegovina-neretva_canton,M,57
2021,NUMBER,herzegovina-neretva_canton,M,22
2022,NUMBER,herzegovina-neretva_canton,M,37
2023,NUMBER,herzegovina-neretva_canton,M,22
2010,NUMBER,herzegovina-neretva_canton,F,30
2011,NUMBER,herzegovina-neretva_canton,F,37
2012,NUMBER,herzegovina-neretva_canton,F,79
2013,NUMBER,herzegovina-neretva_canton,F,99
2014,NUMBER,herzegovina-neretva_canton,F,124
2015,NUMBER,herzegovina-neretva_canton,F,125
2016,NUMBER,herzegovina-neretva_canton,F,114
2017,NUMBER,herzegovina-neretva_canton,F,53
2018,NUMBER,herzegovina-neretva_canton,F,71
2019,NUMBER,herzegovina-neretva_canton,F,81
2020,NUMBER,herzegovina-neretva_canton,F,85
2021,NUMBER,herzegovina-neretva_canton,F,54
2022,NUMBER,herzegovina-neretva_canton,F,71
2023,NUMBER,herzegovina-neretva_canton,F,92
2010,NUMBER,west_herzegovina_canton,_T,16
2011,NUMBER,west_herzegovina_canton,_T,13
2012,NUMBER,west_herzegovina_canton,_T,19
2013,NUMBER,west_herzegovina_canton,_T,14
2014,NUMBER,west_herzegovina_canton,_T,9
2015,NUMBER,west_herzegovina_canton,_T,16
2016,NUMBER,west_herzegovina_canton,_T,15
2017,NUMBER,west_herzegovina_canton,_T,25
2018,NUMBER,west_herzegovina_canton,_T,16
2019,NUMBER,west_herzegovina_canton,_T,6
2020,NUMBER,west_herzegovina_canton,_T,17
2021,NUMBER,west_herzegovina_canton,_T,16
2022,NUMBER,west_herzegovina_canton,_T,13
2023,NUMBER,west_herzegovina_canton,_T,0
2010,NUMBER,west_herzegovina_canton,M,6
2011,NUMBER,west_herzegovina_canton,M,6
2012,NUMBER,west_herzegovina_canton,M,8
2013,NUMBER,west_herzegovina_canton,M,7
2014,NUMBER,west_herzegovina_canton,M,4
2015,NUMBER,west_herzegovina_canton,M,5
2016,NUMBER,west_herzegovina_canton,M,7
2017,NUMBER,west_herzegovina_canton,M,6
2018,NUMBER,west_herzegovina_canton,M,6
2019,NUMBER,west_herzegovina_canton,M,2
2020,NUMBER,west_herzegovina_canton,M,7
2021,NUMBER,west_herzegovina_canton,M,7
2022,NUMBER,west_herzegovina_canton,M,2
2023,NUMBER,west_herzegovina_canton,M,0
2010,NUMBER,west_herzegovina_canton,F,10
2011,NUMBER,west_herzegovina_canton,F,7
2012,NUMBER,west_herzegovina_canton,F,11
2013,NUMBER,west_herzegovina_canton,F,7
2014,NUMBER,west_herzegovina_canton,F,5
2015,NUMBER,west_herzegovina_canton,F,11
2016,NUMBER,west_herzegovina_canton,F,8
2017,NUMBER,west_herzegovina_canton,F,19
2018,NUMBER,west_herzegovina_canton,F,10
2019,NUMBER,west_herzegovina_canton,F,4
2020,NUMBER,west_herzegovina_canton,F,10
2021,NUMBER,west_herzegovina_canton,F,9
2022,NUMBER,west_herzegovina_canton,F,11
2023,NUMBER,west_herzegovina_canton,F,0
2010,NUMBER,sarajevo_canton,_T,2
2013,NUMBER,sarajevo_canton,_T,27
2014,NUMBER,sarajevo_canton,_T,218
2015,NUMBER,sarajevo_canton,_T,153
2016,NUMBER,sarajevo_canton,_T,178
2017,NUMBER,sarajevo_canton,_T,322
2018,NUMBER,sarajevo_canton,_T,324
2019,NUMBER,sarajevo_canton,_T,351
2020,NUMBER,sarajevo_canton,_T,454
2021,NUMBER,sarajevo_canton,_T,429
2022,NUMBER,sarajevo_canton,_T,368
2023,NUMBER,sarajevo_canton,M,101
2010,NUMBER,sarajevo_canton,M,2
2013,NUMBER,sarajevo_canton,M,9
2014,NUMBER,sarajevo_canton,M,95
2015,NUMBER,sarajevo_canton,M,31
2016,NUMBER,sarajevo_canton,M,41
2017,NUMBER,sarajevo_canton,M,119
2018,NUMBER,sarajevo_canton,M,112
2019,NUMBER,sarajevo_canton,M,116
2020,NUMBER,sarajevo_canton,M,174
2021,NUMBER,sarajevo_canton,M,131
2022,NUMBER,sarajevo_canton,M,94
2023,NUMBER,sarajevo_canton,M,101
2013,NUMBER,sarajevo_canton,F,18
2014,NUMBER,sarajevo_canton,F,123
2015,NUMBER,sarajevo_canton,F,122
2016,NUMBER,sarajevo_canton,F,137
2017,NUMBER,sarajevo_canton,F,203
2018,NUMBER,sarajevo_canton,F,212
2019,NUMBER,sarajevo_canton,F,235
2020,NUMBER,sarajevo_canton,F,280
2021,NUMBER,sarajevo_canton,F,298
2022,NUMBER,sarajevo_canton,F,274
2023,NUMBER,sarajevo_canton,F,271
