Year,UNIT_MEASURE,Admin_Area,scientific_field,Value
2011,Број,federation_of_bih,arts_and_humanities,
2011,Број,federation_of_bih,"social_sciences,_journalism_and_information",
2011,Број,federation_of_bih,"business,_administration_and_law",
2011,Број,federation_of_bih,"natural_sciences,_mathematics_and_statistics",
2011,Број,federation_of_bih,information_and_communication_technologies,
2011,Број,federation_of_bih,"engineering,_production_and_construction",
2011,Број,federation_of_bih,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Број,federation_of_bih,health_and_social_protection,
2011,Број,federation_of_bih,services,
2011,Број,una-sana_canton,education,
2011,Број,una-sana_canton,arts_and_humanities,
2011,Број,una-sana_canton,"social_sciences,_journalism_and_information",
2011,Број,una-sana_canton,"business,_administration_and_law",
2011,Број,una-sana_canton,"natural_sciences,_mathematics_and_statistics",
2011,Број,una-sana_canton,information_and_communication_technologies,
2011,Број,una-sana_canton,"engineering,_production_and_construction",
2011,Број,una-sana_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Број,una-sana_canton,health_and_social_protection,
2011,Број,una-sana_canton,services,
2011,Број,tuzla_canton,education,
2011,Број,tuzla_canton,arts_and_humanities,
2011,Број,tuzla_canton,"social_sciences,_journalism_and_information",
2011,Број,tuzla_canton,"business,_administration_and_law",
2011,Број,tuzla_canton,"natural_sciences,_mathematics_and_statistics",
2011,Број,tuzla_canton,information_and_communication_technologies,
2011,Број,tuzla_canton,"engineering,_production_and_construction",
2011,Број,tuzla_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Број,tuzla_canton,health_and_social_protection,
2011,Број,tuzla_canton,services,
2011,Број,zenica-doboj_canton,education,
2011,Број,zenica-doboj_canton,arts_and_humanities,
2011,Број,zenica-doboj_canton,"social_sciences,_journalism_and_information",
2011,Број,zenica-doboj_canton,"business,_administration_and_law",
2011,Број,zenica-doboj_canton,"natural_sciences,_mathematics_and_statistics",
2011,Број,zenica-doboj_canton,information_and_communication_technologies,
2011,Број,zenica-doboj_canton,"engineering,_production_and_construction",
2011,Број,zenica-doboj_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Број,zenica-doboj_canton,health_and_social_protection,
2011,Број,zenica-doboj_canton,services,
2011,Број,bosnian-podrinje_canton,education,
2011,Број,bosnian-podrinje_canton,arts_and_humanities,
2011,Број,bosnian-podrinje_canton,"social_sciences,_journalism_and_information",
2011,Број,bosnian-podrinje_canton,"business,_administration_and_law",
2011,Број,bosnian-podrinje_canton,"natural_sciences,_mathematics_and_statistics",
2011,Број,bosnian-podrinje_canton,information_and_communication_technologies,
2011,Број,bosnian-podrinje_canton,"engineering,_production_and_construction",
2011,Број,bosnian-podrinje_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Број,bosnian-podrinje_canton,health_and_social_protection,
2011,Број,bosnian-podrinje_canton,services,
2011,Број,central_bosnia_canton,education,
2011,Број,central_bosnia_canton,arts_and_humanities,
2011,Број,central_bosnia_canton,"social_sciences,_journalism_and_information",
2011,Број,central_bosnia_canton,"business,_administration_and_law",
2011,Број,central_bosnia_canton,"natural_sciences,_mathematics_and_statistics",
2011,Број,central_bosnia_canton,information_and_communication_technologies,
2011,Број,central_bosnia_canton,"engineering,_production_and_construction",
2011,Број,central_bosnia_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Број,central_bosnia_canton,health_and_social_protection,
2011,Број,central_bosnia_canton,services,
2011,Број,herzegovina-neretva_canton,education,
2011,Број,herzegovina-neretva_canton,arts_and_humanities,
2011,Број,herzegovina-neretva_canton,"social_sciences,_journalism_and_information",
2011,Број,herzegovina-neretva_canton,"business,_administration_and_law",
2011,Број,herzegovina-neretva_canton,"natural_sciences,_mathematics_and_statistics",
2011,Број,herzegovina-neretva_canton,information_and_communication_technologies,
2011,Број,herzegovina-neretva_canton,"engineering,_production_and_construction",
2011,Број,herzegovina-neretva_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Број,herzegovina-neretva_canton,health_and_social_protection,
2011,Број,herzegovina-neretva_canton,services,
2011,Број,sarajevo_canton,education,
2011,Број,sarajevo_canton,arts_and_humanities,
2011,Број,sarajevo_canton,"social_sciences,_journalism_and_information",
2011,Број,sarajevo_canton,"business,_administration_and_law",
2011,Број,sarajevo_canton,"natural_sciences,_mathematics_and_statistics",
2011,Број,sarajevo_canton,information_and_communication_technologies,
2011,Број,sarajevo_canton,"engineering,_production_and_construction",
2011,Број,sarajevo_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Број,sarajevo_canton,health_and_social_protection,
2011,Број,sarajevo_canton,services,
2012,Број,federation_of_bih,education,
2012,Број,federation_of_bih,arts_and_humanities,
2012,Број,federation_of_bih,"social_sciences,_journalism_and_information",
2012,Број,federation_of_bih,"business,_administration_and_law",
2012,Број,federation_of_bih,"natural_sciences,_mathematics_and_statistics",
2012,Број,federation_of_bih,information_and_communication_technologies,
2012,Број,federation_of_bih,"engineering,_production_and_construction",
2012,Број,federation_of_bih,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Број,federation_of_bih,health_and_social_protection,
2012,Број,federation_of_bih,services,
2012,Број,una-sana_canton,education,
2012,Број,una-sana_canton,arts_and_humanities,
2012,Број,una-sana_canton,"social_sciences,_journalism_and_information",
2012,Број,una-sana_canton,"business,_administration_and_law",
2012,Број,una-sana_canton,"natural_sciences,_mathematics_and_statistics",
2012,Број,una-sana_canton,information_and_communication_technologies,
2012,Број,una-sana_canton,"engineering,_production_and_construction",
2012,Број,una-sana_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Број,una-sana_canton,health_and_social_protection,
2012,Број,una-sana_canton,services,
2012,Број,tuzla_canton,education,
2012,Број,tuzla_canton,arts_and_humanities,
2012,Број,tuzla_canton,"social_sciences,_journalism_and_information",
2012,Број,tuzla_canton,"business,_administration_and_law",
2012,Број,tuzla_canton,"natural_sciences,_mathematics_and_statistics",
2012,Број,tuzla_canton,information_and_communication_technologies,
2012,Број,tuzla_canton,"engineering,_production_and_construction",
2012,Број,tuzla_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Број,tuzla_canton,health_and_social_protection,
2012,Број,tuzla_canton,services,
2012,Број,zenica-doboj_canton,education,
2012,Број,zenica-doboj_canton,arts_and_humanities,
2012,Број,zenica-doboj_canton,"social_sciences,_journalism_and_information",
2012,Број,zenica-doboj_canton,"business,_administration_and_law",
2012,Број,zenica-doboj_canton,"natural_sciences,_mathematics_and_statistics",
2012,Број,zenica-doboj_canton,information_and_communication_technologies,
2012,Број,zenica-doboj_canton,"engineering,_production_and_construction",
2012,Број,zenica-doboj_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Број,zenica-doboj_canton,health_and_social_protection,
2012,Број,zenica-doboj_canton,services,
2012,Број,bosnian-podrinje_canton,education,
2012,Број,bosnian-podrinje_canton,arts_and_humanities,
2012,Број,bosnian-podrinje_canton,"social_sciences,_journalism_and_information",
2012,Број,bosnian-podrinje_canton,"business,_administration_and_law",
2012,Број,bosnian-podrinje_canton,"natural_sciences,_mathematics_and_statistics",
2012,Број,bosnian-podrinje_canton,information_and_communication_technologies,
2012,Број,bosnian-podrinje_canton,"engineering,_production_and_construction",
2012,Број,bosnian-podrinje_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Број,bosnian-podrinje_canton,health_and_social_protection,
2012,Број,bosnian-podrinje_canton,services,
2012,Број,central_bosnia_canton,education,
2012,Број,central_bosnia_canton,arts_and_humanities,
2012,Број,central_bosnia_canton,"social_sciences,_journalism_and_information",
2012,Број,central_bosnia_canton,"business,_administration_and_law",
2012,Број,central_bosnia_canton,"natural_sciences,_mathematics_and_statistics",
2012,Број,central_bosnia_canton,information_and_communication_technologies,
2012,Број,central_bosnia_canton,"engineering,_production_and_construction",
2012,Број,central_bosnia_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Број,central_bosnia_canton,health_and_social_protection,
2012,Број,central_bosnia_canton,services,
2012,Број,herzegovina-neretva_canton,education,
2012,Број,herzegovina-neretva_canton,arts_and_humanities,
2012,Број,herzegovina-neretva_canton,"social_sciences,_journalism_and_information",
2012,Број,herzegovina-neretva_canton,"business,_administration_and_law",
2012,Број,herzegovina-neretva_canton,"natural_sciences,_mathematics_and_statistics",
2012,Број,herzegovina-neretva_canton,information_and_communication_technologies,
2012,Број,herzegovina-neretva_canton,"engineering,_production_and_construction",
2012,Број,herzegovina-neretva_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Број,herzegovina-neretva_canton,health_and_social_protection,
2012,Број,herzegovina-neretva_canton,services,
2012,Број,sarajevo_canton,education,
2012,Број,sarajevo_canton,arts_and_humanities,
2012,Број,sarajevo_canton,"social_sciences,_journalism_and_information",
2012,Број,sarajevo_canton,"business,_administration_and_law",
2012,Број,sarajevo_canton,"natural_sciences,_mathematics_and_statistics",
2012,Број,sarajevo_canton,information_and_communication_technologies,
2012,Број,sarajevo_canton,"engineering,_production_and_construction",
2012,Број,sarajevo_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Број,sarajevo_canton,health_and_social_protection,
2012,Број,sarajevo_canton,services,
2013,Број,federation_of_bih,education,
2013,Број,federation_of_bih,arts_and_humanities,
2013,Број,federation_of_bih,"social_sciences,_journalism_and_information",
2013,Број,federation_of_bih,"business,_administration_and_law",
2013,Број,federation_of_bih,"natural_sciences,_mathematics_and_statistics",
2013,Број,federation_of_bih,information_and_communication_technologies,
2013,Број,federation_of_bih,"engineering,_production_and_construction",
2013,Број,federation_of_bih,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Број,federation_of_bih,health_and_social_protection,
2013,Број,federation_of_bih,services,
2013,Број,una-sana_canton,education,
2013,Број,una-sana_canton,arts_and_humanities,
2013,Број,una-sana_canton,"social_sciences,_journalism_and_information",
2013,Број,una-sana_canton,"business,_administration_and_law",
2013,Број,una-sana_canton,"natural_sciences,_mathematics_and_statistics",
2013,Број,una-sana_canton,information_and_communication_technologies,
2013,Број,una-sana_canton,"engineering,_production_and_construction",
2013,Број,una-sana_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Број,una-sana_canton,health_and_social_protection,
2013,Број,una-sana_canton,services,
2013,Број,tuzla_canton,education,
2013,Број,tuzla_canton,arts_and_humanities,
2013,Број,tuzla_canton,"social_sciences,_journalism_and_information",
2013,Број,tuzla_canton,"business,_administration_and_law",
2013,Број,tuzla_canton,"natural_sciences,_mathematics_and_statistics",
2013,Број,tuzla_canton,information_and_communication_technologies,
2013,Број,tuzla_canton,"engineering,_production_and_construction",
2013,Број,tuzla_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Број,tuzla_canton,health_and_social_protection,
2013,Број,tuzla_canton,services,
2013,Број,zenica-doboj_canton,education,
2013,Број,zenica-doboj_canton,arts_and_humanities,
2013,Број,zenica-doboj_canton,"social_sciences,_journalism_and_information",
2013,Број,zenica-doboj_canton,"business,_administration_and_law",
2013,Број,zenica-doboj_canton,"natural_sciences,_mathematics_and_statistics",
2013,Број,zenica-doboj_canton,information_and_communication_technologies,
2013,Број,zenica-doboj_canton,"engineering,_production_and_construction",
2013,Број,zenica-doboj_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Број,zenica-doboj_canton,health_and_social_protection,
2013,Број,zenica-doboj_canton,services,
2013,Број,bosnian-podrinje_canton,education,
2013,Број,bosnian-podrinje_canton,arts_and_humanities,
2013,Број,bosnian-podrinje_canton,"social_sciences,_journalism_and_information",
2013,Број,bosnian-podrinje_canton,"business,_administration_and_law",
2013,Број,bosnian-podrinje_canton,"natural_sciences,_mathematics_and_statistics",
2013,Број,bosnian-podrinje_canton,information_and_communication_technologies,
2013,Број,bosnian-podrinje_canton,"engineering,_production_and_construction",
2013,Број,bosnian-podrinje_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Број,bosnian-podrinje_canton,health_and_social_protection,
2013,Број,bosnian-podrinje_canton,services,
2013,Број,central_bosnia_canton,education,
2013,Број,central_bosnia_canton,arts_and_humanities,
2013,Број,central_bosnia_canton,"social_sciences,_journalism_and_information",
2013,Број,central_bosnia_canton,"business,_administration_and_law",
2013,Број,central_bosnia_canton,"natural_sciences,_mathematics_and_statistics",
2013,Број,central_bosnia_canton,information_and_communication_technologies,
2013,Број,central_bosnia_canton,"engineering,_production_and_construction",
2013,Број,central_bosnia_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Број,central_bosnia_canton,health_and_social_protection,
2013,Број,central_bosnia_canton,services,
2013,Број,herzegovina-neretva_canton,education,
2013,Број,herzegovina-neretva_canton,arts_and_humanities,
2013,Број,herzegovina-neretva_canton,"social_sciences,_journalism_and_information",
2013,Број,herzegovina-neretva_canton,"business,_administration_and_law",
2013,Број,herzegovina-neretva_canton,"natural_sciences,_mathematics_and_statistics",
2013,Број,herzegovina-neretva_canton,information_and_communication_technologies,
2013,Број,herzegovina-neretva_canton,"engineering,_production_and_construction",
2013,Број,herzegovina-neretva_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Број,herzegovina-neretva_canton,health_and_social_protection,
2013,Број,herzegovina-neretva_canton,services,
2013,Број,sarajevo_canton,education,
2013,Број,sarajevo_canton,arts_and_humanities,
2013,Број,sarajevo_canton,"social_sciences,_journalism_and_information",
2013,Број,sarajevo_canton,"business,_administration_and_law",
2013,Број,sarajevo_canton,"natural_sciences,_mathematics_and_statistics",
2013,Број,sarajevo_canton,information_and_communication_technologies,
2013,Број,sarajevo_canton,"engineering,_production_and_construction",
2013,Број,sarajevo_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Број,sarajevo_canton,health_and_social_protection,
2013,Број,sarajevo_canton,services,
2014,Број,federation_of_bih,education,
2014,Број,federation_of_bih,arts_and_humanities,
2014,Број,federation_of_bih,"social_sciences,_journalism_and_information",
2014,Број,federation_of_bih,"business,_administration_and_law",
2014,Број,federation_of_bih,"natural_sciences,_mathematics_and_statistics",
2014,Број,federation_of_bih,information_and_communication_technologies,
2014,Број,federation_of_bih,"engineering,_production_and_construction",
2014,Број,federation_of_bih,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Број,federation_of_bih,health_and_social_protection,
2014,Број,federation_of_bih,services,
2014,Број,una-sana_canton,education,
2014,Број,una-sana_canton,arts_and_humanities,
2014,Број,una-sana_canton,"social_sciences,_journalism_and_information",
2014,Број,una-sana_canton,"business,_administration_and_law",
2014,Број,una-sana_canton,"natural_sciences,_mathematics_and_statistics",
2014,Број,una-sana_canton,information_and_communication_technologies,
2014,Број,una-sana_canton,"engineering,_production_and_construction",
2014,Број,una-sana_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Број,una-sana_canton,health_and_social_protection,
2014,Број,una-sana_canton,services,
2014,Број,tuzla_canton,education,
2014,Број,tuzla_canton,arts_and_humanities,
2014,Број,tuzla_canton,"social_sciences,_journalism_and_information",
2014,Број,tuzla_canton,"business,_administration_and_law",
2014,Број,tuzla_canton,"natural_sciences,_mathematics_and_statistics",
2014,Број,tuzla_canton,information_and_communication_technologies,
2014,Број,tuzla_canton,"engineering,_production_and_construction",
2014,Број,tuzla_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Број,tuzla_canton,health_and_social_protection,
2014,Број,tuzla_canton,services,
2014,Број,zenica-doboj_canton,education,
2014,Број,zenica-doboj_canton,arts_and_humanities,
2014,Број,zenica-doboj_canton,"social_sciences,_journalism_and_information",
2014,Број,zenica-doboj_canton,"business,_administration_and_law",
2014,Број,zenica-doboj_canton,"natural_sciences,_mathematics_and_statistics",
2014,Број,zenica-doboj_canton,information_and_communication_technologies,
2014,Број,zenica-doboj_canton,"engineering,_production_and_construction",
2014,Број,zenica-doboj_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Број,zenica-doboj_canton,health_and_social_protection,
2014,Број,zenica-doboj_canton,services,
2014,Број,bosnian-podrinje_canton,education,
2014,Број,bosnian-podrinje_canton,arts_and_humanities,
2014,Број,bosnian-podrinje_canton,"social_sciences,_journalism_and_information",
2014,Број,bosnian-podrinje_canton,"business,_administration_and_law",
2014,Број,bosnian-podrinje_canton,"natural_sciences,_mathematics_and_statistics",
2014,Број,bosnian-podrinje_canton,information_and_communication_technologies,
2014,Број,bosnian-podrinje_canton,"engineering,_production_and_construction",
2014,Број,bosnian-podrinje_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Број,bosnian-podrinje_canton,health_and_social_protection,
2014,Број,bosnian-podrinje_canton,services,
2014,Број,central_bosnia_canton,education,
2014,Број,central_bosnia_canton,arts_and_humanities,
2014,Број,central_bosnia_canton,"social_sciences,_journalism_and_information",
2014,Број,central_bosnia_canton,"business,_administration_and_law",
2014,Број,central_bosnia_canton,"natural_sciences,_mathematics_and_statistics",
2014,Број,central_bosnia_canton,information_and_communication_technologies,
2014,Број,central_bosnia_canton,"engineering,_production_and_construction",
2014,Број,central_bosnia_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Број,central_bosnia_canton,health_and_social_protection,
2014,Број,central_bosnia_canton,services,
2014,Број,herzegovina-neretva_canton,education,
2014,Број,herzegovina-neretva_canton,arts_and_humanities,
2014,Број,herzegovina-neretva_canton,"social_sciences,_journalism_and_information",
2014,Број,herzegovina-neretva_canton,"business,_administration_and_law",
2014,Број,herzegovina-neretva_canton,"natural_sciences,_mathematics_and_statistics",
2014,Број,herzegovina-neretva_canton,information_and_communication_technologies,
2014,Број,herzegovina-neretva_canton,"engineering,_production_and_construction",
2014,Број,herzegovina-neretva_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Број,herzegovina-neretva_canton,health_and_social_protection,
2014,Број,herzegovina-neretva_canton,services,
2014,Број,sarajevo_canton,education,
2014,Број,sarajevo_canton,arts_and_humanities,
2014,Број,sarajevo_canton,"social_sciences,_journalism_and_information",
2014,Број,sarajevo_canton,"business,_administration_and_law",
2014,Број,sarajevo_canton,"natural_sciences,_mathematics_and_statistics",
2014,Број,sarajevo_canton,information_and_communication_technologies,
2014,Број,sarajevo_canton,"engineering,_production_and_construction",
2014,Број,sarajevo_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Број,sarajevo_canton,health_and_social_protection,
2014,Број,sarajevo_canton,services,
2015,Број,federation_of_bih,education,
2015,Број,federation_of_bih,arts_and_humanities,
2015,Број,federation_of_bih,"social_sciences,_journalism_and_information",
2015,Број,federation_of_bih,"business,_administration_and_law",
2015,Број,federation_of_bih,"natural_sciences,_mathematics_and_statistics",
2015,Број,federation_of_bih,information_and_communication_technologies,
2015,Број,federation_of_bih,"engineering,_production_and_construction",
2015,Број,federation_of_bih,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Број,federation_of_bih,health_and_social_protection,
2015,Број,federation_of_bih,services,
2015,Број,una-sana_canton,education,
2015,Број,una-sana_canton,arts_and_humanities,
2015,Број,una-sana_canton,"social_sciences,_journalism_and_information",
2015,Број,una-sana_canton,"business,_administration_and_law",
2015,Број,una-sana_canton,"natural_sciences,_mathematics_and_statistics",
2015,Број,una-sana_canton,information_and_communication_technologies,
2015,Број,una-sana_canton,"engineering,_production_and_construction",
2015,Број,una-sana_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Број,una-sana_canton,health_and_social_protection,
2015,Број,una-sana_canton,services,
2015,Број,tuzla_canton,education,
2015,Број,tuzla_canton,arts_and_humanities,
2015,Број,tuzla_canton,"social_sciences,_journalism_and_information",
2015,Број,tuzla_canton,"business,_administration_and_law",
2015,Број,tuzla_canton,"natural_sciences,_mathematics_and_statistics",
2015,Број,tuzla_canton,information_and_communication_technologies,
2015,Број,tuzla_canton,"engineering,_production_and_construction",
2015,Број,tuzla_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Број,tuzla_canton,health_and_social_protection,
2015,Број,tuzla_canton,services,
2015,Број,zenica-doboj_canton,education,
2015,Број,zenica-doboj_canton,arts_and_humanities,
2015,Број,zenica-doboj_canton,"social_sciences,_journalism_and_information",
2015,Број,zenica-doboj_canton,"business,_administration_and_law",
2015,Број,zenica-doboj_canton,"natural_sciences,_mathematics_and_statistics",
2015,Број,zenica-doboj_canton,information_and_communication_technologies,
2015,Број,zenica-doboj_canton,"engineering,_production_and_construction",
2015,Број,zenica-doboj_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Број,zenica-doboj_canton,health_and_social_protection,
2015,Број,zenica-doboj_canton,services,
2015,Број,bosnian-podrinje_canton,education,
2015,Број,bosnian-podrinje_canton,arts_and_humanities,
2015,Број,bosnian-podrinje_canton,"social_sciences,_journalism_and_information",
2015,Број,bosnian-podrinje_canton,"business,_administration_and_law",
2015,Број,bosnian-podrinje_canton,"natural_sciences,_mathematics_and_statistics",
2015,Број,bosnian-podrinje_canton,information_and_communication_technologies,
2015,Број,bosnian-podrinje_canton,"engineering,_production_and_construction",
2015,Број,bosnian-podrinje_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Број,bosnian-podrinje_canton,health_and_social_protection,
2015,Број,bosnian-podrinje_canton,services,
2015,Број,central_bosnia_canton,education,
2015,Број,central_bosnia_canton,arts_and_humanities,
2015,Број,central_bosnia_canton,"social_sciences,_journalism_and_information",
2015,Број,central_bosnia_canton,"business,_administration_and_law",
2015,Број,central_bosnia_canton,"natural_sciences,_mathematics_and_statistics",
2015,Број,central_bosnia_canton,information_and_communication_technologies,
2015,Број,central_bosnia_canton,"engineering,_production_and_construction",
2015,Број,central_bosnia_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Број,central_bosnia_canton,health_and_social_protection,
2015,Број,central_bosnia_canton,services,
2015,Број,herzegovina-neretva_canton,education,
2015,Број,herzegovina-neretva_canton,arts_and_humanities,
2015,Број,herzegovina-neretva_canton,"social_sciences,_journalism_and_information",
2015,Број,herzegovina-neretva_canton,"business,_administration_and_law",
2015,Број,herzegovina-neretva_canton,"natural_sciences,_mathematics_and_statistics",
2015,Број,herzegovina-neretva_canton,information_and_communication_technologies,
2015,Број,herzegovina-neretva_canton,"engineering,_production_and_construction",
2015,Број,herzegovina-neretva_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Број,herzegovina-neretva_canton,health_and_social_protection,
2015,Број,herzegovina-neretva_canton,services,
2015,Број,sarajevo_canton,education,
2015,Број,sarajevo_canton,arts_and_humanities,
2015,Број,sarajevo_canton,"social_sciences,_journalism_and_information",
2015,Број,sarajevo_canton,"business,_administration_and_law",
2015,Број,sarajevo_canton,"natural_sciences,_mathematics_and_statistics",
2015,Број,sarajevo_canton,information_and_communication_technologies,
2015,Број,sarajevo_canton,"engineering,_production_and_construction",
2015,Број,sarajevo_canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
