Year,UNIT_MEASURE,Administrativna jedinica,Spol,Value
2012,Broj,Srednjobosanski kanton,Ž,12
2013,Broj,Srednjobosanski kanton,Ž,18
2014,Broj,Srednjobosanski kanton,Ž,23
2015,Broj,Srednjobosanski kanton,Ž,23
2016,Broj,Srednjobosanski kanton,Ž,25
2017,Broj,Srednjobosanski kanton,Ž,34
2018,Broj,Srednjobosanski kanton,Ž,33
2019,Broj,Srednjobosanski kanton,Ž,32
2020,Broj,Srednjobosanski kanton,Ž,36
2021,Broj,Srednjobosanski kanton,Ž,54
2022,Broj,Srednjobosanski kanton,Ž,43
2011,Broj,Hercegovačko-neretvanski kanton,Oba spola,16
2012,Broj,Hercegovačko-neretvanski kanton,Oba spola,69
2013,Broj,Hercegovačko-neretvanski kanton,Oba spola,57
2014,Broj,Hercegovačko-neretvanski kanton,Oba spola,86
2015,Broj,Hercegovačko-neretvanski kanton,Oba spola,95
2016,Broj,Hercegovačko-neretvanski kanton,Oba spola,98
2017,Broj,Hercegovačko-neretvanski kanton,Oba spola,41
2018,Broj,Hercegovačko-neretvanski kanton,Oba spola,47
2019,Broj,Hercegovačko-neretvanski kanton,Oba spola,39
2020,Broj,Hercegovačko-neretvanski kanton,Oba spola,70
2021,Broj,Hercegovačko-neretvanski kanton,Oba spola,69
2022,Broj,Hercegovačko-neretvanski kanton,Oba spola,46
2011,Broj,Hercegovačko-neretvanski kanton,M,4
2012,Broj,Hercegovačko-neretvanski kanton,M,40
2013,Broj,Hercegovačko-neretvanski kanton,M,31
2014,Broj,Hercegovačko-neretvanski kanton,M,35
2015,Broj,Hercegovačko-neretvanski kanton,M,33
2016,Broj,Hercegovačko-neretvanski kanton,M,48
2017,Broj,Hercegovačko-neretvanski kanton,M,25
2018,Broj,Hercegovačko-neretvanski kanton,M,25
2019,Broj,Hercegovačko-neretvanski kanton,M,11
2020,Broj,Hercegovačko-neretvanski kanton,M,22
2021,Broj,Hercegovačko-neretvanski kanton,M,31
2022,Broj,Hercegovačko-neretvanski kanton,M,21
2011,Broj,Hercegovačko-neretvanski kanton,Ž,12
2012,Broj,Hercegovačko-neretvanski kanton,Ž,29
2013,Broj,Hercegovačko-neretvanski kanton,Ž,26
2014,Broj,Hercegovačko-neretvanski kanton,Ž,51
2015,Broj,Hercegovačko-neretvanski kanton,Ž,62
2016,Broj,Hercegovačko-neretvanski kanton,Ž,50
2017,Broj,Hercegovačko-neretvanski kanton,Ž,16
2018,Broj,Hercegovačko-neretvanski kanton,Ž,22
2019,Broj,Hercegovačko-neretvanski kanton,Ž,28
2020,Broj,Hercegovačko-neretvanski kanton,Ž,48
2021,Broj,Hercegovačko-neretvanski kanton,Ž,38
2022,Broj,Hercegovačko-neretvanski kanton,Ž,25
2009,Broj,Zapadno-hercegovački kanton,Oba spola,3
2010,Broj,Zapadno-hercegovački kanton,Oba spola,6
2011,Broj,Zapadno-hercegovački kanton,Oba spola,5
2012,Broj,Zapadno-hercegovački kanton,Oba spola,4
2010,Broj,Zapadno-hercegovački kanton,M,2
2011,Broj,Zapadno-hercegovački kanton,M,2
2012,Broj,Zapadno-hercegovački kanton,M,2
2009,Broj,Zapadno-hercegovački kanton,Ž,3
2010,Broj,Zapadno-hercegovački kanton,Ž,4
2011,Broj,Zapadno-hercegovački kanton,Ž,3
2012,Broj,Zapadno-hercegovački kanton,Ž,2
2009,Broj,Kanton Sarajevo,Oba spola,35
2010,Broj,Kanton Sarajevo,Oba spola,90
2011,Broj,Kanton Sarajevo,Oba spola,79
2012,Broj,Kanton Sarajevo,Oba spola,240
2013,Broj,Kanton Sarajevo,Oba spola,317
2014,Broj,Kanton Sarajevo,Oba spola,325
2015,Broj,Kanton Sarajevo,Oba spola,471
2016,Broj,Kanton Sarajevo,Oba spola,434
2017,Broj,Kanton Sarajevo,Oba spola,447
2018,Broj,Kanton Sarajevo,Oba spola,431
2019,Broj,Kanton Sarajevo,Oba spola,484
2020,Broj,Kanton Sarajevo,Oba spola,648
2021,Broj,Kanton Sarajevo,Oba spola,602
2022,Broj,Kanton Sarajevo,Oba spola,639
2009,Broj,Kanton Sarajevo,M,17
2010,Broj,Kanton Sarajevo,M,44
2011,Broj,Kanton Sarajevo,M,40
2012,Broj,Kanton Sarajevo,M,139
2013,Broj,Kanton Sarajevo,M,198
2014,Broj,Kanton Sarajevo,M,172
2015,Broj,Kanton Sarajevo,M,264
2016,Broj,Kanton Sarajevo,M,227
2017,Broj,Kanton Sarajevo,M,256
2018,Broj,Kanton Sarajevo,M,225
2019,Broj,Kanton Sarajevo,M,231
2020,Broj,Kanton Sarajevo,M,343
2021,Broj,Kanton Sarajevo,M,300
2022,Broj,Kanton Sarajevo,M,319
2009,Broj,Kanton Sarajevo,Ž,18
2010,Broj,Kanton Sarajevo,Ž,46
2011,Broj,Kanton Sarajevo,Ž,39
2012,Broj,Kanton Sarajevo,Ž,101
2013,Broj,Kanton Sarajevo,Ž,119
2014,Broj,Kanton Sarajevo,Ž,153
2015,Broj,Kanton Sarajevo,Ž,207
2016,Broj,Kanton Sarajevo,Ž,207
2017,Broj,Kanton Sarajevo,Ž,191
2018,Broj,Kanton Sarajevo,Ž,206
2019,Broj,Kanton Sarajevo,Ž,253
2020,Broj,Kanton Sarajevo,Ž,305
2021,Broj,Kanton Sarajevo,Ž,302
2022,Broj,Kanton Sarajevo,Ž,320
