Year,UNIT_MEASURE,Administrativna jedinica,Starosna dob,Spol,Value
2013,Broj,Zapadno-hercegovački kanton,60,Ž,446
2013,Broj,Zapadno-hercegovački kanton,61,Ž,440
2013,Broj,Zapadno-hercegovački kanton,62,Ž,397
2013,Broj,Zapadno-hercegovački kanton,63,Ž,443
2013,Broj,Zapadno-hercegovački kanton,64,Ž,434
2013,Broj,Zapadno-hercegovački kanton,65,Ž,355
2013,Broj,Zapadno-hercegovački kanton,66,Ž,407
2013,Broj,Zapadno-hercegovački kanton,67,Ž,263
2013,Broj,Zapadno-hercegovački kanton,68,Ž,356
2013,Broj,Zapadno-hercegovački kanton,69,Ž,332
2013,Broj,Zapadno-hercegovački kanton,70,Ž,280
2013,Broj,Zapadno-hercegovački kanton,71,Ž,429
2013,Broj,Zapadno-hercegovački kanton,72,Ž,456
2013,Broj,Zapadno-hercegovački kanton,73,Ž,502
2013,Broj,Zapadno-hercegovački kanton,74,Ž,500
2013,Broj,Zapadno-hercegovački kanton,75,Ž,476
2013,Broj,Zapadno-hercegovački kanton,76,Ž,437
2013,Broj,Zapadno-hercegovački kanton,77,Ž,381
2013,Broj,Zapadno-hercegovački kanton,78,Ž,401
2013,Broj,Zapadno-hercegovački kanton,79,Ž,415
2013,Broj,Zapadno-hercegovački kanton,80,Ž,339
2013,Broj,Zapadno-hercegovački kanton,81,Ž,315
2013,Broj,Zapadno-hercegovački kanton,82,Ž,295
2013,Broj,Zapadno-hercegovački kanton,83,Ž,261
2013,Broj,Zapadno-hercegovački kanton,84,Ž,211
2013,Broj,Zapadno-hercegovački kanton,85+,Ž,1111
2013,Broj,Kanton Sarajevo,Ukupno,Ž,218432
2013,Broj,Kanton Sarajevo,0,Ž,2134
2013,Broj,Kanton Sarajevo,1,Ž,2173
2013,Broj,Kanton Sarajevo,2,Ž,2157
2013,Broj,Kanton Sarajevo,3,Ž,2176
2013,Broj,Kanton Sarajevo,4,Ž,2264
2013,Broj,Kanton Sarajevo,5,Ž,2123
2013,Broj,Kanton Sarajevo,6,Ž,2034
2013,Broj,Kanton Sarajevo,7,Ž,2023
2013,Broj,Kanton Sarajevo,8,Ž,1887
2013,Broj,Kanton Sarajevo,9,Ž,1887
2013,Broj,Kanton Sarajevo,10,Ž,1877
2013,Broj,Kanton Sarajevo,11,Ž,1886
2013,Broj,Kanton Sarajevo,12,Ž,1948
2013,Broj,Kanton Sarajevo,13,Ž,2053
2013,Broj,Kanton Sarajevo,14,Ž,2175
2013,Broj,Kanton Sarajevo,15,Ž,2420
2013,Broj,Kanton Sarajevo,16,Ž,2735
2013,Broj,Kanton Sarajevo,17,Ž,2661
2013,Broj,Kanton Sarajevo,18,Ž,2869
2013,Broj,Kanton Sarajevo,19,Ž,2207
2013,Broj,Kanton Sarajevo,20,Ž,1866
2013,Broj,Kanton Sarajevo,21,Ž,2443
2013,Broj,Kanton Sarajevo,22,Ž,2602
2013,Broj,Kanton Sarajevo,23,Ž,2830
2013,Broj,Kanton Sarajevo,24,Ž,2898
2013,Broj,Kanton Sarajevo,25,Ž,3130
2013,Broj,Kanton Sarajevo,26,Ž,3084
2013,Broj,Kanton Sarajevo,27,Ž,3271
2013,Broj,Kanton Sarajevo,28,Ž,3406
2013,Broj,Kanton Sarajevo,29,Ž,3506
2013,Broj,Kanton Sarajevo,30,Ž,3458
2013,Broj,Kanton Sarajevo,31,Ž,3591
2013,Broj,Kanton Sarajevo,32,Ž,3467
2013,Broj,Kanton Sarajevo,33,Ž,3543
2013,Broj,Kanton Sarajevo,34,Ž,3380
2013,Broj,Kanton Sarajevo,35,Ž,3289
2013,Broj,Kanton Sarajevo,36,Ž,3189
2013,Broj,Kanton Sarajevo,37,Ž,3172
2013,Broj,Kanton Sarajevo,38,Ž,2992
2013,Broj,Kanton Sarajevo,39,Ž,2983
2013,Broj,Kanton Sarajevo,40,Ž,2768
2013,Broj,Kanton Sarajevo,41,Ž,2831
2013,Broj,Kanton Sarajevo,42,Ž,2841
2013,Broj,Kanton Sarajevo,43,Ž,2752
2013,Broj,Kanton Sarajevo,44,Ž,2891
2013,Broj,Kanton Sarajevo,45,Ž,2850
2013,Broj,Kanton Sarajevo,46,Ž,2974
2013,Broj,Kanton Sarajevo,47,Ž,3093
2013,Broj,Kanton Sarajevo,48,Ž,3145
2013,Broj,Kanton Sarajevo,49,Ž,3119
2013,Broj,Kanton Sarajevo,50,Ž,3172
2013,Broj,Kanton Sarajevo,51,Ž,3527
2013,Broj,Kanton Sarajevo,52,Ž,3248
2013,Broj,Kanton Sarajevo,53,Ž,3362
2013,Broj,Kanton Sarajevo,54,Ž,3397
2013,Broj,Kanton Sarajevo,55,Ž,3554
2013,Broj,Kanton Sarajevo,56,Ž,3310
2013,Broj,Kanton Sarajevo,57,Ž,3244
2013,Broj,Kanton Sarajevo,58,Ž,3475
2013,Broj,Kanton Sarajevo,59,Ž,3312
2013,Broj,Kanton Sarajevo,60,Ž,3293
2013,Broj,Kanton Sarajevo,61,Ž,3238
2013,Broj,Kanton Sarajevo,62,Ž,2987
2013,Broj,Kanton Sarajevo,63,Ž,2941
2013,Broj,Kanton Sarajevo,64,Ž,2783
2013,Broj,Kanton Sarajevo,65,Ž,2455
2013,Broj,Kanton Sarajevo,66,Ž,2463
2013,Broj,Kanton Sarajevo,67,Ž,1880
2013,Broj,Kanton Sarajevo,68,Ž,1834
2013,Broj,Kanton Sarajevo,69,Ž,1579
2013,Broj,Kanton Sarajevo,70,Ž,1582
2013,Broj,Kanton Sarajevo,71,Ž,1740
2013,Broj,Kanton Sarajevo,72,Ž,1901
2013,Broj,Kanton Sarajevo,73,Ž,2009
2013,Broj,Kanton Sarajevo,74,Ž,1909
2013,Broj,Kanton Sarajevo,75,Ž,1897
2013,Broj,Kanton Sarajevo,76,Ž,1796
2013,Broj,Kanton Sarajevo,77,Ž,1712
2013,Broj,Kanton Sarajevo,78,Ž,1531
2013,Broj,Kanton Sarajevo,79,Ž,1331
2013,Broj,Kanton Sarajevo,80,Ž,1231
2013,Broj,Kanton Sarajevo,81,Ž,1085
2013,Broj,Kanton Sarajevo,82,Ž,847
2013,Broj,Kanton Sarajevo,83,Ž,861
2013,Broj,Kanton Sarajevo,84,Ž,653
2013,Broj,Kanton Sarajevo,85+,Ž,2240
2013,Broj,Kanton 10,Ukupno,Ž,41784
2013,Broj,Kanton 10,0,Ž,301
2013,Broj,Kanton 10,1,Ž,335
2013,Broj,Kanton 10,2,Ž,336
2013,Broj,Kanton 10,3,Ž,355
2013,Broj,Kanton 10,4,Ž,336
2013,Broj,Kanton 10,5,Ž,329
2013,Broj,Kanton 10,6,Ž,358
2013,Broj,Kanton 10,7,Ž,374
2013,Broj,Kanton 10,8,Ž,369
2013,Broj,Kanton 10,9,Ž,420
2013,Broj,Kanton 10,10,Ž,390
2013,Broj,Kanton 10,11,Ž,422
2013,Broj,Kanton 10,12,Ž,456
2013,Broj,Kanton 10,13,Ž,494
2013,Broj,Kanton 10,14,Ž,468
2013,Broj,Kanton 10,15,Ž,563
2013,Broj,Kanton 10,16,Ž,619
2013,Broj,Kanton 10,17,Ž,580
2013,Broj,Kanton 10,18,Ž,577
2013,Broj,Kanton 10,19,Ž,526
2013,Broj,Kanton 10,20,Ž,503
2013,Broj,Kanton 10,21,Ž,530
2013,Broj,Kanton 10,22,Ž,540
2013,Broj,Kanton 10,23,Ž,554
2013,Broj,Kanton 10,24,Ž,462
2013,Broj,Kanton 10,25,Ž,502
2013,Broj,Kanton 10,26,Ž,449
2013,Broj,Kanton 10,27,Ž,533
2013,Broj,Kanton 10,28,Ž,524
2013,Broj,Kanton 10,29,Ž,500
2013,Broj,Kanton 10,30,Ž,513
2013,Broj,Kanton 10,31,Ž,498
2013,Broj,Kanton 10,32,Ž,510
2013,Broj,Kanton 10,33,Ž,545
2013,Broj,Kanton 10,34,Ž,495
2013,Broj,Kanton 10,35,Ž,529
2013,Broj,Kanton 10,36,Ž,522
2013,Broj,Kanton 10,37,Ž,551
2013,Broj,Kanton 10,38,Ž,535
2013,Broj,Kanton 10,39,Ž,558
2013,Broj,Kanton 10,40,Ž,625
2013,Broj,Kanton 10,41,Ž,608
2013,Broj,Kanton 10,42,Ž,589
2013,Broj,Kanton 10,43,Ž,561
2013,Broj,Kanton 10,44,Ž,572
2013,Broj,Kanton 10,45,Ž,582
2013,Broj,Kanton 10,46,Ž,649
2013,Broj,Kanton 10,47,Ž,583
2013,Broj,Kanton 10,48,Ž,573
2013,Broj,Kanton 10,49,Ž,597
2013,Broj,Kanton 10,50,Ž,586
2013,Broj,Kanton 10,51,Ž,597
2013,Broj,Kanton 10,52,Ž,574
2013,Broj,Kanton 10,53,Ž,572
2013,Broj,Kanton 10,54,Ž,598
2013,Broj,Kanton 10,55,Ž,533
2013,Broj,Kanton 10,56,Ž,572
2013,Broj,Kanton 10,57,Ž,617
2013,Broj,Kanton 10,58,Ž,562
2013,Broj,Kanton 10,59,Ž,557
2013,Broj,Kanton 10,60,Ž,574
2013,Broj,Kanton 10,61,Ž,508
2013,Broj,Kanton 10,62,Ž,433
2013,Broj,Kanton 10,63,Ž,480
2013,Broj,Kanton 10,64,Ž,494
2013,Broj,Kanton 10,65,Ž,472
2013,Broj,Kanton 10,66,Ž,527
2013,Broj,Kanton 10,67,Ž,377
2013,Broj,Kanton 10,68,Ž,326
2013,Broj,Kanton 10,69,Ž,348
2013,Broj,Kanton 10,70,Ž,316
2013,Broj,Kanton 10,71,Ž,466
2013,Broj,Kanton 10,72,Ž,499
2013,Broj,Kanton 10,73,Ž,474
2013,Broj,Kanton 10,74,Ž,514
2013,Broj,Kanton 10,75,Ž,485
2013,Broj,Kanton 10,76,Ž,438
2013,Broj,Kanton 10,77,Ž,434
2013,Broj,Kanton 10,78,Ž,394
2013,Broj,Kanton 10,79,Ž,343
2013,Broj,Kanton 10,80,Ž,348
2013,Broj,Kanton 10,81,Ž,310
2013,Broj,Kanton 10,82,Ž,276
2013,Broj,Kanton 10,83,Ž,246
2013,Broj,Kanton 10,84,Ž,207
2013,Broj,Kanton 10,85+,Ž,827
