Year,UNIT_MEASURE,Administrativna jedinica,Spol,Value
2018,Broj,Unsko-sanska županija,Oba spola,9496.0
2019,Broj,Unsko-sanska županija,Oba spola,8698.0
2010,Broj,Unsko-sanska županija,M,
2011,Broj,Unsko-sanska županija,M,
2012,Broj,Unsko-sanska županija,M,
2013,Broj,Unsko-sanska županija,M,
2014,Broj,Unsko-sanska županija,M,
2015,Broj,Unsko-sanska županija,M,
2016,Broj,Unsko-sanska županija,M,
2017,Broj,Unsko-sanska županija,M,
2018,Broj,Unsko-sanska županija,M,
2019,Broj,Unsko-sanska županija,M,
2010,Broj,Unsko-sanska županija,Ž,
2011,Broj,Unsko-sanska županija,Ž,
2012,Broj,Unsko-sanska županija,Ž,
2013,Broj,Unsko-sanska županija,Ž,
2014,Broj,Unsko-sanska županija,Ž,
2015,Broj,Unsko-sanska županija,Ž,
2016,Broj,Unsko-sanska županija,Ž,
2017,Broj,Unsko-sanska županija,Ž,
2018,Broj,Unsko-sanska županija,Ž,
2019,Broj,Unsko-sanska županija,Ž,
2010,Broj,Posavska županija,Oba spola,1467.0
2011,Broj,Posavska županija,Oba spola,1516.0
2012,Broj,Posavska županija,Oba spola,1591.0
2013,Broj,Posavska županija,Oba spola,1673.0
2014,Broj,Posavska županija,Oba spola,1670.0
2015,Broj,Posavska županija,Oba spola,1600.0
2016,Broj,Posavska županija,Oba spola,1413.0
2017,Broj,Posavska županija,Oba spola,1300.0
2018,Broj,Posavska županija,Oba spola,1160.0
2019,Broj,Posavska županija,Oba spola,1037.0
2010,Broj,Posavska županija,M,
2011,Broj,Posavska županija,M,
2012,Broj,Posavska županija,M,
2013,Broj,Posavska županija,M,
2014,Broj,Posavska županija,M,
2015,Broj,Posavska županija,M,
2016,Broj,Posavska županija,M,
2017,Broj,Posavska županija,M,
2018,Broj,Posavska županija,M,
2019,Broj,Posavska županija,M,
2010,Broj,Posavska županija,Ž,
2011,Broj,Posavska županija,Ž,
2012,Broj,Posavska županija,Ž,
2013,Broj,Posavska županija,Ž,
2014,Broj,Posavska županija,Ž,
2015,Broj,Posavska županija,Ž,
2016,Broj,Posavska županija,Ž,
2017,Broj,Posavska županija,Ž,
2018,Broj,Posavska županija,Ž,
2019,Broj,Posavska županija,Ž,
2010,Broj,Tuzlanska županija,Oba spola,21374.0
2011,Broj,Tuzlanska županija,Oba spola,22329.0
2012,Broj,Tuzlanska županija,Oba spola,24166.0
2013,Broj,Tuzlanska županija,Oba spola,24680.0
2014,Broj,Tuzlanska županija,Oba spola,22484.0
2015,Broj,Tuzlanska županija,Oba spola,19226.0
2016,Broj,Tuzlanska županija,Oba spola,16850.0
2017,Broj,Tuzlanska županija,Oba spola,15751.0
2018,Broj,Tuzlanska županija,Oba spola,15966.0
2019,Broj,Tuzlanska županija,Oba spola,15582.0
2010,Broj,Tuzlanska županija,M,
2011,Broj,Tuzlanska županija,M,
2012,Broj,Tuzlanska županija,M,
2013,Broj,Tuzlanska županija,M,
2014,Broj,Tuzlanska županija,M,
2015,Broj,Tuzlanska županija,M,
2016,Broj,Tuzlanska županija,M,
2017,Broj,Tuzlanska županija,M,
2018,Broj,Tuzlanska županija,M,
2019,Broj,Tuzlanska županija,M,
2010,Broj,Tuzlanska županija,Ž,
2011,Broj,Tuzlanska županija,Ž,
2012,Broj,Tuzlanska županija,Ž,
2013,Broj,Tuzlanska županija,Ž,
2014,Broj,Tuzlanska županija,Ž,
2015,Broj,Tuzlanska županija,Ž,
2016,Broj,Tuzlanska županija,Ž,
2017,Broj,Tuzlanska županija,Ž,
2018,Broj,Tuzlanska županija,Ž,
2019,Broj,Tuzlanska županija,Ž,
2010,Broj,Zeničko-dobojska županija,Oba spola,15966.0
2011,Broj,Zeničko-dobojska županija,Oba spola,17124.0
2012,Broj,Zeničko-dobojska županija,Oba spola,19199.0
2013,Broj,Zeničko-dobojska županija,Oba spola,19271.0
2014,Broj,Zeničko-dobojska županija,Oba spola,17900.0
2015,Broj,Zeničko-dobojska županija,Oba spola,16228.0
2016,Broj,Zeničko-dobojska županija,Oba spola,14778.0
2017,Broj,Zeničko-dobojska županija,Oba spola,14478.0
2018,Broj,Zeničko-dobojska županija,Oba spola,14006.0
2019,Broj,Zeničko-dobojska županija,Oba spola,13558.0
2010,Broj,Zeničko-dobojska županija,M,
2011,Broj,Zeničko-dobojska županija,M,
2012,Broj,Zeničko-dobojska županija,M,
2013,Broj,Zeničko-dobojska županija,M,
2014,Broj,Zeničko-dobojska županija,M,
2015,Broj,Zeničko-dobojska županija,M,
2016,Broj,Zeničko-dobojska županija,M,
2017,Broj,Zeničko-dobojska županija,M,
2018,Broj,Zeničko-dobojska županija,M,
2019,Broj,Zeničko-dobojska županija,M,
2010,Broj,Zeničko-dobojska županija,Ž,
2011,Broj,Zeničko-dobojska županija,Ž,
2012,Broj,Zeničko-dobojska županija,Ž,
2013,Broj,Zeničko-dobojska županija,Ž,
2014,Broj,Zeničko-dobojska županija,Ž,
2015,Broj,Zeničko-dobojska županija,Ž,
2016,Broj,Zeničko-dobojska županija,Ž,
2017,Broj,Zeničko-dobojska županija,Ž,
2018,Broj,Zeničko-dobojska županija,Ž,
2019,Broj,Zeničko-dobojska županija,Ž,
2010,Broj,Bosansko-podrinjska županija,Oba spola,1088.0
2011,Broj,Bosansko-podrinjska županija,Oba spola,1136.0
2012,Broj,Bosansko-podrinjska županija,Oba spola,1247.0
2013,Broj,Bosansko-podrinjska županija,Oba spola,1389.0
2014,Broj,Bosansko-podrinjska županija,Oba spola,1242.0
2015,Broj,Bosansko-podrinjska županija,Oba spola,1202.0
2016,Broj,Bosansko-podrinjska županija,Oba spola,1031.0
2017,Broj,Bosansko-podrinjska županija,Oba spola,948.0
2018,Broj,Bosansko-podrinjska županija,Oba spola,964.0
2019,Broj,Bosansko-podrinjska županija,Oba spola,896.0
2010,Broj,Bosansko-podrinjska županija,M,
2011,Broj,Bosansko-podrinjska županija,M,
2012,Broj,Bosansko-podrinjska županija,M,
2013,Broj,Bosansko-podrinjska županija,M,
2014,Broj,Bosansko-podrinjska županija,M,
2015,Broj,Bosansko-podrinjska županija,M,
2016,Broj,Bosansko-podrinjska županija,M,
2017,Broj,Bosansko-podrinjska županija,M,
2018,Broj,Bosansko-podrinjska županija,M,
2019,Broj,Bosansko-podrinjska županija,M,
2010,Broj,Bosansko-podrinjska županija,Ž,
2011,Broj,Bosansko-podrinjska županija,Ž,
2012,Broj,Bosansko-podrinjska županija,Ž,
2013,Broj,Bosansko-podrinjska županija,Ž,
2014,Broj,Bosansko-podrinjska županija,Ž,
2015,Broj,Bosansko-podrinjska županija,Ž,
2016,Broj,Bosansko-podrinjska županija,Ž,
2017,Broj,Bosansko-podrinjska županija,Ž,
2018,Broj,Bosansko-podrinjska županija,Ž,
2019,Broj,Bosansko-podrinjska županija,Ž,
2010,Broj,Srednjobosanska županija,Oba spola,10688.0
2011,Broj,Srednjobosanska županija,Oba spola,11531.0
2012,Broj,Srednjobosanska županija,Oba spola,12712.0
2013,Broj,Srednjobosanska županija,Oba spola,13583.0
2014,Broj,Srednjobosanska županija,Oba spola,13402.0
2015,Broj,Srednjobosanska županija,Oba spola,12333.0
2016,Broj,Srednjobosanska županija,Oba spola,11420.0
2017,Broj,Srednjobosanska županija,Oba spola,10610.0
2018,Broj,Srednjobosanska županija,Oba spola,10087.0
2019,Broj,Srednjobosanska županija,Oba spola,8320.0
2010,Broj,Srednjobosanska županija,M,
2011,Broj,Srednjobosanska županija,M,
2012,Broj,Srednjobosanska županija,M,
2013,Broj,Srednjobosanska županija,M,
2014,Broj,Srednjobosanska županija,M,
2015,Broj,Srednjobosanska županija,M,
2016,Broj,Srednjobosanska županija,M,
2017,Broj,Srednjobosanska županija,M,
2018,Broj,Srednjobosanska županija,M,
2019,Broj,Srednjobosanska županija,M,
2010,Broj,Srednjobosanska županija,Ž,
2011,Broj,Srednjobosanska županija,Ž,
2012,Broj,Srednjobosanska županija,Ž,
2013,Broj,Srednjobosanska županija,Ž,
2014,Broj,Srednjobosanska županija,Ž,
2015,Broj,Srednjobosanska županija,Ž,
2016,Broj,Srednjobosanska županija,Ž,
2017,Broj,Srednjobosanska županija,Ž,
2018,Broj,Srednjobosanska županija,Ž,
2019,Broj,Srednjobosanska županija,Ž,
2010,Broj,Hercegovačko-neretvanska županija,Oba spola,9433.0
2011,Broj,Hercegovačko-neretvanska županija,Oba spola,9924.0
2012,Broj,Hercegovačko-neretvanska županija,Oba spola,10847.0
2013,Broj,Hercegovačko-neretvanska županija,Oba spola,11385.0
2014,Broj,Hercegovačko-neretvanska županija,Oba spola,11170.0
2015,Broj,Hercegovačko-neretvanska županija,Oba spola,9621.0
2016,Broj,Hercegovačko-neretvanska županija,Oba spola,9386.0
2017,Broj,Hercegovačko-neretvanska županija,Oba spola,8614.0
2018,Broj,Hercegovačko-neretvanska županija,Oba spola,8089.0
2019,Broj,Hercegovačko-neretvanska županija,Oba spola,7614.0
2010,Broj,Hercegovačko-neretvanska županija,M,
2011,Broj,Hercegovačko-neretvanska županija,M,
2012,Broj,Hercegovačko-neretvanska županija,M,
2013,Broj,Hercegovačko-neretvanska županija,M,
2014,Broj,Hercegovačko-neretvanska županija,M,
2015,Broj,Hercegovačko-neretvanska županija,M,
2016,Broj,Hercegovačko-neretvanska županija,M,
2017,Broj,Hercegovačko-neretvanska županija,M,
2018,Broj,Hercegovačko-neretvanska županija,M,
2019,Broj,Hercegovačko-neretvanska županija,M,
2010,Broj,Hercegovačko-neretvanska županija,Ž,
2011,Broj,Hercegovačko-neretvanska županija,Ž,
2012,Broj,Hercegovačko-neretvanska županija,Ž,
2013,Broj,Hercegovačko-neretvanska županija,Ž,
2014,Broj,Hercegovačko-neretvanska županija,Ž,
2015,Broj,Hercegovačko-neretvanska županija,Ž,
2016,Broj,Hercegovačko-neretvanska županija,Ž,
2017,Broj,Hercegovačko-neretvanska županija,Ž,
2018,Broj,Hercegovačko-neretvanska županija,Ž,
2019,Broj,Hercegovačko-neretvanska županija,Ž,
2010,Broj,Zapadno-hercegovačka županija,Oba spola,4002.0
2011,Broj,Zapadno-hercegovačka županija,Oba spola,4115.0
2012,Broj,Zapadno-hercegovačka županija,Oba spola,4250.0
2013,Broj,Zapadno-hercegovačka županija,Oba spola,4406.0
2014,Broj,Zapadno-hercegovačka županija,Oba spola,4494.0
2015,Broj,Zapadno-hercegovačka županija,Oba spola,4419.0
2016,Broj,Zapadno-hercegovačka županija,Oba spola,4265.0
2017,Broj,Zapadno-hercegovačka županija,Oba spola,4029.0
2018,Broj,Zapadno-hercegovačka županija,Oba spola,3803.0
2019,Broj,Zapadno-hercegovačka županija,Oba spola,3390.0
2010,Broj,Zapadno-hercegovačka županija,M,
2011,Broj,Zapadno-hercegovačka županija,M,
2012,Broj,Zapadno-hercegovačka županija,M,
2013,Broj,Zapadno-hercegovačka županija,M,
2014,Broj,Zapadno-hercegovačka županija,M,
2015,Broj,Zapadno-hercegovačka županija,M,
2016,Broj,Zapadno-hercegovačka županija,M,
2017,Broj,Zapadno-hercegovačka županija,M,
2018,Broj,Zapadno-hercegovačka županija,M,
2019,Broj,Zapadno-hercegovačka županija,M,
2010,Broj,Zapadno-hercegovačka županija,Ž,
2011,Broj,Zapadno-hercegovačka županija,Ž,
2012,Broj,Zapadno-hercegovačka županija,Ž,
2013,Broj,Zapadno-hercegovačka županija,Ž,
2014,Broj,Zapadno-hercegovačka županija,Ž,
2015,Broj,Zapadno-hercegovačka županija,Ž,
2016,Broj,Zapadno-hercegovačka županija,Ž,
2017,Broj,Zapadno-hercegovačka županija,Ž,
2018,Broj,Zapadno-hercegovačka županija,Ž,
2019,Broj,Zapadno-hercegovačka županija,Ž,
2010,Broj,Sarajevska županija,Oba spola,17915.0
2011,Broj,Sarajevska županija,Oba spola,18625.0
2012,Broj,Sarajevska županija,Oba spola,20301.0
2013,Broj,Sarajevska županija,Oba spola,21229.0
2014,Broj,Sarajevska županija,Oba spola,18966.0
2015,Broj,Sarajevska županija,Oba spola,17904.0
2016,Broj,Sarajevska županija,Oba spola,16148.0
2017,Broj,Sarajevska županija,Oba spola,15285.0
2018,Broj,Sarajevska županija,Oba spola,15926.0
2019,Broj,Sarajevska županija,Oba spola,15162.0
2010,Broj,Sarajevska županija,M,
2011,Broj,Sarajevska županija,M,
2012,Broj,Sarajevska županija,M,
2013,Broj,Sarajevska županija,M,
2014,Broj,Sarajevska županija,M,
2015,Broj,Sarajevska županija,M,
2016,Broj,Sarajevska županija,M,
2017,Broj,Sarajevska županija,M,
2018,Broj,Sarajevska županija,M,
2019,Broj,Sarajevska županija,M,
2010,Broj,Sarajevska županija,Ž,
2011,Broj,Sarajevska županija,Ž,
2012,Broj,Sarajevska županija,Ž,
2013,Broj,Sarajevska županija,Ž,
2014,Broj,Sarajevska županija,Ž,
2015,Broj,Sarajevska županija,Ž,
2016,Broj,Sarajevska županija,Ž,
2017,Broj,Sarajevska županija,Ž,
2018,Broj,Sarajevska županija,Ž,
2019,Broj,Sarajevska županija,Ž,
2010,Broj,Županija 10,Oba spola,2654.0
2011,Broj,Županija 10,Oba spola,2626.0
2012,Broj,Županija 10,Oba spola,2731.0
2013,Broj,Županija 10,Oba spola,2864.0
2014,Broj,Županija 10,Oba spola,2824.0
2015,Broj,Županija 10,Oba spola,2740.0
2016,Broj,Županija 10,Oba spola,2283.0
2017,Broj,Županija 10,Oba spola,2041.0
2018,Broj,Županija 10,Oba spola,1957.0
2019,Broj,Županija 10,Oba spola,1917.0
2010,Broj,Županija 10,M,
2011,Broj,Županija 10,M,
2012,Broj,Županija 10,M,
2013,Broj,Županija 10,M,
2014,Broj,Županija 10,M,
2015,Broj,Županija 10,M,
2016,Broj,Županija 10,M,
2017,Broj,Županija 10,M,
2018,Broj,Županija 10,M,
2019,Broj,Županija 10,M,
2010,Broj,Županija 10,Ž,
2011,Broj,Županija 10,Ž,
2012,Broj,Županija 10,Ž,
2013,Broj,Županija 10,Ž,
2014,Broj,Županija 10,Ž,
2015,Broj,Županija 10,Ž,
2016,Broj,Županija 10,Ž,
2017,Broj,Županija 10,Ž,
2018,Broj,Županija 10,Ž,
2019,Broj,Županija 10,Ž,
