Year,UNIT_MEASURE,Administrativna jedinica,Spol,Value
2016,Broj,Srednjobosanska županija,Ž,25
2017,Broj,Srednjobosanska županija,Ž,34
2018,Broj,Srednjobosanska županija,Ž,33
2019,Broj,Srednjobosanska županija,Ž,32
2020,Broj,Srednjobosanska županija,Ž,36
2021,Broj,Srednjobosanska županija,Ž,54
2022,Broj,Srednjobosanska županija,Ž,43
2011,Broj,Hercegovačko-neretvanska županija,Oba spola,16
2012,Broj,Hercegovačko-neretvanska županija,Oba spola,69
2013,Broj,Hercegovačko-neretvanska županija,Oba spola,57
2014,Broj,Hercegovačko-neretvanska županija,Oba spola,86
2015,Broj,Hercegovačko-neretvanska županija,Oba spola,95
2016,Broj,Hercegovačko-neretvanska županija,Oba spola,98
2017,Broj,Hercegovačko-neretvanska županija,Oba spola,41
2018,Broj,Hercegovačko-neretvanska županija,Oba spola,47
2019,Broj,Hercegovačko-neretvanska županija,Oba spola,39
2020,Broj,Hercegovačko-neretvanska županija,Oba spola,70
2021,Broj,Hercegovačko-neretvanska županija,Oba spola,69
2022,Broj,Hercegovačko-neretvanska županija,Oba spola,46
2011,Broj,Hercegovačko-neretvanska županija,M,4
2012,Broj,Hercegovačko-neretvanska županija,M,40
2013,Broj,Hercegovačko-neretvanska županija,M,31
2014,Broj,Hercegovačko-neretvanska županija,M,35
2015,Broj,Hercegovačko-neretvanska županija,M,33
2016,Broj,Hercegovačko-neretvanska županija,M,48
2017,Broj,Hercegovačko-neretvanska županija,M,25
2018,Broj,Hercegovačko-neretvanska županija,M,25
2019,Broj,Hercegovačko-neretvanska županija,M,11
2020,Broj,Hercegovačko-neretvanska županija,M,22
2021,Broj,Hercegovačko-neretvanska županija,M,31
2022,Broj,Hercegovačko-neretvanska županija,M,21
2011,Broj,Hercegovačko-neretvanska županija,Ž,12
2012,Broj,Hercegovačko-neretvanska županija,Ž,29
2013,Broj,Hercegovačko-neretvanska županija,Ž,26
2014,Broj,Hercegovačko-neretvanska županija,Ž,51
2015,Broj,Hercegovačko-neretvanska županija,Ž,62
2016,Broj,Hercegovačko-neretvanska županija,Ž,50
2017,Broj,Hercegovačko-neretvanska županija,Ž,16
2018,Broj,Hercegovačko-neretvanska županija,Ž,22
2019,Broj,Hercegovačko-neretvanska županija,Ž,28
2020,Broj,Hercegovačko-neretvanska županija,Ž,48
2021,Broj,Hercegovačko-neretvanska županija,Ž,38
2022,Broj,Hercegovačko-neretvanska županija,Ž,25
2009,Broj,Zapadno-hercegovačka županija,Oba spola,3
2010,Broj,Zapadno-hercegovačka županija,Oba spola,6
2011,Broj,Zapadno-hercegovačka županija,Oba spola,5
2012,Broj,Zapadno-hercegovačka županija,Oba spola,4
2010,Broj,Zapadno-hercegovačka županija,M,2
2011,Broj,Zapadno-hercegovačka županija,M,2
2012,Broj,Zapadno-hercegovačka županija,M,2
2009,Broj,Zapadno-hercegovačka županija,Ž,3
2010,Broj,Zapadno-hercegovačka županija,Ž,4
2011,Broj,Zapadno-hercegovačka županija,Ž,3
2012,Broj,Zapadno-hercegovačka županija,Ž,2
2009,Broj,Sarajevska županija,Oba spola,35
2010,Broj,Sarajevska županija,Oba spola,90
2011,Broj,Sarajevska županija,Oba spola,79
2012,Broj,Sarajevska županija,Oba spola,240
2013,Broj,Sarajevska županija,Oba spola,317
2014,Broj,Sarajevska županija,Oba spola,325
2015,Broj,Sarajevska županija,Oba spola,471
2016,Broj,Sarajevska županija,Oba spola,434
2017,Broj,Sarajevska županija,Oba spola,447
2018,Broj,Sarajevska županija,Oba spola,431
2019,Broj,Sarajevska županija,Oba spola,484
2020,Broj,Sarajevska županija,Oba spola,648
2021,Broj,Sarajevska županija,Oba spola,602
2022,Broj,Sarajevska županija,Oba spola,639
2009,Broj,Sarajevska županija,M,17
2010,Broj,Sarajevska županija,M,44
2011,Broj,Sarajevska županija,M,40
2012,Broj,Sarajevska županija,M,139
2013,Broj,Sarajevska županija,M,198
2014,Broj,Sarajevska županija,M,172
2015,Broj,Sarajevska županija,M,264
2016,Broj,Sarajevska županija,M,227
2017,Broj,Sarajevska županija,M,256
2018,Broj,Sarajevska županija,M,225
2019,Broj,Sarajevska županija,M,231
2020,Broj,Sarajevska županija,M,343
2021,Broj,Sarajevska županija,M,300
2022,Broj,Sarajevska županija,M,319
2009,Broj,Sarajevska županija,Ž,18
2010,Broj,Sarajevska županija,Ž,46
2011,Broj,Sarajevska županija,Ž,39
2012,Broj,Sarajevska županija,Ž,101
2013,Broj,Sarajevska županija,Ž,119
2014,Broj,Sarajevska županija,Ž,153
2015,Broj,Sarajevska županija,Ž,207
2016,Broj,Sarajevska županija,Ž,207
2017,Broj,Sarajevska županija,Ž,191
2018,Broj,Sarajevska županija,Ž,206
2019,Broj,Sarajevska županija,Ž,253
2020,Broj,Sarajevska županija,Ž,305
2021,Broj,Sarajevska županija,Ž,302
2022,Broj,Sarajevska županija,Ž,320
