Year,UNIT_MEASURE,Administrativna jedinica,Spol,Value
2016,Broj,Bosansko-podrinjska županija,M,
2017,Broj,Bosansko-podrinjska županija,M,
2018,Broj,Bosansko-podrinjska županija,M,
2010,Broj,Bosansko-podrinjska županija,Ž,
2011,Broj,Bosansko-podrinjska županija,Ž,
2012,Broj,Bosansko-podrinjska županija,Ž,
2013,Broj,Bosansko-podrinjska županija,Ž,
2014,Broj,Bosansko-podrinjska županija,Ž,
2015,Broj,Bosansko-podrinjska županija,Ž,
2016,Broj,Bosansko-podrinjska županija,Ž,
2017,Broj,Bosansko-podrinjska županija,Ž,
2018,Broj,Bosansko-podrinjska županija,Ž,
2010,Broj,Srednjobosanska županija,Oba spola,
2011,Broj,Srednjobosanska županija,Oba spola,
2012,Broj,Srednjobosanska županija,Oba spola,
2013,Broj,Srednjobosanska županija,Oba spola,
2014,Broj,Srednjobosanska županija,Oba spola,
2015,Broj,Srednjobosanska županija,Oba spola,
2016,Broj,Srednjobosanska županija,Oba spola,
2017,Broj,Srednjobosanska županija,Oba spola,
2018,Broj,Srednjobosanska županija,Oba spola,
2010,Broj,Srednjobosanska županija,M,
2011,Broj,Srednjobosanska županija,M,
2012,Broj,Srednjobosanska županija,M,
2013,Broj,Srednjobosanska županija,M,
2014,Broj,Srednjobosanska županija,M,
2015,Broj,Srednjobosanska županija,M,
2016,Broj,Srednjobosanska županija,M,
2017,Broj,Srednjobosanska županija,M,
2018,Broj,Srednjobosanska županija,M,
2010,Broj,Srednjobosanska županija,Ž,
2011,Broj,Srednjobosanska županija,Ž,
2012,Broj,Srednjobosanska županija,Ž,
2013,Broj,Srednjobosanska županija,Ž,
2014,Broj,Srednjobosanska županija,Ž,
2015,Broj,Srednjobosanska županija,Ž,
2016,Broj,Srednjobosanska županija,Ž,
2017,Broj,Srednjobosanska županija,Ž,
2018,Broj,Srednjobosanska županija,Ž,
2010,Broj,Hercegovačko-neretvanska županija,Oba spola,
2011,Broj,Hercegovačko-neretvanska županija,Oba spola,
2012,Broj,Hercegovačko-neretvanska županija,Oba spola,
2013,Broj,Hercegovačko-neretvanska županija,Oba spola,
2014,Broj,Hercegovačko-neretvanska županija,Oba spola,
2015,Broj,Hercegovačko-neretvanska županija,Oba spola,
2016,Broj,Hercegovačko-neretvanska županija,Oba spola,
2017,Broj,Hercegovačko-neretvanska županija,Oba spola,
2018,Broj,Hercegovačko-neretvanska županija,Oba spola,
2010,Broj,Hercegovačko-neretvanska županija,M,
2011,Broj,Hercegovačko-neretvanska županija,M,
2012,Broj,Hercegovačko-neretvanska županija,M,
2013,Broj,Hercegovačko-neretvanska županija,M,
2014,Broj,Hercegovačko-neretvanska županija,M,
2015,Broj,Hercegovačko-neretvanska županija,M,
2016,Broj,Hercegovačko-neretvanska županija,M,
2017,Broj,Hercegovačko-neretvanska županija,M,
2018,Broj,Hercegovačko-neretvanska županija,M,
2010,Broj,Hercegovačko-neretvanska županija,Ž,
2011,Broj,Hercegovačko-neretvanska županija,Ž,
2012,Broj,Hercegovačko-neretvanska županija,Ž,
2013,Broj,Hercegovačko-neretvanska županija,Ž,
2014,Broj,Hercegovačko-neretvanska županija,Ž,
2015,Broj,Hercegovačko-neretvanska županija,Ž,
2016,Broj,Hercegovačko-neretvanska županija,Ž,
2017,Broj,Hercegovačko-neretvanska županija,Ž,
2018,Broj,Hercegovačko-neretvanska županija,Ž,
2010,Broj,Zapadno-hercegovačka županija,Oba spola,
2011,Broj,Zapadno-hercegovačka županija,Oba spola,
2012,Broj,Zapadno-hercegovačka županija,Oba spola,
2013,Broj,Zapadno-hercegovačka županija,Oba spola,
2014,Broj,Zapadno-hercegovačka županija,Oba spola,
2015,Broj,Zapadno-hercegovačka županija,Oba spola,
2016,Broj,Zapadno-hercegovačka županija,Oba spola,
2017,Broj,Zapadno-hercegovačka županija,Oba spola,
2018,Broj,Zapadno-hercegovačka županija,Oba spola,
2010,Broj,Zapadno-hercegovačka županija,M,
2011,Broj,Zapadno-hercegovačka županija,M,
2012,Broj,Zapadno-hercegovačka županija,M,
2013,Broj,Zapadno-hercegovačka županija,M,
2014,Broj,Zapadno-hercegovačka županija,M,
2015,Broj,Zapadno-hercegovačka županija,M,
2016,Broj,Zapadno-hercegovačka županija,M,
2017,Broj,Zapadno-hercegovačka županija,M,
2018,Broj,Zapadno-hercegovačka županija,M,
2010,Broj,Zapadno-hercegovačka županija,Ž,
2011,Broj,Zapadno-hercegovačka županija,Ž,
2012,Broj,Zapadno-hercegovačka županija,Ž,
2013,Broj,Zapadno-hercegovačka županija,Ž,
2014,Broj,Zapadno-hercegovačka županija,Ž,
2015,Broj,Zapadno-hercegovačka županija,Ž,
2016,Broj,Zapadno-hercegovačka županija,Ž,
2017,Broj,Zapadno-hercegovačka županija,Ž,
2018,Broj,Zapadno-hercegovačka županija,Ž,
2010,Broj,Sarajevska županija,Oba spola,
2011,Broj,Sarajevska županija,Oba spola,
2012,Broj,Sarajevska županija,Oba spola,
2013,Broj,Sarajevska županija,Oba spola,
2014,Broj,Sarajevska županija,Oba spola,
2015,Broj,Sarajevska županija,Oba spola,
2016,Broj,Sarajevska županija,Oba spola,
2017,Broj,Sarajevska županija,Oba spola,
2018,Broj,Sarajevska županija,Oba spola,
2010,Broj,Sarajevska županija,M,
2011,Broj,Sarajevska županija,M,
2012,Broj,Sarajevska županija,M,
2013,Broj,Sarajevska županija,M,
2014,Broj,Sarajevska županija,M,
2015,Broj,Sarajevska županija,M,
2016,Broj,Sarajevska županija,M,
2017,Broj,Sarajevska županija,M,
2018,Broj,Sarajevska županija,M,
2010,Broj,Sarajevska županija,Ž,
2011,Broj,Sarajevska županija,Ž,
2012,Broj,Sarajevska županija,Ž,
2013,Broj,Sarajevska županija,Ž,
2014,Broj,Sarajevska županija,Ž,
2015,Broj,Sarajevska županija,Ž,
2016,Broj,Sarajevska županija,Ž,
2017,Broj,Sarajevska županija,Ž,
2018,Broj,Sarajevska županija,Ž,
2010,Broj,Županija 10,Oba spola,
2011,Broj,Županija 10,Oba spola,
2012,Broj,Županija 10,Oba spola,
2013,Broj,Županija 10,Oba spola,
2014,Broj,Županija 10,Oba spola,
2015,Broj,Županija 10,Oba spola,
2016,Broj,Županija 10,Oba spola,
2017,Broj,Županija 10,Oba spola,
2018,Broj,Županija 10,Oba spola,
2010,Broj,Županija 10,M,
2011,Broj,Županija 10,M,
2012,Broj,Županija 10,M,
2013,Broj,Županija 10,M,
2014,Broj,Županija 10,M,
2015,Broj,Županija 10,M,
2016,Broj,Županija 10,M,
2017,Broj,Županija 10,M,
2018,Broj,Županija 10,M,
2010,Broj,Županija 10,Ž,
2011,Broj,Županija 10,Ž,
2012,Broj,Županija 10,Ž,
2013,Broj,Županija 10,Ž,
2014,Broj,Županija 10,Ž,
2015,Broj,Županija 10,Ž,
2016,Broj,Županija 10,Ž,
2017,Broj,Županija 10,Ž,
2018,Broj,Županija 10,Ž,
2017,Broj,Sarajevska županija,Ž,
2018,Broj,Sarajevska županija,Ž,
2019,Broj,Sarajevska županija,Ž,
2010,Broj,Županija 10,Oba spola,
2011,Broj,Županija 10,Oba spola,
2012,Broj,Županija 10,Oba spola,
2013,Broj,Županija 10,Oba spola,
2014,Broj,Županija 10,Oba spola,
2015,Broj,Županija 10,Oba spola,
2016,Broj,Županija 10,Oba spola,
2017,Broj,Županija 10,Oba spola,
2018,Broj,Županija 10,Oba spola,
2019,Broj,Županija 10,Oba spola,
2010,Broj,Županija 10,M,
2011,Broj,Županija 10,M,
2012,Broj,Županija 10,M,
2013,Broj,Županija 10,M,
2014,Broj,Županija 10,M,
2015,Broj,Županija 10,M,
2016,Broj,Županija 10,M,
2017,Broj,Županija 10,M,
2018,Broj,Županija 10,M,
2019,Broj,Županija 10,M,
2010,Broj,Županija 10,Ž,
2011,Broj,Županija 10,Ž,
2012,Broj,Županija 10,Ž,
2013,Broj,Županija 10,Ž,
2014,Broj,Županija 10,Ž,
2015,Broj,Županija 10,Ž,
2016,Broj,Županija 10,Ž,
2017,Broj,Županija 10,Ž,
2018,Broj,Županija 10,Ž,
2019,Broj,Županija 10,Ž,
