Year,UNIT_MEASURE,Administrativna jedinica,Spol,Value
2016,Broj,Srednjobosanska županija,Oba spola,414
2017,Broj,Srednjobosanska županija,Oba spola,386
2018,Broj,Srednjobosanska županija,Oba spola,355
2019,Broj,Srednjobosanska županija,Oba spola,288
2020,Broj,Srednjobosanska županija,Oba spola,262
2021,Broj,Srednjobosanska županija,Oba spola,221
2022,Broj,Srednjobosanska županija,Oba spola,157
2012,Broj,Srednjobosanska županija,M,41
2013,Broj,Srednjobosanska županija,M,70
2014,Broj,Srednjobosanska županija,M,190
2015,Broj,Srednjobosanska županija,M,191
2016,Broj,Srednjobosanska županija,M,210
2017,Broj,Srednjobosanska županija,M,190
2018,Broj,Srednjobosanska županija,M,176
2019,Broj,Srednjobosanska županija,M,109
2020,Broj,Srednjobosanska županija,M,99
2021,Broj,Srednjobosanska županija,M,72
2022,Broj,Srednjobosanska županija,M,43
2012,Broj,Srednjobosanska županija,Ž,78
2013,Broj,Srednjobosanska županija,Ž,120
2014,Broj,Srednjobosanska županija,Ž,131
2015,Broj,Srednjobosanska županija,Ž,190
2016,Broj,Srednjobosanska županija,Ž,204
2017,Broj,Srednjobosanska županija,Ž,196
2018,Broj,Srednjobosanska županija,Ž,179
2019,Broj,Srednjobosanska županija,Ž,179
2020,Broj,Srednjobosanska županija,Ž,163
2021,Broj,Srednjobosanska županija,Ž,149
2022,Broj,Srednjobosanska županija,Ž,114
2009,Broj,Hercegovačko-neretvanska županija,Oba spola,688
2010,Broj,Hercegovačko-neretvanska županija,Oba spola,861
2011,Broj,Hercegovačko-neretvanska županija,Oba spola,1229
2012,Broj,Hercegovačko-neretvanska županija,Oba spola,1335
2013,Broj,Hercegovačko-neretvanska županija,Oba spola,1219
2014,Broj,Hercegovačko-neretvanska županija,Oba spola,1122
2015,Broj,Hercegovačko-neretvanska županija,Oba spola,833
2016,Broj,Hercegovačko-neretvanska županija,Oba spola,707
2017,Broj,Hercegovačko-neretvanska županija,Oba spola,654
2018,Broj,Hercegovačko-neretvanska županija,Oba spola,668
2019,Broj,Hercegovačko-neretvanska županija,Oba spola,689
2020,Broj,Hercegovačko-neretvanska županija,Oba spola,748
2021,Broj,Hercegovačko-neretvanska županija,Oba spola,887
2022,Broj,Hercegovačko-neretvanska županija,Oba spola,940
2009,Broj,Hercegovačko-neretvanska županija,M,264
2010,Broj,Hercegovačko-neretvanska županija,M,326
2011,Broj,Hercegovačko-neretvanska županija,M,454
2012,Broj,Hercegovačko-neretvanska županija,M,452
2013,Broj,Hercegovačko-neretvanska županija,M,410
2014,Broj,Hercegovačko-neretvanska županija,M,378
2015,Broj,Hercegovačko-neretvanska županija,M,263
2016,Broj,Hercegovačko-neretvanska županija,M,215
2017,Broj,Hercegovačko-neretvanska županija,M,198
2018,Broj,Hercegovačko-neretvanska županija,M,204
2019,Broj,Hercegovačko-neretvanska županija,M,197
2020,Broj,Hercegovačko-neretvanska županija,M,190
2021,Broj,Hercegovačko-neretvanska županija,M,218
2022,Broj,Hercegovačko-neretvanska županija,M,224
2009,Broj,Hercegovačko-neretvanska županija,Ž,424
2010,Broj,Hercegovačko-neretvanska županija,Ž,535
2011,Broj,Hercegovačko-neretvanska županija,Ž,775
2012,Broj,Hercegovačko-neretvanska županija,Ž,883
2013,Broj,Hercegovačko-neretvanska županija,Ž,809
2014,Broj,Hercegovačko-neretvanska županija,Ž,744
2015,Broj,Hercegovačko-neretvanska županija,Ž,570
2016,Broj,Hercegovačko-neretvanska županija,Ž,492
2017,Broj,Hercegovačko-neretvanska županija,Ž,456
2018,Broj,Hercegovačko-neretvanska županija,Ž,464
2019,Broj,Hercegovačko-neretvanska županija,Ž,492
2020,Broj,Hercegovačko-neretvanska županija,Ž,558
2021,Broj,Hercegovačko-neretvanska županija,Ž,669
2022,Broj,Hercegovačko-neretvanska županija,Ž,716
2009,Broj,Zapadno-hercegovačka županija,Oba spola,85
2010,Broj,Zapadno-hercegovačka županija,Oba spola,85
2011,Broj,Zapadno-hercegovačka županija,Oba spola,81
2012,Broj,Zapadno-hercegovačka županija,Oba spola,87
2013,Broj,Zapadno-hercegovačka županija,Oba spola,90
2014,Broj,Zapadno-hercegovačka županija,Oba spola,77
2015,Broj,Zapadno-hercegovačka županija,Oba spola,81
2016,Broj,Zapadno-hercegovačka županija,Oba spola,70
2017,Broj,Zapadno-hercegovačka županija,Oba spola,54
2018,Broj,Zapadno-hercegovačka županija,Oba spola,43
2019,Broj,Zapadno-hercegovačka županija,Oba spola,32
2020,Broj,Zapadno-hercegovačka županija,Oba spola,16
2021,Broj,Zapadno-hercegovačka županija,Oba spola,12
2009,Broj,Zapadno-hercegovačka županija,M,35
2010,Broj,Zapadno-hercegovačka županija,M,35
2011,Broj,Zapadno-hercegovačka županija,M,33
2012,Broj,Zapadno-hercegovačka županija,M,33
2013,Broj,Zapadno-hercegovačka županija,M,35
2014,Broj,Zapadno-hercegovačka županija,M,31
2015,Broj,Zapadno-hercegovačka županija,M,33
2016,Broj,Zapadno-hercegovačka županija,M,28
2017,Broj,Zapadno-hercegovačka županija,M,16
2018,Broj,Zapadno-hercegovačka županija,M,12
2019,Broj,Zapadno-hercegovačka županija,M,12
2020,Broj,Zapadno-hercegovačka županija,M,3
2021,Broj,Zapadno-hercegovačka županija,M,2
2009,Broj,Zapadno-hercegovačka županija,Ž,50
2010,Broj,Zapadno-hercegovačka županija,Ž,50
2011,Broj,Zapadno-hercegovačka županija,Ž,48
2012,Broj,Zapadno-hercegovačka županija,Ž,54
2013,Broj,Zapadno-hercegovačka županija,Ž,55
2014,Broj,Zapadno-hercegovačka županija,Ž,46
2015,Broj,Zapadno-hercegovačka županija,Ž,48
2016,Broj,Zapadno-hercegovačka županija,Ž,42
2017,Broj,Zapadno-hercegovačka županija,Ž,38
2018,Broj,Zapadno-hercegovačka županija,Ž,31
2019,Broj,Zapadno-hercegovačka županija,Ž,20
2020,Broj,Zapadno-hercegovačka županija,Ž,13
2021,Broj,Zapadno-hercegovačka županija,Ž,10
2009,Broj,Sarajevska županija,Oba spola,31
2010,Broj,Sarajevska županija,Oba spola,429
2011,Broj,Sarajevska županija,Oba spola,1186
2012,Broj,Sarajevska županija,Oba spola,1782
2013,Broj,Sarajevska županija,Oba spola,2213
2014,Broj,Sarajevska županija,Oba spola,2615
2015,Broj,Sarajevska županija,Oba spola,2082
2016,Broj,Sarajevska županija,Oba spola,3031
2017,Broj,Sarajevska županija,Oba spola,2902
2018,Broj,Sarajevska županija,Oba spola,3328
2019,Broj,Sarajevska županija,Oba spola,3548
2020,Broj,Sarajevska županija,Oba spola,3497
2021,Broj,Sarajevska županija,Oba spola,3378
2022,Broj,Sarajevska županija,Oba spola,3434
2009,Broj,Sarajevska županija,M,13
2010,Broj,Sarajevska županija,M,187
2011,Broj,Sarajevska županija,M,354
2012,Broj,Sarajevska županija,M,567
2013,Broj,Sarajevska županija,M,738
2014,Broj,Sarajevska županija,M,868
2015,Broj,Sarajevska županija,M,655
2016,Broj,Sarajevska županija,M,974
2017,Broj,Sarajevska županija,M,920
2018,Broj,Sarajevska županija,M,1053
2019,Broj,Sarajevska županija,M,1144
2020,Broj,Sarajevska županija,M,1081
2021,Broj,Sarajevska županija,M,928
2022,Broj,Sarajevska županija,M,904
2009,Broj,Sarajevska županija,Ž,18
2010,Broj,Sarajevska županija,Ž,242
2011,Broj,Sarajevska županija,Ž,832
2012,Broj,Sarajevska županija,Ž,1215
2013,Broj,Sarajevska županija,Ž,1475
2014,Broj,Sarajevska županija,Ž,1747
2015,Broj,Sarajevska županija,Ž,1427
2016,Broj,Sarajevska županija,Ž,2057
2017,Broj,Sarajevska županija,Ž,1982
2018,Broj,Sarajevska županija,Ž,2275
2019,Broj,Sarajevska županija,Ž,2404
2020,Broj,Sarajevska županija,Ž,2416
2021,Broj,Sarajevska županija,Ž,2450
2022,Broj,Sarajevska županija,Ž,2530
