Year,UNIT_MEASURE,Administrativna jedinica,Spol,Value
2012,Broj,Zeničko-dobojski kanton,Oba spola,221
2013,Broj,Zeničko-dobojski kanton,Oba spola,230
2014,Broj,Zeničko-dobojski kanton,Oba spola,227
2015,Broj,Zeničko-dobojski kanton,Oba spola,175
2016,Broj,Zeničko-dobojski kanton,Oba spola,213
2017,Broj,Zeničko-dobojski kanton,Oba spola,175
2018,Broj,Zeničko-dobojski kanton,Oba spola,232
2019,Broj,Zeničko-dobojski kanton,Oba spola,231
2020,Broj,Zeničko-dobojski kanton,Oba spola,257
2021,Broj,Zeničko-dobojski kanton,Oba spola,181
2022,Broj,Zeničko-dobojski kanton,Oba spola,164
2023,Broj,Zeničko-dobojski kanton,Oba spola,292
2009,Broj,Zeničko-dobojski kanton,M,15
2010,Broj,Zeničko-dobojski kanton,M,77
2012,Broj,Zeničko-dobojski kanton,M,93
2013,Broj,Zeničko-dobojski kanton,M,77
2014,Broj,Zeničko-dobojski kanton,M,78
2015,Broj,Zeničko-dobojski kanton,M,61
2016,Broj,Zeničko-dobojski kanton,M,81
2017,Broj,Zeničko-dobojski kanton,M,67
2018,Broj,Zeničko-dobojski kanton,M,66
2019,Broj,Zeničko-dobojski kanton,M,84
2020,Broj,Zeničko-dobojski kanton,M,93
2021,Broj,Zeničko-dobojski kanton,M,73
2022,Broj,Zeničko-dobojski kanton,M,60
2023,Broj,Zeničko-dobojski kanton,M,97
2009,Broj,Zeničko-dobojski kanton,Ž,9
2010,Broj,Zeničko-dobojski kanton,Ž,82
2012,Broj,Zeničko-dobojski kanton,Ž,128
2013,Broj,Zeničko-dobojski kanton,Ž,153
2014,Broj,Zeničko-dobojski kanton,Ž,149
2015,Broj,Zeničko-dobojski kanton,Ž,114
2016,Broj,Zeničko-dobojski kanton,Ž,132
2017,Broj,Zeničko-dobojski kanton,Ž,108
2018,Broj,Zeničko-dobojski kanton,Ž,166
2019,Broj,Zeničko-dobojski kanton,Ž,147
2020,Broj,Zeničko-dobojski kanton,Ž,164
2021,Broj,Zeničko-dobojski kanton,Ž,108
2022,Broj,Zeničko-dobojski kanton,Ž,104
2023,Broj,Zeničko-dobojski kanton,Ž,195
2016,Broj,Bosansko-podrinjski kanton,Oba spola,5
2017,Broj,Bosansko-podrinjski kanton,Oba spola,2
2020,Broj,Bosansko-podrinjski kanton,Oba spola,1
2021,Broj,Bosansko-podrinjski kanton,Oba spola,6
2016,Broj,Bosansko-podrinjski kanton,M,3
2017,Broj,Bosansko-podrinjski kanton,M,2
2020,Broj,Bosansko-podrinjski kanton,M,1
2021,Broj,Bosansko-podrinjski kanton,M,2
2016,Broj,Bosansko-podrinjski kanton,Ž,2
2021,Broj,Bosansko-podrinjski kanton,Ž,4
2010,Broj,Srednjobosanski kanton,Oba spola,39
2011,Broj,Srednjobosanski kanton,Oba spola,171
2012,Broj,Srednjobosanski kanton,Oba spola,203
2013,Broj,Srednjobosanski kanton,Oba spola,184
2014,Broj,Srednjobosanski kanton,Oba spola,222
2015,Broj,Srednjobosanski kanton,Oba spola,234
2016,Broj,Srednjobosanski kanton,Oba spola,208
2017,Broj,Srednjobosanski kanton,Oba spola,276
2018,Broj,Srednjobosanski kanton,Oba spola,315
2019,Broj,Srednjobosanski kanton,Oba spola,300
2020,Broj,Srednjobosanski kanton,Oba spola,352
2021,Broj,Srednjobosanski kanton,Oba spola,383
2022,Broj,Srednjobosanski kanton,Oba spola,357
2023,Broj,Srednjobosanski kanton,Oba spola,354
2010,Broj,Srednjobosanski kanton,M,28
2011,Broj,Srednjobosanski kanton,M,101
2012,Broj,Srednjobosanski kanton,M,130
2013,Broj,Srednjobosanski kanton,M,94
2014,Broj,Srednjobosanski kanton,M,126
2015,Broj,Srednjobosanski kanton,M,134
2016,Broj,Srednjobosanski kanton,M,114
2017,Broj,Srednjobosanski kanton,M,170
2018,Broj,Srednjobosanski kanton,M,177
2019,Broj,Srednjobosanski kanton,M,164
2020,Broj,Srednjobosanski kanton,M,187
2021,Broj,Srednjobosanski kanton,M,188
2022,Broj,Srednjobosanski kanton,M,171
2023,Broj,Srednjobosanski kanton,M,180
2010,Broj,Srednjobosanski kanton,Ž,11
2011,Broj,Srednjobosanski kanton,Ž,70
2012,Broj,Srednjobosanski kanton,Ž,73
2013,Broj,Srednjobosanski kanton,Ž,90
2014,Broj,Srednjobosanski kanton,Ž,96
2015,Broj,Srednjobosanski kanton,Ž,100
2016,Broj,Srednjobosanski kanton,Ž,94
2017,Broj,Srednjobosanski kanton,Ž,106
2018,Broj,Srednjobosanski kanton,Ž,138
2019,Broj,Srednjobosanski kanton,Ž,136
2020,Broj,Srednjobosanski kanton,Ž,165
2021,Broj,Srednjobosanski kanton,Ž,195
2022,Broj,Srednjobosanski kanton,Ž,186
2023,Broj,Srednjobosanski kanton,Ž,174
2009,Broj,Hercegovačko-neretvanski kanton,Oba spola,524
2010,Broj,Hercegovačko-neretvanski kanton,Oba spola,665
2011,Broj,Hercegovačko-neretvanski kanton,Oba spola,1088
2012,Broj,Hercegovačko-neretvanski kanton,Oba spola,1121
2013,Broj,Hercegovačko-neretvanski kanton,Oba spola,1839
2014,Broj,Hercegovačko-neretvanski kanton,Oba spola,1805
2015,Broj,Hercegovačko-neretvanski kanton,Oba spola,1677
2016,Broj,Hercegovačko-neretvanski kanton,Oba spola,1780
2017,Broj,Hercegovačko-neretvanski kanton,Oba spola,2067
2018,Broj,Hercegovačko-neretvanski kanton,Oba spola,2164
2019,Broj,Hercegovačko-neretvanski kanton,Oba spola,2260
2020,Broj,Hercegovačko-neretvanski kanton,Oba spola,2493
2021,Broj,Hercegovačko-neretvanski kanton,Oba spola,2199
2022,Broj,Hercegovačko-neretvanski kanton,Oba spola,2000
2023,Broj,Hercegovačko-neretvanski kanton,Oba spola,1787
2009,Broj,Hercegovačko-neretvanski kanton,M,159
2010,Broj,Hercegovačko-neretvanski kanton,M,217
2011,Broj,Hercegovačko-neretvanski kanton,M,352
2012,Broj,Hercegovačko-neretvanski kanton,M,342
2013,Broj,Hercegovačko-neretvanski kanton,M,572
2014,Broj,Hercegovačko-neretvanski kanton,M,563
2015,Broj,Hercegovačko-neretvanski kanton,M,588
2016,Broj,Hercegovačko-neretvanski kanton,M,633
2017,Broj,Hercegovačko-neretvanski kanton,M,727
2018,Broj,Hercegovačko-neretvanski kanton,M,690
2019,Broj,Hercegovačko-neretvanski kanton,M,824
2020,Broj,Hercegovačko-neretvanski kanton,M,794
2021,Broj,Hercegovačko-neretvanski kanton,M,647
2022,Broj,Hercegovačko-neretvanski kanton,M,619
2023,Broj,Hercegovačko-neretvanski kanton,M,620
2009,Broj,Hercegovačko-neretvanski kanton,Ž,365
2010,Broj,Hercegovačko-neretvanski kanton,Ž,448
2011,Broj,Hercegovačko-neretvanski kanton,Ž,736
2012,Broj,Hercegovačko-neretvanski kanton,Ž,779
2013,Broj,Hercegovačko-neretvanski kanton,Ž,1267
2014,Broj,Hercegovačko-neretvanski kanton,Ž,1242
2015,Broj,Hercegovačko-neretvanski kanton,Ž,1089
2016,Broj,Hercegovačko-neretvanski kanton,Ž,1147
2017,Broj,Hercegovačko-neretvanski kanton,Ž,1340
2018,Broj,Hercegovačko-neretvanski kanton,Ž,1474
2019,Broj,Hercegovačko-neretvanski kanton,Ž,1436
2020,Broj,Hercegovačko-neretvanski kanton,Ž,1699
2021,Broj,Hercegovačko-neretvanski kanton,Ž,1552
2022,Broj,Hercegovačko-neretvanski kanton,Ž,1381
2023,Broj,Hercegovačko-neretvanski kanton,Ž,1167
2019,Broj,Zapadno-hercegovački kanton,Oba spola,7
2020,Broj,Zapadno-hercegovački kanton,Oba spola,9
2021,Broj,Zapadno-hercegovački kanton,Oba spola,26
2022,Broj,Zapadno-hercegovački kanton,Oba spola,31
2019,Broj,Zapadno-hercegovački kanton,M,4
2020,Broj,Zapadno-hercegovački kanton,M,3
2021,Broj,Zapadno-hercegovački kanton,M,8
2022,Broj,Zapadno-hercegovački kanton,M,7
2023,Broj,Zapadno-hercegovački kanton,M,0
2019,Broj,Zapadno-hercegovački kanton,Ž,3
2020,Broj,Zapadno-hercegovački kanton,Ž,6
2021,Broj,Zapadno-hercegovački kanton,Ž,18
2022,Broj,Zapadno-hercegovački kanton,Ž,24
2023,Broj,Zapadno-hercegovački kanton,Ž,0
2009,Broj,Kanton Sarajevo,Oba spola,2333
2010,Broj,Kanton Sarajevo,Oba spola,3342
2011,Broj,Kanton Sarajevo,Oba spola,4928
2012,Broj,Kanton Sarajevo,Oba spola,5701
2013,Broj,Kanton Sarajevo,Oba spola,6200
2014,Broj,Kanton Sarajevo,Oba spola,6223
2015,Broj,Kanton Sarajevo,Oba spola,6629
2016,Broj,Kanton Sarajevo,Oba spola,6165
2017,Broj,Kanton Sarajevo,Oba spola,5954
2018,Broj,Kanton Sarajevo,Oba spola,6449
2019,Broj,Kanton Sarajevo,Oba spola,6706
2020,Broj,Kanton Sarajevo,Oba spola,6996
2021,Broj,Kanton Sarajevo,Oba spola,6571
2022,Broj,Kanton Sarajevo,Oba spola,6357
2023,Broj,Kanton Sarajevo,Oba spola,6291
2009,Broj,Kanton Sarajevo,M,895
2010,Broj,Kanton Sarajevo,M,1247
2011,Broj,Kanton Sarajevo,M,1989
2012,Broj,Kanton Sarajevo,M,2171
2013,Broj,Kanton Sarajevo,M,2395
2014,Broj,Kanton Sarajevo,M,2444
2015,Broj,Kanton Sarajevo,M,2518
2016,Broj,Kanton Sarajevo,M,2374
2017,Broj,Kanton Sarajevo,M,2237
2018,Broj,Kanton Sarajevo,M,2328
2019,Broj,Kanton Sarajevo,M,2414
2020,Broj,Kanton Sarajevo,M,2569
2021,Broj,Kanton Sarajevo,M,2429
2022,Broj,Kanton Sarajevo,M,2225
2023,Broj,Kanton Sarajevo,M,2182
2009,Broj,Kanton Sarajevo,Ž,1438
2010,Broj,Kanton Sarajevo,Ž,2095
2011,Broj,Kanton Sarajevo,Ž,2939
2012,Broj,Kanton Sarajevo,Ž,3530
2013,Broj,Kanton Sarajevo,Ž,3805
2014,Broj,Kanton Sarajevo,Ž,3779
2015,Broj,Kanton Sarajevo,Ž,4111
2016,Broj,Kanton Sarajevo,Ž,3791
2017,Broj,Kanton Sarajevo,Ž,3717
2018,Broj,Kanton Sarajevo,Ž,4121
2019,Broj,Kanton Sarajevo,Ž,4292
2020,Broj,Kanton Sarajevo,Ž,4427
2021,Broj,Kanton Sarajevo,Ž,4142
2022,Broj,Kanton Sarajevo,Ž,4132
2023,Broj,Kanton Sarajevo,Ž,4109
