Year,UNIT_MEASURE,Administrativna jedinica,Spol,Value
2022,Broj,Bosansko-podrinjska županija,M,368
2010,Broj,Bosansko-podrinjska županija,Ž,545
2011,Broj,Bosansko-podrinjska županija,Ž,588
2012,Broj,Bosansko-podrinjska županija,Ž,672
2013,Broj,Bosansko-podrinjska županija,Ž,587
2014,Broj,Bosansko-podrinjska županija,Ž,558
2015,Broj,Bosansko-podrinjska županija,Ž,479
2016,Broj,Bosansko-podrinjska županija,Ž,469
2017,Broj,Bosansko-podrinjska županija,Ž,479
2018,Broj,Bosansko-podrinjska županija,Ž,434
2019,Broj,Bosansko-podrinjska županija,Ž,391
2020,Broj,Bosansko-podrinjska županija,Ž,365
2021,Broj,Bosansko-podrinjska županija,Ž,360
2022,Broj,Bosansko-podrinjska županija,Ž,338
2010,Broj,Srednjobosanska županija,Oba spola,11531
2011,Broj,Srednjobosanska županija,Oba spola,12712
2012,Broj,Srednjobosanska županija,Oba spola,13583
2013,Broj,Srednjobosanska županija,Oba spola,13402
2014,Broj,Srednjobosanska županija,Oba spola,12333
2015,Broj,Srednjobosanska županija,Oba spola,11420
2016,Broj,Srednjobosanska županija,Oba spola,10610
2017,Broj,Srednjobosanska županija,Oba spola,10087
2018,Broj,Srednjobosanska županija,Oba spola,8320
2019,Broj,Srednjobosanska županija,Oba spola,7878
2020,Broj,Srednjobosanska županija,Oba spola,7869
2021,Broj,Srednjobosanska županija,Oba spola,8097
2022,Broj,Srednjobosanska županija,Oba spola,8867
2010,Broj,Srednjobosanska županija,M,5829
2011,Broj,Srednjobosanska županija,M,6467
2012,Broj,Srednjobosanska županija,M,6915
2013,Broj,Srednjobosanska županija,M,6792
2014,Broj,Srednjobosanska županija,M,6120
2015,Broj,Srednjobosanska županija,M,5619
2016,Broj,Srednjobosanska županija,M,5211
2017,Broj,Srednjobosanska županija,M,5032
2018,Broj,Srednjobosanska županija,M,4131
2019,Broj,Srednjobosanska županija,M,3906
2020,Broj,Srednjobosanska županija,M,3922
2021,Broj,Srednjobosanska županija,M,4135
2022,Broj,Srednjobosanska županija,M,4418
2010,Broj,Srednjobosanska županija,Ž,5702
2011,Broj,Srednjobosanska županija,Ž,6245
2012,Broj,Srednjobosanska županija,Ž,6668
2013,Broj,Srednjobosanska županija,Ž,6610
2014,Broj,Srednjobosanska županija,Ž,6213
2015,Broj,Srednjobosanska županija,Ž,5801
2016,Broj,Srednjobosanska županija,Ž,5399
2017,Broj,Srednjobosanska županija,Ž,5055
2018,Broj,Srednjobosanska županija,Ž,4189
2019,Broj,Srednjobosanska županija,Ž,3972
2020,Broj,Srednjobosanska županija,Ž,3947
2021,Broj,Srednjobosanska županija,Ž,3962
2022,Broj,Srednjobosanska županija,Ž,4449
2010,Broj,Hercegovačko-neretvanska županija,Oba spola,9924
2011,Broj,Hercegovačko-neretvanska županija,Oba spola,10847
2012,Broj,Hercegovačko-neretvanska županija,Oba spola,11385
2013,Broj,Hercegovačko-neretvanska županija,Oba spola,11170
2014,Broj,Hercegovačko-neretvanska županija,Oba spola,9621
2015,Broj,Hercegovačko-neretvanska županija,Oba spola,9386
2016,Broj,Hercegovačko-neretvanska županija,Oba spola,8614
2017,Broj,Hercegovačko-neretvanska županija,Oba spola,8089
2018,Broj,Hercegovačko-neretvanska županija,Oba spola,7614
2019,Broj,Hercegovačko-neretvanska županija,Oba spola,7328
2020,Broj,Hercegovačko-neretvanska županija,Oba spola,7055
2021,Broj,Hercegovačko-neretvanska županija,Oba spola,7121
2022,Broj,Hercegovačko-neretvanska županija,Oba spola,7284
2010,Broj,Hercegovačko-neretvanska županija,M,4940
2011,Broj,Hercegovačko-neretvanska županija,M,5391
2012,Broj,Hercegovačko-neretvanska županija,M,5789
2013,Broj,Hercegovačko-neretvanska županija,M,5622
2014,Broj,Hercegovačko-neretvanska županija,M,4641
2015,Broj,Hercegovačko-neretvanska županija,M,4804
2016,Broj,Hercegovačko-neretvanska županija,M,4225
2017,Broj,Hercegovačko-neretvanska županija,M,3993
2018,Broj,Hercegovačko-neretvanska županija,M,3802
2019,Broj,Hercegovačko-neretvanska županija,M,3626
2020,Broj,Hercegovačko-neretvanska županija,M,3489
2021,Broj,Hercegovačko-neretvanska županija,M,3534
2022,Broj,Hercegovačko-neretvanska županija,M,3633
2010,Broj,Hercegovačko-neretvanska županija,Ž,4984
2011,Broj,Hercegovačko-neretvanska županija,Ž,5456
2012,Broj,Hercegovačko-neretvanska županija,Ž,5596
2013,Broj,Hercegovačko-neretvanska županija,Ž,5548
2014,Broj,Hercegovačko-neretvanska županija,Ž,4980
2015,Broj,Hercegovačko-neretvanska županija,Ž,4582
2016,Broj,Hercegovačko-neretvanska županija,Ž,4389
2017,Broj,Hercegovačko-neretvanska županija,Ž,4096
2018,Broj,Hercegovačko-neretvanska županija,Ž,3812
2019,Broj,Hercegovačko-neretvanska županija,Ž,3702
2020,Broj,Hercegovačko-neretvanska županija,Ž,3566
2021,Broj,Hercegovačko-neretvanska županija,Ž,3587
2022,Broj,Hercegovačko-neretvanska županija,Ž,3651
2010,Broj,Zapadno-hercegovačka županija,Oba spola,4115
2011,Broj,Zapadno-hercegovačka županija,Oba spola,4250
2012,Broj,Zapadno-hercegovačka županija,Oba spola,4406
2013,Broj,Zapadno-hercegovačka županija,Oba spola,4494
2014,Broj,Zapadno-hercegovačka županija,Oba spola,4419
2015,Broj,Zapadno-hercegovačka županija,Oba spola,4265
2016,Broj,Zapadno-hercegovačka županija,Oba spola,4029
2017,Broj,Zapadno-hercegovačka županija,Oba spola,3803
2018,Broj,Zapadno-hercegovačka županija,Oba spola,3390
2019,Broj,Zapadno-hercegovačka županija,Oba spola,3265
2020,Broj,Zapadno-hercegovačka županija,Oba spola,3138
2021,Broj,Zapadno-hercegovačka županija,Oba spola,3168
2022,Broj,Zapadno-hercegovačka županija,Oba spola,3281
2010,Broj,Zapadno-hercegovačka županija,M,1989
2011,Broj,Zapadno-hercegovačka županija,M,2075
2012,Broj,Zapadno-hercegovačka županija,M,2174
2013,Broj,Zapadno-hercegovačka županija,M,2211
2014,Broj,Zapadno-hercegovačka županija,M,2166
2015,Broj,Zapadno-hercegovačka županija,M,2087
2016,Broj,Zapadno-hercegovačka županija,M,1959
2017,Broj,Zapadno-hercegovačka županija,M,1867
2018,Broj,Zapadno-hercegovačka županija,M,1708
2019,Broj,Zapadno-hercegovačka županija,M,1637
2020,Broj,Zapadno-hercegovačka županija,M,1589
2021,Broj,Zapadno-hercegovačka županija,M,1600
2022,Broj,Zapadno-hercegovačka županija,M,1621
2010,Broj,Zapadno-hercegovačka županija,Ž,2126
2011,Broj,Zapadno-hercegovačka županija,Ž,2175
2012,Broj,Zapadno-hercegovačka županija,Ž,2232
2013,Broj,Zapadno-hercegovačka županija,Ž,2283
2014,Broj,Zapadno-hercegovačka županija,Ž,2253
2015,Broj,Zapadno-hercegovačka županija,Ž,2178
2016,Broj,Zapadno-hercegovačka županija,Ž,2070
2017,Broj,Zapadno-hercegovačka županija,Ž,1936
2018,Broj,Zapadno-hercegovačka županija,Ž,1682
2019,Broj,Zapadno-hercegovačka županija,Ž,1628
2020,Broj,Zapadno-hercegovačka županija,Ž,1549
2021,Broj,Zapadno-hercegovačka županija,Ž,1568
2022,Broj,Zapadno-hercegovačka županija,Ž,1660
2010,Broj,Sarajevska županija,Oba spola,18625
2011,Broj,Sarajevska županija,Oba spola,20301
2012,Broj,Sarajevska županija,Oba spola,21229
2013,Broj,Sarajevska županija,Oba spola,18966
2014,Broj,Sarajevska županija,Oba spola,17904
2015,Broj,Sarajevska županija,Oba spola,16148
2016,Broj,Sarajevska županija,Oba spola,15285
2017,Broj,Sarajevska županija,Oba spola,15926
2018,Broj,Sarajevska županija,Oba spola,15162
2019,Broj,Sarajevska županija,Oba spola,14733
2020,Broj,Sarajevska županija,Oba spola,14750
2021,Broj,Sarajevska županija,Oba spola,14679
2022,Broj,Sarajevska županija,Oba spola,14770
2010,Broj,Sarajevska županija,M,9360
2011,Broj,Sarajevska županija,M,10307
2012,Broj,Sarajevska županija,M,10700
2013,Broj,Sarajevska županija,M,9551
2014,Broj,Sarajevska županija,M,9071
2015,Broj,Sarajevska županija,M,8075
2016,Broj,Sarajevska županija,M,7678
2017,Broj,Sarajevska županija,M,7965
2018,Broj,Sarajevska županija,M,7604
2019,Broj,Sarajevska županija,M,7432
2020,Broj,Sarajevska županija,M,7392
2021,Broj,Sarajevska županija,M,7353
2022,Broj,Sarajevska županija,M,7320
2010,Broj,Sarajevska županija,Ž,9265
2011,Broj,Sarajevska županija,Ž,9994
2012,Broj,Sarajevska županija,Ž,10529
2013,Broj,Sarajevska županija,Ž,9415
2014,Broj,Sarajevska županija,Ž,8833
2015,Broj,Sarajevska županija,Ž,8073
2016,Broj,Sarajevska županija,Ž,7607
2017,Broj,Sarajevska županija,Ž,7961
2018,Broj,Sarajevska županija,Ž,7558
2019,Broj,Sarajevska županija,Ž,7301
2020,Broj,Sarajevska županija,Ž,7358
2021,Broj,Sarajevska županija,Ž,7326
2022,Broj,Sarajevska županija,Ž,7450
2010,Broj,Županija 10,Oba spola,2626
2011,Broj,Županija 10,Oba spola,2731
2012,Broj,Županija 10,Oba spola,2864
2013,Broj,Županija 10,Oba spola,2824
2014,Broj,Županija 10,Oba spola,2740
2015,Broj,Županija 10,Oba spola,2283
2016,Broj,Županija 10,Oba spola,2041
2017,Broj,Županija 10,Oba spola,1957
2018,Broj,Županija 10,Oba spola,1917
2019,Broj,Županija 10,Oba spola,2058
2020,Broj,Županija 10,Oba spola,2043
2021,Broj,Županija 10,Oba spola,1947
2022,Broj,Županija 10,Oba spola,1817
2010,Broj,Županija 10,M,1321
2011,Broj,Županija 10,M,1354
2012,Broj,Županija 10,M,1397
2013,Broj,Županija 10,M,1381
2014,Broj,Županija 10,M,1334
2015,Broj,Županija 10,M,1109
2016,Broj,Županija 10,M,1000
2017,Broj,Županija 10,M,959
2018,Broj,Županija 10,M,959
2019,Broj,Županija 10,M,1027
2020,Broj,Županija 10,M,1070
2021,Broj,Županija 10,M,1007
2022,Broj,Županija 10,M,921
2010,Broj,Županija 10,Ž,1305
2011,Broj,Županija 10,Ž,1377
2012,Broj,Županija 10,Ž,1467
2013,Broj,Županija 10,Ž,1443
2014,Broj,Županija 10,Ž,1406
2015,Broj,Županija 10,Ž,1174
2016,Broj,Županija 10,Ž,1041
2017,Broj,Županija 10,Ž,998
2018,Broj,Županija 10,Ž,958
2019,Broj,Županija 10,Ž,1031
2020,Broj,Županija 10,Ž,973
2021,Broj,Županija 10,Ž,940
2022,Broj,Županija 10,Ž,896
