Year,UNIT_MEASURE,Administrative Area,Age,Sex,Value
2013,Number,Zenica-Doboj Canton,32,F,2479
2013,Number,Zenica-Doboj Canton,33,F,2440
2013,Number,Zenica-Doboj Canton,34,F,2449
2013,Number,Zenica-Doboj Canton,35,F,2502
2013,Number,Zenica-Doboj Canton,36,F,2529
2013,Number,Zenica-Doboj Canton,37,F,2620
2013,Number,Zenica-Doboj Canton,38,F,2482
2013,Number,Zenica-Doboj Canton,39,F,2499
2013,Number,Zenica-Doboj Canton,40,F,2452
2013,Number,Zenica-Doboj Canton,41,F,2641
2013,Number,Zenica-Doboj Canton,42,F,2517
2013,Number,Zenica-Doboj Canton,43,F,2476
2013,Number,Zenica-Doboj Canton,44,F,2549
2013,Number,Zenica-Doboj Canton,45,F,2640
2013,Number,Zenica-Doboj Canton,46,F,2746
2013,Number,Zenica-Doboj Canton,47,F,2926
2013,Number,Zenica-Doboj Canton,48,F,2995
2013,Number,Zenica-Doboj Canton,49,F,2801
2013,Number,Zenica-Doboj Canton,50,F,2935
2013,Number,Zenica-Doboj Canton,51,F,3103
2013,Number,Zenica-Doboj Canton,52,F,3018
2013,Number,Zenica-Doboj Canton,53,F,2987
2013,Number,Zenica-Doboj Canton,54,F,2902
2013,Number,Zenica-Doboj Canton,55,F,2874
2013,Number,Zenica-Doboj Canton,56,F,2600
2013,Number,Zenica-Doboj Canton,57,F,2662
2013,Number,Zenica-Doboj Canton,58,F,2713
2013,Number,Zenica-Doboj Canton,59,F,2521
2013,Number,Zenica-Doboj Canton,60,F,2514
2013,Number,Zenica-Doboj Canton,61,F,2360
2013,Number,Zenica-Doboj Canton,62,F,2162
2013,Number,Zenica-Doboj Canton,63,F,2158
2013,Number,Zenica-Doboj Canton,64,F,1982
2013,Number,Zenica-Doboj Canton,65,F,1838
2013,Number,Zenica-Doboj Canton,66,F,1930
2013,Number,Zenica-Doboj Canton,67,F,1516
2013,Number,Zenica-Doboj Canton,68,F,1315
2013,Number,Zenica-Doboj Canton,69,F,1158
2013,Number,Zenica-Doboj Canton,70,F,1298
2013,Number,Zenica-Doboj Canton,71,F,1412
2013,Number,Zenica-Doboj Canton,72,F,1480
2013,Number,Zenica-Doboj Canton,73,F,1491
2013,Number,Zenica-Doboj Canton,74,F,1260
2013,Number,Zenica-Doboj Canton,75,F,1288
2013,Number,Zenica-Doboj Canton,76,F,1157
2013,Number,Zenica-Doboj Canton,77,F,1132
2013,Number,Zenica-Doboj Canton,78,F,982
2013,Number,Zenica-Doboj Canton,79,F,809
2013,Number,Zenica-Doboj Canton,80,F,710
2013,Number,Zenica-Doboj Canton,81,F,690
2013,Number,Zenica-Doboj Canton,82,F,507
2013,Number,Zenica-Doboj Canton,83,F,472
2013,Number,Zenica-Doboj Canton,84,F,363
2013,Number,Zenica-Doboj Canton,85+,F,1120
2013,Number,Bosnian-Podrinje Canton,Total,F,12117
2013,Number,Bosnian-Podrinje Canton,0,F,99
2013,Number,Bosnian-Podrinje Canton,1,F,95
2013,Number,Bosnian-Podrinje Canton,2,F,103
2013,Number,Bosnian-Podrinje Canton,3,F,116
2013,Number,Bosnian-Podrinje Canton,4,F,104
2013,Number,Bosnian-Podrinje Canton,5,F,84
2013,Number,Bosnian-Podrinje Canton,6,F,86
2013,Number,Bosnian-Podrinje Canton,7,F,76
2013,Number,Bosnian-Podrinje Canton,8,F,99
2013,Number,Bosnian-Podrinje Canton,9,F,93
2013,Number,Bosnian-Podrinje Canton,10,F,101
2013,Number,Bosnian-Podrinje Canton,11,F,109
2013,Number,Bosnian-Podrinje Canton,12,F,110
2013,Number,Bosnian-Podrinje Canton,13,F,140
2013,Number,Bosnian-Podrinje Canton,14,F,135
2013,Number,Bosnian-Podrinje Canton,15,F,148
2013,Number,Bosnian-Podrinje Canton,16,F,214
2013,Number,Bosnian-Podrinje Canton,17,F,164
2013,Number,Bosnian-Podrinje Canton,18,F,167
2013,Number,Bosnian-Podrinje Canton,19,F,148
2013,Number,Bosnian-Podrinje Canton,20,F,120
2013,Number,Bosnian-Podrinje Canton,21,F,125
2013,Number,Bosnian-Podrinje Canton,22,F,160
2013,Number,Bosnian-Podrinje Canton,23,F,147
2013,Number,Bosnian-Podrinje Canton,24,F,136
2013,Number,Bosnian-Podrinje Canton,25,F,162
2013,Number,Bosnian-Podrinje Canton,26,F,155
2013,Number,Bosnian-Podrinje Canton,27,F,131
2013,Number,Bosnian-Podrinje Canton,28,F,145
2013,Number,Bosnian-Podrinje Canton,29,F,170
2013,Number,Bosnian-Podrinje Canton,30,F,166
2013,Number,Bosnian-Podrinje Canton,31,F,148
2013,Number,Bosnian-Podrinje Canton,32,F,157
2013,Number,Bosnian-Podrinje Canton,33,F,164
2013,Number,Bosnian-Podrinje Canton,34,F,145
2013,Number,Bosnian-Podrinje Canton,35,F,152
2013,Number,Bosnian-Podrinje Canton,36,F,160
2013,Number,Bosnian-Podrinje Canton,37,F,125
2013,Number,Bosnian-Podrinje Canton,38,F,143
2013,Number,Bosnian-Podrinje Canton,39,F,137
2013,Number,Bosnian-Podrinje Canton,40,F,155
2013,Number,Bosnian-Podrinje Canton,41,F,123
2013,Number,Bosnian-Podrinje Canton,42,F,147
2013,Number,Bosnian-Podrinje Canton,43,F,132
2013,Number,Bosnian-Podrinje Canton,44,F,146
2013,Number,Bosnian-Podrinje Canton,45,F,180
2013,Number,Bosnian-Podrinje Canton,46,F,144
2013,Number,Bosnian-Podrinje Canton,47,F,194
2013,Number,Bosnian-Podrinje Canton,48,F,193
2013,Number,Bosnian-Podrinje Canton,49,F,157
2013,Number,Bosnian-Podrinje Canton,50,F,169
2013,Number,Bosnian-Podrinje Canton,51,F,216
2013,Number,Bosnian-Podrinje Canton,52,F,178
2013,Number,Bosnian-Podrinje Canton,53,F,185
2013,Number,Bosnian-Podrinje Canton,54,F,227
2013,Number,Bosnian-Podrinje Canton,55,F,208
2013,Number,Bosnian-Podrinje Canton,56,F,202
2013,Number,Bosnian-Podrinje Canton,57,F,227
2013,Number,Bosnian-Podrinje Canton,58,F,213
2013,Number,Bosnian-Podrinje Canton,59,F,209
2013,Number,Bosnian-Podrinje Canton,60,F,217
2013,Number,Bosnian-Podrinje Canton,61,F,189
2013,Number,Bosnian-Podrinje Canton,62,F,153
2013,Number,Bosnian-Podrinje Canton,63,F,173
2013,Number,Bosnian-Podrinje Canton,64,F,193
2013,Number,Bosnian-Podrinje Canton,65,F,141
2013,Number,Bosnian-Podrinje Canton,66,F,160
2013,Number,Bosnian-Podrinje Canton,67,F,110
2013,Number,Bosnian-Podrinje Canton,68,F,133
2013,Number,Bosnian-Podrinje Canton,69,F,81
2013,Number,Bosnian-Podrinje Canton,70,F,95
2013,Number,Bosnian-Podrinje Canton,71,F,97
2013,Number,Bosnian-Podrinje Canton,72,F,129
2013,Number,Bosnian-Podrinje Canton,73,F,129
2013,Number,Bosnian-Podrinje Canton,74,F,149
2013,Number,Bosnian-Podrinje Canton,75,F,135
2013,Number,Bosnian-Podrinje Canton,76,F,122
2013,Number,Bosnian-Podrinje Canton,77,F,114
2013,Number,Bosnian-Podrinje Canton,78,F,115
2013,Number,Bosnian-Podrinje Canton,79,F,106
2013,Number,Bosnian-Podrinje Canton,80,F,71
2013,Number,Bosnian-Podrinje Canton,81,F,84
2013,Number,Bosnian-Podrinje Canton,82,F,38
2013,Number,Bosnian-Podrinje Canton,83,F,48
2013,Number,Bosnian-Podrinje Canton,84,F,45
2013,Number,Bosnian-Podrinje Canton,85+,F,146
2013,Number,Central Bosnia Canton,Total,F,127420
2013,Number,Central Bosnia Canton,0,F,1170
2013,Number,Central Bosnia Canton,1,F,1209
2013,Number,Central Bosnia Canton,2,F,1283
2013,Number,Central Bosnia Canton,3,F,1295
2013,Number,Central Bosnia Canton,4,F,1298
2013,Number,Central Bosnia Canton,5,F,1343
2013,Number,Central Bosnia Canton,6,F,1334
2013,Number,Central Bosnia Canton,7,F,1430
2013,Number,Central Bosnia Canton,8,F,1411
2013,Number,Central Bosnia Canton,9,F,1415
2013,Number,Central Bosnia Canton,10,F,1454
2013,Number,Central Bosnia Canton,11,F,1423
2013,Number,Central Bosnia Canton,12,F,1569
2013,Number,Central Bosnia Canton,13,F,1563
2013,Number,Central Bosnia Canton,14,F,1754
2013,Number,Central Bosnia Canton,15,F,1809
2013,Number,Central Bosnia Canton,16,F,2057
2013,Number,Central Bosnia Canton,17,F,2156
2013,Number,Central Bosnia Canton,18,F,2115
2013,Number,Central Bosnia Canton,19,F,1510
2013,Number,Central Bosnia Canton,20,F,1425
2013,Number,Central Bosnia Canton,21,F,1730
2013,Number,Central Bosnia Canton,22,F,1830
2013,Number,Central Bosnia Canton,23,F,1778
2013,Number,Central Bosnia Canton,24,F,1833
2013,Number,Central Bosnia Canton,25,F,1893
2013,Number,Central Bosnia Canton,26,F,1685
2013,Number,Central Bosnia Canton,27,F,1790
2013,Number,Central Bosnia Canton,28,F,1740
2013,Number,Central Bosnia Canton,29,F,1841
2013,Number,Central Bosnia Canton,30,F,1773
2013,Number,Central Bosnia Canton,31,F,1682
2013,Number,Central Bosnia Canton,32,F,1803
2013,Number,Central Bosnia Canton,33,F,1754
2013,Number,Central Bosnia Canton,34,F,1758
2013,Number,Central Bosnia Canton,35,F,1775
2013,Number,Central Bosnia Canton,36,F,1785
2013,Number,Central Bosnia Canton,37,F,1817
2013,Number,Central Bosnia Canton,38,F,1749
2013,Number,Central Bosnia Canton,39,F,1765
2013,Number,Central Bosnia Canton,40,F,1740
2013,Number,Central Bosnia Canton,41,F,1814
2013,Number,Central Bosnia Canton,42,F,1746
2013,Number,Central Bosnia Canton,43,F,1685
2013,Number,Central Bosnia Canton,44,F,1876
2013,Number,Central Bosnia Canton,45,F,1904
2013,Number,Central Bosnia Canton,46,F,1876
2013,Number,Central Bosnia Canton,47,F,1981
2013,Number,Central Bosnia Canton,48,F,1960
2013,Number,Central Bosnia Canton,49,F,1948
2013,Number,Central Bosnia Canton,50,F,2062
2013,Number,Central Bosnia Canton,51,F,2086
2013,Number,Central Bosnia Canton,52,F,1957
2013,Number,Central Bosnia Canton,53,F,1989
2013,Number,Central Bosnia Canton,54,F,1982
2013,Number,Central Bosnia Canton,55,F,1849
2013,Number,Central Bosnia Canton,56,F,1834
2013,Number,Central Bosnia Canton,57,F,1805
2013,Number,Central Bosnia Canton,58,F,1785
2013,Number,Central Bosnia Canton,59,F,1697
2013,Number,Central Bosnia Canton,60,F,1640
2013,Number,Central Bosnia Canton,61,F,1514
2013,Number,Central Bosnia Canton,62,F,1397
2013,Number,Central Bosnia Canton,63,F,1446
2013,Number,Central Bosnia Canton,64,F,1306
2013,Number,Central Bosnia Canton,65,F,1225
2013,Number,Central Bosnia Canton,66,F,1159
2013,Number,Central Bosnia Canton,67,F,905
2013,Number,Central Bosnia Canton,68,F,891
2013,Number,Central Bosnia Canton,69,F,867
2013,Number,Central Bosnia Canton,70,F,938
2013,Number,Central Bosnia Canton,71,F,1022
2013,Number,Central Bosnia Canton,72,F,1024
2013,Number,Central Bosnia Canton,73,F,1143
2013,Number,Central Bosnia Canton,74,F,1008
2013,Number,Central Bosnia Canton,75,F,861
2013,Number,Central Bosnia Canton,76,F,804
2013,Number,Central Bosnia Canton,77,F,800
2013,Number,Central Bosnia Canton,78,F,712
2013,Number,Central Bosnia Canton,79,F,575
2013,Number,Central Bosnia Canton,80,F,500
2013,Number,Central Bosnia Canton,81,F,472
2013,Number,Central Bosnia Canton,82,F,378
2013,Number,Central Bosnia Canton,83,F,355
2013,Number,Central Bosnia Canton,84,F,259
2013,Number,Central Bosnia Canton,85+,F,839
2013,Number,Herzegovina-Neretva Canton,Total,F,112989
2013,Number,Herzegovina-Neretva Canton,0,F,1031
2013,Number,Herzegovina-Neretva Canton,1,F,1057
2013,Number,Herzegovina-Neretva Canton,2,F,1054
2013,Number,Herzegovina-Neretva Canton,3,F,1041
2013,Number,Herzegovina-Neretva Canton,4,F,1086
2013,Number,Herzegovina-Neretva Canton,5,F,1052
2013,Number,Herzegovina-Neretva Canton,6,F,1009
2013,Number,Herzegovina-Neretva Canton,7,F,1056
2013,Number,Herzegovina-Neretva Canton,8,F,1080
2013,Number,Herzegovina-Neretva Canton,9,F,1098
2013,Number,Herzegovina-Neretva Canton,10,F,1121
2013,Number,Herzegovina-Neretva Canton,11,F,1249
2013,Number,Herzegovina-Neretva Canton,12,F,1196
2013,Number,Herzegovina-Neretva Canton,13,F,1270
2013,Number,Herzegovina-Neretva Canton,14,F,1370
2013,Number,Herzegovina-Neretva Canton,15,F,1448
2013,Number,Herzegovina-Neretva Canton,16,F,1600
2013,Number,Herzegovina-Neretva Canton,17,F,1716
2013,Number,Herzegovina-Neretva Canton,18,F,1725
2013,Number,Herzegovina-Neretva Canton,19,F,1443
2013,Number,Herzegovina-Neretva Canton,20,F,1221
2013,Number,Herzegovina-Neretva Canton,21,F,1394
2013,Number,Herzegovina-Neretva Canton,22,F,1502
2013,Number,Herzegovina-Neretva Canton,23,F,1517
2013,Number,Herzegovina-Neretva Canton,24,F,1536
2013,Number,Herzegovina-Neretva Canton,25,F,1477
2013,Number,Herzegovina-Neretva Canton,26,F,1476
2013,Number,Herzegovina-Neretva Canton,27,F,1545
2013,Number,Herzegovina-Neretva Canton,28,F,1528
2013,Number,Herzegovina-Neretva Canton,29,F,1585
2013,Number,Herzegovina-Neretva Canton,30,F,1504
2013,Number,Herzegovina-Neretva Canton,31,F,1406
2013,Number,Herzegovina-Neretva Canton,32,F,1515
2013,Number,Herzegovina-Neretva Canton,33,F,1466
2013,Number,Herzegovina-Neretva Canton,34,F,1441
2013,Number,Herzegovina-Neretva Canton,35,F,1418
2013,Number,Herzegovina-Neretva Canton,36,F,1482
2013,Number,Herzegovina-Neretva Canton,37,F,1436
2013,Number,Herzegovina-Neretva Canton,38,F,1424
2013,Number,Herzegovina-Neretva Canton,39,F,1400
2013,Number,Herzegovina-Neretva Canton,40,F,1466
2013,Number,Herzegovina-Neretva Canton,41,F,1468
2013,Number,Herzegovina-Neretva Canton,42,F,1362
2013,Number,Herzegovina-Neretva Canton,43,F,1383
2013,Number,Herzegovina-Neretva Canton,44,F,1504
2013,Number,Herzegovina-Neretva Canton,45,F,1582
2013,Number,Herzegovina-Neretva Canton,46,F,1583
2013,Number,Herzegovina-Neretva Canton,47,F,1597
2013,Number,Herzegovina-Neretva Canton,48,F,1698
2013,Number,Herzegovina-Neretva Canton,49,F,1663
2013,Number,Herzegovina-Neretva Canton,50,F,1715
2013,Number,Herzegovina-Neretva Canton,51,F,1716
2013,Number,Herzegovina-Neretva Canton,52,F,1733
2013,Number,Herzegovina-Neretva Canton,53,F,1812
2013,Number,Herzegovina-Neretva Canton,54,F,1810
2013,Number,Herzegovina-Neretva Canton,55,F,1725
2013,Number,Herzegovina-Neretva Canton,56,F,1622
2013,Number,Herzegovina-Neretva Canton,57,F,1548
2013,Number,Herzegovina-Neretva Canton,58,F,1561
2013,Number,Herzegovina-Neretva Canton,59,F,1456
2013,Number,Herzegovina-Neretva Canton,60,F,1471
2013,Number,Herzegovina-Neretva Canton,61,F,1359
2013,Number,Herzegovina-Neretva Canton,62,F,1315
2013,Number,Herzegovina-Neretva Canton,63,F,1365
2013,Number,Herzegovina-Neretva Canton,64,F,1255
2013,Number,Herzegovina-Neretva Canton,65,F,1112
2013,Number,Herzegovina-Neretva Canton,66,F,1182
2013,Number,Herzegovina-Neretva Canton,67,F,809
2013,Number,Herzegovina-Neretva Canton,68,F,925
2013,Number,Herzegovina-Neretva Canton,69,F,889
2013,Number,Herzegovina-Neretva Canton,70,F,843
2013,Number,Herzegovina-Neretva Canton,71,F,1077
2013,Number,Herzegovina-Neretva Canton,72,F,1103
2013,Number,Herzegovina-Neretva Canton,73,F,1258
2013,Number,Herzegovina-Neretva Canton,74,F,1168
2013,Number,Herzegovina-Neretva Canton,75,F,1124
2013,Number,Herzegovina-Neretva Canton,76,F,1001
2013,Number,Herzegovina-Neretva Canton,77,F,935
2013,Number,Herzegovina-Neretva Canton,78,F,934
2013,Number,Herzegovina-Neretva Canton,79,F,892
2013,Number,Herzegovina-Neretva Canton,80,F,772
2013,Number,Herzegovina-Neretva Canton,81,F,754
2013,Number,Herzegovina-Neretva Canton,82,F,632
2013,Number,Herzegovina-Neretva Canton,83,F,513
2013,Number,Herzegovina-Neretva Canton,84,F,453
2013,Number,Herzegovina-Neretva Canton,85+,F,1869
2013,Number,West Herzegovina Canton,Total,F,47587
2013,Number,West Herzegovina Canton,0,F,457
2013,Number,West Herzegovina Canton,1,F,480
2013,Number,West Herzegovina Canton,2,F,496
2013,Number,West Herzegovina Canton,3,F,486
2013,Number,West Herzegovina Canton,4,F,503
2013,Number,West Herzegovina Canton,5,F,507
2013,Number,West Herzegovina Canton,6,F,551
2013,Number,West Herzegovina Canton,7,F,535
2013,Number,West Herzegovina Canton,8,F,538
2013,Number,West Herzegovina Canton,9,F,525
2013,Number,West Herzegovina Canton,10,F,562
2013,Number,West Herzegovina Canton,11,F,600
2013,Number,West Herzegovina Canton,12,F,601
2013,Number,West Herzegovina Canton,13,F,658
2013,Number,West Herzegovina Canton,14,F,719
2013,Number,West Herzegovina Canton,15,F,750
2013,Number,West Herzegovina Canton,16,F,719
2013,Number,West Herzegovina Canton,17,F,694
2013,Number,West Herzegovina Canton,18,F,743
2013,Number,West Herzegovina Canton,19,F,694
2013,Number,West Herzegovina Canton,20,F,703
2013,Number,West Herzegovina Canton,21,F,674
2013,Number,West Herzegovina Canton,22,F,727
2013,Number,West Herzegovina Canton,23,F,665
2013,Number,West Herzegovina Canton,24,F,626
2013,Number,West Herzegovina Canton,25,F,658
2013,Number,West Herzegovina Canton,26,F,666
2013,Number,West Herzegovina Canton,27,F,666
2013,Number,West Herzegovina Canton,28,F,620
2013,Number,West Herzegovina Canton,29,F,625
2013,Number,West Herzegovina Canton,30,F,594
2013,Number,West Herzegovina Canton,31,F,572
2013,Number,West Herzegovina Canton,32,F,574
2013,Number,West Herzegovina Canton,33,F,578
2013,Number,West Herzegovina Canton,34,F,557
2013,Number,West Herzegovina Canton,35,F,562
2013,Number,West Herzegovina Canton,36,F,590
2013,Number,West Herzegovina Canton,37,F,630
2013,Number,West Herzegovina Canton,38,F,627
2013,Number,West Herzegovina Canton,39,F,615
2013,Number,West Herzegovina Canton,40,F,627
2013,Number,West Herzegovina Canton,41,F,663
2013,Number,West Herzegovina Canton,42,F,641
2013,Number,West Herzegovina Canton,43,F,572
2013,Number,West Herzegovina Canton,44,F,698
2013,Number,West Herzegovina Canton,45,F,690
2013,Number,West Herzegovina Canton,46,F,671
2013,Number,West Herzegovina Canton,47,F,657
2013,Number,West Herzegovina Canton,48,F,683
2013,Number,West Herzegovina Canton,49,F,703
2013,Number,West Herzegovina Canton,50,F,661
2013,Number,West Herzegovina Canton,51,F,647
2013,Number,West Herzegovina Canton,52,F,668
2013,Number,West Herzegovina Canton,53,F,643
2013,Number,West Herzegovina Canton,54,F,619
2013,Number,West Herzegovina Canton,55,F,597
2013,Number,West Herzegovina Canton,56,F,531
2013,Number,West Herzegovina Canton,57,F,555
2013,Number,West Herzegovina Canton,58,F,568
2013,Number,West Herzegovina Canton,59,F,464
2013,Number,West Herzegovina Canton,60,F,446
2013,Number,West Herzegovina Canton,61,F,440
2013,Number,West Herzegovina Canton,62,F,397
2013,Number,West Herzegovina Canton,63,F,443
2013,Number,West Herzegovina Canton,64,F,434
2013,Number,West Herzegovina Canton,65,F,355
2013,Number,West Herzegovina Canton,66,F,407
2013,Number,West Herzegovina Canton,67,F,263
2013,Number,West Herzegovina Canton,68,F,356
2013,Number,West Herzegovina Canton,69,F,332
2013,Number,West Herzegovina Canton,70,F,280
2013,Number,West Herzegovina Canton,71,F,429
2013,Number,West Herzegovina Canton,72,F,456
2013,Number,West Herzegovina Canton,73,F,502
2013,Number,West Herzegovina Canton,74,F,500
2013,Number,West Herzegovina Canton,75,F,476
2013,Number,West Herzegovina Canton,76,F,437
2013,Number,West Herzegovina Canton,77,F,381
2013,Number,West Herzegovina Canton,78,F,401
2013,Number,West Herzegovina Canton,79,F,415
2013,Number,West Herzegovina Canton,80,F,339
2013,Number,West Herzegovina Canton,81,F,315
2013,Number,West Herzegovina Canton,82,F,295
2013,Number,West Herzegovina Canton,83,F,261
2013,Number,West Herzegovina Canton,84,F,211
2013,Number,West Herzegovina Canton,85+,F,1111
2013,Number,Sarajevo Canton,Total,F,218432
2013,Number,Sarajevo Canton,0,F,2134
2013,Number,Sarajevo Canton,1,F,2173
2013,Number,Sarajevo Canton,2,F,2157
2013,Number,Sarajevo Canton,3,F,2176
2013,Number,Sarajevo Canton,4,F,2264
2013,Number,Sarajevo Canton,5,F,2123
2013,Number,Sarajevo Canton,6,F,2034
2013,Number,Sarajevo Canton,7,F,2023
2013,Number,Sarajevo Canton,8,F,1887
2013,Number,Sarajevo Canton,9,F,1887
2013,Number,Sarajevo Canton,10,F,1877
2013,Number,Sarajevo Canton,11,F,1886
2013,Number,Sarajevo Canton,12,F,1948
2013,Number,Sarajevo Canton,13,F,2053
2013,Number,Sarajevo Canton,14,F,2175
2013,Number,Sarajevo Canton,15,F,2420
2013,Number,Sarajevo Canton,16,F,2735
2013,Number,Sarajevo Canton,17,F,2661
2013,Number,Sarajevo Canton,18,F,2869
2013,Number,Sarajevo Canton,19,F,2207
2013,Number,Sarajevo Canton,20,F,1866
2013,Number,Sarajevo Canton,21,F,2443
2013,Number,Sarajevo Canton,22,F,2602
2013,Number,Sarajevo Canton,23,F,2830
2013,Number,Sarajevo Canton,24,F,2898
2013,Number,Sarajevo Canton,25,F,3130
2013,Number,Sarajevo Canton,26,F,3084
2013,Number,Sarajevo Canton,27,F,3271
2013,Number,Sarajevo Canton,28,F,3406
2013,Number,Sarajevo Canton,29,F,3506
2013,Number,Sarajevo Canton,30,F,3458
2013,Number,Sarajevo Canton,31,F,3591
2013,Number,Sarajevo Canton,32,F,3467
2013,Number,Sarajevo Canton,33,F,3543
2013,Number,Sarajevo Canton,34,F,3380
2013,Number,Sarajevo Canton,35,F,3289
2013,Number,Sarajevo Canton,36,F,3189
2013,Number,Sarajevo Canton,37,F,3172
2013,Number,Sarajevo Canton,38,F,2992
2013,Number,Sarajevo Canton,39,F,2983
2013,Number,Sarajevo Canton,40,F,2768
2013,Number,Sarajevo Canton,41,F,2831
2013,Number,Sarajevo Canton,42,F,2841
2013,Number,Sarajevo Canton,43,F,2752
2013,Number,Sarajevo Canton,44,F,2891
2013,Number,Sarajevo Canton,45,F,2850
2013,Number,Sarajevo Canton,46,F,2974
2013,Number,Sarajevo Canton,47,F,3093
2013,Number,Sarajevo Canton,48,F,3145
2013,Number,Sarajevo Canton,49,F,3119
2013,Number,Sarajevo Canton,50,F,3172
2013,Number,Sarajevo Canton,51,F,3527
2013,Number,Sarajevo Canton,52,F,3248
2013,Number,Sarajevo Canton,53,F,3362
2013,Number,Sarajevo Canton,54,F,3397
2013,Number,Sarajevo Canton,55,F,3554
2013,Number,Sarajevo Canton,56,F,3310
2013,Number,Sarajevo Canton,57,F,3244
2013,Number,Sarajevo Canton,58,F,3475
2013,Number,Sarajevo Canton,59,F,3312
2013,Number,Sarajevo Canton,60,F,3293
2013,Number,Sarajevo Canton,61,F,3238
2013,Number,Sarajevo Canton,62,F,2987
2013,Number,Sarajevo Canton,63,F,2941
2013,Number,Sarajevo Canton,64,F,2783
2013,Number,Sarajevo Canton,65,F,2455
2013,Number,Sarajevo Canton,66,F,2463
2013,Number,Sarajevo Canton,67,F,1880
2013,Number,Sarajevo Canton,68,F,1834
2013,Number,Sarajevo Canton,69,F,1579
2013,Number,Sarajevo Canton,70,F,1582
2013,Number,Sarajevo Canton,71,F,1740
2013,Number,Sarajevo Canton,72,F,1901
2013,Number,Sarajevo Canton,73,F,2009
2013,Number,Sarajevo Canton,74,F,1909
2013,Number,Sarajevo Canton,75,F,1897
2013,Number,Sarajevo Canton,76,F,1796
2013,Number,Sarajevo Canton,77,F,1712
2013,Number,Sarajevo Canton,78,F,1531
2013,Number,Sarajevo Canton,79,F,1331
2013,Number,Sarajevo Canton,80,F,1231
2013,Number,Sarajevo Canton,81,F,1085
2013,Number,Sarajevo Canton,82,F,847
2013,Number,Sarajevo Canton,83,F,861
2013,Number,Sarajevo Canton,84,F,653
2013,Number,Sarajevo Canton,85+,F,2240
2013,Number,Canton 10,Total,F,41784
2013,Number,Canton 10,0,F,301
2013,Number,Canton 10,1,F,335
2013,Number,Canton 10,2,F,336
2013,Number,Canton 10,3,F,355
2013,Number,Canton 10,4,F,336
2013,Number,Canton 10,5,F,329
2013,Number,Canton 10,6,F,358
2013,Number,Canton 10,7,F,374
2013,Number,Canton 10,8,F,369
2013,Number,Canton 10,9,F,420
2013,Number,Canton 10,10,F,390
2013,Number,Canton 10,11,F,422
2013,Number,Canton 10,12,F,456
2013,Number,Canton 10,13,F,494
2013,Number,Canton 10,14,F,468
2013,Number,Canton 10,15,F,563
2013,Number,Canton 10,16,F,619
2013,Number,Canton 10,17,F,580
2013,Number,Canton 10,18,F,577
2013,Number,Canton 10,19,F,526
2013,Number,Canton 10,20,F,503
2013,Number,Canton 10,21,F,530
2013,Number,Canton 10,22,F,540
2013,Number,Canton 10,23,F,554
2013,Number,Canton 10,24,F,462
2013,Number,Canton 10,25,F,502
2013,Number,Canton 10,26,F,449
2013,Number,Canton 10,27,F,533
2013,Number,Canton 10,28,F,524
2013,Number,Canton 10,29,F,500
2013,Number,Canton 10,30,F,513
2013,Number,Canton 10,31,F,498
2013,Number,Canton 10,32,F,510
2013,Number,Canton 10,33,F,545
2013,Number,Canton 10,34,F,495
2013,Number,Canton 10,35,F,529
2013,Number,Canton 10,36,F,522
2013,Number,Canton 10,37,F,551
2013,Number,Canton 10,38,F,535
2013,Number,Canton 10,39,F,558
2013,Number,Canton 10,40,F,625
2013,Number,Canton 10,41,F,608
2013,Number,Canton 10,42,F,589
2013,Number,Canton 10,43,F,561
2013,Number,Canton 10,44,F,572
2013,Number,Canton 10,45,F,582
2013,Number,Canton 10,46,F,649
2013,Number,Canton 10,47,F,583
2013,Number,Canton 10,48,F,573
2013,Number,Canton 10,49,F,597
2013,Number,Canton 10,50,F,586
2013,Number,Canton 10,51,F,597
2013,Number,Canton 10,52,F,574
2013,Number,Canton 10,53,F,572
2013,Number,Canton 10,54,F,598
2013,Number,Canton 10,55,F,533
2013,Number,Canton 10,56,F,572
2013,Number,Canton 10,57,F,617
2013,Number,Canton 10,58,F,562
2013,Number,Canton 10,59,F,557
2013,Number,Canton 10,60,F,574
2013,Number,Canton 10,61,F,508
2013,Number,Canton 10,62,F,433
2013,Number,Canton 10,63,F,480
2013,Number,Canton 10,64,F,494
2013,Number,Canton 10,65,F,472
2013,Number,Canton 10,66,F,527
2013,Number,Canton 10,67,F,377
2013,Number,Canton 10,68,F,326
2013,Number,Canton 10,69,F,348
2013,Number,Canton 10,70,F,316
2013,Number,Canton 10,71,F,466
2013,Number,Canton 10,72,F,499
2013,Number,Canton 10,73,F,474
2013,Number,Canton 10,74,F,514
2013,Number,Canton 10,75,F,485
2013,Number,Canton 10,76,F,438
2013,Number,Canton 10,77,F,434
2013,Number,Canton 10,78,F,394
2013,Number,Canton 10,79,F,343
2013,Number,Canton 10,80,F,348
2013,Number,Canton 10,81,F,310
2013,Number,Canton 10,82,F,276
2013,Number,Canton 10,83,F,246
2013,Number,Canton 10,84,F,207
2013,Number,Canton 10,85+,F,827
