Year,UNIT_MEASURE,Administrativna jedinica,scientific_field,Value
2010,Број,Bosansko-podrinjski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2010,Број,Bosansko-podrinjski kanton,Здравство и социјална заштита,
2010,Број,Bosansko-podrinjski kanton,Услуге,
2010,Број,Srednjobosanski kanton,Образовање,
2010,Број,Srednjobosanski kanton,Умјетност и хуманистичке науке,
2010,Број,Srednjobosanski kanton,"social_sciences,_journalism_and_information",
2010,Број,Srednjobosanski kanton,"business,_administration_and_law",
2010,Број,Srednjobosanski kanton,"natural_sciences,_mathematics_and_statistics",
2010,Број,Srednjobosanski kanton,Информационе и комуникационе технологије,
2010,Број,Srednjobosanski kanton,"engineering,_production_and_construction",
2010,Број,Srednjobosanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2010,Број,Srednjobosanski kanton,Здравство и социјална заштита,
2010,Број,Srednjobosanski kanton,Услуге,
2010,Број,Hercegovačko-neretvanski kanton,Образовање,
2010,Број,Hercegovačko-neretvanski kanton,Умјетност и хуманистичке науке,
2010,Број,Hercegovačko-neretvanski kanton,"social_sciences,_journalism_and_information",
2010,Број,Hercegovačko-neretvanski kanton,"business,_administration_and_law",
2010,Број,Hercegovačko-neretvanski kanton,"natural_sciences,_mathematics_and_statistics",
2010,Број,Hercegovačko-neretvanski kanton,Информационе и комуникационе технологије,
2010,Број,Hercegovačko-neretvanski kanton,"engineering,_production_and_construction",
2010,Број,Hercegovačko-neretvanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2010,Број,Hercegovačko-neretvanski kanton,Здравство и социјална заштита,
2010,Број,Hercegovačko-neretvanski kanton,Услуге,
2010,Број,Kanton Sarajevo,Образовање,
2010,Број,Kanton Sarajevo,Умјетност и хуманистичке науке,
2010,Број,Kanton Sarajevo,"social_sciences,_journalism_and_information",
2010,Број,Kanton Sarajevo,"business,_administration_and_law",
2010,Број,Kanton Sarajevo,"natural_sciences,_mathematics_and_statistics",
2010,Број,Kanton Sarajevo,Информационе и комуникационе технологије,
2010,Број,Kanton Sarajevo,"engineering,_production_and_construction",
2010,Број,Kanton Sarajevo,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2010,Број,Kanton Sarajevo,Здравство и социјална заштита,
2010,Број,Kanton Sarajevo,Услуге,
2011,Број,Federacija Bosne i Hercegovine,Образовање,
2011,Број,Federacija Bosne i Hercegovine,Умјетност и хуманистичке науке,
2011,Број,Federacija Bosne i Hercegovine,"social_sciences,_journalism_and_information",
2011,Број,Federacija Bosne i Hercegovine,"business,_administration_and_law",
2011,Број,Federacija Bosne i Hercegovine,"natural_sciences,_mathematics_and_statistics",
2011,Број,Federacija Bosne i Hercegovine,Информационе и комуникационе технологије,
2011,Број,Federacija Bosne i Hercegovine,"engineering,_production_and_construction",
2011,Број,Federacija Bosne i Hercegovine,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Број,Federacija Bosne i Hercegovine,Здравство и социјална заштита,
2011,Број,Federacija Bosne i Hercegovine,Услуге,
2011,Број,Unsko-sanski kanton,Образовање,
2011,Број,Unsko-sanski kanton,Умјетност и хуманистичке науке,
2011,Број,Unsko-sanski kanton,"social_sciences,_journalism_and_information",
2011,Број,Unsko-sanski kanton,"business,_administration_and_law",
2011,Број,Unsko-sanski kanton,"natural_sciences,_mathematics_and_statistics",
2011,Број,Unsko-sanski kanton,Информационе и комуникационе технологије,
2011,Број,Unsko-sanski kanton,"engineering,_production_and_construction",
2011,Број,Unsko-sanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Број,Unsko-sanski kanton,Здравство и социјална заштита,
2011,Број,Unsko-sanski kanton,Услуге,
2011,Број,Tuzlanski kanton,Образовање,
2011,Број,Tuzlanski kanton,Умјетност и хуманистичке науке,
2011,Број,Tuzlanski kanton,"social_sciences,_journalism_and_information",
2011,Број,Tuzlanski kanton,"business,_administration_and_law",
2011,Број,Tuzlanski kanton,"natural_sciences,_mathematics_and_statistics",
2011,Број,Tuzlanski kanton,Информационе и комуникационе технологије,
2011,Број,Tuzlanski kanton,"engineering,_production_and_construction",
2011,Број,Tuzlanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Број,Tuzlanski kanton,Здравство и социјална заштита,
2011,Број,Tuzlanski kanton,Услуге,
2011,Број,Zeničko-dobojski kanton,Образовање,
2011,Број,Zeničko-dobojski kanton,Умјетност и хуманистичке науке,
2011,Број,Zeničko-dobojski kanton,"social_sciences,_journalism_and_information",
2011,Број,Zeničko-dobojski kanton,"business,_administration_and_law",
2011,Број,Zeničko-dobojski kanton,"natural_sciences,_mathematics_and_statistics",
2011,Број,Zeničko-dobojski kanton,Информационе и комуникационе технологије,
2011,Број,Zeničko-dobojski kanton,"engineering,_production_and_construction",
2011,Број,Zeničko-dobojski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Број,Zeničko-dobojski kanton,Здравство и социјална заштита,
2011,Број,Zeničko-dobojski kanton,Услуге,
2011,Број,Bosansko-podrinjski kanton,Образовање,
2011,Број,Bosansko-podrinjski kanton,Умјетност и хуманистичке науке,
2011,Број,Bosansko-podrinjski kanton,"social_sciences,_journalism_and_information",
2011,Број,Bosansko-podrinjski kanton,"business,_administration_and_law",
2011,Број,Bosansko-podrinjski kanton,"natural_sciences,_mathematics_and_statistics",
2011,Број,Bosansko-podrinjski kanton,Информационе и комуникационе технологије,
2011,Број,Bosansko-podrinjski kanton,"engineering,_production_and_construction",
2011,Број,Bosansko-podrinjski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Број,Bosansko-podrinjski kanton,Здравство и социјална заштита,
2011,Број,Bosansko-podrinjski kanton,Услуге,
2011,Број,Srednjobosanski kanton,Образовање,
2011,Број,Srednjobosanski kanton,Умјетност и хуманистичке науке,
2011,Број,Srednjobosanski kanton,"social_sciences,_journalism_and_information",
2011,Број,Srednjobosanski kanton,"business,_administration_and_law",
2011,Број,Srednjobosanski kanton,"natural_sciences,_mathematics_and_statistics",
2011,Број,Srednjobosanski kanton,Информационе и комуникационе технологије,
2011,Број,Srednjobosanski kanton,"engineering,_production_and_construction",
2011,Број,Srednjobosanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Број,Srednjobosanski kanton,Здравство и социјална заштита,
2011,Број,Srednjobosanski kanton,Услуге,
2011,Број,Hercegovačko-neretvanski kanton,Образовање,
2011,Број,Hercegovačko-neretvanski kanton,Умјетност и хуманистичке науке,
2011,Број,Hercegovačko-neretvanski kanton,"social_sciences,_journalism_and_information",
2011,Број,Hercegovačko-neretvanski kanton,"business,_administration_and_law",
2011,Број,Hercegovačko-neretvanski kanton,"natural_sciences,_mathematics_and_statistics",
2011,Број,Hercegovačko-neretvanski kanton,Информационе и комуникационе технологије,
2011,Број,Hercegovačko-neretvanski kanton,"engineering,_production_and_construction",
2011,Број,Hercegovačko-neretvanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Број,Hercegovačko-neretvanski kanton,Здравство и социјална заштита,
2011,Број,Hercegovačko-neretvanski kanton,Услуге,
2011,Број,Kanton Sarajevo,Образовање,
2011,Број,Kanton Sarajevo,Умјетност и хуманистичке науке,
2011,Број,Kanton Sarajevo,"social_sciences,_journalism_and_information",
2011,Број,Kanton Sarajevo,"business,_administration_and_law",
2011,Број,Kanton Sarajevo,"natural_sciences,_mathematics_and_statistics",
2011,Број,Kanton Sarajevo,Информационе и комуникационе технологије,
2011,Број,Kanton Sarajevo,"engineering,_production_and_construction",
2011,Број,Kanton Sarajevo,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2011,Број,Kanton Sarajevo,Здравство и социјална заштита,
2011,Број,Kanton Sarajevo,Услуге,
2012,Број,Federacija Bosne i Hercegovine,Образовање,
2012,Број,Federacija Bosne i Hercegovine,Умјетност и хуманистичке науке,
2012,Број,Federacija Bosne i Hercegovine,"social_sciences,_journalism_and_information",
2012,Број,Federacija Bosne i Hercegovine,"business,_administration_and_law",
2012,Број,Federacija Bosne i Hercegovine,"natural_sciences,_mathematics_and_statistics",
2012,Број,Federacija Bosne i Hercegovine,Информационе и комуникационе технологије,
2012,Број,Federacija Bosne i Hercegovine,"engineering,_production_and_construction",
2012,Број,Federacija Bosne i Hercegovine,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Број,Federacija Bosne i Hercegovine,Здравство и социјална заштита,
2012,Број,Federacija Bosne i Hercegovine,Услуге,
2012,Број,Unsko-sanski kanton,Образовање,
2012,Број,Unsko-sanski kanton,Умјетност и хуманистичке науке,
2012,Број,Unsko-sanski kanton,"social_sciences,_journalism_and_information",
2012,Број,Unsko-sanski kanton,"business,_administration_and_law",
2012,Број,Unsko-sanski kanton,"natural_sciences,_mathematics_and_statistics",
2012,Број,Unsko-sanski kanton,Информационе и комуникационе технологије,
2012,Број,Unsko-sanski kanton,"engineering,_production_and_construction",
2012,Број,Unsko-sanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Број,Unsko-sanski kanton,Здравство и социјална заштита,
2012,Број,Unsko-sanski kanton,Услуге,
2012,Број,Tuzlanski kanton,Образовање,
2012,Број,Tuzlanski kanton,Умјетност и хуманистичке науке,
2012,Број,Tuzlanski kanton,"social_sciences,_journalism_and_information",
2012,Број,Tuzlanski kanton,"business,_administration_and_law",
2012,Број,Tuzlanski kanton,"natural_sciences,_mathematics_and_statistics",
2012,Број,Tuzlanski kanton,Информационе и комуникационе технологије,
2012,Број,Tuzlanski kanton,"engineering,_production_and_construction",
2012,Број,Tuzlanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Број,Tuzlanski kanton,Здравство и социјална заштита,
2012,Број,Tuzlanski kanton,Услуге,
2012,Број,Zeničko-dobojski kanton,Образовање,
2012,Број,Zeničko-dobojski kanton,Умјетност и хуманистичке науке,
2012,Број,Zeničko-dobojski kanton,"social_sciences,_journalism_and_information",
2012,Број,Zeničko-dobojski kanton,"business,_administration_and_law",
2012,Број,Zeničko-dobojski kanton,"natural_sciences,_mathematics_and_statistics",
2012,Број,Zeničko-dobojski kanton,Информационе и комуникационе технологије,
2012,Број,Zeničko-dobojski kanton,"engineering,_production_and_construction",
2012,Број,Zeničko-dobojski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Број,Zeničko-dobojski kanton,Здравство и социјална заштита,
2012,Број,Zeničko-dobojski kanton,Услуге,
2012,Број,Bosansko-podrinjski kanton,Образовање,
2012,Број,Bosansko-podrinjski kanton,Умјетност и хуманистичке науке,
2012,Број,Bosansko-podrinjski kanton,"social_sciences,_journalism_and_information",
2012,Број,Bosansko-podrinjski kanton,"business,_administration_and_law",
2012,Број,Bosansko-podrinjski kanton,"natural_sciences,_mathematics_and_statistics",
2012,Број,Bosansko-podrinjski kanton,Информационе и комуникационе технологије,
2012,Број,Bosansko-podrinjski kanton,"engineering,_production_and_construction",
2012,Број,Bosansko-podrinjski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Број,Bosansko-podrinjski kanton,Здравство и социјална заштита,
2012,Број,Bosansko-podrinjski kanton,Услуге,
2012,Број,Srednjobosanski kanton,Образовање,
2012,Број,Srednjobosanski kanton,Умјетност и хуманистичке науке,
2012,Број,Srednjobosanski kanton,"social_sciences,_journalism_and_information",
2012,Број,Srednjobosanski kanton,"business,_administration_and_law",
2012,Број,Srednjobosanski kanton,"natural_sciences,_mathematics_and_statistics",
2012,Број,Srednjobosanski kanton,Информационе и комуникационе технологије,
2012,Број,Srednjobosanski kanton,"engineering,_production_and_construction",
2012,Број,Srednjobosanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Број,Srednjobosanski kanton,Здравство и социјална заштита,
2012,Број,Srednjobosanski kanton,Услуге,
2012,Број,Hercegovačko-neretvanski kanton,Образовање,
2012,Број,Hercegovačko-neretvanski kanton,Умјетност и хуманистичке науке,
2012,Број,Hercegovačko-neretvanski kanton,"social_sciences,_journalism_and_information",
2012,Број,Hercegovačko-neretvanski kanton,"business,_administration_and_law",
2012,Број,Hercegovačko-neretvanski kanton,"natural_sciences,_mathematics_and_statistics",
2012,Број,Hercegovačko-neretvanski kanton,Информационе и комуникационе технологије,
2012,Број,Hercegovačko-neretvanski kanton,"engineering,_production_and_construction",
2012,Број,Hercegovačko-neretvanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Број,Hercegovačko-neretvanski kanton,Здравство и социјална заштита,
2012,Број,Hercegovačko-neretvanski kanton,Услуге,
2012,Број,Kanton Sarajevo,Образовање,
2012,Број,Kanton Sarajevo,Умјетност и хуманистичке науке,
2012,Број,Kanton Sarajevo,"social_sciences,_journalism_and_information",
2012,Број,Kanton Sarajevo,"business,_administration_and_law",
2012,Број,Kanton Sarajevo,"natural_sciences,_mathematics_and_statistics",
2012,Број,Kanton Sarajevo,Информационе и комуникационе технологије,
2012,Број,Kanton Sarajevo,"engineering,_production_and_construction",
2012,Број,Kanton Sarajevo,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2012,Број,Kanton Sarajevo,Здравство и социјална заштита,
2012,Број,Kanton Sarajevo,Услуге,
2013,Број,Federacija Bosne i Hercegovine,Образовање,
2013,Број,Federacija Bosne i Hercegovine,Умјетност и хуманистичке науке,
2013,Број,Federacija Bosne i Hercegovine,"social_sciences,_journalism_and_information",
2013,Број,Federacija Bosne i Hercegovine,"business,_administration_and_law",
2013,Број,Federacija Bosne i Hercegovine,"natural_sciences,_mathematics_and_statistics",
2013,Број,Federacija Bosne i Hercegovine,Информационе и комуникационе технологије,
2013,Број,Federacija Bosne i Hercegovine,"engineering,_production_and_construction",
2013,Број,Federacija Bosne i Hercegovine,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Број,Federacija Bosne i Hercegovine,Здравство и социјална заштита,
2013,Број,Federacija Bosne i Hercegovine,Услуге,
2013,Број,Unsko-sanski kanton,Образовање,
2013,Број,Unsko-sanski kanton,Умјетност и хуманистичке науке,
2013,Број,Unsko-sanski kanton,"social_sciences,_journalism_and_information",
2013,Број,Unsko-sanski kanton,"business,_administration_and_law",
2013,Број,Unsko-sanski kanton,"natural_sciences,_mathematics_and_statistics",
2013,Број,Unsko-sanski kanton,Информационе и комуникационе технологије,
2013,Број,Unsko-sanski kanton,"engineering,_production_and_construction",
2013,Број,Unsko-sanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Број,Unsko-sanski kanton,Здравство и социјална заштита,
2013,Број,Unsko-sanski kanton,Услуге,
2013,Број,Tuzlanski kanton,Образовање,
2013,Број,Tuzlanski kanton,Умјетност и хуманистичке науке,
2013,Број,Tuzlanski kanton,"social_sciences,_journalism_and_information",
2013,Број,Tuzlanski kanton,"business,_administration_and_law",
2013,Број,Tuzlanski kanton,"natural_sciences,_mathematics_and_statistics",
2013,Број,Tuzlanski kanton,Информационе и комуникационе технологије,
2013,Број,Tuzlanski kanton,"engineering,_production_and_construction",
2013,Број,Tuzlanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Број,Tuzlanski kanton,Здравство и социјална заштита,
2013,Број,Tuzlanski kanton,Услуге,
2013,Број,Zeničko-dobojski kanton,Образовање,
2013,Број,Zeničko-dobojski kanton,Умјетност и хуманистичке науке,
2013,Број,Zeničko-dobojski kanton,"social_sciences,_journalism_and_information",
2013,Број,Zeničko-dobojski kanton,"business,_administration_and_law",
2013,Број,Zeničko-dobojski kanton,"natural_sciences,_mathematics_and_statistics",
2013,Број,Zeničko-dobojski kanton,Информационе и комуникационе технологије,
2013,Број,Zeničko-dobojski kanton,"engineering,_production_and_construction",
2013,Број,Zeničko-dobojski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Број,Zeničko-dobojski kanton,Здравство и социјална заштита,
2013,Број,Zeničko-dobojski kanton,Услуге,
2013,Број,Bosansko-podrinjski kanton,Образовање,
2013,Број,Bosansko-podrinjski kanton,Умјетност и хуманистичке науке,
2013,Број,Bosansko-podrinjski kanton,"social_sciences,_journalism_and_information",
2013,Број,Bosansko-podrinjski kanton,"business,_administration_and_law",
2013,Број,Bosansko-podrinjski kanton,"natural_sciences,_mathematics_and_statistics",
2013,Број,Bosansko-podrinjski kanton,Информационе и комуникационе технологије,
2013,Број,Bosansko-podrinjski kanton,"engineering,_production_and_construction",
2013,Број,Bosansko-podrinjski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Број,Bosansko-podrinjski kanton,Здравство и социјална заштита,
2013,Број,Bosansko-podrinjski kanton,Услуге,
2013,Број,Srednjobosanski kanton,Образовање,
2013,Број,Srednjobosanski kanton,Умјетност и хуманистичке науке,
2013,Број,Srednjobosanski kanton,"social_sciences,_journalism_and_information",
2013,Број,Srednjobosanski kanton,"business,_administration_and_law",
2013,Број,Srednjobosanski kanton,"natural_sciences,_mathematics_and_statistics",
2013,Број,Srednjobosanski kanton,Информационе и комуникационе технологије,
2013,Број,Srednjobosanski kanton,"engineering,_production_and_construction",
2013,Број,Srednjobosanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Број,Srednjobosanski kanton,Здравство и социјална заштита,
2013,Број,Srednjobosanski kanton,Услуге,
2013,Број,Hercegovačko-neretvanski kanton,Образовање,
2013,Број,Hercegovačko-neretvanski kanton,Умјетност и хуманистичке науке,
2013,Број,Hercegovačko-neretvanski kanton,"social_sciences,_journalism_and_information",
2013,Број,Hercegovačko-neretvanski kanton,"business,_administration_and_law",
2013,Број,Hercegovačko-neretvanski kanton,"natural_sciences,_mathematics_and_statistics",
2013,Број,Hercegovačko-neretvanski kanton,Информационе и комуникационе технологије,
2013,Број,Hercegovačko-neretvanski kanton,"engineering,_production_and_construction",
2013,Број,Hercegovačko-neretvanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Број,Hercegovačko-neretvanski kanton,Здравство и социјална заштита,
2013,Број,Hercegovačko-neretvanski kanton,Услуге,
2013,Број,Kanton Sarajevo,Образовање,
2013,Број,Kanton Sarajevo,Умјетност и хуманистичке науке,
2013,Број,Kanton Sarajevo,"social_sciences,_journalism_and_information",
2013,Број,Kanton Sarajevo,"business,_administration_and_law",
2013,Број,Kanton Sarajevo,"natural_sciences,_mathematics_and_statistics",
2013,Број,Kanton Sarajevo,Информационе и комуникационе технологије,
2013,Број,Kanton Sarajevo,"engineering,_production_and_construction",
2013,Број,Kanton Sarajevo,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2013,Број,Kanton Sarajevo,Здравство и социјална заштита,
2013,Број,Kanton Sarajevo,Услуге,
2014,Број,Federacija Bosne i Hercegovine,Образовање,
2014,Број,Federacija Bosne i Hercegovine,Умјетност и хуманистичке науке,
2014,Број,Federacija Bosne i Hercegovine,"social_sciences,_journalism_and_information",
2014,Број,Federacija Bosne i Hercegovine,"business,_administration_and_law",
2014,Број,Federacija Bosne i Hercegovine,"natural_sciences,_mathematics_and_statistics",
2014,Број,Federacija Bosne i Hercegovine,Информационе и комуникационе технологије,
2014,Број,Federacija Bosne i Hercegovine,"engineering,_production_and_construction",
2014,Број,Federacija Bosne i Hercegovine,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Број,Federacija Bosne i Hercegovine,Здравство и социјална заштита,
2014,Број,Federacija Bosne i Hercegovine,Услуге,
2014,Број,Unsko-sanski kanton,Образовање,
2014,Број,Unsko-sanski kanton,Умјетност и хуманистичке науке,
2014,Број,Unsko-sanski kanton,"social_sciences,_journalism_and_information",
2014,Број,Unsko-sanski kanton,"business,_administration_and_law",
2014,Број,Unsko-sanski kanton,"natural_sciences,_mathematics_and_statistics",
2014,Број,Unsko-sanski kanton,Информационе и комуникационе технологије,
2014,Број,Unsko-sanski kanton,"engineering,_production_and_construction",
2014,Број,Unsko-sanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Број,Unsko-sanski kanton,Здравство и социјална заштита,
2014,Број,Unsko-sanski kanton,Услуге,
2014,Број,Tuzlanski kanton,Образовање,
2014,Број,Tuzlanski kanton,Умјетност и хуманистичке науке,
2014,Број,Tuzlanski kanton,"social_sciences,_journalism_and_information",
2014,Број,Tuzlanski kanton,"business,_administration_and_law",
2014,Број,Tuzlanski kanton,"natural_sciences,_mathematics_and_statistics",
2014,Број,Tuzlanski kanton,Информационе и комуникационе технологије,
2014,Број,Tuzlanski kanton,"engineering,_production_and_construction",
2014,Број,Tuzlanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Број,Tuzlanski kanton,Здравство и социјална заштита,
2014,Број,Tuzlanski kanton,Услуге,
2014,Број,Zeničko-dobojski kanton,Образовање,
2014,Број,Zeničko-dobojski kanton,Умјетност и хуманистичке науке,
2014,Број,Zeničko-dobojski kanton,"social_sciences,_journalism_and_information",
2014,Број,Zeničko-dobojski kanton,"business,_administration_and_law",
2014,Број,Zeničko-dobojski kanton,"natural_sciences,_mathematics_and_statistics",
2014,Број,Zeničko-dobojski kanton,Информационе и комуникационе технологије,
2014,Број,Zeničko-dobojski kanton,"engineering,_production_and_construction",
2014,Број,Zeničko-dobojski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Број,Zeničko-dobojski kanton,Здравство и социјална заштита,
2014,Број,Zeničko-dobojski kanton,Услуге,
2014,Број,Bosansko-podrinjski kanton,Образовање,
2014,Број,Bosansko-podrinjski kanton,Умјетност и хуманистичке науке,
2014,Број,Bosansko-podrinjski kanton,"social_sciences,_journalism_and_information",
2014,Број,Bosansko-podrinjski kanton,"business,_administration_and_law",
2014,Број,Bosansko-podrinjski kanton,"natural_sciences,_mathematics_and_statistics",
2014,Број,Bosansko-podrinjski kanton,Информационе и комуникационе технологије,
2014,Број,Bosansko-podrinjski kanton,"engineering,_production_and_construction",
2014,Број,Bosansko-podrinjski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Број,Bosansko-podrinjski kanton,Здравство и социјална заштита,
2014,Број,Bosansko-podrinjski kanton,Услуге,
2014,Број,Srednjobosanski kanton,Образовање,
2014,Број,Srednjobosanski kanton,Умјетност и хуманистичке науке,
2014,Број,Srednjobosanski kanton,"social_sciences,_journalism_and_information",
2014,Број,Srednjobosanski kanton,"business,_administration_and_law",
2014,Број,Srednjobosanski kanton,"natural_sciences,_mathematics_and_statistics",
2014,Број,Srednjobosanski kanton,Информационе и комуникационе технологије,
2014,Број,Srednjobosanski kanton,"engineering,_production_and_construction",
2014,Број,Srednjobosanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Број,Srednjobosanski kanton,Здравство и социјална заштита,
2014,Број,Srednjobosanski kanton,Услуге,
2014,Број,Hercegovačko-neretvanski kanton,Образовање,
2014,Број,Hercegovačko-neretvanski kanton,Умјетност и хуманистичке науке,
2014,Број,Hercegovačko-neretvanski kanton,"social_sciences,_journalism_and_information",
2014,Број,Hercegovačko-neretvanski kanton,"business,_administration_and_law",
2014,Број,Hercegovačko-neretvanski kanton,"natural_sciences,_mathematics_and_statistics",
2014,Број,Hercegovačko-neretvanski kanton,Информационе и комуникационе технологије,
2014,Број,Hercegovačko-neretvanski kanton,"engineering,_production_and_construction",
2014,Број,Hercegovačko-neretvanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Број,Hercegovačko-neretvanski kanton,Здравство и социјална заштита,
2014,Број,Hercegovačko-neretvanski kanton,Услуге,
2014,Број,Kanton Sarajevo,Образовање,
2014,Број,Kanton Sarajevo,Умјетност и хуманистичке науке,
2014,Број,Kanton Sarajevo,"social_sciences,_journalism_and_information",
2014,Број,Kanton Sarajevo,"business,_administration_and_law",
2014,Број,Kanton Sarajevo,"natural_sciences,_mathematics_and_statistics",
2014,Број,Kanton Sarajevo,Информационе и комуникационе технологије,
2014,Број,Kanton Sarajevo,"engineering,_production_and_construction",
2014,Број,Kanton Sarajevo,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Број,Kanton Sarajevo,Здравство и социјална заштита,
2014,Број,Kanton Sarajevo,Услуге,
2015,Број,Federacija Bosne i Hercegovine,Образовање,
2015,Број,Federacija Bosne i Hercegovine,Умјетност и хуманистичке науке,
2015,Број,Federacija Bosne i Hercegovine,"social_sciences,_journalism_and_information",
2015,Број,Federacija Bosne i Hercegovine,"business,_administration_and_law",
