Year,UNIT_MEASURE,Административна јединица,Старосна доб,Пол,Value
2013,Број,Зеничко-добојски кантон,73,M,1184
2013,Број,Зеничко-добојски кантон,74,M,938
2013,Број,Зеничко-добојски кантон,75,M,875
2013,Број,Зеничко-добојски кантон,76,M,878
2013,Број,Зеничко-добојски кантон,77,M,776
2013,Број,Зеничко-добојски кантон,78,M,727
2013,Број,Зеничко-добојски кантон,79,M,613
2013,Број,Зеничко-добојски кантон,80,M,484
2013,Број,Зеничко-добојски кантон,81,M,472
2013,Број,Зеничко-добојски кантон,82,M,353
2013,Број,Зеничко-добојски кантон,83,M,287
2013,Број,Зеничко-добојски кантон,84,M,255
2013,Број,Зеничко-добојски кантон,85+,M,605
2013,Број,Босанско-подрињски кантон,Укупно,M,11617
2013,Број,Босанско-подрињски кантон,0,M,133
2013,Број,Босанско-подрињски кантон,1,M,106
2013,Број,Босанско-подрињски кантон,2,M,94
2013,Број,Босанско-подрињски кантон,3,M,114
2013,Број,Босанско-подрињски кантон,4,M,134
2013,Број,Босанско-подрињски кантон,5,M,122
2013,Број,Босанско-подрињски кантон,6,M,79
2013,Број,Босанско-подрињски кантон,7,M,88
2013,Број,Босанско-подрињски кантон,8,M,111
2013,Број,Босанско-подрињски кантон,9,M,120
2013,Број,Босанско-подрињски кантон,10,M,100
2013,Број,Босанско-подрињски кантон,11,M,116
2013,Број,Босанско-подрињски кантон,12,M,134
2013,Број,Босанско-подрињски кантон,13,M,127
2013,Број,Босанско-подрињски кантон,14,M,158
2013,Број,Босанско-подрињски кантон,15,M,188
2013,Број,Босанско-подрињски кантон,16,M,213
2013,Број,Босанско-подрињски кантон,17,M,181
2013,Број,Босанско-подрињски кантон,18,M,197
2013,Број,Босанско-подрињски кантон,19,M,118
2013,Број,Босанско-подрињски кантон,20,M,127
2013,Број,Босанско-подрињски кантон,21,M,153
2013,Број,Босанско-подрињски кантон,22,M,157
2013,Број,Босанско-подрињски кантон,23,M,158
2013,Број,Босанско-подрињски кантон,24,M,154
2013,Број,Босанско-подрињски кантон,25,M,169
2013,Број,Босанско-подрињски кантон,26,M,171
2013,Број,Босанско-подрињски кантон,27,M,158
2013,Број,Босанско-подрињски кантон,28,M,164
2013,Број,Босанско-подрињски кантон,29,M,177
2013,Број,Босанско-подрињски кантон,30,M,158
2013,Број,Босанско-подрињски кантон,31,M,176
2013,Број,Босанско-подрињски кантон,32,M,153
2013,Број,Босанско-подрињски кантон,33,M,164
2013,Број,Босанско-подрињски кантон,34,M,192
2013,Број,Босанско-подрињски кантон,35,M,156
2013,Број,Босанско-подрињски кантон,36,M,161
2013,Број,Босанско-подрињски кантон,37,M,147
2013,Број,Босанско-подрињски кантон,38,M,134
2013,Број,Босанско-подрињски кантон,39,M,140
2013,Број,Босанско-подрињски кантон,40,M,129
2013,Број,Босанско-подрињски кантон,41,M,119
2013,Број,Босанско-подрињски кантон,42,M,154
2013,Број,Босанско-подрињски кантон,43,M,139
2013,Број,Босанско-подрињски кантон,44,M,159
2013,Број,Босанско-подрињски кантон,45,M,158
2013,Број,Босанско-подрињски кантон,46,M,170
2013,Број,Босанско-подрињски кантон,47,M,156
2013,Број,Босанско-подрињски кантон,48,M,185
2013,Број,Босанско-подрињски кантон,49,M,169
2013,Број,Босанско-подрињски кантон,50,M,164
2013,Број,Босанско-подрињски кантон,51,M,201
2013,Број,Босанско-подрињски кантон,52,M,205
2013,Број,Босанско-подрињски кантон,53,M,175
2013,Број,Босанско-подрињски кантон,54,M,194
2013,Број,Босанско-подрињски кантон,55,M,172
2013,Број,Босанско-подрињски кантон,56,M,170
2013,Број,Босанско-подрињски кантон,57,M,195
2013,Број,Босанско-подрињски кантон,58,M,230
2013,Број,Босанско-подрињски кантон,59,M,202
2013,Број,Босанско-подрињски кантон,60,M,189
2013,Број,Босанско-подрињски кантон,61,M,138
2013,Број,Босанско-подрињски кантон,62,M,151
2013,Број,Босанско-подрињски кантон,63,M,139
2013,Број,Босанско-подрињски кантон,64,M,135
2013,Број,Босанско-подрињски кантон,65,M,93
2013,Број,Босанско-подрињски кантон,66,M,124
2013,Број,Босанско-подрињски кантон,67,M,77
2013,Број,Босанско-подрињски кантон,68,M,76
2013,Број,Босанско-подрињски кантон,69,M,76
2013,Број,Босанско-подрињски кантон,70,M,62
2013,Број,Босанско-подрињски кантон,71,M,83
2013,Број,Босанско-подрињски кантон,72,M,97
2013,Број,Босанско-подрињски кантон,73,M,92
2013,Број,Босанско-подрињски кантон,74,M,109
2013,Број,Босанско-подрињски кантон,75,M,115
2013,Број,Босанско-подрињски кантон,76,M,109
2013,Број,Босанско-подрињски кантон,77,M,74
2013,Број,Босанско-подрињски кантон,78,M,68
2013,Број,Босанско-подрињски кантон,79,M,63
2013,Број,Босанско-подрињски кантон,80,M,54
2013,Број,Босанско-подрињски кантон,81,M,61
2013,Број,Босанско-подрињски кантон,82,M,40
2013,Број,Босанско-подрињски кантон,83,M,39
2013,Број,Босанско-подрињски кантон,84,M,31
2013,Број,Босанско-подрињски кантон,85+,M,74
2013,Број,Средњобосански кантон,Укупно,M,127266
2013,Број,Средњобосански кантон,0,M,1293
2013,Број,Средњобосански кантон,1,M,1327
2013,Број,Средњобосански кантон,2,M,1304
2013,Број,Средњобосански кантон,3,M,1404
2013,Број,Средњобосански кантон,4,M,1396
2013,Број,Средњобосански кантон,5,M,1452
2013,Број,Средњобосански кантон,6,M,1473
2013,Број,Средњобосански кантон,7,M,1407
2013,Број,Средњобосански кантон,8,M,1476
2013,Број,Средњобосански кантон,9,M,1550
2013,Број,Средњобосански кантон,10,M,1593
2013,Број,Средњобосански кантон,11,M,1566
2013,Број,Средњобосански кантон,12,M,1614
2013,Број,Средњобосански кантон,13,M,1682
2013,Број,Средњобосански кантон,14,M,1712
2013,Број,Средњобосански кантон,15,M,1828
2013,Број,Средњобосански кантон,16,M,2315
2013,Број,Средњобосански кантон,17,M,2257
2013,Број,Средњобосански кантон,18,M,2188
2013,Број,Средњобосански кантон,19,M,1584
2013,Број,Средњобосански кантон,20,M,1571
2013,Број,Средњобосански кантон,21,M,1742
2013,Број,Средњобосански кантон,22,M,1991
2013,Број,Средњобосански кантон,23,M,1922
2013,Број,Средњобосански кантон,24,M,1942
2013,Број,Средњобосански кантон,25,M,2048
2013,Број,Средњобосански кантон,26,M,1996
2013,Број,Средњобосански кантон,27,M,2015
2013,Број,Средњобосански кантон,28,M,2001
2013,Број,Средњобосански кантон,29,M,2058
2013,Број,Средњобосански кантон,30,M,2021
2013,Број,Средњобосански кантон,31,M,1972
2013,Број,Средњобосански кантон,32,M,1961
2013,Број,Средњобосански кантон,33,M,1943
2013,Број,Средњобосански кантон,34,M,1820
2013,Број,Средњобосански кантон,35,M,1905
2013,Број,Средњобосански кантон,36,M,1871
2013,Број,Средњобосански кантон,37,M,1948
2013,Број,Средњобосански кантон,38,M,1899
2013,Број,Средњобосански кантон,39,M,1857
2013,Број,Средњобосански кантон,40,M,1813
2013,Број,Средњобосански кантон,41,M,1874
2013,Број,Средњобосански кантон,42,M,1917
2013,Број,Средњобосански кантон,43,M,1830
2013,Број,Средњобосански кантон,44,M,1990
2013,Број,Средњобосански кантон,45,M,1867
2013,Број,Средњобосански кантон,46,M,1991
2013,Број,Средњобосански кантон,47,M,1931
2013,Број,Средњобосански кантон,48,M,2017
2013,Број,Средњобосански кантон,49,M,1955
2013,Број,Средњобосански кантон,50,M,1934
2013,Број,Средњобосански кантон,51,M,2051
2013,Број,Средњобосански кантон,52,M,1985
2013,Број,Средњобосански кантон,53,M,1926
2013,Број,Средњобосански кантон,54,M,1882
2013,Број,Средњобосански кантон,55,M,1763
2013,Број,Средњобосански кантон,56,M,1738
2013,Број,Средњобосански кантон,57,M,1689
2013,Број,Средњобосански кантон,58,M,1736
2013,Број,Средњобосански кантон,59,M,1639
2013,Број,Средњобосански кантон,60,M,1527
2013,Број,Средњобосански кантон,61,M,1342
2013,Број,Средњобосански кантон,62,M,1250
2013,Број,Средњобосански кантон,63,M,1244
2013,Број,Средњобосански кантон,64,M,1122
2013,Број,Средњобосански кантон,65,M,955
2013,Број,Средњобосански кантон,66,M,1025
2013,Број,Средњобосански кантон,67,M,710
2013,Број,Средњобосански кантон,68,M,731
2013,Број,Средњобосански кантон,69,M,683
2013,Број,Средњобосански кантон,70,M,678
2013,Број,Средњобосански кантон,71,M,723
2013,Број,Средњобосански кантон,72,M,762
2013,Број,Средњобосански кантон,73,M,834
2013,Број,Средњобосански кантон,74,M,715
2013,Број,Средњобосански кантон,75,M,658
2013,Број,Средњобосански кантон,76,M,597
2013,Број,Средњобосански кантон,77,M,585
2013,Број,Средњобосански кантон,78,M,502
2013,Број,Средњобосански кантон,79,M,467
2013,Број,Средњобосански кантон,80,M,343
2013,Број,Средњобосански кантон,81,M,321
2013,Број,Средњобосански кантон,82,M,274
2013,Број,Средњобосански кантон,83,M,204
2013,Број,Средњобосански кантон,84,M,158
2013,Број,Средњобосански кантон,85+,M,424
2013,Број,Херцеговачко-неретвански кантон,Укупно,M,109018
2013,Број,Херцеговачко-неретвански кантон,0,M,1066
2013,Број,Херцеговачко-неретвански кантон,1,M,1049
2013,Број,Херцеговачко-неретвански кантон,2,M,1036
2013,Број,Херцеговачко-неретвански кантон,3,M,1168
2013,Број,Херцеговачко-неретвански кантон,4,M,1129
2013,Број,Херцеговачко-неретвански кантон,5,M,1115
2013,Број,Херцеговачко-неретвански кантон,6,M,1083
2013,Број,Херцеговачко-неретвански кантон,7,M,1101
2013,Број,Херцеговачко-неретвански кантон,8,M,1134
2013,Број,Херцеговачко-неретвански кантон,9,M,1138
2013,Број,Херцеговачко-неретвански кантон,10,M,1220
2013,Број,Херцеговачко-неретвански кантон,11,M,1181
2013,Број,Херцеговачко-неретвански кантон,12,M,1296
2013,Број,Херцеговачко-неретвански кантон,13,M,1336
2013,Број,Херцеговачко-неретвански кантон,14,M,1337
2013,Број,Херцеговачко-неретвански кантон,15,M,1561
2013,Број,Херцеговачко-неретвански кантон,16,M,1821
2013,Број,Херцеговачко-неретвански кантон,17,M,1791
2013,Број,Херцеговачко-неретвански кантон,18,M,1874
2013,Број,Херцеговачко-неретвански кантон,19,M,1518
2013,Број,Херцеговачко-неретвански кантон,20,M,1290
2013,Број,Херцеговачко-неретвански кантон,21,M,1381
2013,Број,Херцеговачко-неретвански кантон,22,M,1644
2013,Број,Херцеговачко-неретвански кантон,23,M,1611
2013,Број,Херцеговачко-неретвански кантон,24,M,1530
2013,Број,Херцеговачко-неретвански кантон,25,M,1628
2013,Број,Херцеговачко-неретвански кантон,26,M,1632
2013,Број,Херцеговачко-неретвански кантон,27,M,1585
2013,Број,Херцеговачко-неретвански кантон,28,M,1620
2013,Број,Херцеговачко-неретвански кантон,29,M,1676
2013,Број,Херцеговачко-неретвански кантон,30,M,1639
2013,Број,Херцеговачко-неретвански кантон,31,M,1572
2013,Број,Херцеговачко-неретвански кантон,32,M,1583
2013,Број,Херцеговачко-неретвански кантон,33,M,1536
2013,Број,Херцеговачко-неретвански кантон,34,M,1526
2013,Број,Херцеговачко-неретвански кантон,35,M,1483
2013,Број,Херцеговачко-неретвански кантон,36,M,1529
2013,Број,Херцеговачко-неретвански кантон,37,M,1474
2013,Број,Херцеговачко-неретвански кантон,38,M,1469
2013,Број,Херцеговачко-неретвански кантон,39,M,1436
2013,Број,Херцеговачко-неретвански кантон,40,M,1458
2013,Број,Херцеговачко-неретвански кантон,41,M,1521
2013,Број,Херцеговачко-неретвански кантон,42,M,1515
2013,Број,Херцеговачко-неретвански кантон,43,M,1417
2013,Број,Херцеговачко-неретвански кантон,44,M,1525
2013,Број,Херцеговачко-неретвански кантон,45,M,1655
2013,Број,Херцеговачко-неретвански кантон,46,M,1630
2013,Број,Херцеговачко-неретвански кантон,47,M,1685
2013,Број,Херцеговачко-неретвански кантон,48,M,1655
2013,Број,Херцеговачко-неретвански кантон,49,M,1678
2013,Број,Херцеговачко-неретвански кантон,50,M,1759
2013,Број,Херцеговачко-неретвански кантон,51,M,1720
2013,Број,Херцеговачко-неретвански кантон,52,M,1715
2013,Број,Херцеговачко-неретвански кантон,53,M,1651
2013,Број,Херцеговачко-неретвански кантон,54,M,1766
2013,Број,Херцеговачко-неретвански кантон,55,M,1585
2013,Број,Херцеговачко-неретвански кантон,56,M,1636
2013,Број,Херцеговачко-неретвански кантон,57,M,1624
2013,Број,Херцеговачко-неретвански кантон,58,M,1584
2013,Број,Херцеговачко-неретвански кантон,59,M,1478
2013,Број,Херцеговачко-неретвански кантон,60,M,1435
2013,Број,Херцеговачко-неретвански кантон,61,M,1238
2013,Број,Херцеговачко-неретвански кантон,62,M,1162
2013,Број,Херцеговачко-неретвански кантон,63,M,1112
2013,Број,Херцеговачко-неретвански кантон,64,M,1036
2013,Број,Херцеговачко-неретвански кантон,65,M,896
2013,Број,Херцеговачко-неретвански кантон,66,M,913
2013,Број,Херцеговачко-неретвански кантон,67,M,658
2013,Број,Херцеговачко-неретвански кантон,68,M,724
2013,Број,Херцеговачко-неретвански кантон,69,M,697
2013,Број,Херцеговачко-неретвански кантон,70,M,584
2013,Број,Херцеговачко-неретвански кантон,71,M,832
2013,Број,Херцеговачко-неретвански кантон,72,M,846
2013,Број,Херцеговачко-неретвански кантон,73,M,928
2013,Број,Херцеговачко-неретвански кантон,74,M,815
2013,Број,Херцеговачко-неретвански кантон,75,M,796
2013,Број,Херцеговачко-неретвански кантон,76,M,755
2013,Број,Херцеговачко-неретвански кантон,77,M,681
2013,Број,Херцеговачко-неретвански кантон,78,M,619
2013,Број,Херцеговачко-неретвански кантон,79,M,586
2013,Број,Херцеговачко-неретвански кантон,80,M,468
2013,Број,Херцеговачко-неретвански кантон,81,M,447
2013,Број,Херцеговачко-неретвански кантон,82,M,418
2013,Број,Херцеговачко-неретвански кантон,83,M,341
2013,Број,Херцеговачко-неретвански кантон,84,M,253
2013,Број,Херцеговачко-неретвански кантон,85+,M,723
2013,Број,Западнохерцеговчки кантон,Укупно,M,47311
2013,Број,Западнохерцеговчки кантон,0,M,460
2013,Број,Западнохерцеговчки кантон,1,M,559
2013,Број,Западнохерцеговчки кантон,2,M,495
2013,Број,Западнохерцеговчки кантон,3,M,545
2013,Број,Западнохерцеговчки кантон,4,M,536
2013,Број,Западнохерцеговчки кантон,5,M,566
2013,Број,Западнохерцеговчки кантон,6,M,539
2013,Број,Западнохерцеговчки кантон,7,M,554
2013,Број,Западнохерцеговчки кантон,8,M,603
2013,Број,Западнохерцеговчки кантон,9,M,601
2013,Број,Западнохерцеговчки кантон,10,M,608
2013,Број,Западнохерцеговчки кантон,11,M,602
2013,Број,Западнохерцеговчки кантон,12,M,629
2013,Број,Западнохерцеговчки кантон,13,M,664
2013,Број,Западнохерцеговчки кантон,14,M,673
2013,Број,Западнохерцеговчки кантон,15,M,771
2013,Број,Западнохерцеговчки кантон,16,M,771
2013,Број,Западнохерцеговчки кантон,17,M,754
2013,Број,Западнохерцеговчки кантон,18,M,763
2013,Број,Западнохерцеговчки кантон,19,M,720
2013,Број,Западнохерцеговчки кантон,20,M,703
2013,Број,Западнохерцеговчки кантон,21,M,654
2013,Број,Западнохерцеговчки кантон,22,M,709
2013,Број,Западнохерцеговчки кантон,23,M,756
2013,Број,Западнохерцеговчки кантон,24,M,669
2013,Број,Западнохерцеговчки кантон,25,M,679
2013,Број,Западнохерцеговчки кантон,26,M,679
2013,Број,Западнохерцеговчки кантон,27,M,669
2013,Број,Западнохерцеговчки кантон,28,M,659
2013,Број,Западнохерцеговчки кантон,29,M,654
2013,Број,Западнохерцеговчки кантон,30,M,603
2013,Број,Западнохерцеговчки кантон,31,M,604
2013,Број,Западнохерцеговчки кантон,32,M,585
2013,Број,Западнохерцеговчки кантон,33,M,577
2013,Број,Западнохерцеговчки кантон,34,M,551
2013,Број,Западнохерцеговчки кантон,35,M,548
2013,Број,Западнохерцеговчки кантон,36,M,572
2013,Број,Западнохерцеговчки кантон,37,M,623
2013,Број,Западнохерцеговчки кантон,38,M,618
2013,Број,Западнохерцеговчки кантон,39,M,628
2013,Број,Западнохерцеговчки кантон,40,M,680
2013,Број,Западнохерцеговчки кантон,41,M,730
2013,Број,Западнохерцеговчки кантон,42,M,644
2013,Број,Западнохерцеговчки кантон,43,M,609
2013,Број,Западнохерцеговчки кантон,44,M,653
2013,Број,Западнохерцеговчки кантон,45,M,757
2013,Број,Западнохерцеговчки кантон,46,M,783
2013,Број,Западнохерцеговчки кантон,47,M,748
2013,Број,Западнохерцеговчки кантон,48,M,739
2013,Број,Западнохерцеговчки кантон,49,M,748
2013,Број,Западнохерцеговчки кантон,50,M,796
2013,Број,Западнохерцеговчки кантон,51,M,768
2013,Број,Западнохерцеговчки кантон,52,M,729
2013,Број,Западнохерцеговчки кантон,53,M,730
2013,Број,Западнохерцеговчки кантон,54,M,738
2013,Број,Западнохерцеговчки кантон,55,M,695
2013,Број,Западнохерцеговчки кантон,56,M,632
2013,Број,Западнохерцеговчки кантон,57,M,649
2013,Број,Западнохерцеговчки кантон,58,M,557
2013,Број,Западнохерцеговчки кантон,59,M,590
2013,Број,Западнохерцеговчки кантон,60,M,519
2013,Број,Западнохерцеговчки кантон,61,M,444
2013,Број,Западнохерцеговчки кантон,62,M,412
2013,Број,Западнохерцеговчки кантон,63,M,426
2013,Број,Западнохерцеговчки кантон,64,M,396
2013,Број,Западнохерцеговчки кантон,65,M,382
2013,Број,Западнохерцеговчки кантон,66,M,359
2013,Број,Западнохерцеговчки кантон,67,M,264
2013,Број,Западнохерцеговчки кантон,68,M,342
2013,Број,Западнохерцеговчки кантон,69,M,334
2013,Број,Западнохерцеговчки кантон,70,M,262
2013,Број,Западнохерцеговчки кантон,71,M,378
2013,Број,Западнохерцеговчки кантон,72,M,381
2013,Број,Западнохерцеговчки кантон,73,M,384
2013,Број,Западнохерцеговчки кантон,74,M,356
2013,Број,Западнохерцеговчки кантон,75,M,334
2013,Број,Западнохерцеговчки кантон,76,M,299
2013,Број,Западнохерцеговчки кантон,77,M,280
2013,Број,Западнохерцеговчки кантон,78,M,244
2013,Број,Западнохерцеговчки кантон,79,M,199
2013,Број,Западнохерцеговчки кантон,80,M,210
2013,Број,Западнохерцеговчки кантон,81,M,188
2013,Број,Западнохерцеговчки кантон,82,M,176
2013,Број,Западнохерцеговчки кантон,83,M,165
2013,Број,Западнохерцеговчки кантон,84,M,115
2013,Број,Западнохерцеговчки кантон,85+,M,334
2013,Број,Кантон Сарајево,Укупно,M,195161
2013,Број,Кантон Сарајево,0,M,2212
2013,Број,Кантон Сарајево,1,M,2264
2013,Број,Кантон Сарајево,2,M,2302
2013,Број,Кантон Сарајево,3,M,2300
2013,Број,Кантон Сарајево,4,M,2298
2013,Број,Кантон Сарајево,5,M,2285
2013,Број,Кантон Сарајево,6,M,2092
2013,Број,Кантон Сарајево,7,M,2088
2013,Број,Кантон Сарајево,8,M,2001
2013,Број,Кантон Сарајево,9,M,2014
2013,Број,Кантон Сарајево,10,M,2087
2013,Број,Кантон Сарајево,11,M,2079
2013,Број,Кантон Сарајево,12,M,2066
2013,Број,Кантон Сарајево,13,M,2115
2013,Број,Кантон Сарајево,14,M,2260
2013,Број,Кантон Сарајево,15,M,2508
2013,Број,Кантон Сарајево,16,M,2948
2013,Број,Кантон Сарајево,17,M,2727
2013,Број,Кантон Сарајево,18,M,2975
2013,Број,Кантон Сарајево,19,M,2338
2013,Број,Кантон Сарајево,20,M,2052
2013,Број,Кантон Сарајево,21,M,2476
2013,Број,Кантон Сарајево,22,M,2776
2013,Број,Кантон Сарајево,23,M,2714
2013,Број,Кантон Сарајево,24,M,2827
2013,Број,Кантон Сарајево,25,M,2995
2013,Број,Кантон Сарајево,26,M,2945
2013,Број,Кантон Сарајево,27,M,3059
2013,Број,Кантон Сарајево,28,M,3164
2013,Број,Кантон Сарајево,29,M,3373
2013,Број,Кантон Сарајево,30,M,3288
2013,Број,Кантон Сарајево,31,M,3340
2013,Број,Кантон Сарајево,32,M,3201
2013,Број,Кантон Сарајево,33,M,3190
2013,Број,Кантон Сарајево,34,M,3170
2013,Број,Кантон Сарајево,35,M,3137
2013,Број,Кантон Сарајево,36,M,3029
2013,Број,Кантон Сарајево,37,M,2926
2013,Број,Кантон Сарајево,38,M,2793
2013,Број,Кантон Сарајево,39,M,2587
2013,Број,Кантон Сарајево,40,M,2521
2013,Број,Кантон Сарајево,41,M,2646
2013,Број,Кантон Сарајево,42,M,2596
2013,Број,Кантон Сарајево,43,M,2483
2013,Број,Кантон Сарајево,44,M,2499
2013,Број,Кантон Сарајево,45,M,2531
2013,Број,Кантон Сарајево,46,M,2673
2013,Број,Кантон Сарајево,47,M,2721
2013,Број,Кантон Сарајево,48,M,2822
2013,Број,Кантон Сарајево,49,M,2848
2013,Број,Кантон Сарајево,50,M,2810
2013,Број,Кантон Сарајево,51,M,2922
2013,Број,Кантон Сарајево,52,M,2936
2013,Број,Кантон Сарајево,53,M,2816
2013,Број,Кантон Сарајево,54,M,3001
2013,Број,Кантон Сарајево,55,M,2857
2013,Број,Кантон Сарајево,56,M,2808
2013,Број,Кантон Сарајево,57,M,2837
2013,Број,Кантон Сарајево,58,M,2937
2013,Број,Кантон Сарајево,59,M,2781
2013,Број,Кантон Сарајево,60,M,2649
2013,Број,Кантон Сарајево,61,M,2498
2013,Број,Кантон Сарајево,62,M,2341
2013,Број,Кантон Сарајево,63,M,2223
2013,Број,Кантон Сарајево,64,M,2174
2013,Број,Кантон Сарајево,65,M,1795
2013,Број,Кантон Сарајево,66,M,1814
2013,Број,Кантон Сарајево,67,M,1408
2013,Број,Кантон Сарајево,68,M,1310
2013,Број,Кантон Сарајево,69,M,1124
2013,Број,Кантон Сарајево,70,M,1134
2013,Број,Кантон Сарајево,71,M,1285
2013,Број,Кантон Сарајево,72,M,1246
2013,Број,Кантон Сарајево,73,M,1332
2013,Број,Кантон Сарајево,74,M,1330
2013,Број,Кантон Сарајево,75,M,1302
2013,Број,Кантон Сарајево,76,M,1164
2013,Број,Кантон Сарајево,77,M,1113
2013,Број,Кантон Сарајево,78,M,970
2013,Број,Кантон Сарајево,79,M,901
2013,Број,Кантон Сарајево,80,M,744
2013,Број,Кантон Сарајево,81,M,661
2013,Број,Кантон Сарајево,82,M,526
2013,Број,Кантон Сарајево,83,M,484
2013,Број,Кантон Сарајево,84,M,391
2013,Број,Кантон Сарајево,85+,M,1196
2013,Број,Кантон 10,Укупно,M,42343
2013,Број,Кантон 10,0,M,284
2013,Број,Кантон 10,1,M,353
2013,Број,Кантон 10,2,M,358
2013,Број,Кантон 10,3,M,388
2013,Број,Кантон 10,4,M,366
2013,Број,Кантон 10,5,M,361
2013,Број,Кантон 10,6,M,385
2013,Број,Кантон 10,7,M,426
2013,Број,Кантон 10,8,M,448
2013,Број,Кантон 10,9,M,410
2013,Број,Кантон 10,10,M,442
2013,Број,Кантон 10,11,M,445
2013,Број,Кантон 10,12,M,467
2013,Број,Кантон 10,13,M,490
2013,Број,Кантон 10,14,M,511
2013,Број,Кантон 10,15,M,575
2013,Број,Кантон 10,16,M,570
2013,Број,Кантон 10,17,M,644
2013,Број,Кантон 10,18,M,558
2013,Број,Кантон 10,19,M,567
2013,Број,Кантон 10,20,M,536
2013,Број,Кантон 10,21,M,548
2013,Број,Кантон 10,22,M,548
2013,Број,Кантон 10,23,M,613
2013,Број,Кантон 10,24,M,529
2013,Број,Кантон 10,25,M,563
2013,Број,Кантон 10,26,M,592
2013,Број,Кантон 10,27,M,585
2013,Број,Кантон 10,28,M,568
2013,Број,Кантон 10,29,M,585
2013,Број,Кантон 10,30,M,576
2013,Број,Кантон 10,31,M,553
2013,Број,Кантон 10,32,M,578
2013,Број,Кантон 10,33,M,569
2013,Број,Кантон 10,34,M,544
2013,Број,Кантон 10,35,M,545
2013,Број,Кантон 10,36,M,581
2013,Број,Кантон 10,37,M,590
2013,Број,Кантон 10,38,M,602
2013,Број,Кантон 10,39,M,632
2013,Број,Кантон 10,40,M,617
2013,Број,Кантон 10,41,M,671
2013,Број,Кантон 10,42,M,662
2013,Број,Кантон 10,43,M,558
2013,Број,Кантон 10,44,M,690
2013,Број,Кантон 10,45,M,670
2013,Број,Кантон 10,46,M,660
2013,Број,Кантон 10,47,M,683
2013,Број,Кантон 10,48,M,657
2013,Број,Кантон 10,49,M,609
2013,Број,Кантон 10,50,M,650
2013,Број,Кантон 10,51,M,705
2013,Број,Кантон 10,52,M,702
2013,Број,Кантон 10,53,M,683
2013,Број,Кантон 10,54,M,685
2013,Број,Кантон 10,55,M,629
2013,Број,Кантон 10,56,M,693
2013,Број,Кантон 10,57,M,632
2013,Број,Кантон 10,58,M,596
2013,Број,Кантон 10,59,M,541
2013,Број,Кантон 10,60,M,565
2013,Број,Кантон 10,61,M,540
2013,Број,Кантон 10,62,M,483
2013,Број,Кантон 10,63,M,545
2013,Број,Кантон 10,64,M,466
2013,Број,Кантон 10,65,M,483
2013,Број,Кантон 10,66,M,472
2013,Број,Кантон 10,67,M,317
2013,Број,Кантон 10,68,M,324
2013,Број,Кантон 10,69,M,302
2013,Број,Кантон 10,70,M,291
2013,Број,Кантон 10,71,M,348
2013,Број,Кантон 10,72,M,373
2013,Број,Кантон 10,73,M,388
2013,Број,Кантон 10,74,M,412
2013,Број,Кантон 10,75,M,348
2013,Број,Кантон 10,76,M,303
2013,Број,Кантон 10,77,M,311
2013,Број,Кантон 10,78,M,239
2013,Број,Кантон 10,79,M,242
2013,Број,Кантон 10,80,M,180
2013,Број,Кантон 10,81,M,198
2013,Број,Кантон 10,82,M,158
2013,Број,Кантон 10,83,M,147
2013,Број,Кантон 10,84,M,126
2013,Број,Кантон 10,85+,M,304
2013,Број,Федерација Босне и Херцеговине,Укупно,Ж,1131227
2013,Број,Федерација Босне и Херцеговине,0,Ж,10581
2013,Број,Федерација Босне и Херцеговине,1,Ж,10988
2013,Број,Федерација Босне и Херцеговине,2,Ж,11056
2013,Број,Федерација Босне и Херцеговине,3,Ж,11474
2013,Број,Федерација Босне и Херцеговине,4,Ж,11727
2013,Број,Федерација Босне и Херцеговине,5,Ж,11618
2013,Број,Федерација Босне и Херцеговине,6,Ж,11072
2013,Број,Федерација Босне и Херцеговине,7,Ж,11215
2013,Број,Федерација Босне и Херцеговине,8,Ж,11277
2013,Број,Федерација Босне и Херцеговине,9,Ж,11237
2013,Број,Федерација Босне и Херцеговине,10,Ж,11518
2013,Број,Федерација Босне и Херцеговине,11,Ж,11681
2013,Број,Федерација Босне и Херцеговине,12,Ж,12202
2013,Број,Федерација Босне и Херцеговине,13,Ж,12637
2013,Број,Федерација Босне и Херцеговине,14,Ж,13522
2013,Број,Федерација Босне и Херцеговине,15,Ж,14879
2013,Број,Федерација Босне и Херцеговине,16,Ж,16932
2013,Број,Федерација Босне и Херцеговине,17,Ж,17068
2013,Број,Федерација Босне и Херцеговине,18,Ж,16591
2013,Број,Федерација Босне и Херцеговине,19,Ж,13113
2013,Број,Федерација Босне и Херцеговине,20,Ж,12272
2013,Број,Федерација Босне и Херцеговине,21,Ж,14751
2013,Број,Федерација Босне и Херцеговине,22,Ж,15660
2013,Број,Федерација Босне и Херцеговине,23,Ж,15516
2013,Број,Федерација Босне и Херцеговине,24,Ж,15600
2013,Број,Федерација Босне и Херцеговине,25,Ж,16118
2013,Број,Федерација Босне и Херцеговине,26,Ж,15645
2013,Број,Федерација Босне и Херцеговине,27,Ж,15846
2013,Број,Федерација Босне и Херцеговине,28,Ж,15889
2013,Број,Федерација Босне и Херцеговине,29,Ж,16586
2013,Број,Федерација Босне и Херцеговине,30,Ж,15886
2013,Број,Федерација Босне и Херцеговине,31,Ж,15749
2013,Број,Федерација Босне и Херцеговине,32,Ж,16055
