Year,UNIT_MEASURE,Administrativna jedinica,Vrsta škole,Value
2022,Broj,Bosansko-podrinjska županija,Gimnazija,108
2022,Broj,Bosansko-podrinjska županija,Tehničke škole,495
2022,Broj,Bosansko-podrinjska županija,Stručne škole,103
2016,Broj,Srednjobosanska županija,Gimnazija,2287
2016,Broj,Srednjobosanska županija,Tehničke škole,5589
2016,Broj,Srednjobosanska županija,Stručne škole,2265
2016,Broj,Srednjobosanska županija,Umjetničke škole,91
2016,Broj,Srednjobosanska županija,Vjerske škole,378
2017,Broj,Srednjobosanska županija,Gimnazija,2021
2017,Broj,Srednjobosanska županija,Tehničke škole,5389
2017,Broj,Srednjobosanska županija,Stručne škole,2156
2017,Broj,Srednjobosanska županija,Umjetničke škole,91
2017,Broj,Srednjobosanska županija,Vjerske škole,430
2018,Broj,Srednjobosanska županija,Gimnazija,1614
2018,Broj,Srednjobosanska županija,Tehničke škole,4590
2018,Broj,Srednjobosanska županija,Stručne škole,1606
2018,Broj,Srednjobosanska županija,Umjetničke škole,83
2018,Broj,Srednjobosanska županija,Vjerske škole,427
2019,Broj,Srednjobosanska županija,Gimnazija,1416
2019,Broj,Srednjobosanska županija,Tehničke škole,4549
2019,Broj,Srednjobosanska županija,Stručne škole,1403
2019,Broj,Srednjobosanska županija,Umjetničke škole,73
2019,Broj,Srednjobosanska županija,Vjerske škole,437
2020,Broj,Srednjobosanska županija,Gimnazija,1254
2020,Broj,Srednjobosanska županija,Tehničke škole,4716
2020,Broj,Srednjobosanska županija,Stručne škole,1382
2020,Broj,Srednjobosanska županija,Umjetničke škole,70
2020,Broj,Srednjobosanska županija,Vjerske škole,447
2021,Broj,Srednjobosanska županija,Gimnazija,1098
2021,Broj,Srednjobosanska županija,Tehničke škole,4818
2021,Broj,Srednjobosanska županija,Stručne škole,1677
2021,Broj,Srednjobosanska županija,Umjetničke škole,74
2021,Broj,Srednjobosanska županija,Vjerske škole,430
2022,Broj,Srednjobosanska županija,Gimnazija,1174
2022,Broj,Srednjobosanska županija,Tehničke škole,5678
2022,Broj,Srednjobosanska županija,Stručne škole,1496
2022,Broj,Srednjobosanska županija,Umjetničke škole,84
2022,Broj,Srednjobosanska županija,Vjerske škole,435
2016,Broj,Hercegovačko-neretvanska županija,Gimnazija,2616
2016,Broj,Hercegovačko-neretvanska županija,Tehničke škole,4329
2016,Broj,Hercegovačko-neretvanska županija,Stručne škole,1210
2016,Broj,Hercegovačko-neretvanska županija,Umjetničke škole,154
2016,Broj,Hercegovačko-neretvanska županija,Vjerske škole,260
2016,Broj,Hercegovačko-neretvanska županija,Srednje škole za djecu s poteškoćama u razvitku,45
2017,Broj,Hercegovačko-neretvanska županija,Gimnazija,2425
2017,Broj,Hercegovačko-neretvanska županija,Tehničke škole,4035
2017,Broj,Hercegovačko-neretvanska županija,Stručne škole,1216
2017,Broj,Hercegovačko-neretvanska županija,Umjetničke škole,108
2017,Broj,Hercegovačko-neretvanska županija,Vjerske škole,265
2017,Broj,Hercegovačko-neretvanska županija,Srednje škole za djecu s poteškoćama u razvitku,40
2018,Broj,Hercegovačko-neretvanska županija,Gimnazija,2167
2018,Broj,Hercegovačko-neretvanska županija,Tehničke škole,3875
2018,Broj,Hercegovačko-neretvanska županija,Stručne škole,1129
2018,Broj,Hercegovačko-neretvanska županija,Umjetničke škole,150
2018,Broj,Hercegovačko-neretvanska županija,Vjerske škole,264
2018,Broj,Hercegovačko-neretvanska županija,Srednje škole za djecu s poteškoćama u razvitku,29
2019,Broj,Hercegovačko-neretvanska županija,Gimnazija,1908
2019,Broj,Hercegovačko-neretvanska županija,Tehničke škole,3968
2019,Broj,Hercegovačko-neretvanska županija,Stručne škole,1026
2019,Broj,Hercegovačko-neretvanska županija,Umjetničke škole,145
2019,Broj,Hercegovačko-neretvanska županija,Vjerske škole,248
2019,Broj,Hercegovačko-neretvanska županija,Srednje škole za djecu s poteškoćama u razvitku,33
2020,Broj,Hercegovačko-neretvanska županija,Gimnazija,1844
2020,Broj,Hercegovačko-neretvanska županija,Tehničke škole,3848
2020,Broj,Hercegovačko-neretvanska županija,Stručne škole,942
2020,Broj,Hercegovačko-neretvanska županija,Umjetničke škole,151
2020,Broj,Hercegovačko-neretvanska županija,Vjerske škole,238
2020,Broj,Hercegovačko-neretvanska županija,Srednje škole za djecu s poteškoćama u razvitku,32
2021,Broj,Hercegovačko-neretvanska županija,Gimnazija,1798
2021,Broj,Hercegovačko-neretvanska županija,Tehničke škole,3991
2021,Broj,Hercegovačko-neretvanska županija,Stručne škole,932
2021,Broj,Hercegovačko-neretvanska županija,Umjetničke škole,142
2021,Broj,Hercegovačko-neretvanska županija,Vjerske škole,227
2021,Broj,Hercegovačko-neretvanska županija,Srednje škole za djecu s poteškoćama u razvitku,31
2022,Broj,Hercegovačko-neretvanska županija,Gimnazija,1777
2022,Broj,Hercegovačko-neretvanska županija,Tehničke škole,4185
2022,Broj,Hercegovačko-neretvanska županija,Stručne škole,934
2022,Broj,Hercegovačko-neretvanska županija,Umjetničke škole,143
2022,Broj,Hercegovačko-neretvanska županija,Vjerske škole,233
2022,Broj,Hercegovačko-neretvanska županija,Srednje škole za djecu s poteškoćama u razvitku,12
2016,Broj,Zapadno-hercegovačka županija,Gimnazija,1603
2016,Broj,Zapadno-hercegovačka županija,Tehničke škole,1831
2016,Broj,Zapadno-hercegovačka županija,Stručne škole,571
2016,Broj,Zapadno-hercegovačka županija,Umjetničke škole,21
2016,Broj,Zapadno-hercegovačka županija,Srednje škole za djecu s poteškoćama u razvitku,3
2017,Broj,Zapadno-hercegovačka županija,Gimnazija,1490
2017,Broj,Zapadno-hercegovačka županija,Tehničke škole,1838
2017,Broj,Zapadno-hercegovačka županija,Stručne škole,445
2017,Broj,Zapadno-hercegovačka županija,Umjetničke škole,27
2017,Broj,Zapadno-hercegovačka županija,Srednje škole za djecu s poteškoćama u razvitku,3
2018,Broj,Zapadno-hercegovačka županija,Gimnazija,1263
2018,Broj,Zapadno-hercegovačka županija,Tehničke škole,1738
2018,Broj,Zapadno-hercegovačka županija,Stručne škole,357
2018,Broj,Zapadno-hercegovačka županija,Umjetničke škole,30
2018,Broj,Zapadno-hercegovačka županija,Srednje škole za djecu s poteškoćama u razvitku,2
2019,Broj,Zapadno-hercegovačka županija,Gimnazija,1201
2019,Broj,Zapadno-hercegovačka županija,Tehničke škole,1693
2019,Broj,Zapadno-hercegovačka županija,Stručne škole,324
2019,Broj,Zapadno-hercegovačka županija,Umjetničke škole,41
2019,Broj,Zapadno-hercegovačka županija,Srednje škole za djecu s poteškoćama u razvitku,6
2020,Broj,Zapadno-hercegovačka županija,Gimnazija,1130
2020,Broj,Zapadno-hercegovačka županija,Tehničke škole,1667
2020,Broj,Zapadno-hercegovačka županija,Stručne škole,336
2020,Broj,Zapadno-hercegovačka županija,Srednje škole za djecu s poteškoćama u razvitku,5
2021,Broj,Zapadno-hercegovačka županija,Gimnazija,1119
2021,Broj,Zapadno-hercegovačka županija,Tehničke škole,1613
2021,Broj,Zapadno-hercegovačka županija,Stručne škole,353
2021,Broj,Zapadno-hercegovačka županija,Umjetničke škole,77
2021,Broj,Zapadno-hercegovačka županija,Srednje škole za djecu s poteškoćama u razvitku,6
2022,Broj,Zapadno-hercegovačka županija,Gimnazija,1190
2022,Broj,Zapadno-hercegovačka županija,Tehničke škole,1674
2022,Broj,Zapadno-hercegovačka županija,Stručne škole,363
2022,Broj,Zapadno-hercegovačka županija,Umjetničke škole,52
2022,Broj,Zapadno-hercegovačka županija,Srednje škole za djecu s poteškoćama u razvitku,2
2016,Broj,Sarajevska županija,Gimnazija,5120
2016,Broj,Sarajevska županija,Tehničke škole,7464
2016,Broj,Sarajevska županija,Stručne škole,1784
2016,Broj,Sarajevska županija,Umjetničke škole,295
2016,Broj,Sarajevska županija,Vjerske škole,491
2016,Broj,Sarajevska županija,Srednje škole za djecu s poteškoćama u razvitku,131
2017,Broj,Sarajevska županija,Gimnazija,5199
2017,Broj,Sarajevska županija,Tehničke škole,7807
2017,Broj,Sarajevska županija,Stručne škole,1956
2017,Broj,Sarajevska županija,Umjetničke škole,332
2017,Broj,Sarajevska županija,Vjerske škole,499
2017,Broj,Sarajevska županija,Srednje škole za djecu s poteškoćama u razvitku,133
2018,Broj,Sarajevska županija,Gimnazija,4785
2018,Broj,Sarajevska županija,Tehničke škole,7320
2018,Broj,Sarajevska županija,Stručne škole,2126
2018,Broj,Sarajevska županija,Umjetničke škole,307
2018,Broj,Sarajevska županija,Vjerske škole,487
2018,Broj,Sarajevska županija,Srednje škole za djecu s poteškoćama u razvitku,137
2019,Broj,Sarajevska županija,Gimnazija,4595
2019,Broj,Sarajevska županija,Tehničke škole,7022
2019,Broj,Sarajevska županija,Stručne škole,2231
2019,Broj,Sarajevska županija,Umjetničke škole,279
2019,Broj,Sarajevska županija,Vjerske škole,489
2019,Broj,Sarajevska županija,Srednje škole za djecu s poteškoćama u razvitku,117
2020,Broj,Sarajevska županija,Gimnazija,4673
2020,Broj,Sarajevska županija,Tehničke škole,6877
2020,Broj,Sarajevska županija,Stručne škole,2290
2020,Broj,Sarajevska županija,Umjetničke škole,298
2020,Broj,Sarajevska županija,Vjerske škole,485
2020,Broj,Sarajevska županija,Srednje škole za djecu s poteškoćama u razvitku,127
2021,Broj,Sarajevska županija,Gimnazija,4803
2021,Broj,Sarajevska županija,Tehničke škole,7068
2021,Broj,Sarajevska županija,Stručne škole,1921
2021,Broj,Sarajevska županija,Umjetničke škole,294
2021,Broj,Sarajevska županija,Vjerske škole,465
2021,Broj,Sarajevska županija,Srednje škole za djecu s poteškoćama u razvitku,128
2022,Broj,Sarajevska županija,Gimnazija,5103
2022,Broj,Sarajevska županija,Tehničke škole,6817
2022,Broj,Sarajevska županija,Stručne škole,1963
2022,Broj,Sarajevska županija,Umjetničke škole,299
2022,Broj,Sarajevska županija,Vjerske škole,460
2022,Broj,Sarajevska županija,Srednje škole za djecu s poteškoćama u razvitku,128
2016,Broj,Županija 10,Gimnazija,707
2016,Broj,Županija 10,Tehničke škole,989
2016,Broj,Županija 10,Stručne škole,340
2016,Broj,Županija 10,Srednje škole za djecu s poteškoćama u razvitku,5
2017,Broj,Županija 10,Gimnazija,674
2017,Broj,Županija 10,Tehničke škole,962
2017,Broj,Županija 10,Stručne škole,316
2017,Broj,Županija 10,Srednje škole za djecu s poteškoćama u razvitku,5
2018,Broj,Županija 10,Gimnazija,646
2018,Broj,Županija 10,Tehničke škole,932
2018,Broj,Županija 10,Stručne škole,332
2018,Broj,Županija 10,Srednje škole za djecu s poteškoćama u razvitku,7
2019,Broj,Županija 10,Gimnazija,670
2019,Broj,Županija 10,Tehničke škole,1055
2019,Broj,Županija 10,Stručne škole,326
2019,Broj,Županija 10,Srednje škole za djecu s poteškoćama u razvitku,7
2020,Broj,Županija 10,Gimnazija,664
2020,Broj,Županija 10,Tehničke škole,1090
2020,Broj,Županija 10,Stručne škole,284
2020,Broj,Županija 10,Srednje škole za djecu s poteškoćama u razvitku,5
2021,Broj,Županija 10,Gimnazija,633
2021,Broj,Županija 10,Tehničke škole,1032
2021,Broj,Županija 10,Stručne škole,279
2021,Broj,Županija 10,Srednje škole za djecu s poteškoćama u razvitku,3
2022,Broj,Županija 10,Gimnazija,607
2022,Broj,Županija 10,Tehničke škole,961
2022,Broj,Županija 10,Stručne škole,245
2022,Broj,Županija 10,Srednje škole za djecu s poteškoćama u razvitku,4
