Year,UNIT_MEASURE,Spol,Administrativna jedinica,Vitalna statistika,Value
2013,Broj,Oba spola,Bosansko-podrinjska županija,Živorođeni,236.0
2013,Broj,Oba spola,Srednjobosanska županija,Živorođeni,2184.0
2013,Broj,Oba spola,Hercegovačko-neretvanska županija,Živorođeni,1831.0
2013,Broj,Oba spola,Zapadno-hercegovačka županija,Živorođeni,773.0
2013,Broj,Oba spola,Sarajevska županija,Živorođeni,4550.0
2013,Broj,Oba spola,Županija 10,Živorođeni,429.0
2013,Broj,M,Federacija Bosne i Hercegovine,Živorođeni,10358.0
2013,Broj,M,Unsko-sanska županija,Živorođeni,1108.0
2013,Broj,M,Posavska županija,Živorođeni,85.0
2013,Broj,M,Tuzlanska županija,Živorođeni,2243.0
2013,Broj,M,Zeničko-dobojska županija,Živorođeni,1799.0
2013,Broj,M,Bosansko-podrinjska županija,Živorođeni,132.0
2013,Broj,M,Srednjobosanska županija,Živorođeni,1126.0
2013,Broj,M,Hercegovačko-neretvanska županija,Živorođeni,939.0
2013,Broj,M,Zapadno-hercegovačka županija,Živorođeni,399.0
2013,Broj,M,Sarajevska županija,Živorođeni,2305.0
2013,Broj,M,Županija 10,Živorođeni,222.0
2013,Broj,Ž,Federacija Bosne i Hercegovine,Živorođeni,9725.0
2013,Broj,Ž,Unsko-sanska županija,Živorođeni,1066.0
2013,Broj,Ž,Posavska županija,Živorođeni,82.0
2013,Broj,Ž,Tuzlanska županija,Živorođeni,2080.0
2013,Broj,Ž,Zeničko-dobojska županija,Živorođeni,1617.0
2013,Broj,Ž,Bosansko-podrinjska županija,Živorođeni,104.0
2013,Broj,Ž,Srednjobosanska županija,Živorođeni,1058.0
2013,Broj,Ž,Hercegovačko-neretvanska županija,Živorođeni,892.0
2013,Broj,Ž,Zapadno-hercegovačka županija,Živorođeni,374.0
2013,Broj,Ž,Sarajevska županija,Živorođeni,2245.0
2013,Broj,Ž,Županija 10,Živorođeni,207.0
2014,Broj,Oba spola,Federacija Bosne i Hercegovine,Živorođeni,19823.0
2014,Broj,Oba spola,Unsko-sanska županija,Živorođeni,2154.0
2014,Broj,Oba spola,Posavska županija,Živorođeni,212.0
2014,Broj,Oba spola,Tuzlanska županija,Živorođeni,4069.0
2014,Broj,Oba spola,Zeničko-dobojska županija,Živorođeni,3391.0
2014,Broj,Oba spola,Bosansko-podrinjska županija,Živorođeni,268.0
2014,Broj,Oba spola,Srednjobosanska županija,Živorođeni,2090.0
2014,Broj,Oba spola,Hercegovačko-neretvanska županija,Živorođeni,1824.0
2014,Broj,Oba spola,Zapadno-hercegovačka županija,Živorođeni,816.0
2014,Broj,Oba spola,Sarajevska županija,Živorođeni,4566.0
2014,Broj,Oba spola,Županija 10,Živorođeni,433.0
2014,Broj,M,Federacija Bosne i Hercegovine,Živorođeni,10156.0
2014,Broj,M,Unsko-sanska županija,Živorođeni,1112.0
2014,Broj,M,Posavska županija,Živorođeni,107.0
2014,Broj,M,Tuzlanska županija,Živorođeni,2091.0
2014,Broj,M,Zeničko-dobojska županija,Živorođeni,1724.0
2014,Broj,M,Bosansko-podrinjska županija,Živorođeni,134.0
2014,Broj,M,Srednjobosanska županija,Živorođeni,1088.0
2014,Broj,M,Hercegovačko-neretvanska županija,Živorođeni,921.0
2014,Broj,M,Zapadno-hercegovačka županija,Živorođeni,403.0
2014,Broj,M,Sarajevska županija,Živorođeni,2355.0
2014,Broj,M,Županija 10,Živorođeni,221.0
2014,Broj,Ž,Federacija Bosne i Hercegovine,Živorođeni,9667.0
2014,Broj,Ž,Unsko-sanska županija,Živorođeni,1042.0
2014,Broj,Ž,Posavska županija,Živorođeni,105.0
2014,Broj,Ž,Tuzlanska županija,Živorođeni,1978.0
2014,Broj,Ž,Zeničko-dobojska županija,Živorođeni,1667.0
2014,Broj,Ž,Bosansko-podrinjska županija,Živorođeni,134.0
2014,Broj,Ž,Srednjobosanska županija,Živorođeni,1002.0
2014,Broj,Ž,Hercegovačko-neretvanska županija,Živorođeni,903.0
2014,Broj,Ž,Zapadno-hercegovačka županija,Živorođeni,413.0
2014,Broj,Ž,Sarajevska županija,Živorođeni,2211.0
2014,Broj,Ž,Županija 10,Živorođeni,212.0
2015,Broj,Oba spola,Federacija Bosne i Hercegovine,Živorođeni,19317.0
2015,Broj,Oba spola,Unsko-sanska županija,Živorođeni,2096.0
2015,Broj,Oba spola,Posavska županija,Živorođeni,193.0
2015,Broj,Oba spola,Tuzlanska županija,Živorođeni,3888.0
2015,Broj,Oba spola,Zeničko-dobojska županija,Živorođeni,3438.0
2015,Broj,Oba spola,Bosansko-podrinjska županija,Živorođeni,214.0
2015,Broj,Oba spola,Srednjobosanska županija,Živorođeni,1965.0
2015,Broj,Oba spola,Hercegovačko-neretvanska županija,Živorođeni,1762.0
2015,Broj,Oba spola,Zapadno-hercegovačka županija,Živorođeni,734.0
2015,Broj,Oba spola,Sarajevska županija,Živorođeni,4619.0
2015,Broj,Oba spola,Županija 10,Živorođeni,408.0
2015,Broj,M,Federacija Bosne i Hercegovine,Živorođeni,9868.0
2015,Broj,M,Unsko-sanska županija,Živorođeni,1098.0
2015,Broj,M,Posavska županija,Živorođeni,108.0
2015,Broj,M,Tuzlanska županija,Živorođeni,1919.0
2015,Broj,M,Zeničko-dobojska županija,Živorođeni,1782.0
2015,Broj,M,Bosansko-podrinjska županija,Živorođeni,114.0
2015,Broj,M,Srednjobosanska županija,Živorođeni,1047.0
2015,Broj,M,Hercegovačko-neretvanska županija,Živorođeni,913.0
2015,Broj,M,Zapadno-hercegovačka županija,Živorođeni,390.0
2015,Broj,M,Sarajevska županija,Živorođeni,2304.0
2015,Broj,M,Županija 10,Živorođeni,193.0
2015,Broj,Ž,Federacija Bosne i Hercegovine,Živorođeni,9449.0
2015,Broj,Ž,Unsko-sanska županija,Živorođeni,998.0
2015,Broj,Ž,Posavska županija,Živorođeni,85.0
2015,Broj,Ž,Tuzlanska županija,Živorođeni,1969.0
2015,Broj,Ž,Zeničko-dobojska županija,Živorođeni,1656.0
2015,Broj,Ž,Bosansko-podrinjska županija,Živorođeni,100.0
2015,Broj,Ž,Srednjobosanska županija,Živorođeni,918.0
2015,Broj,Ž,Hercegovačko-neretvanska županija,Živorođeni,849.0
2015,Broj,Ž,Zapadno-hercegovačka županija,Živorođeni,344.0
2015,Broj,Ž,Sarajevska županija,Živorođeni,2315.0
2015,Broj,Ž,Županija 10,Živorođeni,215.0
2016,Broj,Oba spola,Federacija Bosne i Hercegovine,Živorođeni,19655.0
2016,Broj,Oba spola,Unsko-sanska županija,Živorođeni,2105.0
2016,Broj,Oba spola,Posavska županija,Živorođeni,144.0
2016,Broj,Oba spola,Tuzlanska županija,Živorođeni,3903.0
2016,Broj,Oba spola,Zeničko-dobojska županija,Živorođeni,3452.0
2016,Broj,Oba spola,Bosansko-podrinjska županija,Živorođeni,234.0
2016,Broj,Oba spola,Srednjobosanska županija,Živorođeni,2135.0
2016,Broj,Oba spola,Hercegovačko-neretvanska županija,Živorođeni,1833.0
2016,Broj,Oba spola,Zapadno-hercegovačka županija,Živorođeni,709.0
2016,Broj,Oba spola,Sarajevska županija,Živorođeni,4774.0
2016,Broj,Oba spola,Županija 10,Živorođeni,366.0
2016,Broj,M,Federacija Bosne i Hercegovine,Živorođeni,10214.0
2016,Broj,M,Unsko-sanska županija,Živorođeni,1090.0
2016,Broj,M,Posavska županija,Živorođeni,75.0
2016,Broj,M,Tuzlanska županija,Živorođeni,1995.0
2016,Broj,M,Zeničko-dobojska županija,Živorođeni,1816.0
2016,Broj,M,Bosansko-podrinjska županija,Živorođeni,131.0
2016,Broj,M,Srednjobosanska županija,Živorođeni,1106.0
2016,Broj,M,Hercegovačko-neretvanska županija,Živorođeni,915.0
2016,Broj,M,Zapadno-hercegovačka županija,Živorođeni,371.0
2016,Broj,M,Sarajevska županija,Živorođeni,2516.0
2016,Broj,M,Županija 10,Živorođeni,199.0
2016,Broj,Ž,Federacija Bosne i Hercegovine,Živorođeni,9441.0
2016,Broj,Ž,Unsko-sanska županija,Živorođeni,1015.0
2016,Broj,Ž,Posavska županija,Živorođeni,69.0
2016,Broj,Ž,Tuzlanska županija,Živorođeni,1908.0
2016,Broj,Ž,Zeničko-dobojska županija,Živorođeni,1636.0
2016,Broj,Ž,Bosansko-podrinjska županija,Živorođeni,103.0
2016,Broj,Ž,Srednjobosanska županija,Živorođeni,1029.0
2016,Broj,Ž,Hercegovačko-neretvanska županija,Živorođeni,918.0
2016,Broj,Ž,Zapadno-hercegovačka županija,Živorođeni,338.0
2016,Broj,Ž,Sarajevska županija,Živorođeni,2258.0
2016,Broj,Ž,Županija 10,Živorođeni,167.0
2017,Broj,Oba spola,Federacija Bosne i Hercegovine,Živorođeni,19824.0
2017,Broj,Oba spola,Unsko-sanska županija,Živorođeni,2057.0
2017,Broj,Oba spola,Posavska županija,Živorođeni,154.0
2017,Broj,Oba spola,Tuzlanska županija,Živorođeni,3966.0
2017,Broj,Oba spola,Zeničko-dobojska županija,Živorođeni,3585.0
2017,Broj,Oba spola,Bosansko-podrinjska županija,Živorođeni,241.0
2017,Broj,Oba spola,Srednjobosanska županija,Živorođeni,2167.0
2017,Broj,Oba spola,Hercegovačko-neretvanska županija,Živorođeni,1712.0
2017,Broj,Oba spola,Zapadno-hercegovačka županija,Živorođeni,709.0
2017,Broj,Oba spola,Sarajevska županija,Živorođeni,4856.0
2017,Broj,Oba spola,Županija 10,Živorođeni,377.0
2017,Broj,M,Federacija Bosne i Hercegovine,Živorođeni,10247.0
2017,Broj,M,Unsko-sanska županija,Živorođeni,1051.0
2017,Broj,M,Posavska županija,Živorođeni,75.0
2017,Broj,M,Tuzlanska županija,Živorođeni,2036.0
2017,Broj,M,Zeničko-dobojska županija,Živorođeni,1827.0
2017,Broj,M,Bosansko-podrinjska županija,Živorođeni,133.0
2017,Broj,M,Srednjobosanska županija,Živorođeni,1189.0
2017,Broj,M,Hercegovačko-neretvanska županija,Živorođeni,919.0
2017,Broj,M,Zapadno-hercegovačka županija,Živorođeni,364.0
2017,Broj,M,Sarajevska županija,Živorođeni,2459.0
2017,Broj,M,Županija 10,Živorođeni,194.0
2017,Broj,Ž,Federacija Bosne i Hercegovine,Živorođeni,9577.0
2017,Broj,Ž,Unsko-sanska županija,Živorođeni,1006.0
2017,Broj,Ž,Posavska županija,Živorođeni,79.0
2017,Broj,Ž,Tuzlanska županija,Živorođeni,1930.0
2017,Broj,Ž,Zeničko-dobojska županija,Živorođeni,1758.0
2017,Broj,Ž,Bosansko-podrinjska županija,Živorođeni,108.0
2017,Broj,Ž,Srednjobosanska županija,Živorođeni,978.0
2017,Broj,Ž,Hercegovačko-neretvanska županija,Živorođeni,793.0
2017,Broj,Ž,Zapadno-hercegovačka županija,Živorođeni,345.0
2017,Broj,Ž,Sarajevska županija,Živorođeni,2397.0
2017,Broj,Ž,Županija 10,Živorođeni,183.0
2018,Broj,Oba spola,Federacija Bosne i Hercegovine,Živorođeni,18899.0
2018,Broj,Oba spola,Unsko-sanska županija,Živorođeni,1804.0
2018,Broj,Oba spola,Posavska županija,Živorođeni,151.0
2018,Broj,Oba spola,Tuzlanska županija,Živorođeni,3723.0
2018,Broj,Oba spola,Zeničko-dobojska županija,Živorođeni,3488.0
2018,Broj,Oba spola,Bosansko-podrinjska županija,Živorođeni,240.0
2018,Broj,Oba spola,Srednjobosanska županija,Živorođeni,2040.0
2018,Broj,Oba spola,Hercegovačko-neretvanska županija,Živorođeni,1790.0
2018,Broj,Oba spola,Zapadno-hercegovačka županija,Živorođeni,760.0
2018,Broj,Oba spola,Sarajevska županija,Živorođeni,4530.0
2018,Broj,Oba spola,Županija 10,Živorođeni,373.0
2018,Broj,M,Federacija Bosne i Hercegovine,Živorođeni,9742.0
2018,Broj,M,Unsko-sanska županija,Živorođeni,975.0
2018,Broj,M,Posavska županija,Živorođeni,68.0
2018,Broj,M,Tuzlanska županija,Živorođeni,1895.0
2018,Broj,M,Zeničko-dobojska županija,Živorođeni,1760.0
2018,Broj,M,Bosansko-podrinjska županija,Živorođeni,125.0
2018,Broj,M,Srednjobosanska županija,Živorođeni,1059.0
2018,Broj,M,Hercegovačko-neretvanska županija,Živorođeni,914.0
2018,Broj,M,Zapadno-hercegovačka županija,Živorođeni,397.0
2018,Broj,M,Sarajevska županija,Živorođeni,2340.0
2018,Broj,M,Županija 10,Živorođeni,209.0
2018,Broj,Ž,Federacija Bosne i Hercegovine,Živorođeni,9157.0
2018,Broj,Ž,Unsko-sanska županija,Živorođeni,829.0
2018,Broj,Ž,Posavska županija,Živorođeni,83.0
2018,Broj,Ž,Tuzlanska županija,Živorođeni,1828.0
2018,Broj,Ž,Zeničko-dobojska županija,Živorođeni,1728.0
2018,Broj,Ž,Bosansko-podrinjska županija,Živorođeni,115.0
2018,Broj,Ž,Srednjobosanska županija,Živorođeni,981.0
2018,Broj,Ž,Hercegovačko-neretvanska županija,Živorođeni,876.0
2018,Broj,Ž,Zapadno-hercegovačka županija,Živorođeni,363.0
2018,Broj,Ž,Sarajevska županija,Živorođeni,2190.0
2018,Broj,Ž,Županija 10,Živorođeni,164.0
2019,Broj,Oba spola,Federacija Bosne i Hercegovine,Živorođeni,18019.0
2019,Broj,Oba spola,Unsko-sanska županija,Živorođeni,1735.0
2019,Broj,Oba spola,Posavska županija,Živorođeni,124.0
2019,Broj,Oba spola,Tuzlanska županija,Živorođeni,3636.0
2019,Broj,Oba spola,Zeničko-dobojska županija,Živorođeni,3337.0
2019,Broj,Oba spola,Bosansko-podrinjska županija,Živorođeni,200.0
2019,Broj,Oba spola,Srednjobosanska županija,Živorođeni,1929.0
2019,Broj,Oba spola,Hercegovačko-neretvanska županija,Živorođeni,1632.0
2019,Broj,Oba spola,Zapadno-hercegovačka županija,Živorođeni,729.0
2019,Broj,Oba spola,Sarajevska županija,Živorođeni,4339.0
2019,Broj,Oba spola,Županija 10,Živorođeni,358.0
2019,Broj,M,Federacija Bosne i Hercegovine,Živorođeni,9342.0
2019,Broj,M,Unsko-sanska županija,Živorođeni,876.0
2019,Broj,M,Posavska županija,Živorođeni,68.0
2019,Broj,M,Tuzlanska županija,Živorođeni,1887.0
2019,Broj,M,Zeničko-dobojska županija,Živorođeni,1733.0
2019,Broj,M,Bosansko-podrinjska županija,Živorođeni,100.0
2019,Broj,M,Srednjobosanska županija,Živorođeni,1041.0
2019,Broj,M,Hercegovačko-neretvanska županija,Živorođeni,823.0
2019,Broj,M,Zapadno-hercegovačka županija,Živorođeni,381.0
2019,Broj,M,Sarajevska županija,Živorođeni,2249.0
2019,Broj,M,Županija 10,Živorođeni,184.0
2019,Broj,Ž,Federacija Bosne i Hercegovine,Živorođeni,8677.0
2019,Broj,Ž,Unsko-sanska županija,Živorođeni,859.0
2019,Broj,Ž,Posavska županija,Živorođeni,56.0
2019,Broj,Ž,Tuzlanska županija,Živorođeni,1749.0
2019,Broj,Ž,Zeničko-dobojska županija,Živorođeni,1604.0
2019,Broj,Ž,Bosansko-podrinjska županija,Živorođeni,100.0
2019,Broj,Ž,Srednjobosanska županija,Živorođeni,888.0
2019,Broj,Ž,Hercegovačko-neretvanska županija,Živorođeni,809.0
2019,Broj,Ž,Zapadno-hercegovačka županija,Živorođeni,348.0
2019,Broj,Ž,Sarajevska županija,Živorođeni,2090.0
2019,Broj,Ž,Županija 10,Živorođeni,174.0
2020,Broj,Oba spola,Federacija Bosne i Hercegovine,Živorođeni,17211.0
2020,Broj,Oba spola,Unsko-sanska županija,Živorođeni,1552.0
2020,Broj,Oba spola,Posavska županija,Živorođeni,128.0
2020,Broj,Oba spola,Tuzlanska županija,Živorođeni,3425.0
2020,Broj,Oba spola,Zeničko-dobojska županija,Živorođeni,3259.0
2020,Broj,Oba spola,Bosansko-podrinjska županija,Živorođeni,173.0
2020,Broj,Oba spola,Srednjobosanska županija,Živorođeni,1854.0
2020,Broj,Oba spola,Hercegovačko-neretvanska županija,Živorođeni,1532.0
2020,Broj,Oba spola,Zapadno-hercegovačka županija,Živorođeni,756.0
2020,Broj,Oba spola,Sarajevska županija,Živorođeni,4206.0
2020,Broj,Oba spola,Županija 10,Živorođeni,326.0
2020,Broj,M,Federacija Bosne i Hercegovine,Živorođeni,8901.0
2020,Broj,M,Unsko-sanska županija,Živorođeni,808.0
2020,Broj,M,Posavska županija,Živorođeni,69.0
2020,Broj,M,Tuzlanska županija,Živorođeni,1775.0
2020,Broj,M,Zeničko-dobojska županija,Živorođeni,1683.0
2020,Broj,M,Bosansko-podrinjska županija,Živorođeni,88.0
2020,Broj,M,Srednjobosanska županija,Živorođeni,978.0
2020,Broj,M,Hercegovačko-neretvanska županija,Živorođeni,805.0
2020,Broj,M,Zapadno-hercegovačka županija,Živorođeni,373.0
2020,Broj,M,Sarajevska županija,Živorođeni,2164.0
2020,Broj,M,Županija 10,Živorođeni,158.0
2020,Broj,Ž,Federacija Bosne i Hercegovine,Živorođeni,8310.0
2020,Broj,Ž,Unsko-sanska županija,Živorođeni,744.0
2020,Broj,Ž,Posavska županija,Živorođeni,59.0
2020,Broj,Ž,Tuzlanska županija,Živorođeni,1650.0
2020,Broj,Ž,Zeničko-dobojska županija,Živorođeni,1576.0
2020,Broj,Ž,Bosansko-podrinjska županija,Živorođeni,85.0
2020,Broj,Ž,Srednjobosanska županija,Živorođeni,876.0
2020,Broj,Ž,Hercegovačko-neretvanska županija,Živorođeni,727.0
2020,Broj,Ž,Zapadno-hercegovačka županija,Živorođeni,383.0
2020,Broj,Ž,Sarajevska županija,Živorođeni,2042.0
2020,Broj,Ž,Županija 10,Živorođeni,168.0
2011,Broj,Oba spola,Federacija Bosne i Hercegovine,Umrli,19979.0
2011,Broj,Oba spola,Unsko-sanska županija,Umrli,
2011,Broj,Oba spola,Posavska županija,Umrli,
2011,Broj,Oba spola,Tuzlanska županija,Umrli,
2011,Broj,Oba spola,Zeničko-dobojska županija,Umrli,
2011,Broj,Oba spola,Bosansko-podrinjska županija,Umrli,
2011,Broj,Oba spola,Srednjobosanska županija,Umrli,
2011,Broj,Oba spola,Hercegovačko-neretvanska županija,Umrli,
2011,Broj,Oba spola,Zapadno-hercegovačka županija,Umrli,
2011,Broj,Oba spola,Sarajevska županija,Umrli,
2011,Broj,Oba spola,Županija 10,Umrli,
2011,Broj,M,Federacija Bosne i Hercegovine,Umrli,10234.0
2011,Broj,M,Unsko-sanska županija,Umrli,
2011,Broj,M,Posavska županija,Umrli,
2011,Broj,M,Tuzlanska županija,Umrli,
2011,Broj,M,Zeničko-dobojska županija,Umrli,
2011,Broj,M,Bosansko-podrinjska županija,Umrli,
2011,Broj,M,Srednjobosanska županija,Umrli,
2011,Broj,M,Hercegovačko-neretvanska županija,Umrli,
2011,Broj,M,Zapadno-hercegovačka županija,Umrli,
2011,Broj,M,Sarajevska županija,Umrli,
2011,Broj,M,Županija 10,Umrli,
2011,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,9745.0
2011,Broj,Ž,Unsko-sanska županija,Umrli,
2011,Broj,Ž,Posavska županija,Umrli,
2011,Broj,Ž,Tuzlanska županija,Umrli,
2011,Broj,Ž,Zeničko-dobojska županija,Umrli,
2011,Broj,Ž,Bosansko-podrinjska županija,Umrli,
2011,Broj,Ž,Srednjobosanska županija,Umrli,
2011,Broj,Ž,Hercegovačko-neretvanska županija,Umrli,
2011,Broj,Ž,Zapadno-hercegovačka županija,Umrli,
2011,Broj,Ž,Sarajevska županija,Umrli,
2011,Broj,Ž,Županija 10,Umrli,
2012,Broj,Oba spola,Federacija Bosne i Hercegovine,Umrli,20621.0
2012,Broj,Oba spola,Unsko-sanska županija,Umrli,
2012,Broj,Oba spola,Posavska županija,Umrli,
2012,Broj,Oba spola,Tuzlanska županija,Umrli,
2012,Broj,Oba spola,Zeničko-dobojska županija,Umrli,
2012,Broj,Oba spola,Bosansko-podrinjska županija,Umrli,
2012,Broj,Oba spola,Srednjobosanska županija,Umrli,
2012,Broj,Oba spola,Hercegovačko-neretvanska županija,Umrli,
2012,Broj,Oba spola,Zapadno-hercegovačka županija,Umrli,
2012,Broj,Oba spola,Sarajevska županija,Umrli,
2012,Broj,Oba spola,Županija 10,Umrli,
2012,Broj,M,Federacija Bosne i Hercegovine,Umrli,10599.0
2012,Broj,M,Unsko-sanska županija,Umrli,
2012,Broj,M,Posavska županija,Umrli,
2012,Broj,M,Tuzlanska županija,Umrli,
2012,Broj,M,Zeničko-dobojska županija,Umrli,
2012,Broj,M,Bosansko-podrinjska županija,Umrli,
2012,Broj,M,Srednjobosanska županija,Umrli,
2012,Broj,M,Hercegovačko-neretvanska županija,Umrli,
2012,Broj,M,Zapadno-hercegovačka županija,Umrli,
2012,Broj,M,Sarajevska županija,Umrli,
2012,Broj,M,Županija 10,Umrli,
2012,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,10022.0
2012,Broj,Ž,Unsko-sanska županija,Umrli,
2012,Broj,Ž,Posavska županija,Umrli,
2012,Broj,Ž,Tuzlanska županija,Umrli,
2012,Broj,Ž,Zeničko-dobojska županija,Umrli,
2012,Broj,Ž,Bosansko-podrinjska županija,Umrli,
2012,Broj,Ž,Srednjobosanska županija,Umrli,
2012,Broj,Ž,Hercegovačko-neretvanska županija,Umrli,
2012,Broj,Ž,Zapadno-hercegovačka županija,Umrli,
2012,Broj,Ž,Sarajevska županija,Umrli,
2012,Broj,Ž,Županija 10,Umrli,
2013,Broj,Oba spola,Federacija Bosne i Hercegovine,Umrli,20269.0
2013,Broj,Oba spola,Unsko-sanska županija,Umrli,
2013,Broj,Oba spola,Posavska županija,Umrli,
2013,Broj,Oba spola,Tuzlanska županija,Umrli,
2013,Broj,Oba spola,Zeničko-dobojska županija,Umrli,
2013,Broj,Oba spola,Bosansko-podrinjska županija,Umrli,
2013,Broj,Oba spola,Srednjobosanska županija,Umrli,
2013,Broj,Oba spola,Hercegovačko-neretvanska županija,Umrli,
2013,Broj,Oba spola,Zapadno-hercegovačka županija,Umrli,
2013,Broj,Oba spola,Sarajevska županija,Umrli,
2013,Broj,Oba spola,Županija 10,Umrli,
2013,Broj,M,Federacija Bosne i Hercegovine,Umrli,10250.0
2013,Broj,M,Unsko-sanska županija,Umrli,
2013,Broj,M,Posavska županija,Umrli,
2013,Broj,M,Tuzlanska županija,Umrli,
2013,Broj,M,Zeničko-dobojska županija,Umrli,
2013,Broj,M,Bosansko-podrinjska županija,Umrli,
2013,Broj,M,Srednjobosanska županija,Umrli,
2013,Broj,M,Hercegovačko-neretvanska županija,Umrli,
2013,Broj,M,Zapadno-hercegovačka županija,Umrli,
2013,Broj,M,Sarajevska županija,Umrli,
2013,Broj,M,Županija 10,Umrli,
2013,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,10019.0
2013,Broj,Ž,Unsko-sanska županija,Umrli,
2013,Broj,Ž,Posavska županija,Umrli,
