Year,UNIT_MEASURE,Admin_Area,Област образовања,Value
2011,Број,federation_of_bih,"Природне науке, математика и статистика",
2011,Број,federation_of_bih,Информационе и комуникационе технологије,
2011,Број,federation_of_bih,"Инжeњерство, производња и грађевинарство",
2011,Број,federation_of_bih,"Пољопривреда, шумарство, рибарство и ветеринарство",
2011,Број,federation_of_bih,Здравство и социјална заштита,
2011,Број,federation_of_bih,Услуге,
2011,Број,una-sana_canton,Oбразовање,
2011,Број,una-sana_canton,Умјетност и хуманистичке науке,
2011,Број,una-sana_canton,"Друштвене науке, новинарство и информисање",
2011,Број,una-sana_canton,"Пословање, администрација и право",
2011,Број,una-sana_canton,"Природне науке, математика и статистика",
2011,Број,una-sana_canton,Информационе и комуникационе технологије,
2011,Број,una-sana_canton,"Инжeњерство, производња и грађевинарство",
2011,Број,una-sana_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2011,Број,una-sana_canton,Здравство и социјална заштита,
2011,Број,una-sana_canton,Услуге,
2011,Број,tuzla_canton,Oбразовање,
2011,Број,tuzla_canton,Умјетност и хуманистичке науке,
2011,Број,tuzla_canton,"Друштвене науке, новинарство и информисање",
2011,Број,tuzla_canton,"Пословање, администрација и право",
2011,Број,tuzla_canton,"Природне науке, математика и статистика",
2011,Број,tuzla_canton,Информационе и комуникационе технологије,
2011,Број,tuzla_canton,"Инжeњерство, производња и грађевинарство",
2011,Број,tuzla_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2011,Број,tuzla_canton,Здравство и социјална заштита,
2011,Број,tuzla_canton,Услуге,
2011,Број,zenica-doboj_canton,Oбразовање,
2011,Број,zenica-doboj_canton,Умјетност и хуманистичке науке,
2011,Број,zenica-doboj_canton,"Друштвене науке, новинарство и информисање",
2011,Број,zenica-doboj_canton,"Пословање, администрација и право",
2011,Број,zenica-doboj_canton,"Природне науке, математика и статистика",
2011,Број,zenica-doboj_canton,Информационе и комуникационе технологије,
2011,Број,zenica-doboj_canton,"Инжeњерство, производња и грађевинарство",
2011,Број,zenica-doboj_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2011,Број,zenica-doboj_canton,Здравство и социјална заштита,
2011,Број,zenica-doboj_canton,Услуге,
2011,Број,bosnian-podrinje_canton,Oбразовање,
2011,Број,bosnian-podrinje_canton,Умјетност и хуманистичке науке,
2011,Број,bosnian-podrinje_canton,"Друштвене науке, новинарство и информисање",
2011,Број,bosnian-podrinje_canton,"Пословање, администрација и право",
2011,Број,bosnian-podrinje_canton,"Природне науке, математика и статистика",
2011,Број,bosnian-podrinje_canton,Информационе и комуникационе технологије,
2011,Број,bosnian-podrinje_canton,"Инжeњерство, производња и грађевинарство",
2011,Број,bosnian-podrinje_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2011,Број,bosnian-podrinje_canton,Здравство и социјална заштита,
2011,Број,bosnian-podrinje_canton,Услуге,
2011,Број,central_bosnia_canton,Oбразовање,
2011,Број,central_bosnia_canton,Умјетност и хуманистичке науке,
2011,Број,central_bosnia_canton,"Друштвене науке, новинарство и информисање",
2011,Број,central_bosnia_canton,"Пословање, администрација и право",
2011,Број,central_bosnia_canton,"Природне науке, математика и статистика",
2011,Број,central_bosnia_canton,Информационе и комуникационе технологије,
2011,Број,central_bosnia_canton,"Инжeњерство, производња и грађевинарство",
2011,Број,central_bosnia_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2011,Број,central_bosnia_canton,Здравство и социјална заштита,
2011,Број,central_bosnia_canton,Услуге,
2011,Број,herzegovina-neretva_canton,Oбразовање,
2011,Број,herzegovina-neretva_canton,Умјетност и хуманистичке науке,
2011,Број,herzegovina-neretva_canton,"Друштвене науке, новинарство и информисање",
2011,Број,herzegovina-neretva_canton,"Пословање, администрација и право",
2011,Број,herzegovina-neretva_canton,"Природне науке, математика и статистика",
2011,Број,herzegovina-neretva_canton,Информационе и комуникационе технологије,
2011,Број,herzegovina-neretva_canton,"Инжeњерство, производња и грађевинарство",
2011,Број,herzegovina-neretva_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2011,Број,herzegovina-neretva_canton,Здравство и социјална заштита,
2011,Број,herzegovina-neretva_canton,Услуге,
2011,Број,sarajevo_canton,Oбразовање,
2011,Број,sarajevo_canton,Умјетност и хуманистичке науке,
2011,Број,sarajevo_canton,"Друштвене науке, новинарство и информисање",
2011,Број,sarajevo_canton,"Пословање, администрација и право",
2011,Број,sarajevo_canton,"Природне науке, математика и статистика",
2011,Број,sarajevo_canton,Информационе и комуникационе технологије,
2011,Број,sarajevo_canton,"Инжeњерство, производња и грађевинарство",
2011,Број,sarajevo_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2011,Број,sarajevo_canton,Здравство и социјална заштита,
2011,Број,sarajevo_canton,Услуге,
2012,Број,federation_of_bih,Oбразовање,
2012,Број,federation_of_bih,Умјетност и хуманистичке науке,
2012,Број,federation_of_bih,"Друштвене науке, новинарство и информисање",
2012,Број,federation_of_bih,"Пословање, администрација и право",
2012,Број,federation_of_bih,"Природне науке, математика и статистика",
2012,Број,federation_of_bih,Информационе и комуникационе технологије,
2012,Број,federation_of_bih,"Инжeњерство, производња и грађевинарство",
2012,Број,federation_of_bih,"Пољопривреда, шумарство, рибарство и ветеринарство",
2012,Број,federation_of_bih,Здравство и социјална заштита,
2012,Број,federation_of_bih,Услуге,
2012,Број,una-sana_canton,Oбразовање,
2012,Број,una-sana_canton,Умјетност и хуманистичке науке,
2012,Број,una-sana_canton,"Друштвене науке, новинарство и информисање",
2012,Број,una-sana_canton,"Пословање, администрација и право",
2012,Број,una-sana_canton,"Природне науке, математика и статистика",
2012,Број,una-sana_canton,Информационе и комуникационе технологије,
2012,Број,una-sana_canton,"Инжeњерство, производња и грађевинарство",
2012,Број,una-sana_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2012,Број,una-sana_canton,Здравство и социјална заштита,
2012,Број,una-sana_canton,Услуге,
2012,Број,tuzla_canton,Oбразовање,
2012,Број,tuzla_canton,Умјетност и хуманистичке науке,
2012,Број,tuzla_canton,"Друштвене науке, новинарство и информисање",
2012,Број,tuzla_canton,"Пословање, администрација и право",
2012,Број,tuzla_canton,"Природне науке, математика и статистика",
2012,Број,tuzla_canton,Информационе и комуникационе технологије,
2012,Број,tuzla_canton,"Инжeњерство, производња и грађевинарство",
2012,Број,tuzla_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2012,Број,tuzla_canton,Здравство и социјална заштита,
2012,Број,tuzla_canton,Услуге,
2012,Број,zenica-doboj_canton,Oбразовање,
2012,Број,zenica-doboj_canton,Умјетност и хуманистичке науке,
2012,Број,zenica-doboj_canton,"Друштвене науке, новинарство и информисање",
2012,Број,zenica-doboj_canton,"Пословање, администрација и право",
2012,Број,zenica-doboj_canton,"Природне науке, математика и статистика",
2012,Број,zenica-doboj_canton,Информационе и комуникационе технологије,
2012,Број,zenica-doboj_canton,"Инжeњерство, производња и грађевинарство",
2012,Број,zenica-doboj_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2012,Број,zenica-doboj_canton,Здравство и социјална заштита,
2012,Број,zenica-doboj_canton,Услуге,
2012,Број,bosnian-podrinje_canton,Oбразовање,
2012,Број,bosnian-podrinje_canton,Умјетност и хуманистичке науке,
2012,Број,bosnian-podrinje_canton,"Друштвене науке, новинарство и информисање",
2012,Број,bosnian-podrinje_canton,"Пословање, администрација и право",
2012,Број,bosnian-podrinje_canton,"Природне науке, математика и статистика",
2012,Број,bosnian-podrinje_canton,Информационе и комуникационе технологије,
2012,Број,bosnian-podrinje_canton,"Инжeњерство, производња и грађевинарство",
2012,Број,bosnian-podrinje_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2012,Број,bosnian-podrinje_canton,Здравство и социјална заштита,
2012,Број,bosnian-podrinje_canton,Услуге,
2012,Број,central_bosnia_canton,Oбразовање,
2012,Број,central_bosnia_canton,Умјетност и хуманистичке науке,
2012,Број,central_bosnia_canton,"Друштвене науке, новинарство и информисање",
2012,Број,central_bosnia_canton,"Пословање, администрација и право",
2012,Број,central_bosnia_canton,"Природне науке, математика и статистика",
2012,Број,central_bosnia_canton,Информационе и комуникационе технологије,
2012,Број,central_bosnia_canton,"Инжeњерство, производња и грађевинарство",
2012,Број,central_bosnia_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2012,Број,central_bosnia_canton,Здравство и социјална заштита,
2012,Број,central_bosnia_canton,Услуге,
2012,Број,herzegovina-neretva_canton,Oбразовање,
2012,Број,herzegovina-neretva_canton,Умјетност и хуманистичке науке,
2012,Број,herzegovina-neretva_canton,"Друштвене науке, новинарство и информисање",
2012,Број,herzegovina-neretva_canton,"Пословање, администрација и право",
2012,Број,herzegovina-neretva_canton,"Природне науке, математика и статистика",
2012,Број,herzegovina-neretva_canton,Информационе и комуникационе технологије,
2012,Број,herzegovina-neretva_canton,"Инжeњерство, производња и грађевинарство",
2012,Број,herzegovina-neretva_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2012,Број,herzegovina-neretva_canton,Здравство и социјална заштита,
2012,Број,herzegovina-neretva_canton,Услуге,
2012,Број,sarajevo_canton,Oбразовање,
2012,Број,sarajevo_canton,Умјетност и хуманистичке науке,
2012,Број,sarajevo_canton,"Друштвене науке, новинарство и информисање",
2012,Број,sarajevo_canton,"Пословање, администрација и право",
2012,Број,sarajevo_canton,"Природне науке, математика и статистика",
2012,Број,sarajevo_canton,Информационе и комуникационе технологије,
2012,Број,sarajevo_canton,"Инжeњерство, производња и грађевинарство",
2012,Број,sarajevo_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2012,Број,sarajevo_canton,Здравство и социјална заштита,
2012,Број,sarajevo_canton,Услуге,
2013,Број,federation_of_bih,Oбразовање,
2013,Број,federation_of_bih,Умјетност и хуманистичке науке,
2013,Број,federation_of_bih,"Друштвене науке, новинарство и информисање",
2013,Број,federation_of_bih,"Пословање, администрација и право",
2013,Број,federation_of_bih,"Природне науке, математика и статистика",
2013,Број,federation_of_bih,Информационе и комуникационе технологије,
2013,Број,federation_of_bih,"Инжeњерство, производња и грађевинарство",
2013,Број,federation_of_bih,"Пољопривреда, шумарство, рибарство и ветеринарство",
2013,Број,federation_of_bih,Здравство и социјална заштита,
2013,Број,federation_of_bih,Услуге,
2013,Број,una-sana_canton,Oбразовање,
2013,Број,una-sana_canton,Умјетност и хуманистичке науке,
2013,Број,una-sana_canton,"Друштвене науке, новинарство и информисање",
2013,Број,una-sana_canton,"Пословање, администрација и право",
2013,Број,una-sana_canton,"Природне науке, математика и статистика",
2013,Број,una-sana_canton,Информационе и комуникационе технологије,
2013,Број,una-sana_canton,"Инжeњерство, производња и грађевинарство",
2013,Број,una-sana_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2013,Број,una-sana_canton,Здравство и социјална заштита,
2013,Број,una-sana_canton,Услуге,
2013,Број,tuzla_canton,Oбразовање,
2013,Број,tuzla_canton,Умјетност и хуманистичке науке,
2013,Број,tuzla_canton,"Друштвене науке, новинарство и информисање",
2013,Број,tuzla_canton,"Пословање, администрација и право",
2013,Број,tuzla_canton,"Природне науке, математика и статистика",
2013,Број,tuzla_canton,Информационе и комуникационе технологије,
2013,Број,tuzla_canton,"Инжeњерство, производња и грађевинарство",
2013,Број,tuzla_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2013,Број,tuzla_canton,Здравство и социјална заштита,
2013,Број,tuzla_canton,Услуге,
2013,Број,zenica-doboj_canton,Oбразовање,
2013,Број,zenica-doboj_canton,Умјетност и хуманистичке науке,
2013,Број,zenica-doboj_canton,"Друштвене науке, новинарство и информисање",
2013,Број,zenica-doboj_canton,"Пословање, администрација и право",
2013,Број,zenica-doboj_canton,"Природне науке, математика и статистика",
2013,Број,zenica-doboj_canton,Информационе и комуникационе технологије,
2013,Број,zenica-doboj_canton,"Инжeњерство, производња и грађевинарство",
2013,Број,zenica-doboj_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2013,Број,zenica-doboj_canton,Здравство и социјална заштита,
2013,Број,zenica-doboj_canton,Услуге,
2013,Број,bosnian-podrinje_canton,Oбразовање,
2013,Број,bosnian-podrinje_canton,Умјетност и хуманистичке науке,
2013,Број,bosnian-podrinje_canton,"Друштвене науке, новинарство и информисање",
2013,Број,bosnian-podrinje_canton,"Пословање, администрација и право",
2013,Број,bosnian-podrinje_canton,"Природне науке, математика и статистика",
2013,Број,bosnian-podrinje_canton,Информационе и комуникационе технологије,
2013,Број,bosnian-podrinje_canton,"Инжeњерство, производња и грађевинарство",
2013,Број,bosnian-podrinje_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2013,Број,bosnian-podrinje_canton,Здравство и социјална заштита,
2013,Број,bosnian-podrinje_canton,Услуге,
2013,Број,central_bosnia_canton,Oбразовање,
2013,Број,central_bosnia_canton,Умјетност и хуманистичке науке,
2013,Број,central_bosnia_canton,"Друштвене науке, новинарство и информисање",
2013,Број,central_bosnia_canton,"Пословање, администрација и право",
2013,Број,central_bosnia_canton,"Природне науке, математика и статистика",
2013,Број,central_bosnia_canton,Информационе и комуникационе технологије,
2013,Број,central_bosnia_canton,"Инжeњерство, производња и грађевинарство",
2013,Број,central_bosnia_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2013,Број,central_bosnia_canton,Здравство и социјална заштита,
2013,Број,central_bosnia_canton,Услуге,
2013,Број,herzegovina-neretva_canton,Oбразовање,
2013,Број,herzegovina-neretva_canton,Умјетност и хуманистичке науке,
2013,Број,herzegovina-neretva_canton,"Друштвене науке, новинарство и информисање",
2013,Број,herzegovina-neretva_canton,"Пословање, администрација и право",
2013,Број,herzegovina-neretva_canton,"Природне науке, математика и статистика",
2013,Број,herzegovina-neretva_canton,Информационе и комуникационе технологије,
2013,Број,herzegovina-neretva_canton,"Инжeњерство, производња и грађевинарство",
2013,Број,herzegovina-neretva_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2013,Број,herzegovina-neretva_canton,Здравство и социјална заштита,
2013,Број,herzegovina-neretva_canton,Услуге,
2013,Број,sarajevo_canton,Oбразовање,
2013,Број,sarajevo_canton,Умјетност и хуманистичке науке,
2013,Број,sarajevo_canton,"Друштвене науке, новинарство и информисање",
2013,Број,sarajevo_canton,"Пословање, администрација и право",
2013,Број,sarajevo_canton,"Природне науке, математика и статистика",
2013,Број,sarajevo_canton,Информационе и комуникационе технологије,
2013,Број,sarajevo_canton,"Инжeњерство, производња и грађевинарство",
2013,Број,sarajevo_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2013,Број,sarajevo_canton,Здравство и социјална заштита,
2013,Број,sarajevo_canton,Услуге,
2014,Број,federation_of_bih,Oбразовање,
2014,Број,federation_of_bih,Умјетност и хуманистичке науке,
2014,Број,federation_of_bih,"Друштвене науке, новинарство и информисање",
2014,Број,federation_of_bih,"Пословање, администрација и право",
2014,Број,federation_of_bih,"Природне науке, математика и статистика",
2014,Број,federation_of_bih,Информационе и комуникационе технологије,
2014,Број,federation_of_bih,"Инжeњерство, производња и грађевинарство",
2014,Број,federation_of_bih,"Пољопривреда, шумарство, рибарство и ветеринарство",
2014,Број,federation_of_bih,Здравство и социјална заштита,
2014,Број,federation_of_bih,Услуге,
2014,Број,una-sana_canton,Oбразовање,
2014,Број,una-sana_canton,Умјетност и хуманистичке науке,
2014,Број,una-sana_canton,"Друштвене науке, новинарство и информисање",
2014,Број,una-sana_canton,"Пословање, администрација и право",
2014,Број,una-sana_canton,"Природне науке, математика и статистика",
2014,Број,una-sana_canton,Информационе и комуникационе технологије,
2014,Број,una-sana_canton,"Инжeњерство, производња и грађевинарство",
2014,Број,una-sana_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2014,Број,una-sana_canton,Здравство и социјална заштита,
2014,Број,una-sana_canton,Услуге,
2014,Број,tuzla_canton,Oбразовање,
2014,Број,tuzla_canton,Умјетност и хуманистичке науке,
2014,Број,tuzla_canton,"Друштвене науке, новинарство и информисање",
2014,Број,tuzla_canton,"Пословање, администрација и право",
2014,Број,tuzla_canton,"Природне науке, математика и статистика",
2014,Број,tuzla_canton,Информационе и комуникационе технологије,
2014,Број,tuzla_canton,"Инжeњерство, производња и грађевинарство",
2014,Број,tuzla_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2014,Број,tuzla_canton,Здравство и социјална заштита,
2014,Број,tuzla_canton,Услуге,
2014,Број,zenica-doboj_canton,Oбразовање,
2014,Број,zenica-doboj_canton,Умјетност и хуманистичке науке,
2014,Број,zenica-doboj_canton,"Друштвене науке, новинарство и информисање",
2014,Број,zenica-doboj_canton,"Пословање, администрација и право",
2014,Број,zenica-doboj_canton,"Природне науке, математика и статистика",
2014,Број,zenica-doboj_canton,Информационе и комуникационе технологије,
2014,Број,zenica-doboj_canton,"Инжeњерство, производња и грађевинарство",
2014,Број,zenica-doboj_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2014,Број,zenica-doboj_canton,Здравство и социјална заштита,
2014,Број,zenica-doboj_canton,Услуге,
2014,Број,bosnian-podrinje_canton,Oбразовање,
2014,Број,bosnian-podrinje_canton,Умјетност и хуманистичке науке,
2014,Број,bosnian-podrinje_canton,"Друштвене науке, новинарство и информисање",
2014,Број,bosnian-podrinje_canton,"Пословање, администрација и право",
2014,Број,bosnian-podrinje_canton,"Природне науке, математика и статистика",
2014,Број,bosnian-podrinje_canton,Информационе и комуникационе технологије,
2014,Број,bosnian-podrinje_canton,"Инжeњерство, производња и грађевинарство",
2014,Број,bosnian-podrinje_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2014,Број,bosnian-podrinje_canton,Здравство и социјална заштита,
2014,Број,bosnian-podrinje_canton,Услуге,
2014,Број,central_bosnia_canton,Oбразовање,
2014,Број,central_bosnia_canton,Умјетност и хуманистичке науке,
2014,Број,central_bosnia_canton,"Друштвене науке, новинарство и информисање",
2014,Број,central_bosnia_canton,"Пословање, администрација и право",
2014,Број,central_bosnia_canton,"Природне науке, математика и статистика",
2014,Број,central_bosnia_canton,Информационе и комуникационе технологије,
2014,Број,central_bosnia_canton,"Инжeњерство, производња и грађевинарство",
2014,Број,central_bosnia_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2014,Број,central_bosnia_canton,Здравство и социјална заштита,
2014,Број,central_bosnia_canton,Услуге,
2014,Број,herzegovina-neretva_canton,Oбразовање,
2014,Број,herzegovina-neretva_canton,Умјетност и хуманистичке науке,
2014,Број,herzegovina-neretva_canton,"Друштвене науке, новинарство и информисање",
2014,Број,herzegovina-neretva_canton,"Пословање, администрација и право",
2014,Број,herzegovina-neretva_canton,"Природне науке, математика и статистика",
2014,Број,herzegovina-neretva_canton,Информационе и комуникационе технологије,
2014,Број,herzegovina-neretva_canton,"Инжeњерство, производња и грађевинарство",
2014,Број,herzegovina-neretva_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2014,Број,herzegovina-neretva_canton,Здравство и социјална заштита,
2014,Број,herzegovina-neretva_canton,Услуге,
2014,Број,sarajevo_canton,Oбразовање,
2014,Број,sarajevo_canton,Умјетност и хуманистичке науке,
2014,Број,sarajevo_canton,"Друштвене науке, новинарство и информисање",
2014,Број,sarajevo_canton,"Пословање, администрација и право",
2014,Број,sarajevo_canton,"Природне науке, математика и статистика",
2014,Број,sarajevo_canton,Информационе и комуникационе технологије,
2014,Број,sarajevo_canton,"Инжeњерство, производња и грађевинарство",
2014,Број,sarajevo_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2014,Број,sarajevo_canton,Здравство и социјална заштита,
2014,Број,sarajevo_canton,Услуге,
2015,Број,federation_of_bih,Oбразовање,
2015,Број,federation_of_bih,Умјетност и хуманистичке науке,
2015,Број,federation_of_bih,"Друштвене науке, новинарство и информисање",
2015,Број,federation_of_bih,"Пословање, администрација и право",
2015,Број,federation_of_bih,"Природне науке, математика и статистика",
2015,Број,federation_of_bih,Информационе и комуникационе технологије,
2015,Број,federation_of_bih,"Инжeњерство, производња и грађевинарство",
2015,Број,federation_of_bih,"Пољопривреда, шумарство, рибарство и ветеринарство",
2015,Број,federation_of_bih,Здравство и социјална заштита,
2015,Број,federation_of_bih,Услуге,
2015,Број,una-sana_canton,Oбразовање,
2015,Број,una-sana_canton,Умјетност и хуманистичке науке,
2015,Број,una-sana_canton,"Друштвене науке, новинарство и информисање",
2015,Број,una-sana_canton,"Пословање, администрација и право",
2015,Број,una-sana_canton,"Природне науке, математика и статистика",
2015,Број,una-sana_canton,Информационе и комуникационе технологије,
2015,Број,una-sana_canton,"Инжeњерство, производња и грађевинарство",
2015,Број,una-sana_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2015,Број,una-sana_canton,Здравство и социјална заштита,
2015,Број,una-sana_canton,Услуге,
2015,Број,tuzla_canton,Oбразовање,
2015,Број,tuzla_canton,Умјетност и хуманистичке науке,
2015,Број,tuzla_canton,"Друштвене науке, новинарство и информисање",
2015,Број,tuzla_canton,"Пословање, администрација и право",
2015,Број,tuzla_canton,"Природне науке, математика и статистика",
2015,Број,tuzla_canton,Информационе и комуникационе технологије,
2015,Број,tuzla_canton,"Инжeњерство, производња и грађевинарство",
2015,Број,tuzla_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2015,Број,tuzla_canton,Здравство и социјална заштита,
2015,Број,tuzla_canton,Услуге,
2015,Број,zenica-doboj_canton,Oбразовање,
2015,Број,zenica-doboj_canton,Умјетност и хуманистичке науке,
2015,Број,zenica-doboj_canton,"Друштвене науке, новинарство и информисање",
2015,Број,zenica-doboj_canton,"Пословање, администрација и право",
2015,Број,zenica-doboj_canton,"Природне науке, математика и статистика",
2015,Број,zenica-doboj_canton,Информационе и комуникационе технологије,
2015,Број,zenica-doboj_canton,"Инжeњерство, производња и грађевинарство",
2015,Број,zenica-doboj_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2015,Број,zenica-doboj_canton,Здравство и социјална заштита,
2015,Број,zenica-doboj_canton,Услуге,
2015,Број,bosnian-podrinje_canton,Oбразовање,
2015,Број,bosnian-podrinje_canton,Умјетност и хуманистичке науке,
2015,Број,bosnian-podrinje_canton,"Друштвене науке, новинарство и информисање",
2015,Број,bosnian-podrinje_canton,"Пословање, администрација и право",
2015,Број,bosnian-podrinje_canton,"Природне науке, математика и статистика",
2015,Број,bosnian-podrinje_canton,Информационе и комуникационе технологије,
2015,Број,bosnian-podrinje_canton,"Инжeњерство, производња и грађевинарство",
